"","folio","...1","X","anyo","staff_t","tot_veh","can_ton","reg","base","compact","truck","pickup","o_veh","n_orgs","a_10","a_20","a_15plus","POBTOT","P60","hoteles","ingpc2015","est_trs"
"1019",14047,533,533,2018,16,6,35,"pub",14,2,4,0,0,1,1,0,0,24489,0.118706357956634,3,22273.6517009311,0
"1020",14047,2364,510,2020,15,6,36,"pub",12,3,0,3,0,1,0.833333333333333,0.166666666666667,0,24894,0.123041696794408,3,22273.6517009311,0
"1021",14048,2365,511,2020,14,5,17.509,"pub",13,2,1,2,0,1,0.2,0.2,0.8,18982,0.143399009588031,0,21503.9120392781,0
"1022",14048,534,534,2018,14,4,18,"pub",1,2,0,2,0,1,0.25,0.5,0.75,18914,0.139367664164111,0,21503.9120392781,0
"1023",14049,2366,512,2020,11,3,1.3,"pub",0,2,0,1,0,1,1,0,0,9425,0.129230769230769,0,20688.8682483594,0
"1024",14049,535,535,2018,12,3,3,"pub",0,2,0,1,0,1,1,0,0,9449,0.125727590221187,0,20688.8682483594,0
"1025",14050,2367,513,2020,26,6,60,"priv",0,6,0,0,0,1,1,0,0,47105,0.122322471075257,20,26015.8198108013,0
"1026",14050,536,536,2018,27,8,50,"pub",11,5,2,1,0,1,0.625,0.375,0.125,46116,0.118657298985168,20,26015.8198108013,0
"1027",14051,537,537,2018,11,4,15,"priv",10,3,0,1,0,1,0.75,0.25,0,27330,0.0750823271130626,0,26685.7689044173,0
"1028",14051,2368,514,2020,11,4,17,"priv",11,3,0,1,0,1,0.25,0.75,0.25,30855,0.0728893210176633,0,26685.7689044173,0
"1029",14052,538,538,2018,4,2,4,"pub",0,1,0,1,0,1,1,0,0,5531,0.181522328692822,0,20543.1507600299,0
"1030",14052,2369,515,2020,4,2,4.8,"pub",0,1,0,1,0,1,1,0,0,5534,0.184134441633538,0,20543.1507600299,0
"1031",14053,539,539,2018,52,17,91,"priv",50,8,2,4,3,1,0.5625,0.25,0.4375,168689,0.0990995263473018,18,25532.005356056,0
"1032",14053,2370,516,2020,62,9,92.493,"priv",57,8,0,1,0,1,1,0,0,172403,0.103130455966544,18,25532.005356056,0
"1033",14054,2371,517,2020,11,3,5.5,"pub",9,1,1,1,0,1,1,0,0,5368,0.237518628912072,0,23464.397185301,0
"1034",14054,540,540,2018,16,3,3,"pub",14,1,0,2,0,1,1,0,0,5395,0.232993512511585,0,23464.397185301,0
"1035",14055,541,541,2018,21,6,21,"pub",21,2,0,3,1,1,0.166666666666667,0.5,0.666666666666667,21689,0.122273963760432,7,21820.1008955901,0
"1036",14055,2372,518,2020,21,3,21,"pub",20,2,0,1,0,1,0,1,0.666666666666667,21781,0.127725999724531,7,21820.1008955901,0
"1037",14056,2373,519,2020,5,1,1,"pub",4,0,1,0,0,1,0,1,0,1815,0.189531680440771,0,22508.7509025271,0
"1038",14056,542,542,2018,5,1,1,"pub",0,0,1,0,0,1,1,0,0,1957,0.176801226366888,0,22508.7509025271,0
"1039",14057,2374,520,2020,4,1,3.17,"pub",3,0,0,1,0,1,0,1,0,4099,0.175408636252745,5,22418.7614894331,0
"1040",14057,543,543,2018,4,1,3,"pub",0,0,0,1,0,1,1,0,0,4027,0.172088403277874,5,22418.7614894331,0
"1041",14058,544,544,2018,21,3,10,"pub",17,2,0,1,0,1,0.666666666666667,0.333333333333333,0.333333333333333,14413,0.172968847568168,17,28939.3767824337,0
"1042",14058,2375,521,2020,21,5,12,"pub",16,4,0,1,0,1,0.6,0.2,0.4,14451,0.176527575946301,17,28939.3767824337,0
"1043",14059,2376,522,2020,32,7,16.67,"pub",0,2,3,2,0,1,0.714285714285714,0.285714285714286,0,14043,0.127394431389304,63,22046.9550510157,0
"1044",14060,546,546,2018,4,1,1,"pub",0,0,0,1,0,1,1,0,0,5450,0.192844036697248,0,16562.4537815126,0
"1045",14060,2377,523,2020,4,2,2,"pub",3,0,2,0,0,1,0.5,0,0.5,5307,0.19935933672508,0,16562.4537815126,0
"1046",14061,547,547,2018,6,1,2,"pub",0,0,0,1,0,1,0,0,1,21284,0.081140763014471,4,16267.0096339114,0
"1047",14061,2378,524,2020,5,1,6,"pub",5,1,0,0,0,1,1,0,0,22083,0.0812389620975411,4,16267.0096339114,0
"1048",14062,548,548,2018,6,4,2,"pub",0,2,1,1,0,1,0.25,0,0.75,3622,0.181391496410823,0,21605.6711111111,0
"1049",14062,2379,525,2020,6,2,1.7,"pub",0,1,1,0,0,1,0.5,0,0.5,3638,0.186366135239142,0,21605.6711111111,0
"1050",14063,549,549,2018,64,16,120,"pub",38,13,0,3,0,1,0.4375,0.25,0.375,103431,0.118194738521333,20,27118.6533801539,0
"1051",14063,2380,526,2020,72,13,120,"pub",35,11,2,0,0,1,0.461538461538462,0.384615384615385,0.384615384615385,106050,0.123781235266384,20,27118.6533801539,0
"1052",14064,2381,527,2020,17,3,20.69,"pub",16,3,0,0,0,1,0.666666666666667,0.333333333333333,0.333333333333333,33588,0.103816839347386,6,19281.1960324071,0
"1053",14064,550,550,2018,9,3,16,"pub",8,0,3,0,0,1,1,0,0,32889,0.101675332177932,6,19281.1960324071,0
"1054",14065,2382,528,2020,7,3,8.5,"pub",2,3,0,0,0,1,1,0,0,11386,0.178552608466538,0,22657.4222222222,0
"1055",14065,551,551,2018,8,3,10,"pub",4,0,2,1,0,1,0.666666666666667,0,0.333333333333333,11535,0.174165583008236,0,22657.4222222222,0
"1056",14066,552,552,2018,38,7,65,"pub",17,4,0,3,0,1,0.857142857142857,0.142857142857143,0,52608,0.100174878345499,3,19716.2772052995,0
"1057",14067,2383,529,2020,355,51,420,"pub",198,32,6,8,5,1,1,0,0,291839,0.0972899441130212,174,41372.9752534595,0
"1058",14067,553,553,2018,338,35,534,"pub",232,25,7,1,2,1,1,0,0,284609,0.0907068996412622,174,41372.9752534595,0
"1059",14068,2384,530,2020,8,2,5,"pub",6,2,0,0,0,1,0.5,0,0.5,11303,0.180925418030611,3,22595.1671872878,0
"1060",14068,554,554,2018,8,2,10,"pub",6,2,0,0,0,1,0.5,0,0.5,11367,0.174452362100818,3,22595.1671872878,0
"1061",14069,2385,531,2020,18,6,6.69,"pub",0,1,0,5,0,1,0.666666666666667,0,0.333333333333333,7734,0.214895267649341,0,18270.5342657343,0
"1062",14069,555,555,2018,17,6,6,"pub",0,1,3,2,0,1,0.666666666666667,0.333333333333333,0.333333333333333,7923,0.206235011990408,0,18270.5342657343,0
"1063",14070,2386,532,2020,78,19,180,"mixed",54,19,0,0,0,2,0.736842105263158,0.263157894736842,0,232852,0.0684426159105355,7,25335.4571060839,0
"1064",14070,556,556,2018,50,17,140,"priv",45,17,0,0,0,1,0.588235294117647,0.235294117647059,0.352941176470588,213930,0.066418922077315,7,25335.4571060839,0
"1065",14071,557,557,2018,2,2,5,"pub",2,1,0,1,0,1,0.5,0.5,0.5,2976,0.15625,0,19870.2620295379,0
"1066",14071,2387,533,2020,6,2,3.065,"pub",5,2,0,0,0,1,1,0,0,2924,0.161764705882353,0,19870.2620295379,0
"1067",14072,2388,534,2020,7,2,8.57,"pub",0,1,0,1,0,1,0,0.5,0.5,7609,0.133000394269943,0,21448.7132262052,0
"1068",14072,558,558,2018,7,1,8,"pub",0,0,1,0,0,1,0,1,0,7415,0.129871881321645,0,21448.7132262052,0
"1069",14073,559,559,2018,99,9,80,"pub",4,7,1,1,0,1,0.333333333333333,0.333333333333333,0.444444444444444,70827,0.0991147443771443,89,24031.7610489151,0
"1070",14073,2389,535,2020,95,15,99,"pub",41,7,1,4,3,1,0.615384615384615,0.230769230769231,0.230769230769231,72230,0.102852000553787,89,24031.7610489151,0
"1071",14074,2390,536,2020,1,4,11.24,"pub",1,2,1,1,0,1,0.25,0.25,0.5,16792,0.138875655073845,3,26297.7177280551,0
"1072",14074,560,560,2018,15,4,11,"pub",14,2,2,0,0,1,0.5,0,0.5,16526,0.133728669974585,3,26297.7177280551,0
"1073",14075,561,561,2018,6,1,8,"pub",6,0,0,1,0,1,1,0,0,3786,0.159006867406233,0,19878.1932550208,0
"1074",14075,2391,537,2020,7,1,4,"pub",6,0,1,0,0,1,0,1,1,3791,0.166710630440517,0,19878.1932550208,0
"1075",14076,2392,538,2020,1,1,5,"pub",1,0,0,1,0,1,0,0,1,3095,0.165428109854604,0,26321.6805983282,0
"1076",14076,562,562,2018,9,1,3,"pub",0,0,0,1,0,1,0,0,1,3157,0.161545771301869,0,26321.6805983282,0
"1077",14077,2393,539,2020,28,5,24.46,"pub",21,3,2,0,0,1,0.25,0.5,0.75,28102,0.182691623372002,3,22909.4797336988,0
"1078",14077,563,563,2018,27,6,38,"pub",20,4,0,2,0,1,0.333333333333333,0.333333333333333,0.333333333333333,27746,0.177647228429323,3,22909.4797336988,0
"1079",14078,2394,540,2020,26,8,23,"pub",25,5,2,0,1,1,0.25,0.5,0.75,31965,0.133208196464883,3,26525.6618856638,0
"1080",14078,564,564,2018,25,7,21,"pub",24,5,1,0,1,1,0.142857142857143,0.571428571428571,0.571428571428571,31806,0.127365905803936,3,26525.6618856638,0
"1081",14079,2395,541,2020,10,2,11.23,"pub",7,1,0,1,0,1,1,0,0,16431,0.116182825147587,3,22779.0862096645,0
"1082",14079,565,565,2018,12,2,11,"pub",11,1,0,1,0,1,0,0,1,15947,0.114065341443532,3,22779.0862096645,0
"1083",14080,2396,542,2020,11,3,3.596,"pub",0,0,1,2,0,1,0,0.333333333333333,1,5086,0.194651985843492,14,21935.3852140078,0
"1084",14080,566,566,2018,13,3,3,"pub",0,1,0,2,0,1,0,0.666666666666667,0.666666666666667,5219,0.187200613144281,14,21935.3852140078,0
"1085",14081,567,567,2018,7,2,2,"pub",0,0,2,0,0,1,1,0,0,3558,0.216413715570545,0,14167.5035128806,0
"1086",14081,2397,543,2020,8,2,3.56,"pub",0,0,2,0,0,1,0.5,0.5,0,3515,0.222190611664296,0,14167.5035128806,0
"1087",14082,2398,544,2020,19,5,40,"pub",9,4,0,1,0,1,0,0.8,0.2,37186,0.128274081643629,7,26187.1640111355,0
"1088",14082,568,568,2018,14,5,34,"pub",9,5,0,0,0,1,0.4,0.4,0.6,36717,0.123049268731105,7,26187.1640111355,0
"1089",14083,2399,545,2020,72,7,120,"pub",59,6,0,1,0,1,0.857142857142857,0.142857142857143,0.0714285714285714,87690,0.10263427984947,9,25776.4921092629,0
"1090",14083,569,569,2018,55,8,96,"pub",38,1,0,7,0,1,0,0,1,83959,0.100358508319537,9,25776.4921092629,0
"1091",14084,570,570,2018,24,5,11,"pub",13,4,1,0,0,1,0.4,0.2,0.4,14882,0.155960220400484,41,25629.8925946863,0
"1092",14084,2400,546,2020,15,4,8.3,"pub",13,3,0,1,0,1,0.5,0,0.5,14997,0.161498966459959,41,25629.8925946863,0
"1093",14085,2401,547,2020,43,18,44,"pub",34,7,2,9,0,1,1,0,0,38955,0.167500962649211,6,28448.6005037783,1
"1094",14086,2402,548,2020,34,5,22,"pub",0,4,0,1,0,1,0.6,0.4,0,21245,0.0861379148034832,28,20048.4323308271,0
"1095",14086,572,572,2018,30,6,17,"pub",26,1,0,3,2,1,0.5,0.5,0.166666666666667,20616,0.0842549476135041,28,20048.4323308271,0
"1096",14087,2403,549,2020,11,4,15,"pub",8,1,1,2,0,1,0.75,0.25,0,16705,0.164022747680335,0,25924.9904333146,0
"1097",14087,573,573,2018,13,3,15,"pub",7,0,2,1,0,1,1,0,0,16735,0.158171496862862,0,25924.9904333146,0
"1098",14088,2404,550,2020,11,4,20,"pub",6,0,4,0,0,1,0,0.75,1,16603,0.171475034632295,3,22663.2489318642,0
"1099",14088,574,574,2018,14,4,21,"pub",8,2,0,2,0,1,0,0.5,0.75,16597,0.166656624691209,3,22663.2489318642,0
"1100",14089,2405,551,2020,8,1,2.81,"pub",5,1,0,0,0,1,1,0,0,4072,0.160117878192534,0,18740.1198093941,0
"1101",14089,575,575,2018,6,1,3,"pub",4,0,0,1,0,1,1,0,0,3959,0.157362970447083,0,18740.1198093941,0
"1102",14090,2406,552,2020,5,3,6,"pub",4,3,0,0,0,1,0.666666666666667,0.333333333333333,0.333333333333333,7302,0.190906600931252,0,22658.1663516068,0
"1103",14090,576,576,2018,5,3,6,"pub",4,3,0,0,0,1,1,0,0,7251,0.185215832298993,0,22658.1663516068,0
"1104",14091,2407,553,2020,42,9,36,"pub",26,5,3,1,0,1,0.444444444444444,0.333333333333333,0.555555555555556,39839,0.141017595823188,5,19337.9091364205,0
"1105",14091,577,577,2018,44,11,36,"pub",33,5,1,5,0,1,0.363636363636364,0.545454545454545,0.363636363636364,39889,0.13612775451879,5,19337.9091364205,0
"1106",14092,2408,554,2020,13,2,9.14,"pub",0,2,0,0,0,1,1,0,0,11039,0.198478123018389,0,18781.8886493342,0
"1107",14092,578,578,2018,13,2,9,"pub",0,0,2,0,0,1,1,0,0,10997,0.194143857415659,0,18781.8886493342,0
"1108",14093,2409,555,2020,87,24,114,"pub",73,15,6,3,0,1,0.333333333333333,0.458333333333333,0.375,150190,0.110653172647979,17,30703.6504477395,0
"1109",14093,579,579,2018,82,23,130,"pub",74,13,4,6,0,1,0.304347826086957,0.391304347826087,0.521739130434783,147379,0.10657556368275,17,30703.6504477395,0
"1110",14094,2410,556,2020,15,4,50,"priv",10,4,0,0,0,1,0,0,1,44353,0.104570153089983,26,26325.9605979039,0
"1111",14095,2411,557,2020,8,2,12,"pub",2,2,0,0,0,1,0,0,1,9647,0.160257074738261,4,22623.6940063091,0
"1112",14095,580,580,2018,9,3,6,"pub",0,1,1,1,0,1,0.333333333333333,0,0.666666666666667,9536,0.156145134228188,4,22623.6940063091,0
"1113",14096,2412,558,2020,21,6,17.27,"pub",0,0,3,3,0,1,0.833333333333333,0.166666666666667,0,22758,0.144300905176202,3,19634.2226839404,0
"1114",14096,581,581,2018,16,4,16,"pub",12,1,0,3,0,1,0.25,0.75,0,22377,0.140590785181213,3,19634.2226839404,0
"1115",14097,582,582,2018,17,45,400,"pub",13,41,2,2,0,1,0.533333333333333,0.466666666666667,0.0222222222222222,665522,0.0555939548204267,15,40518.6486712254,1
"1116",14097,2413,559,2020,180,60,666.22,"priv",0,59,1,0,0,1,0.783333333333333,0.2,0.0333333333333333,727750,0.0578083132944006,15,40518.6486712254,1
"1117",14098,583,583,2018,337,71,500,"pub",222,43,0,19,9,1,0.28169014084507,0.577464788732394,0.619718309859155,671322,0.0910189149171337,46,32726.5267349072,1
"1118",14098,2414,560,2020,342,80,534,"pub",235,52,16,6,6,1,0.275,0.3875,0.5,687127,0.0970126337634819,46,32726.5267349072,1
"1119",14099,2415,561,2020,11,3,4.5,"pub",4,3,0,0,0,1,1,0,0,11219,0.137534539620287,0,16795.1140745036,0
"1120",14099,584,584,2018,14,3,4,"pub",7,3,0,0,0,1,1,0,0,10895,0.136392840752639,0,16795.1140745036,0
"1121",14100,2416,562,2020,14,8,46.261,"pub",6,5,0,3,0,1,0.25,0.125,0.625,36316,0.139993391342659,9,25440.4312887054,0
"1122",14100,585,585,2018,65,7,58,"pub",22,4,1,0,2,1,0.142857142857143,0.142857142857143,0.714285714285714,36066,0.132396162590806,9,25440.4312887054,0
"1123",14101,2417,563,2020,222,54,395.05,"mixed",86,47,0,6,1,2,0.234042553191489,0.765957446808511,0.319148936170213,569913,0.0829003725129976,17,30572.2785758825,1
"1124",14102,2418,564,2020,9,3,5.5,"pub",0,2,0,1,0,1,0.333333333333333,0.666666666666667,0,5961,0.187720181177655,3,26632.8441717791,0
"1125",14102,586,586,2018,8,3,7,"pub",0,2,0,1,0,1,0.333333333333333,0.666666666666667,0,5954,0.184245885119248,3,26632.8441717791,0
"1126",14103,2419,565,2020,8,2,9,"pub",4,2,0,0,0,1,1,0,0,7565,0.166159947124917,0,23895.2082551595,0
"1127",14103,587,587,2018,9,2,8,"pub",5,0,2,0,0,1,0.5,0.5,0,7504,0.160314498933902,0,23895.2082551595,0
"1128",14104,588,588,2018,6,1,4,"pub",0,0,0,1,0,1,0,1,1,4227,0.226401703335699,4,20340.2203742204,0
"1129",14104,2420,566,2020,6,1,3,"pub",0,1,0,0,0,1,1,0,0,4180,0.229425837320574,4,20340.2203742204,0
"1130",14105,589,589,2018,31,2,30,"pub",11,1,1,0,0,1,1,0,0,23231,0.126727217941544,0,22238.4301501251,0
"1131",14105,2421,567,2020,30,5,30,"pub",13,4,1,0,0,1,0.6,0.4,0.2,23573,0.130233741992958,0,22238.4301501251,0
"1132",14106,2422,568,2020,10,3,4.2,"pub",2,0,2,1,0,1,0.666666666666667,0.333333333333333,0.333333333333333,5482,0.146296971908063,0,19226.735483871,0
"1133",14106,590,590,2018,11,2,4,"pub",3,2,0,0,0,1,1,0,0,5234,0.149789835689721,0,19226.735483871,0
"1134",14107,591,591,2018,12,2,5,"pub",4,0,2,0,0,1,1,0,0,6628,0.146801448400724,0,21650.0037907506,0
"1135",14107,2423,569,2020,18,2,5.4,"pub",0,0,0,2,0,1,0,1,0,6702,0.150999701581617,0,21650.0037907506,0
"1136",14108,2424,570,2020,23,4,33,"pub",16,4,0,0,0,1,0,0,1,37518,0.139293139293139,4,23162.3023619992,0
"1137",14109,592,592,2018,10,2,9,"pub",1,2,0,0,0,1,1,0,0,18717,0.122081530159748,0,21808.0340189873,0
"1138",14109,2425,571,2020,8,2,12,"pub",7,2,0,0,0,1,1,0,0,19069,0.125386753369343,0,21808.0340189873,0
"1139",14110,593,593,2018,15,3,15,"pub",13,3,0,0,0,1,1,0,0,13785,0.175915850562205,4,23504.549605981,0
"1140",14110,2426,572,2020,15,3,11.525,"pub",1,2,1,0,0,1,0.333333333333333,0.333333333333333,0.666666666666667,13799,0.180447858540474,4,23504.549605981,0
"1141",14111,2427,573,2020,5,1,7,"pub",4,1,0,0,0,1,0,1,0,6627,0.140184095367436,0,27246.5750896976,0
"1142",14111,594,594,2018,4,1,4,"pub",4,1,0,0,0,1,0,1,0,6641,0.135220599307333,0,27246.5750896976,0
"1143",14112,2428,574,2020,8,4,7.57,"pub",7,2,0,2,0,1,0.5,0.5,0,6151,0.186798894488701,3,26709.8139534884,0
"1144",14113,2429,575,2020,20,5,9.3,"pub",16,3,1,1,0,1,0.4,0.4,0.4,16548,0.139352187575538,3,23210.5448213204,0
"1145",14113,595,595,2018,20,5,9,"pub",16,3,0,1,1,1,0.6,0.4,0,16302,0.13697705802969,3,23210.5448213204,0
"1146",14114,2430,576,2020,13,6,17.859,"pub",8,3,1,2,0,1,1,0,0,19063,0.148927241252688,11,21690.4498484338,0
"1147",14115,597,597,2018,7,2,4,"pub",0,1,1,0,0,1,0.5,0,0.5,5550,0.177477477477477,0,20320.3811928053,0
"1148",14115,2431,577,2020,6,3,3.83,"pub",0,1,2,0,0,1,0.333333333333333,0.333333333333333,0.666666666666667,5525,0.175927601809955,0,20320.3811928053,0
"1149",14116,598,598,2018,11,4,18,"pub",10,2,0,2,0,1,0,1,0.75,19815,0.112238203381277,13,22387.7578768466,0
"1150",14116,2432,578,2020,12,3,18,"pub",11,2,1,0,0,1,0.666666666666667,0.333333333333333,0.333333333333333,20088,0.116885702907208,13,22387.7578768466,0
"1151",14117,2433,579,2020,5,1,3,"pub",4,1,0,0,0,1,1,0,0,4388,0.196672743846855,0,21075.6271943824,0
"1152",14117,599,599,2018,3,1,3,"pub",3,0,1,0,0,1,1,0,0,4344,0.194981583793738,0,21075.6271943824,0
"1153",14118,2434,580,2020,49,5,28,"pub",10,2,0,3,0,1,0,0.6,1,22394,0.186701795123694,3,22309.4201714516,0
"1154",14118,600,600,2018,37,4,22,"pub",8,2,0,2,0,1,0.25,0.25,0.5,22372,0.180314679063115,3,22309.4201714516,0
"1155",14119,2435,581,2020,18,3,22.37,"pub",0,2,1,0,0,1,1,0,0,30472,0.14583880283539,7,20177.4365898862,0
"1156",14119,601,601,2018,21,5,35,"pub",17,2,1,1,1,1,0.5,0.25,0.5,29957,0.143372166772374,7,20177.4365898862,0
"1157",14120,602,602,2018,768,217,1600,"pub",580,212,0,5,0,1,0.603686635944701,0.382488479262673,0.101382488479263,1429948,0.10963195864465,96,48440.5030077174,0
"1158",14120,2436,582,2020,768,266,1350,"pub",579,217,3,35,11,1,0.43609022556391,0.56390977443609,0.161654135338346,1476491,0.116646833607519,96,48440.5030077174,0
"1159",14121,2437,583,2020,35,6,17,"pub",28,4,1,1,0,1,0.5,0,0.5,33713,0.134191558152641,5,25746.1441154786,0
"1160",14122,604,604,2018,13,3,4,"pub",4,2,0,1,0,1,1,0,0,7309,0.151183472431249,0,17018.2629969419,0
"1161",14123,2438,584,2020,12,4,9.78,"pub",9,0,0,2,2,1,1,0,0,19279,0.127236889880181,0,21014.4854663177,0
"1162",14123,605,605,2018,11,3,35,"pub",10,2,0,1,0,1,1,0,0,18937,0.124201299044199,0,21014.4854663177,0
"1163",14124,606,606,2018,22,7,60,"priv",21,6,0,1,0,1,0.571428571428571,0.428571428571429,0,64572,0.10956761444589,13,27200.3929146538,0
"1164",14124,2439,585,2020,25,7,60,"priv",24,6,1,0,0,1,0.571428571428571,0.428571428571429,0.142857142857143,64806,0.114248680677715,13,27200.3929146538,0
"1165",14125,607,607,2018,13,4,13,"pub",12,4,0,0,0,1,0,0.5,0.5,18202,0.112130535106032,3,22839.0777889447,0
"1166",14125,2440,586,2020,14,4,13,"pub",9,4,0,0,0,1,0,0.5,0.5,18341,0.117823455645821,3,22839.0777889447,0
"1167",15001,608,608,2018,34,9,15,"pub",21,6,3,0,0,1,0.444444444444444,0.444444444444444,0.333333333333333,66478,0.107178314630404,4,15576.1116230091,0
"1168",15001,2441,587,2020,41,6,18,"pub",12,6,0,0,0,1,0,1,1,67872,0.110531588873173,4,15576.1116230091,0
"1169",15002,2442,588,2020,64,21,50,"mixed",11,0,2,19,0,17,0,0,1,171507,0.0907251599060097,0,25043.3803745887,1
"1170",15002,609,609,2018,96,24,50,"priv",0,0,0,24,0,24,0,0.25,0.833333333333333,164518,0.0851517767052845,0,25043.3803745887,1
"1171",15003,2443,589,2020,23,4,17.5,"pub",23,2,0,1,1,1,0.25,0.5,0.5,49266,0.105305890472131,5,17713.2536280923,0
"1172",15003,610,610,2018,54,3,10,"pub",10,3,0,0,0,1,1,0,0,48375,0.1008165374677,5,17713.2536280923,0
"1173",15004,611,611,2018,13,4,10,"pub",2,4,0,0,0,1,1,0,0,15240,0.114763779527559,0,14857.3332040717,0
"1174",15005,612,612,2018,85,9,32,"pub",80,2,7,0,0,1,0.222222222222222,0.222222222222222,0.555555555555556,169197,0.0748713038647257,0,20738.5087893422,0
"1175",15006,2444,590,2020,6,2,8.8,"pub",6,2,0,0,0,1,1,0,0,12694,0.107531117063179,0,24168.9215648487,0
"1176",15006,613,613,2018,10,4,8,"pub",4,3,1,0,0,1,0.25,0.25,0.75,12334,0.103859250851305,0,24168.9215648487,0
"1177",15007,2445,591,2020,13,5,10,"pub",0,3,2,0,0,1,0.8,0.2,0,23675,0.0906019007391763,0,16483.9182274742,0
"1178",15007,614,614,2018,13,5,5,"pub",0,2,1,2,0,1,0.8,0.2,0,23516,0.0881952713046436,0,16483.9182274742,0
"1179",15008,615,615,2018,26,3,22,"pub",11,2,0,1,0,1,1,0,0,25462,0.169036210823973,6,16755.8656373879,0
"1180",15009,2446,592,2020,52,4,47,"pub",28,4,0,0,0,1,1,0,0,53441,0.12174173387474,5,22736.4588731213,0
"1181",15009,616,616,2018,45,5,47,"pub",25,4,0,1,0,1,0.8,0,0.2,52437,0.115395617598261,5,22736.4588731213,0
"1182",15010,617,617,2018,16,5,25,"pub",14,0,0,5,0,1,0,1,1,31025,0.102884770346495,4,25377.2446440123,0
"1183",15010,2447,593,2020,62,16,32,"pub",4,0,4,12,0,2,0.25,0.25,0.75,31898,0.10862750015675,4,25377.2446440123,0
"1184",15011,618,618,2018,43,11,56,"priv",0,0,0,11,0,11,0,0,1,71643,0.0852421032061751,4,21905.2057881752,1
"1185",15011,2448,594,2020,16,5,52.5,"priv",0,0,0,5,0,4,0,0,1,75489,0.0888606287008703,4,21905.2057881752,1
"1186",15012,619,619,2018,10,5,12,"pub",0,4,0,1,0,1,0.4,0.4,0.6,12443,0.0841436952503416,0,24873.9147363677,1
"1187",15012,2449,595,2020,10,5,12,"pub",0,4,0,1,0,1,0.4,0.4,0.6,12984,0.0881854590264941,0,24873.9147363677,1
"1188",15013,620,620,2018,455,123,500,"pub",231,0,64,59,0,1,0.349593495934959,0.422764227642276,0.430894308943089,516929,0.131292692033142,8,42399.1254692784,0
"1189",15013,2450,596,2020,484,129,500,"pub",278,53,58,17,1,1,0.294573643410853,0.457364341085271,0.410852713178295,523674,0.142859870835673,8,42399.1254692784,0
"1190",15014,621,621,2018,43,17,70,"pub",38,14,3,0,0,1,0.235294117647059,0.647058823529412,0.235294117647059,106254,0.0843638827714721,10,23619.042131495,0
"1191",15015,622,622,2018,36,3,52,"pub",0,2,0,1,0,1,0.333333333333333,0.666666666666667,0.333333333333333,31055,0.105329254548382,0,16097.3511916486,0
"1192",15015,2451,597,2020,14,4,52,"pub",5,3,0,1,0,1,0,1,0.75,31900,0.108934169278997,0,16097.3511916486,0
"1193",15016,2452,598,2020,18,3,14,"pub",0,2,1,0,0,1,0,0.666666666666667,1,29128,0.117687448503158,0,20106.1527197554,0
"1194",15016,623,623,2018,25,3,14,"pub",3,0,3,0,0,1,0.333333333333333,0.666666666666667,0,28415,0.113285236670772,0,20106.1527197554,0
"1195",15017,2453,599,2020,8,2,4,"pub",0,1,0,1,0,1,0.5,0.5,0.5,10053,0.104346961106137,0,21011.8417202394,0
"1196",15017,624,624,2018,10,2,4,"pub",0,0,0,2,0,1,0,0,1,9816,0.0990220048899755,0,21011.8417202394,0
"1197",15018,625,625,2018,29,4,48,"pub",17,4,0,0,0,1,0.75,0.25,0,64201,0.0851232846840392,0,29779.9104757441,0
"1198",15018,2454,600,2020,45,9,60,"pub",19,6,2,0,1,1,0.666666666666667,0.333333333333333,0.333333333333333,68489,0.0881747433894494,0,29779.9104757441,0
"1199",15019,626,626,2018,27,6,45,"pub",6,4,1,1,0,1,0,1,0.166666666666667,36357,0.0977528398932805,5,24050.2163288502,1
"1200",15019,2455,601,2020,29,6,41,"pub",11,4,2,0,0,1,0.75,0.25,0,36921,0.103139134909672,5,24050.2163288502,1
"1201",15020,627,627,2018,78,15,369,"mixed",61,1,2,9,3,2,0.0666666666666667,0.466666666666667,0.933333333333333,290368,0.127152441040335,6,38472.9009929374,1
"1202",15020,2456,602,2020,86,15,496.93,"pub",30,1,5,6,3,1,0,0.533333333333333,1,293444,0.138711304371533,6,38472.9009929374,1
"1203",15021,628,628,2018,21,6,28,"pub",14,4,0,2,0,1,0.333333333333333,0.5,0.166666666666667,38150,0.0889908256880734,5,16704.0965987649,0
"1204",15021,2457,603,2020,32,9,10,"pub",22,5,0,4,0,1,0.333333333333333,0.555555555555556,0.222222222222222,38643,0.0918406955981678,5,16704.0965987649,0
"1205",15022,2458,604,2020,10,3,8,"pub",0,1,1,1,0,1,0.666666666666667,0.333333333333333,0.333333333333333,15107,0.115641755477593,0,24810.81505426,0
"1206",15022,629,629,2018,13,4,12,"pub",1,1,0,3,0,1,0.5,0.5,0.5,14510,0.110889042039972,0,24810.81505426,0
"1207",15023,2459,605,2020,20,3,12.2,"pub",0,3,0,0,0,2,0.666666666666667,0.333333333333333,0,40885,0.0924789042436101,3,23728.2754584067,0
"1208",15023,630,630,2018,64,17,50,"pub",0,3,0,14,0,2,0.176470588235294,0,0.823529411764706,40518,0.0870230514832914,3,23728.2754584067,0
"1209",15024,2460,606,2020,147,10,115.81,"pub",38,10,0,0,0,2,0,1,0.5,178847,0.0854808858968839,7,40462.1370507171,0
"1210",15024,631,631,2018,263,15,115,"pub",91,15,0,0,0,3,0.6,0.4,0,171091,0.0793846549497051,7,40462.1370507171,0
