"","folio","...1","X","anyo","staff_t","tot_veh","can_ton","reg","base","compact","truck","pickup","o_veh","n_orgs","a_10","a_20","a_15plus","POBTOT","P60","hoteles","ingpc2015","est_trs"
"1488",16046,2599,745,2020,5,2,8,"pub",0,0,0,2,0,1,0.5,0.5,0.5,14936,0.132163899303696,0,14702.5036619718,0
"1489",16046,775,775,2018,8,2,6,"pub",0,0,0,2,0,1,0.5,0.5,0,14668,0.128033815107717,0,14702.5036619718,0
"1490",16047,2600,746,2020,21,4,9,"pub",0,0,4,0,0,1,0,1,0,19834,0.123323585761823,5,13156.5996553705,0
"1491",16047,776,776,2018,17,3,10,"pub",9,3,0,0,0,1,0,1,0,19866,0.119903352461492,5,13156.5996553705,0
"1492",16048,777,777,2018,15,1,4,"pub",2,0,0,1,0,1,1,0,0,5698,0.13952263952264,0,17043.6180758018,0
"1493",16048,2601,747,2020,7,1,4.5,"pub",1,0,1,0,0,1,0,1,0,5745,0.141862489120975,0,17043.6180758018,0
"1494",16049,2602,748,2020,17,4,14,"pub",13,1,0,3,0,1,0.5,0.25,0.25,19086,0.110499842816724,0,14763.9594818997,0
"1495",16049,778,778,2018,19,4,13,"pub",15,1,3,0,0,1,0.5,0.5,0.25,18755,0.107864569448147,0,14763.9594818997,0
"1496",16050,2603,749,2020,19,14,32,"pub",13,0,3,11,0,1,0.142857142857143,0.142857142857143,0.714285714285714,89311,0.113009595682503,9,16637.2573165436,0
"1497",16050,779,779,2018,13,12,30,"pub",7,0,9,3,0,1,0.166666666666667,0.0833333333333333,0.75,87498,0.108962490571213,9,16637.2573165436,0
"1498",16051,780,780,2018,13,3,15,"pub",12,1,1,1,0,1,0.666666666666667,0.333333333333333,0.333333333333333,13791,0.140526430280618,4,28051.7538300836,0
"1499",16051,2604,750,2020,13,3,15.24,"pub",12,1,0,2,0,1,0.333333333333333,0.666666666666667,0,13983,0.146463562897804,4,28051.7538300836,0
"1500",16052,781,781,2018,200,34,152,"pub",150,1,3,22,8,1,0.382352941176471,0.5,0.117647058823529,192569,0.0923980495302982,86,34866.1116287703,1
"1501",16052,2605,751,2020,235,34,184,"pub",171,7,24,2,1,2,0.0588235294117647,0.0588235294117647,0.882352941176471,196003,0.0991821553751728,86,34866.1116287703,1
"1502",16053,782,782,2018,543,74,656,"pub",472,14,0,60,0,1,0.313432835820896,0.567164179104478,0.552238805970149,825095,0.121962925481308,170,32359.9620596206,0
"1503",16053,2606,752,2020,1756,72,630,"mixed",445,10,34,28,0,11,0.161764705882353,0.544117647058824,0.661764705882353,849053,0.128689257325514,170,32359.9620596206,0
"1504",16054,2607,753,2020,3,1,4,"pub",0,1,0,0,0,1,1,0,0,7983,0.209570336966053,0,16011.5253414264,0
"1505",16054,783,783,2018,4,2,3,"pub",0,1,0,1,0,1,0,0,1,8003,0.203673622391603,0,16011.5253414264,0
"1506",16055,784,784,2018,32,2,25,"pub",1,1,0,0,1,1,0,0.5,0.5,45579,0.112266614010838,9,23227.5663311985,0
"1507",16055,2608,754,2020,41,3,70,"pub",41,1,0,2,0,1,0,0,1,45732,0.117117117117117,9,23227.5663311985,0
"1508",16056,2609,755,2020,3,1,6,"pub",0,1,0,0,0,1,1,0,0,32598,0.112982391557764,0,12131.5203953105,0
"1509",16057,2610,756,2020,7,1,3,"pub",0,0,1,0,0,1,0,1,1,8196,0.146656905807711,0,17352.2868754482,0
"1510",16057,785,785,2018,12,2,3,"pub",0,1,0,1,0,1,0,0.5,0.5,8119,0.143860081290799,0,17352.2868754482,0
"1511",16058,786,786,2018,17,5,16,"pub",2,0,0,5,0,1,0,0.4,0.6,20554,0.0893743310304564,17,20799.4590818363,0
"1512",16058,2611,757,2020,14,4,16,"pub",1,1,1,2,0,1,0,0.75,1,20981,0.0919879891330251,17,20799.4590818363,0
"1513",16059,2612,758,2020,9,2,8,"pub",0,0,2,0,0,1,0,1,0,9027,0.131715963221447,0,17501.291015625,0
"1514",16059,787,787,2018,9,2,8,"pub",0,0,0,2,0,1,0,1,0,8872,0.128719567177638,0,17501.291015625,0
"1515",16060,2613,759,2020,12,2,14,"pub",12,0,2,0,0,1,0,0,1,9437,0.157995125569567,0,16902.7212723658,0
"1516",16060,788,788,2018,10,2,15,"pub",10,0,0,2,0,1,0,0,1,9471,0.151620736986591,0,16902.7212723658,0
"1517",16061,789,789,2018,34,4,5,"pub",0,0,1,3,0,1,0,0.25,1,24348,0.0827172663052407,0,13528.8932364449,0
"1518",16061,2614,760,2020,21,5,9,"pub",0,1,0,4,0,1,0,0,1,24774,0.0846048276418826,0,13528.8932364449,0
"1519",16062,790,790,2018,15,3,16,"pub",0,0,0,3,0,1,1,0,0,20714,0.139760548421358,0,16750.2524504901,0
"1520",16062,2615,761,2020,15,3,16,"pub",0,0,3,0,0,1,1,0,0,21028,0.142571809016549,0,16750.2524504901,0
"1521",16063,2616,762,2020,12,2,9,"pub",10,0,2,0,0,1,0,0,1,14889,0.184229968433071,0,13432.4882334484,0
"1522",16063,791,791,2018,11,2,16,"pub",10,0,2,0,0,1,0,1,0.5,15120,0.17989417989418,0,13432.4882334484,0
"1523",16064,2617,763,2020,16,5,24,"pub",6,2,0,2,1,1,0.2,0.8,0,26832,0.116987179487179,0,17736.864226053,0
"1524",16064,792,792,2018,15,4,18,"pub",3,3,0,0,1,1,0.5,0.5,0,26535,0.112832108535896,0,17736.864226053,0
"1525",16065,2618,764,2020,8,2,35,"pub",0,2,0,0,0,1,1,0,0,39657,0.115893789242757,8,17668.9572044988,0
"1526",16065,793,793,2018,41,4,16,"pub",0,2,1,1,0,1,0.5,0.5,0,38673,0.112947017298891,8,17668.9572044988,0
"1527",16066,2619,765,2020,184,41,65,"pub",56,1,3,37,0,2,0,0.0731707317073171,0.975609756097561,98382,0.122613892785266,80,19575.3946655474,0
"1528",16066,794,794,2018,77,10,65,"pub",52,1,2,6,1,1,0,0.6,0.9,96266,0.117912866432593,80,19575.3946655474,0
"1529",16067,2620,766,2020,9,2,6,"pub",0,1,1,0,0,1,0,0,1,16621,0.192587690271343,0,13454.5550524572,0
"1530",16067,795,795,2018,4,2,16,"pub",4,0,1,1,0,1,0,1,0,16727,0.187481317630179,0,13454.5550524572,0
"1531",16068,2621,767,2020,16,5,30,"pub",15,2,2,1,0,1,0.5,0,0.5,29389,0.095818163258362,4,26281.8872386983,0
"1532",16068,796,796,2018,18,5,25,"pub",17,2,1,2,0,1,0.6,0.4,0.2,28568,0.0922360683281994,4,26281.8872386983,0
"1533",16069,797,797,2018,105,15,120,"pub",75,12,0,3,0,1,0.466666666666667,0.333333333333333,0.2,105104,0.125437661744558,10,26477.001604017,0
"1534",16069,2622,768,2020,88,15,125,"pub",53,12,0,3,0,1,0.466666666666667,0.333333333333333,0.2,106490,0.130650765330078,10,26477.001604017,0
"1535",16070,798,798,2018,28,6,25,"pub",26,0,0,6,0,1,0,0,1,15466,0.164231216862796,3,21268.7030110935,0
"1536",16071,2623,769,2020,49,7,90,"pub",22,3,1,3,0,1,0.142857142857143,0.142857142857143,0.857142857142857,69260,0.150404273751083,7,18058.5761067314,0
"1537",16071,799,799,2018,59,8,71,"pub",25,3,1,2,2,1,0.125,0.5,0.625,68973,0.145303234599046,7,18058.5761067314,0
"1538",16072,2624,770,2020,9,2,12,"pub",3,0,2,0,0,1,0,0,1,13961,0.141966907814626,0,16369.72909699,0
"1539",16072,800,800,2018,9,2,12,"pub",3,1,0,1,0,1,0,0.5,0.5,13878,0.137627900273815,0,16369.72909699,0
"1540",16073,801,801,2018,22,4,22,"pub",13,2,0,2,0,1,0.25,0.25,0.5,26856,0.135165326184093,13,17039.7007973674,0
"1541",16073,2625,771,2020,18,3,22.835,"pub",10,2,1,0,0,1,0.333333333333333,0.333333333333333,0.333333333333333,27176,0.140565204592287,13,17039.7007973674,0
"1542",16074,802,802,2018,11,2,6,"pub",10,0,1,1,0,1,0,1,0,10436,0.151399003449598,0,17192.4165,0
"1543",16074,2626,772,2020,11,2,7,"pub",10,1,1,0,0,1,0,1,0.5,10553,0.15483748697053,0,17192.4165,0
"1544",16075,2627,773,2020,107,8,121,"pub",65,4,4,0,0,1,0,0,1,78935,0.107873566858808,11,26717.5003900765,0
"1545",16075,803,803,2018,107,8,57,"pub",65,0,4,4,0,1,0,0,1,75973,0.105340055019546,11,26717.5003900765,0
"1546",16076,2628,774,2020,91,12,90,"pub",64,3,7,2,0,1,0,0.25,0.916666666666667,78477,0.124163767728124,11,24323.8567101584,0
"1547",16076,804,804,2018,50,10,86,"pub",36,2,1,7,0,1,0,0.9,0.1,77353,0.118275955683684,11,24323.8567101584,0
"1548",16077,2629,775,2020,17,6,10,"pub",0,1,1,4,0,1,0,0.833333333333333,0.166666666666667,17677,0.184477004016519,4,15896.4841255276,0
"1549",16077,805,805,2018,71,6,15,"pub",0,1,4,1,0,1,0.666666666666667,0.333333333333333,0,17837,0.179570555586702,4,15896.4841255276,0
"1550",16078,806,806,2018,12,2,14,"pub",10,2,0,0,0,1,0,0.5,0.5,12770,0.175646045418951,0,15180.4595744681,0
"1551",16078,2630,776,2020,9,2,14,"pub",8,2,0,0,0,1,0,0.5,0.5,12812,0.182016859194505,0,15180.4595744681,0
"1552",16079,2631,777,2020,52,15,25,"pub",15,0,9,6,0,1,0.2,0.466666666666667,0.733333333333333,49896,0.104517396184063,20,14882.2112748634,0
"1553",16079,807,807,2018,52,9,22,"pub",12,0,1,8,0,1,0,0.444444444444444,0.777777777777778,48961,0.102203794857131,20,14882.2112748634,0
"1554",16080,2632,778,2020,11,2,2.793,"pub",8,1,0,1,0,1,0,1,0.5,19833,0.118136439267887,4,14962.3556515479,0
"1555",16080,808,808,2018,11,2,4,"pub",8,0,0,2,0,1,0,0.5,1,19555,0.114650984402966,4,14962.3556515479,0
"1556",16081,2633,779,2020,4,1,3.5,"pub",0,0,0,1,0,1,0,1,1,9076,0.129903040987219,0,9711.24134419552,0
"1557",16081,809,809,2018,5,1,3,"pub",0,0,0,1,0,1,0,1,0,9000,0.126666666666667,0,9711.24134419552,0
"1558",16082,2634,780,2020,68,8,46,"pub",42,1,1,6,0,1,0.375,0,0.625,79540,0.105305506663314,17,22319.6644876885,0
"1559",16082,810,810,2018,55,7,45,"pub",27,0,3,4,0,1,0.428571428571429,0.285714285714286,0.571428571428571,77619,0.102616627372164,17,22319.6644876885,0
"1560",16083,2635,781,2020,54,4,18,"pub",4,1,2,1,0,1,0.5,0.25,0.25,33453,0.0916509730069052,3,21750.9276331892,0
"1561",16083,811,811,2018,15,3,30,"pub",0,1,0,2,0,1,0.333333333333333,0,0.666666666666667,32646,0.0903632910616921,3,21750.9276331892,0
"1562",16084,2636,782,2020,16,4,16,"pub",4,2,1,1,0,1,0,0.5,0.5,31716,0.106980703745743,0,16351.6180005114,0
"1563",16084,812,812,2018,16,4,16,"pub",4,2,1,1,0,1,0.25,0.5,0.25,30934,0.10406025732204,0,16351.6180005114,0
"1564",16085,2637,783,2020,23,7,27.77,"pub",22,4,2,1,0,1,0.285714285714286,0.285714285714286,0.714285714285714,35256,0.149279555253007,4,22510.728126835,0
"1565",16085,813,813,2018,23,7,30,"pub",22,4,0,3,0,1,0.285714285714286,0.428571428571429,0.428571428571429,34741,0.146138568262284,4,22510.728126835,0
"1566",16086,814,814,2018,8,2,12,"pub",0,1,0,1,0,1,0.5,0,0.5,15464,0.147633212622866,3,24471.3114444921,0
"1567",16087,2638,784,2020,12,6,17,"pub",5,0,3,3,0,1,0.166666666666667,0,0.833333333333333,15589,0.132208608634293,0,22140.7289220053,0
"1568",16087,815,815,2018,15,5,15,"mixed",3,0,1,4,0,3,0.4,0,0.6,15182,0.129034382821763,0,22140.7289220053,0
"1569",16088,2639,785,2020,135,55,30,"mixed",135,0,0,55,0,3,0,0,1,114513,0.083370447023482,0,26001.2218905473,0
"1570",16088,816,816,2018,101,59,30,"pub",0,0,0,59,0,2,0,0,1,107335,0.080095029580286,0,26001.2218905473,0
"1571",16089,817,817,2018,36,7,50,"pub",31,1,1,5,0,1,0.285714285714286,0.285714285714286,0.428571428571429,23859,0.136510331531078,4,25108.3854765507,0
"1572",16089,2640,786,2020,40,10,50,"pub",32,3,3,4,0,1,0.2,0.7,0.1,24074,0.141646589681814,4,25108.3854765507,0
"1573",16090,2641,787,2020,1,1,8.71,"pub",0,0,1,0,0,1,0,1,0,16325,0.107258805513017,0,18358.0635648755,0
"1574",16091,2642,788,2020,20,5,15,"pub",18,0,3,2,0,1,0,0.2,1,14934,0.14590866479175,0,22546.2780408023,0
"1575",16091,819,819,2018,22,5,15,"pub",3,1,1,3,0,1,0.2,0.4,0.6,14647,0.143988530074418,0,22546.2780408023,0
"1576",16092,820,820,2018,20,4,8,"pub",0,1,1,2,0,1,0,0.5,1,13122,0.143042219173906,3,16643.8095238095,0
"1577",16092,2643,789,2020,20,3,8.9,"pub",0,1,1,1,0,1,0.666666666666667,0.333333333333333,0.333333333333333,12836,0.148566531629791,3,16643.8095238095,0
"1578",16093,821,821,2018,48,4,14,"pub",46,0,0,4,0,1,0,0.5,1,28363,0.112858301308042,12,14403.8596220594,0
"1579",16093,2644,790,2020,11,4,12,"pub",10,1,2,1,0,1,0,0.25,0.75,28556,0.115877573889901,12,14403.8596220594,0
"1580",16094,2645,791,2020,3,1,8,"pub",3,1,0,0,0,1,1,0,0,6420,0.233021806853583,0,17374.8844433984,0
"1581",16094,822,822,2018,6,1,10,"pub",0,1,0,0,0,1,0,1,0,6514,0.227970525023027,0,17374.8844433984,0
"1582",16095,823,823,2018,10,3,10,"pub",0,1,0,2,0,1,0,0,1,12160,0.160773026315789,0,23808.9895234877,0
"1583",16095,2646,792,2020,8,3,10,"pub",0,1,2,0,0,1,0,0.333333333333333,1,12325,0.164949290060852,0,23808.9895234877,0
"1584",16096,2647,793,2020,10,3,4,"pub",0,0,1,2,0,1,0,0.666666666666667,0.666666666666667,5971,0.146709093954112,0,14824.5434530707,0
"1585",16096,824,824,2018,9,2,4,"pub",0,0,0,2,0,1,0.5,0.5,0,6354,0.138495435945861,0,14824.5434530707,0
"1586",16097,825,825,2018,35,9,36,"pub",18,0,0,9,0,1,0,0.333333333333333,0.777777777777778,29621,0.131427028121941,4,16137.7846051464,0
"1587",16097,2648,794,2020,24,8,37,"pub",24,0,4,4,0,1,0,0.5,0.5,29056,0.135152808370044,4,16137.7846051464,0
"1588",16098,2649,795,2020,8,4,11,"pub",7,4,0,0,0,1,0,1,0.5,25757,0.128081686531817,0,16669.5051700884,0
"1589",16098,826,826,2018,16,4,8,"pub",8,4,0,0,0,1,0.5,0.5,0,25810,0.121890740023247,0,16669.5051700884,0
"1590",16099,827,827,2018,10,2,6,"pub",0,0,0,2,0,1,0,1,0,14721,0.152367366347395,0,15534.7811137411,0
"1591",16099,2650,796,2020,15,2,2,"pub",0,0,0,2,0,1,0,1,1,14329,0.156465908297858,0,15534.7811137411,0
"1592",16100,2651,797,2020,12,3,12,"pub",0,1,0,2,0,1,0,1,0,14911,0.14412178928308,6,17137.9162903786,0
"1593",16100,828,828,2018,10,3,10,"pub",0,1,0,2,0,1,0,1,1,14644,0.13903305107894,6,17137.9162903786,0
"1594",16101,2652,798,2020,9,3,6,"pub",0,0,0,3,0,1,0,0,1,8855,0.139695087521174,0,13509.2775467775,0
"1595",16101,829,829,2018,3,3,4,"pub",3,0,0,3,0,1,0,0,1,8918,0.137923301188607,0,13509.2775467775,0
"1596",16102,830,830,2018,336,101,280,"pub",141,21,4,76,0,2,0.358974358974359,0.384615384615385,0.41025641025641,348502,0.111092619267608,82,26502.0188798511,0
"1597",16102,2653,799,2020,416,100,300,"pub",183,21,14,65,0,2,0.394736842105263,0.394736842105263,0.368421052631579,356786,0.116459165998666,82,26502.0188798511,0
"1598",16103,2654,800,2020,21,10,10,"pub",20,0,4,6,0,1,0,0.5,1,23469,0.164940985981508,0,21251.8241313153,0
"1599",16103,831,831,2018,16,10,10,"pub",0,0,5,5,0,1,0,0,1,23465,0.158789686767526,0,21251.8241313153,0
"1600",16104,2655,801,2020,13,1,7,"pub",0,0,1,0,0,1,1,0,0,15864,0.198625819465456,0,17022.0990885299,0
"1601",16104,832,832,2018,18,1,7,"pub",0,1,0,0,0,1,0,1,1,16087,0.191272456020389,0,17022.0990885299,0
"1602",16105,2656,802,2020,14,4,18.5,"pub",0,2,1,1,0,1,0,0.25,0.75,20982,0.139738823753694,6,19515.5571935192,0
"1603",16105,833,833,2018,16,4,18,"pub",16,2,1,1,0,1,0.25,0.75,0.75,20587,0.137416816437558,6,19515.5571935192,0
"1604",16106,834,834,2018,44,7,18,"pub",0,3,2,2,0,1,0.285714285714286,0.714285714285714,0.428571428571429,31843,0.116948779951638,10,18326.3729782861,0
"1605",16106,2657,803,2020,63,8,20,"pub",0,4,1,3,0,1,0.375,0.375,0.375,32303,0.12070086369687,10,18326.3729782861,0
"1606",16107,835,835,2018,93,7,60,"pub",40,1,0,6,0,1,0,0.571428571428571,1,76151,0.146340822838833,13,20528.4938576201,0
"1607",16107,2658,804,2020,93,9,70,"pub",40,5,0,4,0,1,0.333333333333333,0,0.666666666666667,76829,0.153171328534798,13,20528.4938576201,0
"1608",16108,836,836,2018,320,28,182,"pub",273,22,1,1,4,1,0.571428571428571,0.428571428571429,0.0357142857142857,201110,0.116737109044801,32,26907.0857439267,0
"1609",16108,2659,805,2020,300,27,273,"pub",244,22,0,1,4,1,0.555555555555556,0.444444444444444,0.37037037037037,204860,0.121897881480035,32,26907.0857439267,0
"1610",16109,837,837,2018,3,1,1,"pub",0,1,0,0,0,1,0,1,1,3231,0.231816774992262,0,19220.5169230769,0
"1611",16109,2660,806,2020,3,1,3,"pub",0,0,1,0,0,1,0,0,1,3232,0.235767326732673,0,19220.5169230769,0
"1612",16110,838,838,2018,41,6,20,"pub",0,4,2,0,0,1,0.333333333333333,0.333333333333333,0.333333333333333,48538,0.14765750545964,17,17082.9225732434,0
"1613",16110,2661,807,2020,97,21,24,"pub",54,4,0,17,0,2,0,0.19047619047619,0.857142857142857,49005,0.152433425160698,17,17082.9225732434,0
"1614",16111,839,839,2018,10,5,18,"pub",2,0,0,5,0,1,0.2,0,0.8,17766,0.096757852077001,0,21848.1858071506,0
"1615",16111,2662,808,2020,10,5,10,"pub",2,0,0,5,0,1,0.2,0,0.8,18402,0.0986849255515705,0,21848.1858071506,0
"1616",16112,840,840,2018,298,30,120,"pub",155,0,0,30,0,2,0.833333333333333,0.166666666666667,0.166666666666667,156750,0.10829346092504,36,20181.6961095768,0
"1617",16112,2663,809,2020,122,38,65,"pub",29,1,0,37,0,2,0.868421052631579,0.0263157894736842,0.105263157894737,157056,0.113551854115729,36,20181.6961095768,0
"1618",16113,841,841,2018,11,2,10,"pub",8,2,0,0,0,1,0,1,0,26088,0.174064704078504,0,14938.3264214047,0
"1619",16113,2664,810,2020,8,2,10,"pub",7,2,0,0,0,1,0,1,0,26213,0.181398542707817,0,14938.3264214047,0
"1620",17001,842,842,2018,11,3,10,"pub",0,1,1,1,0,1,0,0.666666666666667,0.333333333333333,17485,0.142236202459251,0,19753.0988114495,0
"1621",17001,2665,811,2020,11,3,18,"pub",0,2,0,1,0,1,0.333333333333333,0.333333333333333,0.666666666666667,17598,0.148653256051824,0,19753.0988114495,0
"1622",17002,843,843,2018,12,3,12,"pub",0,1,0,2,0,1,0,1,0.333333333333333,23967,0.142946551508324,0,23742.1793496113,0
"1623",17002,2666,812,2020,12,3,18,"pub",0,2,0,1,0,1,0.666666666666667,0.333333333333333,0.333333333333333,25232,0.148026315789474,0,23742.1793496113,0
"1624",17003,2667,813,2020,5,3,21,"pub",0,2,1,0,0,1,0.666666666666667,0,0.333333333333333,39174,0.119466993413999,9,15844.0067263066,0
"1625",17004,2668,814,2020,22,9,24.54,"pub",1,1,0,8,0,1,0.888888888888889,0,0.111111111111111,89834,0.126054723156043,7,20685.6096474739,0
"1626",17004,844,844,2018,28,5,23,"pub",1,0,5,0,0,1,1,0,0,87642,0.120638506652062,7,20685.6096474739,0
"1627",17005,845,845,2018,11,3,7,"pub",0,0,3,0,0,1,0.666666666666667,0.333333333333333,0.333333333333333,10311,0.154301231694307,3,18311.638913681,0
"1628",17005,2669,815,2020,11,3,4.5,"pub",0,2,1,0,0,1,1,0,0,10520,0.154942965779468,3,18311.638913681,0
"1629",17006,846,846,2018,128,28,135,"pub",116,20,4,4,0,1,0.321428571428571,0.357142857142857,0.464285714285714,184735,0.132714428776355,69,27098.5328986232,0
"1630",17006,2670,816,2020,107,32,158.76,"pub",94,24,7,1,0,1,0.171875,0.484375,0.5625,187118,0.140045318996569,69,27098.5328986232,0
"1631",17007,847,847,2018,227,32,420,"mixed",195,0,32,0,0,2,1,0,0,375816,0.15958873491283,119,40440.0144224228,1
"1632",17007,2671,817,2020,99,37,400,"priv",90,30,1,5,1,1,0.972972972972973,0.027027027027027,0,378476,0.170700387871358,119,40440.0144224228,1
"1633",17008,2672,818,2020,42,6,90,"pub",3,3,2,1,0,3,0.166666666666667,0.666666666666667,0.166666666666667,107053,0.118941085256835,6,28608.0527721062,0
"1634",17008,848,848,2018,12,35,100,"pub",3,3,0,31,1,1,0.142857142857143,0.857142857142857,0.285714285714286,102341,0.112242405292112,6,28608.0527721062,0
"1635",17009,849,849,2018,16,3,20,"pub",0,0,0,3,0,1,1,0,0,23084,0.110336163576503,0,25021.4432843745,0
"1636",17009,2673,819,2020,8,4,21,"pub",0,1,3,0,0,1,0.25,0.75,0,24515,0.115480318172547,0,25021.4432843745,0
"1637",17010,850,850,2018,9,2,11,"pub",0,2,0,0,0,1,0,1,1,17854,0.11650050408872,5,19263.4409052808,0
"1638",17010,2674,820,2020,9,3,9.282,"pub",0,2,0,1,0,1,0,0.666666666666667,0.666666666666667,18402,0.120639060971634,5,19263.4409052808,0
"1639",17011,851,851,2018,91,31,105,"mixed",24,11,0,20,0,2,0.129032258064516,0.419354838709677,0.516129032258065,211673,0.124871854227984,24,32132.6910642488,1
"1640",17012,2675,821,2020,52,11,40,"pub",23,6,3,2,0,1,0.181818181818182,0.272727272727273,0.636363636363636,57682,0.156617315627059,36,26406.4287449393,0
"1641",17013,2676,822,2020,9,2,16,"pub",0,2,0,0,0,1,1,0,0,16694,0.137774050557086,4,20482.5802331151,0
"1642",17013,852,852,2018,8,2,11,"pub",0,2,0,0,0,1,1,0,0,16276,0.133693782256083,4,20482.5802331151,0
"1643",17014,2677,823,2020,12,3,10,"pub",0,1,0,2,0,1,0,1,0.333333333333333,9653,0.15311302185849,0,22294.2509558568,0
"1644",17014,853,853,2018,6,3,6,"pub",0,1,0,2,0,1,0,1,0.333333333333333,9616,0.148190515806988,0,22294.2509558568,0
"1645",17015,2678,824,2020,9,5,8,"pub",0,0,0,5,0,1,0,0.6,0.6,15802,0.149031768130616,8,18180.1238073499,0
"1646",17015,854,854,2018,19,4,12,"pub",0,0,0,4,0,1,0.5,0.5,0,17638,0.13873455040254,8,18180.1238073499,0
"1647",17016,855,855,2018,12,2,10,"pub",0,1,0,1,0,1,0.5,0.5,0.5,18746,0.110423557025499,0,15654.8360927152,0
"1648",17016,2679,825,2020,12,2,8.64,"pub",0,2,0,0,0,1,0,0,1,19219,0.113897705395702,0,15654.8360927152,0
"1649",17017,2680,826,2020,19,4,44.99,"pub",15,4,0,0,0,1,1,0,0,40018,0.146559048428207,20,20487.838335681,0
"1650",17017,856,856,2018,17,5,75,"pub",13,5,0,0,0,1,1,0,0,44329,0.131832434749261,20,20487.838335681,0
"1651",17018,2681,827,2020,47,15,65.467,"pub",23,10,0,5,0,1,0.6,0.4,0.266666666666667,122263,0.123021682765841,18,24324.7273017552,1
"1652",17018,857,857,2018,42,12,150,"pub",2,9,3,0,0,1,0.5,0.416666666666667,0.166666666666667,119438,0.117500293039066,18,24324.7273017552,1
"1653",17019,858,858,2018,27,5,17,"pub",15,1,3,1,0,1,1,0,0,27570,0.139281828073993,8,15772.6930149714,0
"1654",17020,2682,828,2020,18,10,18.121,"pub",18,6,1,3,0,1,0.5,0.5,0,54987,0.124593085638424,79,26830.9300807421,1
"1655",17020,859,859,2018,24,13,35,"pub",0,0,4,9,0,1,0.153846153846154,0.846153846153846,0.0769230769230769,52317,0.120056578167708,79,26830.9300807421,1
"1656",17021,2683,829,2020,7,2,5.5,"pub",0,0,0,2,0,1,0,1,0,7617,0.162268609688854,0,22142.6790788829,0
"1657",17021,860,860,2018,8,2,5,"pub",0,0,0,1,1,1,0,1,0,7585,0.154647330257086,0,22142.6790788829,0
"1658",17022,861,861,2018,5,2,9,"pub",0,2,0,0,0,1,0.5,0.5,0,15714,0.0934198803614611,4,13462.9649595687,0
"1659",17022,2684,830,2020,7,3,6.5,"pub",0,1,1,1,0,1,0.666666666666667,0.333333333333333,0,14853,0.0964114993603986,4,13462.9649595687,0
"1660",17023,862,862,2018,7,3,7,"pub",0,0,3,0,0,1,0.333333333333333,0.666666666666667,0.666666666666667,7684,0.104633003643935,0,16523.1930379747,0
"1661",17023,2685,831,2020,6,3,4.4,"pub",0,0,0,3,0,1,0,1,0.666666666666667,7943,0.106760669772126,0,16523.1930379747,0
"1662",17024,2686,832,2020,17,5,30,"pub",15,5,0,0,0,1,0.6,0.4,0.4,52399,0.142521803851219,16,21449.2452425373,0
"1663",17024,863,863,2018,13,5,30,"pub",8,5,0,0,0,1,0.6,0.4,0.4,51697,0.13579124513995,16,21449.2452425373,0
"1664",17025,2687,833,2020,10,3,32,"pub",5,3,0,0,0,1,0,0.333333333333333,0.666666666666667,33789,0.155435200804996,9,22750.2827901575,0
"1665",17025,864,864,2018,9,3,32,"pub",4,3,0,0,0,1,0.333333333333333,0.666666666666667,0.666666666666667,33342,0.147831563793414,9,22750.2827901575,0
"1666",17026,865,865,2018,8,7,22,"pub",0,1,1,5,0,1,0.857142857142857,0.142857142857143,0.142857142857143,18831,0.124369390897987,11,20478.390469552,0
"1667",17026,2688,834,2020,7,5,25,"pub",0,0,1,4,0,1,1,0,0,19408,0.129843363561418,11,20478.390469552,0
"1668",17027,2689,835,2020,8,2,6.5,"pub",0,1,0,1,0,1,0.5,0.5,0,12750,0.117490196078431,0,19071.0563035496,0
"1669",17028,2690,836,2020,17,11,60,"pub",11,6,3,2,0,1,0.181818181818182,0.272727272727273,0.636363636363636,73539,0.117203116713581,34,24419.5250539637,1
"1670",17028,866,866,2018,15,10,60,"pub",10,7,2,1,0,1,0.2,0.4,0.6,71510,0.110767724793735,34,24419.5250539637,1
"1671",17029,867,867,2018,41,12,60,"pub",30,7,0,5,0,1,0.583333333333333,0.333333333333333,0.25,104187,0.130294566500619,56,24774.5572005384,0
"1672",17029,2691,837,2020,38,12,65,"pub",30,8,4,0,0,1,0.416666666666667,0.166666666666667,0.5,105780,0.137540177727359,56,24774.5572005384,0
"1673",17030,868,868,2018,6,6,35,"pub",1,2,4,0,0,1,0.666666666666667,0.333333333333333,0,54225,0.10437989857077,0,21457.2191155729,0
"1674",17030,2692,838,2020,6,4,37,"pub",0,2,0,2,0,1,0.75,0.25,0.25,56083,0.108892177665246,0,21457.2191155729,0
"1675",17031,2693,839,2020,28,6,20,"pub",5,0,6,0,0,1,0,0,1,36094,0.166343436582257,9,27596.6101605338,0
"1676",17032,2694,840,2020,6,2,5,"pub",0,2,0,0,0,1,0,1,0,9965,0.146813848469644,3,18786.280245023,0
"1677",17032,869,869,2018,5,2,5,"pub",0,2,0,0,0,1,0,1,0,9791,0.140435093453171,3,18786.280245023,0
"1678",17033,2695,841,2020,7,2,7,"pub",0,1,1,0,0,1,0,0.5,1,16574,0.104380354772535,0,16941.1604509974,0
"1679",17033,870,870,2018,5,2,5,"pub",0,1,0,1,0,1,0,0.5,1,16185,0.100895891257337,0,16941.1604509974,0
