"","folio","staff_t","staff_p","base","n_orgs","p_priv","p_base","compact","truck","pickup","o_veh","a_10","a_20","large_v","p_comp","tot_veh","can_ton","bas_sep","sistema","pobtot2018","P60","hoteles","ingpc2015"
"465","15097",22,0,20,1,0,0.909090909090909,2,0,0,0,0,1,1,1,2,6,"No","Otra",18262,0.099879531267112,4,13446.846135089
"466","15098",5,0,1,1,0,0.2,3,0,0,0,1,0,1,1,3,0.95,"No","Casa",5607,0.101658640984484,0,20345.7896039604
"467","15099",109,0,44,1,0,0.403669724770642,12,0,3,0,0.6,0.4,0.8,0.8,15,100,"No","Otra",269079,0.109570051917838,17,29750.9280169813
"468","15100",45,45,0,1,1,0,0,2,13,0,0,0,0.133333333333333,0,15,11,"No","Casa",44671,0.0858722661234358,0,23079.6002621948
"469","15101",61,0,25,1,0,0.409836065573771,2,5,0,0,0.285714285714286,0.428571428571429,1,0.285714285714286,7,29,"No","Casa",81546,0.090979324553013,7,19511.4535771501
"470","15102",11,0,2,1,0,0.181818181818182,2,1,0,0,0.333333333333333,0.333333333333333,1,0.666666666666667,3,17,"No","Casa",16207,0.126920466465108,0,20813.8886206609
"471","15103",5,0,2,1,0,0.4,2,1,0,0,0.333333333333333,0.666666666666667,1,0.666666666666667,3,45,"No","Casa",48586,0.125262421273618,0,25025.1867443765
"472","15104",790,0,180,1,0,0.227848101265823,49,11,24,31,0.260869565217391,0.278260869565217,0.521739130434783,0.426086956521739,115,750,"No","Casa",670609,0.15333972553306,36,39328.6075265077
"473","15105",40,0,0,1,0,0,0,3,3,0,0.5,0.5,0.5,0,6,20,"No","Otra",32005,0.162099671926262,0,17889.1376669635
"474","15106",429,0,260,1,0,0.606060606060606,94,38,14,18,0.445121951219512,0.420731707317073,0.804878048780488,0.573170731707317,164,650,"No","Cont/Casa",892401,0.100908672222465,80,32128.4814987686
"475","15107",16,0,4,1,0,0.25,3,1,0,0,0.25,0.5,1,0.75,4,15,"No","Cont/Casa",12747,0.146858084255119,29,22638.4569318295
"476","15108",153,0,15,1,0,0.0980392156862745,10,2,7,0,0.368421052631579,0.263157894736842,0.631578947368421,0.526315789473684,19,50,"No","Otra",152431,0.0861438946146125,0,32366.6911834041
"477","15109",147,0,71,4,0,0.482993197278912,10,0,7,0,0.588235294117647,0.352941176470588,0.588235294117647,0.588235294117647,17,681,"No","Casa",510470,0.109410935020667,15,30458.1097481464
"478","15110",58,0,49,1,0,0.844827586206897,12,1,1,0,0.714285714285714,0.214285714285714,0.928571428571429,0.857142857142857,14,70,"No","Otra",61591,0.0938124076569629,80,24882.8238519046
"479","15111",23,0,0,1,0,0,4,0,0,0,0.5,0.5,1,1,4,10,"Si","Casa",52165,0.0766797661267133,3,15556.0885160693
"480","15112",25,0,0,1,0,0,0,9,0,1,0.222222222222222,0.666666666666667,0.9,0,10,25,"No","Casa",50177,0.0897423122147598,10,17870.8989422856
"481","15113",29,0,7,1,0,0.241379310344828,6,1,1,0,0.5,0.166666666666667,0.875,0.75,8,50,"No","Casa",67271,0.0803763880423957,0,18739.6073030217
"482","15114",55,0,16,1,0,0.290909090909091,4,1,0,0,0.2,0.2,1,0.8,5,25,"No","Otra",105433,0.0694090085646809,5,17339.925001929
"483","15115",18,0,11,1,0,0.611111111111111,1,5,1,0,0.285714285714286,0.714285714285714,0.857142857142857,0.142857142857143,7,23,"No","Casa",52971,0.0891997508070454,4,25253.6079393965
"484","15116",10,0,0,1,0,0,0,0,3,0,NA,NA,0,0,3,3,"No","Casa",4899,0.0985915492957746,3,22196.2707808564
"485","15117",28,0,27,1,0,0.964285714285714,0,1,2,0,1,0,0.333333333333333,0,3,6,"No","Otra",13841,0.130626399826602,3,17727.6491658489
"486","15118",57,0,56,1,0,0.982456140350877,15,4,0,0,0.0526315789473684,0.947368421052632,1,0.789473684210526,19,90,"No","Cont/Casa",196647,0.0804029555497923,9,26500.1736282514
"487","15119",12,0,4,1,0,0.333333333333333,0,2,0,0,0,1,1,0,2,10,"No","Cont/Casa",18341,0.0991221852679788,0,13769.6788594705
"488","15120",13,0,6,1,0,0.461538461538462,2,1,3,0,0.166666666666667,0.166666666666667,0.5,0.333333333333333,6,80,"No","Casa",256295,0.0738875124368404,13,25530.4394031409
"489","15121",689,0,428,2,0,0.621190130624093,79,3,0,0,0.621951219512195,0.304878048780488,1,0.963414634146341,82,293,"No","Otra",546467,0.131684072414254,23,40392.7210169645
"490","15122",203,0,0,2,0,0,16,8,215,0,0.129707112970711,0.489539748953975,0.100418410041841,0.0669456066945607,239,250,"No","Casa",384917,0.0905961544956445,25,22050.8167420689
"491","15123",34,0,4,1,0,0.117647058823529,0,4,0,0,1,0,1,0,4,38,"No","Otra",28613,0.132247579771433,4,16202.5378565186
"492","15124",33,0,31,1,0,0.939393939393939,4,0,2,0,0.666666666666667,0.166666666666667,0.666666666666667,0.666666666666667,6,10,"No","Otra",98337,0.0729633810264702,0,14004.3236696548
"493","15125",7,3,6,2,0.428571428571429,0.857142857142857,0,1,2,0,0.333333333333333,0.666666666666667,0.333333333333333,0,3,15,"No","Otra",13952,0.0806336009174312,0,23874.4527918782
"494","16001",6,0,6,1,0,1,1,0,1,0,0,0.5,0.5,0.5,2,6,"No","Otra",11235,0.133867378727192,0,16771.5269631031
"495","16002",8,0,2,1,0,0.25,0,0,3,0,0,0,0,0,3,5,"No","Casa",15046,0.145620098365014,4,19300.5538811487
"496","16003",3,0,0,1,0,0,1,0,0,0,0,1,1,1,1,6,"No","Cont/Casa",22585,0.132344476422404,0,15583.2277700918
"497","16004",8,0,0,1,0,0,0,0,2,0,1,0,0,0,2,4,"No","Casa",14892,0.168815471394037,0,13947.8031268095
"498","16005",10,0,1,1,0,0.1,0,3,2,0,1,0,0.6,0,5,3,"No","Otra",10864,0.119108983799705,7,15271.8393939394
"499","16006",119,0,44,1,0,0.369747899159664,2,4,2,0,0.5,0.5,0.75,0.25,8,250,"No","Casa",125681,0.10697718827826,41,24350.5875166003
"500","16007",7,0,6,1,0,0.857142857142857,0,0,1,0,0,1,0,0,1,2,"No","Casa",3466,0.120600115406809,0,15599.325443787
"501","16008",28,0,3,1,0,0.107142857142857,0,0,4,0,1,0,0,0,4,15,"No","Otra",24448,0.108761452879581,36,18136.410357099
"502","16009",12,0,9,1,0,0.75,1,2,4,2,0.111111111111111,0.222222222222222,0.333333333333333,0.111111111111111,9,12,"No","Cont/Casa",35984,0.117385504668742,6,21122.373778531
"503","16010",16,0,10,1,0,0.625,0,0,8,0,0.25,0.25,0,0,8,30,"No","Casa",20622,0.134516535738532,12,24647.3866566152
"504","16011",8,0,8,1,0,1,0,1,1,0,0,0,0.5,0,2,10,"No","Otra",11477,0.138712207022741,0,19411.8164777681
"505","16012",106,0,24,1,0,0.226415094339623,0,6,2,0,0,0.625,0.75,0,8,42,"No","Casa",44874,0.105718233275393,0,24164.2805019926
"506","16013",14,0,0,1,0,0,1,1,0,0,0,1,1,0.5,2,4,"No","Casa",9180,0.144335511982571,3,18204.2436938863
"507","16014",14,0,3,1,0,0.214285714285714,0,3,1,0,0.75,0,0.75,0,4,9,"No","Casa",16448,0.120075389105058,5,26409.3773811567
"508","16015",16,0,5,1,0,0.3125,3,0,0,0,0,1,1,1,3,20,"No","Otra",19231,0.128230461234465,5,22459.4379746835
"509","16016",20,0,0,1,0,0,1,1,0,0,0.5,0.5,1,0.5,2,7,"No","Cont/Casa",20868,0.200690051753882,0,13685.0734903489
"510","16017",8,0,0,1,0,0,0,0,3,0,0.333333333333333,0.666666666666667,0,0,3,5,"No","Otra",34650,0.114603174603175,4,14079.1092664747
"511","16018",3,0,3,1,0,1,0,1,0,0,0,1,1,0,1,12,"No","Cont/Casa",9376,0.140251706484642,0,14870.7091633466
"512","16019",15,0,6,1,0,0.4,2,0,2,0,0,0.5,0.5,0.5,4,13,"No","Otra",20084,0.155696076478789,6,21601.2216313281
"513","16021",14,0,0,1,0,0,0,0,2,0,0.5,0.5,0,0,2,5,"No","Casa",13267,0.127685234039346,0,13390.9708325285
"514","16023",8,0,8,1,0,1,0,0,3,0,1,0,0,0,3,6,"No","Cont/Casa",10327,0.171008037184081,0,18764.9794759262
"515","16024",36,0,0,1,0,0,2,0,2,0,0.75,0,0.5,0.5,4,6,"Si","Casa",20093,0.108694570248345,3,15011.233560643
"516","16025",18,0,18,1,0,1,2,0,2,0,0.5,0,0.5,0.5,4,35,"No","Casa",39709,0.103528167417966,4,15645.5873850197
"517","16026",3,0,3,1,0,1,0,0,1,0,1,0,0,0,1,3,"No","Casa",4871,0.138575241223568,0,21837.8403856454
"518","16027",3,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,"No","Cont/Casa",4990,0.218036072144289,0,13730.1384790011
"519","16028",5,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,"No","Cont/Casa",5300,0.237358490566038,0,16251.3595284872
"520","16029",11,0,0,1,0,0,1,0,2,0,0,0.666666666666667,0.333333333333333,0.333333333333333,3,5,"No","Casa",12750,0.136627450980392,0,14381.5571567673
"521","16030",10,0,0,1,0,0,0,0,1,0,0,1,0,0,1,10,"No","Otra",12055,0.209622563251763,0,71137.7158204374
"522","16031",11,0,10,1,0,0.909090909090909,1,0,1,0,0,1,0.5,0.5,2,8,"No","Casa",16130,0.147489150650961,0,15286.7465459743
"523","16032",16,0,10,1,0,0.625,0,0,2,0,0,1,0,0,2,13,"No","Cont/Casa",15483,0.154169088677905,3,15411.2232824427
"524","16033",12,0,0,1,0,0,0,0,6,0,0,0.6,0,0,6,8,"No","Casa",21430,0.120531964535698,3,19876.3129848229
"525","16034",97,0,73,1,0,0.752577319587629,14,0,6,0,0.1,0.4,0.7,0.7,20,57,"No","Otra",124092,0.108758018244528,31,17612.5711170342
"526","16035",35,0,35,1,0,1,0,0,5,0,0,1,0,0,5,22,"Si","Casa",31053,0.136927188999453,6,16655.4855634648
"527","16036",7,0,6,1,0,0.857142857142857,2,0,0,0,0,1,1,1,2,7,"No","Cont/Casa",11632,0.180278541953232,4,18387.2139737991
"528","16037",4,0,4,1,0,1,0,0,1,0,0,1,0,0,1,9,"No","Casa",7951,0.242862533014715,0,14596.7229449211
"529","16038",56,0,31,1,0,0.553571428571429,2,0,7,0,0.777777777777778,0.222222222222222,0.222222222222222,0.222222222222222,9,37,"No","Cont/Casa",41969,0.161500154876218,17,20316.6881572931
"530","16039",8,0,0,1,0,0,0,0,2,0,NA,NA,0,0,2,7,"No","Casa",8797,0.106968284642492,0,16746.9779887786
"531","16040",6,0,6,1,0,1,2,0,1,0,0,0.666666666666667,0.666666666666667,0.666666666666667,3,15,"No","Casa",17995,0.122311753264796,0,15815.522544108
"532","16041",12,0,0,1,0,0,0,0,2,0,0,1,0,0,2,6,"No","Casa",15790,0.111082963901203,0,14278.2851643945
"533","16042",11,0,0,1,0,0,2,0,1,0,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,3,15,"No","Otra",14160,0.163912429378531,0,21852.3612631579
"534","16043",58,0,54,1,0,0.931034482758621,1,3,5,0,0,0.666666666666667,0.444444444444444,0.111111111111111,9,50,"No","Otra",67827,0.105842805962227,7,27057.8754833469
"535","16044",15,0,0,1,0,0,0,6,0,0,0,0,1,0,6,12,"No","Casa",13011,0.207055568365229,0,15886.3435533539
"536","16045",44,0,29,1,0,0.659090909090909,4,7,0,0,0.0909090909090909,0.636363636363636,1,0.363636363636364,11,10,"No","Cont/Casa",35767,0.161070260295803,11,24049.5609867519
"537","16046",8,0,0,1,0,0,0,0,2,0,0.5,0.5,0,0,2,6,"No","Casa",14668,0.128033815107717,0,14702.5036619718
"538","16047",17,0,9,1,0,0.529411764705882,3,0,0,0,0,1,1,1,3,10,"No","Casa",19866,0.119903352461492,5,13156.5996553705
"539","16048",15,0,2,1,0,0.133333333333333,0,0,1,0,1,0,0,0,1,4,"No","Casa",5698,0.13952263952264,0,17043.6180758018
"540","16049",19,0,15,1,0,0.789473684210526,1,3,0,0,0.5,0.5,1,0.25,4,13,"No","Cont/Casa",18755,0.107864569448147,0,14763.9594818997
"541","16050",13,0,7,1,0,0.538461538461538,0,9,3,0,0.166666666666667,0.0833333333333333,0.75,0,12,30,"No","Otra",87498,0.108962490571213,9,16637.2573165436
"542","16051",13,0,12,1,0,0.923076923076923,1,1,1,0,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,3,15,"No","Casa",13791,0.140526430280618,4,28051.7538300836
"543","16052",200,0,150,1,0,0.75,1,3,22,8,0.382352941176471,0.5,0.117647058823529,0.0294117647058824,34,152,"No","Otra",192569,0.0923980495302982,86,34866.1116287703
"544","16053",543,0,472,1,0,0.869244935543278,14,0,60,0,0.313432835820896,0.567164179104478,0.189189189189189,0.189189189189189,74,656,"No","Otra",825095,0.121962925481308,170,32359.9620596206
"545","16054",4,0,0,1,0,0,1,0,1,0,0,0,0.5,0.5,2,3,"No","Casa",8003,0.203673622391603,0,16011.5253414264
"546","16055",32,0,1,1,0,0.03125,1,0,0,1,0,0.5,0.5,0.5,2,25,"No","Otra",45579,0.112266614010838,9,23227.5663311985
"547","16057",12,0,0,1,0,0,1,0,1,0,0,0.5,0.5,0.5,2,3,"No","Casa",8119,0.143860081290799,0,17352.2868754482
"548","16058",17,0,2,1,0,0.117647058823529,0,0,5,0,0,0.4,0,0,5,16,"Si","Cont/Casa",20554,0.0893743310304564,17,20799.4590818363
"549","16059",9,0,0,1,0,0,0,0,2,0,0,1,0,0,2,8,"No","Casa",8872,0.128719567177638,0,17501.291015625
"550","16060",10,0,10,1,0,1,0,0,2,0,0,0,0,0,2,15,"No","Otra",9471,0.151620736986591,0,16902.7212723658
"551","16061",34,0,0,1,0,0,0,1,3,0,0,0.25,0.25,0,4,5,"No","Casa",24348,0.0827172663052407,0,13528.8932364449
"552","16062",15,0,0,1,0,0,0,0,3,0,1,0,0,0,3,16,"No","Casa",20714,0.139760548421358,0,16750.2524504901
"553","16063",11,0,10,1,0,0.909090909090909,0,2,0,0,0,1,1,0,2,16,"No","Casa",15120,0.17989417989418,0,13432.4882334484
"554","16064",15,0,3,1,0,0.2,3,0,0,1,0.5,0.5,0.75,0.75,4,18,"No","Casa",26535,0.112832108535896,0,17736.864226053
"555","16065",41,0,0,1,0,0,2,1,1,0,0.5,0.5,0.75,0.5,4,16,"No","Casa",38673,0.112947017298891,8,17668.9572044988
"556","16066",77,0,52,1,0,0.675324675324675,1,2,6,1,0,0.6,0.3,0.1,10,65,"No","Casa",96266,0.117912866432593,80,19575.3946655474
"557","16067",4,0,4,1,0,1,0,1,1,0,0,1,0.5,0,2,16,"No","Casa",16727,0.187481317630179,0,13454.5550524572
"558","16068",18,0,17,1,0,0.944444444444444,2,1,2,0,0.6,0.4,0.6,0.4,5,25,"No","Casa",28568,0.0922360683281994,4,26281.8872386983
"559","16069",105,0,75,1,0,0.714285714285714,12,0,3,0,0.466666666666667,0.333333333333333,0.8,0.8,15,120,"No","Otra",105104,0.125437661744558,10,26477.001604017
"560","16070",28,0,26,1,0,0.928571428571429,0,0,6,0,0,0,0,0,6,25,"No","Casa",15466,0.164231216862796,3,21268.7030110935
"561","16071",59,0,25,1,0,0.423728813559322,3,1,2,2,0.125,0.5,0.5,0.375,8,71,"No","Otra",68973,0.145303234599046,7,18058.5761067314
"562","16072",9,0,3,1,0,0.333333333333333,1,0,1,0,0,0.5,0.5,0.5,2,12,"No","Casa",13878,0.137627900273815,0,16369.72909699
"563","16073",22,0,13,1,0,0.590909090909091,2,0,2,0,0.25,0.25,0.5,0.5,4,22,"No","Otra",26856,0.135165326184093,13,17039.7007973674
"564","16074",11,0,10,1,0,0.909090909090909,0,1,1,0,0,1,0.5,0,2,6,"No","Otra",10436,0.151399003449598,0,17192.4165
"565","16075",107,0,65,1,0,0.607476635514019,0,4,4,0,0,0,0.5,0,8,57,"No","Casa",75973,0.105340055019546,11,26717.5003900765
"566","16076",50,0,36,1,0,0.72,2,1,7,0,0,0.9,0.3,0.2,10,86,"No","Casa",77353,0.118275955683684,11,24323.8567101584
"567","16077",71,0,0,1,0,0,1,4,1,0,0.666666666666667,0.333333333333333,0.833333333333333,0.166666666666667,6,15,"No","Casa",17837,0.179570555586702,4,15896.4841255276
"568","16078",12,0,10,1,0,0.833333333333333,2,0,0,0,0,0.5,1,1,2,14,"No","Otra",12770,0.175646045418951,0,15180.4595744681
"569","16079",52,0,12,1,0,0.230769230769231,0,1,8,0,0,0.444444444444444,0.111111111111111,0,9,22,"No","Casa",48961,0.102203794857131,20,14882.2112748634
"570","16080",11,0,8,1,0,0.727272727272727,0,0,2,0,0,0.5,0,0,2,4,"No","Casa",19555,0.114650984402966,4,14962.3556515479
"571","16081",5,0,0,1,0,0,0,0,1,0,0,1,0,0,1,3,"No","Casa",9000,0.126666666666667,0,9711.24134419552
"572","16082",55,0,27,1,0,0.490909090909091,0,3,4,0,0.428571428571429,0.285714285714286,0.428571428571429,0,7,45,"No","Casa",77619,0.102616627372164,17,22319.6644876885
"573","16083",15,0,0,1,0,0,1,0,2,0,0.333333333333333,0,0.333333333333333,0.333333333333333,3,30,"No","Otra",32646,0.0903632910616921,3,21750.9276331892
"574","16084",16,0,4,1,0,0.25,2,1,1,0,0.25,0.5,0.75,0.5,4,16,"No","Casa",30934,0.10406025732204,0,16351.6180005114
"575","16085",23,0,22,1,0,0.956521739130435,4,0,3,0,0.285714285714286,0.428571428571429,0.571428571428571,0.571428571428571,7,30,"Si","Cont/Casa",34741,0.146138568262284,4,22510.728126835
"576","16086",8,0,0,1,0,0,1,0,1,0,0.5,0,0.5,0.5,2,12,"No","Casa",15464,0.147633212622866,3,24471.3114444921
"577","16087",15,4,3,3,0.266666666666667,0.2,0,1,4,0,0.4,0,0.2,0,5,15,"No","Casa",15182,0.129034382821763,0,22140.7289220053
"578","16088",101,0,0,2,0,0,0,0,59,0,0,0,0,0,59,30,"No","Casa",107335,0.080095029580286,0,26001.2218905473
"579","16089",36,0,31,1,0,0.861111111111111,1,1,5,0,0.285714285714286,0.285714285714286,0.285714285714286,0.142857142857143,7,50,"No","Casa",23859,0.136510331531078,4,25108.3854765507
"580","16090",4,3,0,4,0.75,0,0,0,4,0,NA,NA,0,0,4,6,"No","Cont/Casa",15854,0.104894663807241,0,18358.0635648755
"581","16091",22,0,3,1,0,0.136363636363636,1,1,3,0,0.2,0.4,0.4,0.2,5,15,"Si","Casa",14647,0.143988530074418,0,22546.2780408023
"582","16092",20,0,0,1,0,0,1,1,2,0,0,0.5,0.5,0.25,4,8,"No","Casa",13122,0.143042219173906,3,16643.8095238095
"583","16093",48,0,46,1,0,0.958333333333333,0,0,4,0,0,0.5,0,0,4,14,"No","Casa",28363,0.112858301308042,12,14403.8596220594
"584","16094",6,0,0,1,0,0,1,0,0,0,0,1,1,1,1,10,"No","Otra",6514,0.227970525023027,0,17374.8844433984
"585","16095",10,0,0,1,0,0,1,0,2,0,0,0,0.333333333333333,0.333333333333333,3,10,"No","Casa",12160,0.160773026315789,0,23808.9895234877
"586","16096",9,0,0,1,0,0,0,0,2,0,0.5,0.5,0,0,2,4,"No","Casa",6354,0.138495435945861,0,14824.5434530707
"587","16097",35,0,18,1,0,0.514285714285714,0,0,9,0,0,0.333333333333333,0,0,9,36,"No","Otra",29621,0.131427028121941,4,16137.7846051464
"588","16098",16,0,8,1,0,0.5,4,0,0,0,0.5,0.5,1,1,4,8,"No","Casa",25810,0.121890740023247,0,16669.5051700884
"589","16099",10,0,0,1,0,0,0,0,2,0,0,1,0,0,2,6,"No","Casa",14721,0.152367366347395,0,15534.7811137411
"590","16100",10,0,0,1,0,0,1,0,2,0,0,1,0.333333333333333,0.333333333333333,3,10,"No","Cont/Casa",14644,0.13903305107894,6,17137.9162903786
"591","16101",3,0,3,1,0,1,0,0,3,0,0,0,0,0,3,4,"No","Casa",8918,0.137923301188607,0,13509.2775467775
"592","16102",336,0,141,2,0,0.419642857142857,21,4,76,0,0.358974358974359,0.384615384615385,0.247524752475248,0.207920792079208,101,280,"No","Otra",348502,0.111092619267608,82,26502.0188798511
"593","16103",16,0,0,1,0,0,0,5,5,0,0,0,0.5,0,10,10,"No","Casa",23465,0.158789686767526,0,21251.8241313153
"594","16104",18,0,0,1,0,0,1,0,0,0,0,1,1,1,1,7,"No","Cont/Casa",16087,0.191272456020389,0,17022.0990885299
"595","16105",16,0,16,1,0,1,2,1,1,0,0.25,0.75,0.75,0.5,4,18,"No","Casa",20587,0.137416816437558,6,19515.5571935192
"596","16106",44,0,0,1,0,0,3,2,2,0,0.285714285714286,0.714285714285714,0.714285714285714,0.428571428571429,7,18,"No","Casa",31843,0.116948779951638,10,18326.3729782861
"597","16107",93,0,40,1,0,0.43010752688172,1,0,6,0,0,0.571428571428571,0.142857142857143,0.142857142857143,7,60,"No","Otra",76151,0.146340822838833,13,20528.4938576201
"598","16108",320,0,273,1,0,0.853125,22,1,1,4,0.571428571428571,0.428571428571429,0.821428571428571,0.785714285714286,28,182,"No","Otra",201110,0.116737109044801,32,26907.0857439267
"599","16109",3,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,"No","Casa",3231,0.231816774992262,0,19220.5169230769
"600","16110",41,0,0,1,0,0,4,2,0,0,0.333333333333333,0.333333333333333,1,0.666666666666667,6,20,"No","Otra",48538,0.14765750545964,17,17082.9225732434
"601","16111",10,0,2,1,0,0.2,0,0,5,0,0.2,0,0,0,5,18,"No","Otra",17766,0.096757852077001,0,21848.1858071506
"602","16112",298,0,155,2,0,0.520134228187919,0,0,30,0,0.833333333333333,0.166666666666667,0,0,30,120,"No","Casa",156750,0.10829346092504,36,20181.6961095768
"603","16113",11,0,8,1,0,0.727272727272727,2,0,0,0,0,1,1,1,2,10,"No","Casa",26088,0.174064704078504,0,14938.3264214047
"604","17001",11,0,0,1,0,0,1,1,1,0,0,0.666666666666667,0.666666666666667,0.333333333333333,3,10,"No","Casa",17485,0.142236202459251,0,19753.0988114495
"605","17002",12,0,0,1,0,0,1,0,2,0,0,1,0.333333333333333,0.333333333333333,3,12,"No","Casa",23967,0.142946551508324,0,23742.1793496113
"606","17004",28,0,1,1,0,0.0357142857142857,0,5,0,0,1,0,1,0,5,23,"No","Casa",87642,0.120638506652062,7,20685.6096474739
"607","17005",11,0,0,1,0,0,0,3,0,0,0.666666666666667,0.333333333333333,1,0,3,7,"No","Casa",10311,0.154301231694307,3,18311.638913681
"608","17006",128,0,116,1,0,0.90625,20,4,4,0,0.321428571428571,0.357142857142857,0.857142857142857,0.714285714285714,28,135,"No","Otra",184735,0.132714428776355,69,27098.5328986232
"609","17007",227,132,195,2,0.581497797356828,0.859030837004405,0,32,0,0,1,0,1,0,32,420,"No","Casa",375816,0.15958873491283,119,40440.0144224228
"610","17008",12,0,3,1,0,0.25,3,0,31,1,0.142857142857143,0.857142857142857,0.0857142857142857,0.0857142857142857,35,100,"No","Otra",102341,0.112242405292112,6,28608.0527721062
"611","17009",16,0,0,1,0,0,0,0,3,0,1,0,0,0,3,20,"No","Otra",23084,0.110336163576503,0,25021.4432843745
"612","17010",9,0,0,1,0,0,2,0,0,0,0,1,1,1,2,11,"Si","Casa",17854,0.11650050408872,5,19263.4409052808
"613","17011",91,65,24,2,0.714285714285714,0.263736263736264,11,0,20,0,0.129032258064516,0.419354838709677,0.354838709677419,0.354838709677419,31,105,"No","Casa",211673,0.124871854227984,24,32132.6910642488
"614","17013",8,0,0,1,0,0,2,0,0,0,1,0,1,1,2,11,"No","Otra",16276,0.133693782256083,4,20482.5802331151
"615","17014",6,0,0,1,0,0,1,0,2,0,0,1,0.333333333333333,0.333333333333333,3,6,"No","Otra",9616,0.148190515806988,0,22294.2509558568
"616","17015",19,0,0,1,0,0,0,0,4,0,0.5,0.5,0,0,4,12,"No","Otra",17638,0.13873455040254,8,18180.1238073499
"617","17016",12,0,0,1,0,0,1,0,1,0,0.5,0.5,0.5,0.5,2,10,"No","Otra",18746,0.110423557025499,0,15654.8360927152
"618","17017",17,0,13,1,0,0.764705882352941,5,0,0,0,1,0,1,1,5,75,"No","Casa",44329,0.131832434749261,20,20487.838335681
"619","17018",42,0,2,1,0,0.0476190476190476,9,3,0,0,0.5,0.416666666666667,1,0.75,12,150,"No","Otra",119438,0.117500293039066,18,24324.7273017552
"620","17019",27,0,15,1,0,0.555555555555556,1,3,1,0,1,0,0.8,0.2,5,17,"No","Casa",27570,0.139281828073993,8,15772.6930149714
"621","17020",24,0,0,1,0,0,0,4,9,0,0.153846153846154,0.846153846153846,0.307692307692308,0,13,35,"Si","Casa",52317,0.120056578167708,79,26830.9300807421
"622","17021",8,0,0,1,0,0,0,0,1,1,0,1,0,0,2,5,"No","Casa",7585,0.154647330257086,0,22142.6790788829
"623","17022",5,0,0,1,0,0,2,0,0,0,0.5,0.5,1,1,2,9,"No","Otra",15714,0.0934198803614611,4,13462.9649595687
"624","17023",7,0,0,1,0,0,0,3,0,0,0.333333333333333,0.666666666666667,1,0,3,7,"No","Otra",7684,0.104633003643935,0,16523.1930379747
"625","17024",13,0,8,1,0,0.615384615384615,5,0,0,0,0.6,0.4,1,1,5,30,"No","Cont/Casa",51697,0.13579124513995,16,21449.2452425373
"626","17025",9,0,4,1,0,0.444444444444444,3,0,0,0,0.333333333333333,0.666666666666667,1,1,3,32,"No","Casa",33342,0.147831563793414,9,22750.2827901575
"627","17026",8,0,0,1,0,0,1,1,5,0,0.857142857142857,0.142857142857143,0.285714285714286,0.142857142857143,7,22,"No","Otra",18831,0.124369390897987,11,20478.390469552
"628","17028",15,0,10,1,0,0.666666666666667,7,2,1,0,0.2,0.4,0.9,0.7,10,60,"No","Otra",71510,0.110767724793735,34,24419.5250539637
"629","17029",41,0,30,1,0,0.731707317073171,7,0,5,0,0.583333333333333,0.333333333333333,0.583333333333333,0.583333333333333,12,60,"No","Casa",104187,0.130294566500619,56,24774.5572005384
"630","17030",6,0,1,1,0,0.166666666666667,2,4,0,0,0.666666666666667,0.333333333333333,1,0.333333333333333,6,35,"No","Otra",54225,0.10437989857077,0,21457.2191155729
"631","17032",5,0,0,1,0,0,2,0,0,0,0,1,1,1,2,5,"Si","Otra",9791,0.140435093453171,3,18786.280245023
"632","17033",5,0,0,1,0,0,1,0,1,0,0,0.5,0.5,0.5,2,5,"No","Casa",16185,0.100895891257337,0,16941.1604509974
"633","18001",38,0,18,1,0,0.473684210526316,4,0,0,0,0.75,0,1,1,4,54,"No","Cont/Casa",37100,0.155498652291105,7,21171.6804798255
"634","18002",11,0,4,1,0,0.363636363636364,3,0,0,0,0.666666666666667,0,1,1,3,25,"No","Otra",15357,0.17334114735951,5,23776.4614787804
"635","18003",15,0,6,1,0,0.4,0,2,0,0,0,1,1,0,2,25,"No","Casa",11468,0.194541332403209,9,21783.1307550645
"636","18004",81,31,34,2,0.382716049382716,0.419753086419753,14,0,1,0,0.333333333333333,0.666666666666667,0.933333333333333,0.933333333333333,15,150,"No","Otra",76031,0.140271731267509,281,26086.9418932322
"637","18005",8,0,4,1,0,0.5,1,0,0,0,0,1,1,1,1,6,"No","Otra",12064,0.101624668435013,0,12519.4815390595
"638","18006",38,0,16,1,0,0.421052631578947,4,1,0,0,0.2,0.4,1,0.8,5,36,"No","Otra",28897,0.136450150534658,13,25689.1561181435
"639","18007",55,0,7,1,0,0.127272727272727,4,0,1,0,1,0,0.8,0.8,5,20,"No","Casa",18994,0.127829841002422,0,17117.2203604173
"640","18008",68,0,27,1,0,0.397058823529412,4,1,3,0,0.25,0.25,0.625,0.5,8,98,"No","Cont/Casa",62006,0.0976518401445021,5,34171.8997646407
"641","18009",11,0,1,1,0,0.0909090909090909,0,0,1,0,1,0,0,0,1,6,"Si","Otra",44900,0.0638530066815145,7,11934.2446247465
