"","folio","staff_t","staff_p","base","n_orgs","p_priv","p_base","compact","truck","pickup","o_veh","a_10","a_20","large_v","p_comp","tot_veh","can_ton","bas_sep","sistema","pobtot2018","P60","hoteles","ingpc2015"
"1","10001",12,0,8,1,0,0.666666666666667,3,2,1,0,0.333333333333333,0.166666666666667,0.833333333333333,0.5,6,10,"No","Otra",31441,0.142075633726663,0,19045.9189202699
"2","10002",4,0,3,1,0,0.75,0,0,1,0,0,1,0,0,1,6,"No","Casa",4282,0.0969173283512377,3,19554.1325833668
"3","10003",9,0,0,1,0,0,1,0,2,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,3,4,"No","Casa",4170,0.12757793764988,0,13234.4469413233
"4","10004",16,0,0,1,0,0,3,0,0,0,1,0,1,1,3,10,"No","Casa",34696,0.123818307585889,7,19436.093955095
"5","10005",272,245,231,5,0.900735294117647,0.849264705882353,39,0,0,6,0.644444444444444,0.355555555555556,0.866666666666667,0.866666666666667,45,510,"No","Otra",667411,0.105158590433781,96,30865.729066725
"6","10006",3,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,"No","Casa",10157,0.146992222112829,3,13674.3335064935
"7","10007",177,0,54,1,0,0.305084745762712,0,0,28,1,0.172413793103448,0.620689655172414,0,0,29,367,"No","Casa",363793,0.101890360727117,24,25349.1518941061
"8","10008",13,0,0,1,0,0,4,0,0,0,0.75,0.25,1,1,4,30,"No","Cont/Casa",36164,0.127779006747041,7,18998.6018729436
"9","10009",8,0,0,1,0,0,2,0,0,0,1,0,1,1,2,5,"No","Otra",9925,0.133501259445844,3,25167.7269772481
"10","10010",4,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,"No","Casa",3929,0.195215067447188,0,18000.1146040589
"11","10011",3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,"No","Casa",4856,0.215815485996705,0,16792.6793760832
"12","10012",160,0,132,1,0,0.825,14,1,14,0,0.448275862068966,0.551724137931034,0.517241379310345,0.482758620689655,29,80,"No","Casa",158859,0.104451117028308,11,23031.9763291753
"13","10013",18,0,6,1,0,0.333333333333333,3,0,0,0,1,0,1,1,3,3,"No","Casa",26577,0.107988110019942,13,16982.4915972986
"14","10014",3,0,0,1,0,0,1,0,0,0,1,0,1,1,1,5,"No","Otra",45548,0.060990603319575,3,14121.9333333333
"15","10015",6,0,0,1,0,0,0,3,0,0,1,0,1,0,3,9,"No","Casa",12795,0.161000390777648,4,15142.0135269986
"16","10016",19,0,0,1,0,0,4,0,0,0,0.25,0.75,1,1,4,12,"No","Otra",18944,0.145111908783784,4,19515.6426962918
"17","10017",11,0,0,1,0,0,1,0,0,0,1,0,1,1,1,4,"No","Casa",8330,0.198679471788715,4,20751.2783306581
"18","10018",13,0,0,1,0,0,2,0,0,0,0.5,0.5,1,1,2,15,"No","Cont/Casa",10568,0.184140802422407,5,25143.5255712731
"19","10019",4,0,3,1,0,0.75,1,0,0,0,1,0,1,1,1,3,"No","Otra",4984,0.0981139646869984,4,16936.584178499
"20","10020",9,0,0,1,0,0,0,3,0,0,0.666666666666667,0.333333333333333,1,0,3,20,"No","Casa",12511,0.155862840700184,0,18641.0813722711
"21","10021",8,0,3,1,0,0.375,0,2,1,0,0,0.666666666666667,0.666666666666667,0,3,5,"No","Casa",10985,0.145015930814747,4,14784.4644831986
"22","10022",32,0,31,1,0,0.96875,3,0,0,0,0.666666666666667,0.333333333333333,1,1,3,25,"No","Otra",25478,0.136352931941283,3,16345.9796585543
"23","10023",57,0,40,1,0,0.701754385964912,6,0,0,0,1,0,1,1,6,25,"No","Casa",50850,0.0749065880039331,24,19506.1066957694
"24","10024",12,0,0,1,0,0,1,1,0,0,0.5,0,1,0.5,2,11,"No","Casa",12812,0.151810802372776,5,17803.1708887935
"25","10025",3,0,0,1,0,0,0,1,0,0,0,0,1,0,1,2,"No","Otra",2953,0.24856078564172,0,19062.655226209
"26","10026",7,0,7,1,0,1,0,1,2,0,0.333333333333333,0.666666666666667,0.333333333333333,0,3,30,"No","Otra",17803,0.0932988822108633,11,24954.6197852323
"27","10027",4,0,0,1,0,0,1,0,0,0,0,1,1,1,1,8,"No","Casa",5387,0.159086690180063,0,11346.4684292379
"28","10028",4,0,0,1,0,0,0,1,0,0,1,0,1,0,1,15,"No","Otra",11983,0.153300509054494,3,18485.7141412865
"29","10029",6,0,0,1,0,0,2,0,0,0,0.5,0.5,1,1,2,1,"No","Casa",2117,0.16343882853094,0,17193.4575230297
"30","10030",4,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0.286,"No","Casa",1645,0.18419452887538,0,13853.6020806242
"31","10031",4,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,"No","Casa",6779,0.164035993509367,0,12964.3990416031
"32","10032",19,0,17,1,0,0.894736842105263,6,1,0,0,0.285714285714286,0.714285714285714,1,0.857142857142857,7,42,"No","Casa",48358,0.116857603705695,21,22211.3737621737
"33","10033",5,0,5,1,0,1,1,0,0,0,0,1,1,1,1,3,"No","Casa",6889,0.143707359558717,0,15515.41588386
"34","10034",69,0,0,1,0,0,0,0,2,0,1,0,0,0,2,7,"No","Casa",26312,0.0846001824262694,3,20193.6591928251
"35","10035",9,0,8,1,0,0.888888888888889,0,2,0,0,0,1,1,0,2,12,"No","Casa",11249,0.168992799359943,3,20005.6131795717
"36","10036",11,0,0,1,0,0,3,0,0,0,1,0,1,1,3,6,"No","Casa",21364,0.12965736753417,0,16879.8001732602
"37","10037",3,0,3,1,0,1,0,1,0,0,1,0,1,0,1,2,"No","Cont/Casa",9173,0.094843562629456,4,21224.9274700171
"38","10038",22,0,13,1,0,0.590909090909091,3,0,2,0,0.2,0.4,0.6,0.6,5,19,"No","Otra",23005,0.122408172136492,6,19852.4010723861
"39","10039",15,0,0,1,0,0,0,2,0,0,0.5,0.5,1,0,2,45,"No","Casa",27604,0.119439211708448,5,21574.2952314861
"40","11001",25,0,23,1,0,0.92,4,2,0,0,1,0,1,0.666666666666667,6,46,"No","Otra",90500,0.11721546961326,7,16565.7414218613
"41","11002",38,38,37,1,1,0.973684210526316,6,0,0,0,1,0,1,1,6,80,"No","Casa",108766,0.161815273155214,26,20878.3444763329
"42","11003",51,51,45,1,1,0.882352941176471,2,4,0,11,0.941176470588235,0,0.352941176470588,0.117647058823529,17,113,"No","Otra",171767,0.110323868962024,114,24008.7394322122
"43","11004",39,0,37,1,0,0.948717948717949,1,0,6,0,0.285714285714286,0.714285714285714,0.142857142857143,0.142857142857143,7,45,"Si","Cont/Casa",63601,0.108378799075486,5,20527.8758772997
"44","11005",58,0,56,1,0,0.96551724137931,7,3,2,0,0.333333333333333,0.666666666666667,0.833333333333333,0.583333333333333,12,82,"No","Casa",111367,0.0820979284707319,5,24424.2114309844
"45","11006",7,0,6,1,0,0.857142857142857,0,0,2,0,1,0,0,0,2,2,"No","Otra",5362,0.166728832525177,0,17211.6758991319
"46","11007",260,0,189,1,0,0.726923076923077,52,2,5,5,0.453125,0.5,0.84375,0.8125,64,371,"Si","Otra",510629,0.108822648145718,68,30871.0278982645
"47","11008",11,0,11,1,0,1,0,0,3,0,0,0.333333333333333,0,0,3,45,"No","Cont/Casa",40425,0.133358070500928,0,20455.3678607984
"48","11009",96,0,84,1,0,0.875,4,0,8,0,0.5,0.416666666666667,0.333333333333333,0.333333333333333,12,54,"No","Otra",81330,0.0979466371572605,6,18471.3381689186
"49","11010",4,0,2,1,0,0.5,2,0,0,0,0.5,0.5,1,1,2,10,"No","Casa",11203,0.134249754530037,3,17918.7620324114
"50","11011",72,0,0,1,0,0,3,8,0,0,0.909090909090909,0,1,0.272727272727273,11,80,"No","Otra",96021,0.116057945657721,10,22054.2852533548
"51","11012",44,0,41,1,0,0.931818181818182,0,0,4,0,0.5,0.5,0,0,4,22,"No","Casa",30148,0.131750033169696,3,17774.5473792683
"52","11013",21,0,20,1,0,0.952380952380952,2,0,0,1,0,1,0.666666666666667,0.666666666666667,3,20,"No","Otra",26580,0.0922121896162528,0,18803.1944121071
"53","11014",54,0,53,1,0,0.981481481481482,6,1,2,2,0.181818181818182,0.636363636363636,0.636363636363636,0.545454545454545,11,85,"No","Otra",160061,0.0935955666901994,27,18726.7088061677
"54","11015",136,0,0,1,0,0,2,7,15,0,1,0,0.375,0.0833333333333333,24,200,"No","Otra",189941,0.101536793004143,126,31377.3073637407
"55","11016",12,0,11,1,0,0.916666666666667,2,0,0,0,0.5,0.5,1,1,2,13,"No","Otra",20925,0.13868578255675,0,15374.0796738929
"56","11017",156,156,0,1,1,0,24,5,7,0,NA,NA,0.805555555555556,0.666666666666667,36,480,"No","Otra",580248,0.103886613999531,59,27984.511474563
"57","11018",28,0,22,1,0,0.785714285714286,0,4,0,0,0.25,0.5,1,0,4,27,"No","Otra",38344,0.129668266221573,4,18928.5764804218
"58","11019",32,0,30,1,0,0.9375,1,2,1,0,0.5,0.5,0.75,0.25,4,20,"No","Otra",49776,0.13874156219865,5,14957.4241829823
"59","11020",729,729,528,9,1,0.724279835390947,76,0,13,0,0.966292134831461,0.0337078651685393,0.853932584269663,0.853932584269663,89,1185,"Si","Otra",1664272,0.0916935452858667,171,36084.4979444332
"60","11021",40,0,38,1,0,0.95,5,1,1,0,0.571428571428571,0.428571428571429,0.857142857142857,0.714285714285714,7,43,"No","Otra",47684,0.160724771411794,7,24339.1886683851
"61","11022",15,0,14,1,0,0.933333333333333,0,2,1,0,0,1,0.666666666666667,0,3,12,"No","Otra",25643,0.104277970596264,0,15887.0720316776
"62","11023",91,0,90,1,0,0.989010989010989,8,2,2,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667,12,100,"No","Otra",153952,0.131644928289337,9,18324.2417657046
"63","11024",6,0,0,1,0,0,2,0,0,0,0,1,1,1,2,10,"No","Casa",12153,0.13848432485806,0,19047.5594620354
"64","11025",30,0,27,1,0,0.9,4,5,6,0,0.133333333333333,0.333333333333333,0.6,0.266666666666667,15,51,"No","Otra",80835,0.078332405517412,6,28896.7564465282
"65","11026",45,0,42,1,0,0.933333333333333,2,0,3,0,0,0.6,0.4,0.4,5,60,"No","Casa",63943,0.105828628622367,4,17477.5116798455
"66","11027",118,52,54,2,0.440677966101695,0.457627118644068,20,0,12,0,0.71875,0.28125,0.625,0.625,32,350,"No","Otra",270876,0.123757734166187,23,31312.184564782
"67","11029",17,0,0,1,0,0,1,1,0,0,0.5,0.5,1,0.5,2,12,"No","Otra",40263,0.105108908923826,0,14235.5444184687
"68","11030",42,0,40,1,0,0.952380952380952,6,7,5,0,0.444444444444444,0.555555555555556,0.722222222222222,0.333333333333333,18,68,"No","Otra",117224,0.0976335903910462,9,17420.6860638828
"69","11031",75,0,72,1,0,0.96,6,6,7,0,0.631578947368421,0.157894736842105,0.631578947368421,0.315789473684211,19,85,"No","Casa",127410,0.0962169374460403,7,31688.4833238538
"70","11032",122,122,0,1,1,0,0,16,0,0,0.375,0.25,1,0,16,80,"No","Casa",86131,0.0806562097270437,20,27042.6305412833
"71","11033",72,0,59,1,0,0.819444444444444,4,7,3,0,0.285714285714286,0.357142857142857,0.785714285714286,0.285714285714286,14,67,"No","Otra",125960,0.0888218482057796,14,20370.3166267033
"72","11034",12,0,11,1,0,0.916666666666667,1,0,1,0,1,0,0.5,0.5,2,3,"No","Otra",5600,0.126607142857143,3,17128.9122994652
"73","11035",53,0,52,1,0,0.981132075471698,0,5,13,0,0,0.944444444444444,0.277777777777778,0,18,56,"No","Cont/Casa",81718,0.101507623779339,6,18860.9604931866
"74","11036",18,0,16,1,0,0.888888888888889,1,2,0,0,0.333333333333333,0.333333333333333,1,0.333333333333333,3,10,"No","Otra",6702,0.194419576245897,0,16931.5530986325
"75","11037",81,81,68,1,1,0.839506172839506,8,0,1,0,1,0,0.888888888888889,0.888888888888889,9,150,"No","Casa",197448,0.0866304039544589,29,23139.5793985335
"76","11038",11,0,8,1,0,0.727272727272727,4,2,0,0,0.333333333333333,0.666666666666667,1,0.666666666666667,6,15,"No","Cont/Casa",11369,0.167472952766294,0,14736.8803283865
"77","11039",24,0,12,1,0,0.5,4,1,0,0,0,0.8,1,0.8,5,32,"No","Casa",35835,0.158894935119297,3,17874.2712628602
"78","11040",12,0,11,1,0,0.916666666666667,3,0,0,0,0.666666666666667,0.333333333333333,1,1,3,5,"No","Casa",19639,0.0919598757574215,0,16069.2496662216
"79","11041",34,0,32,1,0,0.941176470588235,9,0,0,0,0.222222222222222,0.777777777777778,1,1,9,45,"No","Otra",61057,0.131909527163143,19,21472.3137584855
"80","11042",63,0,59,1,0,0.936507936507937,5,0,0,0,1,0,1,1,5,71,"No","Otra",148258,0.129780517746091,11,19962.1440705929
"81","11043",4,0,3,1,0,0.75,1,0,0,0,1,0,1,1,1,12,"No","Otra",20964,0.120969280671628,0,18397.8530161427
"82","11044",66,0,0,1,0,0,3,2,0,0,NA,NA,1,0.6,5,45,"No","Casa",63790,0.0950775983696504,0,22343.3027243284
"83","11045",6,0,5,1,0,0.833333333333333,1,0,2,0,0,1,0.333333333333333,0.333333333333333,3,3,"No","Otra",11224,0.144333570919458,4,17778.7015706806
"84","11046",24,0,23,1,0,0.958333333333333,2,4,0,0,0.5,0.5,1,0.333333333333333,6,50,"No","Casa",69150,0.156182212581345,8,21059.8128055879
"85","12001",1019,261,484,3,0.256133464180569,0.474975466143278,48,2,3,1,0.685185185185185,0.222222222222222,0.925925925925926,0.888888888888889,54,725,"No","Otra",781651,0.12781407559128,428,24987.2417123518
"86","12002",71,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0.857,"No","Otra",25171,0.113463906876962,0,10119.8047988454
"87","12003",42,0,0,1,0,0,0,2,2,0,NA,NA,0.5,0,4,9,"No","Casa",37763,0.131769192066308,0,12231.1554036287
"88","12004",19,0,0,1,0,0,1,0,0,0,0,1,1,1,1,4,"No","Casa",20771,0.11130903663762,3,11074.1356113187
"89","12005",3,0,2,1,0,0.666666666666667,0,1,0,0,1,0,1,0,1,1,"No","Cont/Casa",7581,0.125445191927186,3,12034.1071277942
"90","12006",5,0,0,1,0,0,0,0,1,0,1,0,0,0,1,11,"No","Cont/Casa",11365,0.15767707875055,3,25900.3077476182
"91","12007",48,0,0,1,0,0,0,2,0,1,0.333333333333333,0.666666666666667,0.666666666666667,0,3,58,"No","Otra",33053,0.136840831392007,8,20315.5961852053
"92","12008",6,0,0,1,0,0,0,1,0,0,NA,NA,1,0,1,7,"No","Casa",8998,0.157368304067571,0,10520.1297709924
"93","12009",1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0.417,"No","Casa",5786,0.114759764949879,0,10134.4683195592
"94","12010",6,0,0,1,0,0,0,0,2,0,1,0,0,0,2,2,"No","Casa",28061,0.0843163108941235,0,6712.13063268093
"95","12011",14,0,0,1,0,0,3,1,0,0,1,0,1,0.75,4,26,"No","Otra",60804,0.147276494967436,15,18258.5593231484
"96","12012",35,0,24,1,0,0.685714285714286,0,0,3,2,0.6,0,0,0,5,35,"No","Otra",67834,0.0857829407081994,9,14817.7699009111
"97","12013",12,0,0,1,0,0,1,0,0,0,1,0,1,1,1,4,"No","Casa",14965,0.153023722018042,0,15146.3428132206
"98","12014",35,0,0,1,0,0,0,0,2,0,0,1,0,0,2,3,"No","Casa",15355,0.191403451644415,3,21215.367908449
"99","12015",27,0,3,1,0,0.111111111111111,1,4,0,0,0.2,0.6,1,0.2,5,18,"No","Casa",12920,0.165634674922601,3,18286.5736317472
"100","12016",25,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,"No","Casa",12529,0.141591507702131,0,13076.9839816934
"101","12017",25,0,0,1,0,0,1,0,3,0,1,0,0.25,0.25,4,9,"No","Casa",15403,0.155489190417451,0,18021.6964228166
"102","12018",8,0,0,1,0,0,0,0,2,0,0,0,0,0,2,10,"No","Otra",14300,0.13993006993007,23,15589.8445499826
"103","12019",10,0,0,1,0,0,0,2,0,0,1,0,1,0,2,4,"No","Casa",15368,0.0998828735033837,0,8678.52440133374
"104","12020",4,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,"No","Otra",21087,0.0907668231611894,0,10394.5759438104
"105","12021",47,0,10,1,0,0.212765957446809,2,1,3,0,0.333333333333333,0.166666666666667,0.5,0.333333333333333,6,40,"No","Otra",73140,0.137981952420016,15,15966.980168593
"106","12022",37,0,0,1,0,0,0,3,0,1,0,0.75,0.75,0,4,10,"No","Otra",39253,0.152319567931114,5,15752.7245266499
"107","12023",41,0,30,1,0,0.731707317073171,2,0,0,0,1,0,1,1,2,4,"No","Casa",26482,0.133411373763311,8,16914.7243012067
"108","12024",4,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,"No","Cont/Casa",7703,0.113981565623783,0,12286.0804048355
"109","12025",27,0,0,1,0,0,1,0,0,0,1,0,1,1,1,3,"No","Casa",16643,0.125037553325723,0,10457.5343994848
"110","12026",3,0,3,1,0,1,0,0,1,0,1,0,0,0,1,5,"No","Casa",8454,0.186065767683937,0,11246.8009625301
"111","12027",36,0,0,1,0,0,1,1,1,0,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,3,25,"No","Casa",20708,0.175729186787715,3,15275.3255554428
"112","12028",30,0,4,1,0,0.133333333333333,3,1,2,0,0.333333333333333,0.333333333333333,0.666666666666667,0.5,6,28,"No","Otra",123134,0.10389494371985,17,12775.2196677871
"113","12029",435,0,387,1,0,0.889655172413793,11,6,1,0,0.888888888888889,0.0555555555555556,0.944444444444444,0.611111111111111,18,210,"No","Otra",275029,0.0940409920408393,72,26757.6900829069
"114","12030",44,0,4,1,0,0.0909090909090909,0,2,1,0,1,0,0.666666666666667,0,3,16,"No","Otra",21839,0.122807820870919,7,16529.3507030604
"115","12031",2,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,"No","Casa",6285,0.168019093078759,0,13514.7533742331
"116","12032",8,0,0,1,0,0,2,0,0,0,1,0,1,1,2,11,"No","Casa",37122,0.0852594149022143,4,12532.6553112419
"117","12033",6,0,0,1,0,0,2,0,0,0,0.5,0.5,1,1,2,30,"No","Cont/Casa",16873,0.129733894387483,5,14496.7381451152
"118","12034",12,0,10,1,0,0.833333333333333,5,0,1,0,0.5,0,0.833333333333333,0.833333333333333,6,24,"No","Casa",36748,0.1666757374551,7,16942.3002969264
"119","12035",105,1,99,2,0.00952380952380952,0.942857142857143,6,0,4,0,0.5,0.2,0.6,0.6,10,112,"No","Cont/Casa",151411,0.123564338126028,54,25668.4458995521
"120","12036",18,0,0,1,0,0,2,0,0,0,1,0,1,1,2,5,"No","Casa",11551,0.103107956021124,3,14521.6483400667
"121","12037",4,0,0,1,0,0,1,0,0,0,1,0,1,1,1,7,"No","Cont/Casa",6235,0.169526864474739,0,9547.82767191384
"122","12038",150,0,22,1,0,0.146666666666667,11,0,5,1,0.529411764705882,0.470588235294118,0.647058823529412,0.647058823529412,17,194,"No","Otra",124443,0.0973216653407584,276,26196.1719219912
"123","12039",31,0,1,1,0,0.032258064516129,1,0,2,0,0,1,0.333333333333333,0.333333333333333,3,8,"No","Casa",25748,0.138690383719124,3,18111.3871208354
"124","12040",20,0,1,1,0,0.05,1,0,1,0,0.5,0.5,0.5,0.5,2,16,"No","Casa",26032,0.105139827904118,0,12652.4684210526
"125","12041",5,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,"No","Casa",29623,0.0996185396482463,0,9642.29836891659
"126","12042",8,0,1,2,0,0.125,1,1,0,0,1,0,1,0.5,2,2,"No","Casa",18430,0.109495387954422,0,10939.0629550321
"127","12043",2,0,0,1,0,0,1,0,0,0,1,0,1,1,1,4,"No","Otra",18880,0.0865466101694915,0,11408.3521681997
"128","12044",5,0,0,1,0,0,0,0,1,0,1,0,0,0,1,4,"No","Casa",12200,0.134344262295082,0,18026.0479569366
"129","12045",11,0,1,1,0,0.0909090909090909,2,0,0,0,0,1,1,1,2,10,"No","Casa",27699,0.110076176035236,6,11654.7182709223
"130","12046",117,0,36,1,0,0.307692307692308,4,0,0,0,0.666666666666667,0.333333333333333,1,1,4,60,"No","Casa",66826,0.0936910783228085,33,18167.1802412027
"131","12047",3,0,0,1,0,0,0,0,2,0,NA,NA,0,0,2,1,"No","Casa",7058,0.136015868517994,0,11592.6492335437
"132","12048",40,0,37,1,0,0.925,1,0,3,0,NA,NA,0.25,0.25,4,37,"No","Casa",44659,0.127006874314248,27,19823.4339242669
"133","12049",9,0,0,1,0,0,2,0,0,0,1,0,1,1,2,7,"No","Casa",12518,0.13276881290941,4,15839.7928705441
"134","12050",77,0,5,1,0,0.0649350649350649,3,4,1,0,0.125,0.5,0.875,0.375,8,47,"No","Casa",38195,0.115983767508836,31,18897.3177866421
"135","12051",6,0,4,1,0,0.666666666666667,0,2,0,0,1,0,1,0,2,8,"No","Casa",35864,0.117276377425831,0,13799.6978874556
"136","12052",32,0,0,1,0,0,0,1,2,0,0.333333333333333,0,0.333333333333333,0,3,6,"No","Casa",45488,0.0920462539570876,7,11637.8790457214
"137","12053",21,0,4,1,0,0.19047619047619,4,0,4,0,1,0,0.5,0.5,8,19,"No","Otra",49797,0.134747073116854,7,15463.7777285529
"138","12054",14,0,0,1,0,0,1,1,0,0,1,0,1,0.5,2,0.857,"No","Casa",24913,0.116364950026091,3,14685.2960923862
"139","12055",54,0,26,1,0,0.481481481481481,1,9,4,0,0.0714285714285714,0.0714285714285714,0.714285714285714,0.0714285714285714,14,66,"No","Cont/Casa",105277,0.131804667686199,52,17740.701874181
"140","12056",9,0,0,1,0,0,0,0,2,0,0,0,0,0,2,7,"No","Cont/Casa",45663,0.117907277226639,0,11206.8026548673
"141","12057",62,0,4,1,0,0.0645161290322581,6,0,2,0,0.714285714285714,0.285714285714286,0.75,0.75,8,80,"No","Otra",64607,0.150076617084836,16,21536.1481510483
"142","12058",67,0,63,1,0,0.940298507462687,3,1,3,0,0.285714285714286,0.428571428571429,0.571428571428571,0.428571428571429,7,41,"No","Casa",53809,0.147856306565816,9,16872.2320581346
"143","12059",27,0,0,1,0,0,1,0,2,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,3,20,"No","Otra",30742,0.169247283846204,0,15761.5227185949
"144","12060",4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,"No","Casa",13464,0.133021390374332,0,10623.75
"145","12061",59,0,15,1,0,0.254237288135593,0,5,0,1,1,0,0.833333333333333,0,6,21,"No","Otra",42546,0.121256992431721,8,20079.9781675958
"146","12062",5,0,0,1,0,0,2,0,0,0,0.5,0.5,1,1,2,9,"No","Casa",22490,0.0919964428634949,3,14132.1644908616
"147","12063",3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.5,"No","Casa",10063,0.104839511080195,0,13717.7490566038
"148","12064",13,0,0,1,0,0,0,0,2,0,0.5,0,0,0,2,6,"No","Casa",11647,0.190607023267794,0,16463.3983182809
"149","12065",7,0,0,1,0,0,2,0,0,0,1,0,1,1,2,2,"No","Casa",7504,0.137659914712154,0,11083.3302578019
"150","12066",116,0,5,1,0,0.0431034482758621,0,0,10,0,0.1,0.9,0,0,10,51,"No","Casa",93187,0.0797858070331699,16,16358.163648579
"151","12067",50,0,0,2,0,0,1,0,1,0,1,0,0.5,0.5,2,10,"No","Otra",22131,0.1416113144458,6,17586.0829561659
"152","12068",41,0,0,1,0,0,3,1,0,0,0.25,0.75,1,0.75,4,21,"No","Casa",26224,0.142579316656498,26,20564.9587087087
"153","12069",4,0,0,1,0,0,1,0,0,0,1,0,1,1,1,2,"No","Casa",12024,0.125083166999335,0,8342.40431751743
"154","12070",6,0,0,1,0,0,1,0,0,0,1,0,1,1,1,5,"No","Casa",7703,0.17291964169804,0,12406.6399542072
"155","12071",17,0,0,1,0,0,2,0,0,0,1,0,1,1,2,16,"No","Casa",29529,0.0956686647024959,3,9256.81774924038
"156","12072",4,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,"No","Casa",11708,0.0840450973693201,0,11293.5550641309
"157","12073",11,0,0,1,0,0,0,4,1,0,0,0,0.8,0,5,12,"No","Casa",18189,0.147671669690472,4,14371.4662649306
"158","12074",17,0,0,1,0,0,2,0,0,0,0,1,1,1,2,4,"No","Casa",22099,0.122539481424499,0,7581.5794201715
"159","12075",40,0,0,1,0,0,6,0,0,0,0.5,0.5,1,1,6,24,"No","Cont/Casa",51734,0.104824680094329,7,18744.1451338769
"160","12076",9,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,"No","Casa",38712,0.0589739615623063,0,7142.14150714805
"161","12077",25,0,0,1,0,0,0,2,2,0,0.25,0.75,0.5,0,4,5,"No","Casa",14008,0.125499714448886,22,18197.7823776224
"162","12078",2,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,"No","Otra",20746,0.0878241588739998,0,9521.13539967374
"163","12079",8,0,0,1,0,0,0,2,0,0,1,0,1,0,2,1,"No","Otra",17838,0.0744478080502299,0,8864.53562005277
"164","12080",13,0,0,1,0,0,0,1,0,0,0,0,1,0,1,6,"No","Casa",7478,0.159935811714362,0,13420.8260869565
"165","13001",16,0,0,1,0,0,3,0,0,0,0.666666666666667,0.333333333333333,1,1,3,8,"No","Casa",21829,0.113106418067708,0,18487.1215213358
"166","13002",44,0,0,1,0,0,0,0,4,0,0,0.5,0,0,4,20,"No","Casa",44967,0.0872195165343474,7,13793.2671906777
"167","13003",42,0,0,1,0,0,6,0,1,0,0.285714285714286,0.714285714285714,0.857142857142857,0.857142857142857,7,53,"No","Cont/Casa",59659,0.122479424730552,15,22023.2392294814
"168","13004",12,0,0,1,0,0,2,0,0,0,0.5,0,1,1,2,3,"No","Otra",10050,0.122388059701493,0,15370.2762674504
"169","13005",6,0,0,1,0,0,0,2,0,0,0,0,1,0,2,2,"No","Casa",18511,0.135703095456755,14,22067.3792247207
"170","13006",16,0,9,1,0,0.5625,1,0,0,0,1,0,1,1,1,8,"No","Otra",19103,0.155315918965608,0,13472.7883887253
"171","13007",8,0,7,1,0,0.875,2,0,0,0,1,0,1,1,2,10,"No","Cont/Casa",12294,0.121685374979665,0,17858.2998415214
"172","13008",30,0,21,1,0,0.7,6,0,1,0,0.714285714285714,0,0.857142857142857,0.857142857142857,7,35,"No","Cont/Casa",45859,0.127499509365664,11,20933.5048813398
"173","13009",9,0,0,1,0,0,2,1,0,0,0.333333333333333,0,1,0.666666666666667,3,30,"No","Otra",19342,0.11105366559818,0,21418.4569403426
"174","13010",24,0,7,1,0,0.291666666666667,5,0,1,0,0.5,0,0.833333333333333,0.833333333333333,6,22,"No","Otra",30600,0.113529411764706,12,34408.5022892996
"175","13011",10,0,1,1,0,0.1,0,2,0,0,0.5,0.5,1,0,2,11,"No","Cont/Casa",19740,0.170060790273556,0,12361.2877263582
"176","13012",13,0,6,1,0,0.461538461538462,2,0,1,0,1,0,0.666666666666667,0.666666666666667,3,14,"No","Casa",29500,0.130338983050847,7,17907.1282622379
"177","13013",44,0,8,1,0,0.181818181818182,0,6,0,0,0,0.5,1,0,6,28,"No","Casa",56190,0.0751735184196476,9,27231.5617298864
"178","13014",22,0,0,1,0,0,0,1,2,0,NA,NA,0.333333333333333,0,3,7,"No","Casa",16314,0.190572514404806,7,11711.3821662469
"179","13015",6,0,2,1,0,0.333333333333333,0,1,0,0,0,1,1,0,1,0.9,"No","Casa",19227,0.138139075258751,4,15379.0361781885
"180","13016",64,0,13,1,0,0.203125,4,0,2,0,0,0.166666666666667,0.666666666666667,0.666666666666667,6,50,"No","Casa",59236,0.111942062259437,4,17118.6786958846
"181","13017",8,0,0,1,0,0,1,1,0,0,0.5,0,1,0.5,2,3,"No","Casa",12831,0.162730886135141,0,14395.169857937
"182","13018",18,0,0,1,0,0,0,0,3,0,1,0,0,0,3,7,"No","Otra",22802,0.134023331286729,9,12486.1350782893
