"","clave_mun","loc","id","SHPANIO","SREENTIDAD","SRETIPOEST","persmednom","persmedac","pers_otro","pers_para","camas_c","consultorios","quiro","procedq","consulta","dias","pmuj","CVE_ZM","servs","tot_servs","mshare","mshare2","hhi","POBTOT","urb","P60","ing_pc","type","staff","staff_ac","staff_otro","grande","chico","metro","centro","noroeste","norte","occidente","spec"
"2061",25001,25001,"25001 6 0012",2020,25,21,20,0,5,9,6,2,1,116,528,1197,0.495774647887324,0,644,31795,2.025475703727,4.10255182638839,1393.3717884918,459310,0.816198210359017,0.129222094010581,3257.05036467745,"gen",34,0,0.147058823529412,0,0,0,0,1,0,0,0
"2062",25001,25001,"25001 2 0205",2020,25,21,0,9,6,5,8,3,1,77,660,594,0.605177993527508,0,737,31795,2.31797452429627,5.37300589528653,1393.3717884918,459310,0.816198210359017,0.129222094010581,3257.05036467745,"gen",11,1,0.545454545454545,0,0,0,0,1,0,0,0
"2063",25001,25001,"25001 14 0277",2020,25,21,2,16,10,12,8,1,2,710,340,2142,0.7265625,0,1050,31795,3.30240603868533,10.9058856443453,1393.3717884918,459310,0.816198210359017,0.129222094010581,3257.05036467745,"gen",24,0.888888888888889,0.416666666666667,0,0,0,0,1,0,0,0
"2064",25001,25001,"25001 22 0258",2020,25,21,0,5,1,1,3,1,1,4,25,3,0,0,29,31795,0.0912093096398805,0.0083191381649836,1393.3717884918,459310,0.816198210359017,0.129222094010581,3257.05036467745,"gen",2,1,0.5,0,1,0,0,1,0,0,0
"2065",25001,25001,"25001 1 0328",2020,25,21,1,12,42,61,16,2,4,1406,4717,7692,0.581990189208129,0,6123,31795,19.2577449284479,370.86073972916,1393.3717884918,459310,0.816198210359017,0.129222094010581,3257.05036467745,"gen",104,0.923076923076923,0.403846153846154,0,0,0,0,1,0,0,0
"2066",25001,25001,"25001 20 0332",2020,25,21,3,27,2,5,4,2,1,135,1065,750,0.575581395348837,0,1200,31795,3.77417832992609,14.2444220660837,1393.3717884918,459310,0.816198210359017,0.129222094010581,3257.05036467745,"gen",10,0.9,0.2,0,1,0,0,1,0,0,0
"2067",25001,25001,"25001 17 0262",2020,25,21,40,0,17,40,16,7,3,903,3874,10182,0.617272727272727,0,4777,31795,15.0243749017141,225.731841187257,1393.3717884918,459310,0.816198210359017,0.129222094010581,3257.05036467745,"gen",97,0,0.175257731958763,0,0,0,0,1,0,0,0
"2068",25006,25.01,"25006 5 3386",2020,25,21,5,0,7,26,4,1,2,286,1216,3102,0.706928838951311,25.01,1502,14480,10.3729281767956,107.59763896096,2645.84042382711,1003530,0.884414018514643,0.11132004025789,5518.14529710123,"gen",38,0,0.184210526315789,0,1,0,0,1,0,0,0
"2069",25006,25.01,"25006 17 4882",2020,25,21,9,233,106,97,80,0,7,1549,0,13509,0.723407593347976,25.01,1549,14480,10.6975138121547,114.43680176124,2645.84042382711,1003530,0.884414018514643,0.11132004025789,5518.14529710123,"gen",212,0.962809917355372,0.5,1,0,0,0,1,0,0,0
"2070",25006,25.01,"25006 19 3418",2020,25,21,5,77,19,46,19,4,3,758,1046,10248,0.521642892277423,25.01,1804,14480,12.4585635359116,155.215805378346,2645.84042382711,1003530,0.884414018514643,0.11132004025789,5518.14529710123,"gen",70,0.939024390243902,0.271428571428571,0,0,0,0,1,0,0,0
"2071",25006,25.01,"25006 6 3418",2020,25,21,0,9,2,1,3,1,1,2,17,12,0.25,25.01,19,14480,0.13121546961326,0.0172174994658283,2645.84042382711,1003530,0.884414018514643,0.11132004025789,5518.14529710123,"gen",3,1,0.666666666666667,0,1,0,0,1,0,0,0
"2072",25006,25.01,"25006 18 6287",2020,25,26,0,6,21,13,4,2,2,197,197,591,0.893401015228426,25.01,394,14480,2.72099447513812,7.40381093373218,2645.84042382711,1003530,0.884414018514643,0.11132004025789,5518.14529710123,"spec",34,1,0.61764705882353,0,1,0,0,1,0,0,1
"2073",25006,25.01,"25006 10 0019",2020,25,21,0,23,43,45,18,7,6,3082,3544,17448,0.706511820821236,25.01,6626,14480,45.7596685082873,2093.94726198834,2645.84042382711,1003530,0.884414018514643,0.11132004025789,5518.14529710123,"gen",88,1,0.488636363636364,0,0,0,0,1,0,0,0
"2074",25006,25.01,"25006 14 3390",2020,25,22,0,4,2,2,10,2,1,149,1429,1032,0.890532544378698,25.01,1578,14480,10.8977900552486,118.761828088276,2645.84042382711,1003530,0.884414018514643,0.11132004025789,5518.14529710123,"spec",4,1,0.5,0,0,0,0,1,0,0,1
"2075",25006,25.01,"25006 7 0061",2020,25,21,10,0,16,65,33,2,4,1008,0,15576,0.556187487742695,25.01,1008,14480,6.96132596685083,48.4600592167516,2645.84042382711,1003530,0.884414018514643,0.11132004025789,5518.14529710123,"gen",91,0,0.175824175824176,1,0,0,0,1,0,0,0
"2076",25009,25009,"25009 4 0523",2020,25,21,3,5,4,6,4,5,1,29,4539,759,0.511201629327902,0,4568,6045,75.5665839536807,5710.30861042868,6009.01263682021,59988,0.777938921117557,0.135677135427085,3099.31171234247,"gen",13,0.625,0.307692307692308,0,1,0,0,1,0,0,0
"2077",25009,25009,"25009 5 0523",2020,25,21,0,6,1,5,5,3,1,121,637,804,0.714693295292439,0,758,6045,12.5392886683209,157.233760307482,6009.01263682021,59988,0.777938921117557,0.135677135427085,3099.31171234247,"gen",6,1,0.166666666666667,0,1,0,0,1,0,0,0
"2078",25009,25009,"25009 3 003A",2020,25,22,1,2,0,6,4,1,1,41,678,291,0.837579617834395,0,719,6045,11.8941273779983,141.47026608405,6009.01263682021,59988,0.777938921117557,0.135677135427085,3099.31171234247,"spec",7,0.666666666666667,0,0,1,0,0,1,0,0,1
"2079",25011,25011,"25011 10 0076",2020,25,22,1,2,0,1,3,1,1,43,360,264,0.880434782608696,0,403,3092,13.0336351875809,169.875646202946,3932.58946427705,289370,0.64846390434392,0.147002108027784,2894.40569858658,"spec",2,0.666666666666667,0,0,1,0,0,1,0,0,1
"2080",25011,25011,"25011 7 0023",2020,25,21,19,0,8,11,9,11,2,457,1280,1896,0.585152838427948,0,1737,3092,56.1772315653299,3155.8813463447,3932.58946427705,289370,0.64846390434392,0.147002108027784,2894.40569858658,"gen",38,0,0.210526315789474,0,0,0,0,1,0,0,0
"2081",25011,25011,"25011 14 0057",2020,25,21,24,0,4,13,5,1,2,728,0,27171,0.750388198757764,0,728,3092,23.5446313065977,554.349663363619,3932.58946427705,289370,0.64846390434392,0.147002108027784,2894.40569858658,"gen",41,0,0.0975609756097561,0,1,0,0,1,0,0,0
"2082",25011,25011,"25011 1 0057",2020,25,21,0,11,4,4,7,11,2,224,0,1944,0.612057667103539,0,224,3092,7.24450194049159,52.4828083657864,3932.58946427705,289370,0.64846390434392,0.147002108027784,2894.40569858658,"gen",8,1,0.5,0,0,0,0,1,0,0,0
"2083",25012,25.02,"25012 28 1902",2020,25,21,1,7,3,4,6,2,1,396,6912,1302,0.891388174807198,25.02,7308,72924,10.0213921342768,100.428300308945,1126.33028244141,501441,0.945698496931842,0.132567939199228,5223.87137469812,"gen",8,0.875,0.375,0,0,0,0,1,0,0,0
"2084",25012,25.02,"25012 25 1480",2020,25,21,7,39,16,45,29,38,4,632,2943,9267,0.60319803198032,25.02,3575,72924,4.90236410509572,24.0331738189309,1126.33028244141,501441,0.945698496931842,0.132567939199228,5223.87137469812,"gen",68,0.847826086956522,0.235294117647059,1,0,0,0,1,0,0,0
"2085",25012,25.02,"25012 27 2898",2020,25,21,0,9,2,5,5,2,1,13,236,63,0.588235294117647,25.02,249,72924,0.34145137403324,0.116589040829188,1126.33028244141,501441,0.945698496931842,0.132567939199228,5223.87137469812,"gen",7,1,0.285714285714286,0,1,0,0,1,0,0,0
"2086",25012,25.02,"25012 21 1921",2020,25,21,3,10,4,6,10,4,1,30,316,7746,0.526062846580407,25.02,346,72924,0.474466567933739,0.225118524086822,1126.33028244141,501441,0.945698496931842,0.132567939199228,5223.87137469812,"gen",13,0.769230769230769,0.307692307692308,0,0,0,0,1,0,0,0
"2087",25012,25.02,"25012 9 1758",2020,25,21,6,4,82,72,44,1,6,1104,2941,25842,0.580242379728241,25.02,4045,72924,5.54687071471669,30.7677747257817,1126.33028244141,501441,0.945698496931842,0.132567939199228,5223.87137469812,"gen",160,0.4,0.5125,1,0,0,0,1,0,0,0
"2088",25012,25.02,"25012 32 1866",2020,25,21,4,3,2,7,5,3,1,27,4649,549,0.635170603674541,25.02,4676,72924,6.41215512039932,41.1157332880632,1126.33028244141,501441,0.945698496931842,0.132567939199228,5223.87137469812,"gen",13,0.428571428571429,0.153846153846154,0,1,0,0,1,0,0,0
"2089",25012,25.02,"25012 11 0321",2020,25,21,3,8,10,10,12,2,2,1499,3412,9357,0.775935074100212,25.02,4911,72924,6.73440842520981,45.3522568375368,1126.33028244141,501441,0.945698496931842,0.132567939199228,5223.87137469812,"gen",23,0.727272727272727,0.434782608695652,0,0,0,0,1,0,0,0
"2090",25012,25.02,"25012 13 0035",2020,25,21,0,38,0,16,16,220,5,1296,0,6081,0.786349609729533,25.02,1296,72924,1.77719269376337,3.1584138707659,1126.33028244141,501441,0.945698496931842,0.132567939199228,5223.87137469812,"gen",16,1,0,0,0,0,0,1,0,0,0
"2091",25012,25.02,"25012 8 0054",2020,25,21,3,5,1,4,6,3,1,171,181,2013,0.782093482554312,25.02,352,72924,0.482694311886347,0.232993798727434,1126.33028244141,501441,0.945698496931842,0.132567939199228,5223.87137469812,"gen",8,0.625,0.125,0,0,0,0,1,0,0,0
"2092",25012,25.02,"25012 12 1546",2020,25,21,5,0,1,9,20,2,3,1206,9390,9609,0.704285059578369,25.02,10596,72924,14.5301958203061,211.12659057644,1126.33028244141,501441,0.945698496931842,0.132567939199228,5223.87137469812,"gen",15,0,0.0666666666666667,1,0,0,0,1,0,0,0
"2093",25012,25.02,"25012 26 0035",2020,25,21,8,0,4,6,5,4,1,632,9948,3321,0.600578273440727,25.02,10580,72924,14.5082551697658,210.489468071036,1126.33028244141,501441,0.945698496931842,0.132567939199228,5223.87137469812,"gen",18,0,0.222222222222222,0,1,0,0,1,0,0,0
"2094",25012,25.02,"25012 29 1620",2020,25,21,0,17,3,6,6,2,1,537,10618,4569,0.685042016806723,25.02,11155,72924,15.2967472985574,233.990477915923,1126.33028244141,501441,0.945698496931842,0.132567939199228,5223.87137469812,"gen",9,1,0.333333333333333,0,0,0,0,1,0,0,0
"2095",25012,25.02,"25012 1 0035",2020,25,21,4,27,4,32,17,4,2,460,1672,10518,0.557901471529111,25.02,2132,72924,2.92359168449345,8.54738833763922,1126.33028244141,501441,0.945698496931842,0.132567939199228,5223.87137469812,"gen",40,0.870967741935484,0.1,0,0,0,0,1,0,0,0
"2096",25012,25.02,"25012 5 1828",2020,25,21,0,43,50,92,25,21,3,864,9824,12405,0.594582392776524,25.02,10688,72924,14.6563545609127,214.808729015187,1126.33028244141,501441,0.945698496931842,0.132567939199228,5223.87137469812,"gen",142,1,0.352112676056338,1,0,0,0,1,0,0,0
"2097",25012,25.02,"25012 36 3275",2020,25,21,3,61,62,28,23,4,3,1015,0,18195,0.536027515047292,25.02,1015,72924,1.39186001864955,1.93727431151513,1126.33028244141,501441,0.945698496931842,0.132567939199228,5223.87137469812,"gen",93,0.953125,0.666666666666667,1,0,0,0,1,0,0,0
"2098",25015,25015,"25015 14 0412",2020,25,21,0,12,2,3,2,2,1,0,213,351,0.495726495726496,0,213,5779,3.68575878179616,13.5848177975875,3729.29134225599,79492,0.88601368691189,0.145725356010668,3292.66533739244,"gen",5,1,0.4,0,1,0,0,1,0,0,0
"2099",25015,25015,"25015 10 0018",2020,25,21,0,2,1,2,4,2,1,51,410,81,0.230769230769231,0,461,5779,7.97715867797197,63.6350605735435,3729.29134225599,79492,0.88601368691189,0.145725356010668,3292.66533739244,"gen",3,1,0.333333333333333,0,1,0,0,1,0,0,0
"2100",25015,25015,"25015 7 0198",2020,25,21,0,12,6,10,7,12,2,144,3128,2253,0.679590343818581,0,3272,5779,56.6187921785776,3205.68762776096,3729.29134225599,79492,0.88601368691189,0.145725356010668,3292.66533739244,"gen",16,1,0.375,0,0,0,0,1,0,0,0
"2101",25015,25015,"25015 9 0200",2020,25,21,0,41,7,12,8,0,2,404,0,3045,0.517864829961257,0,404,5779,6.99082886312511,48.8716881935031,3729.29134225599,79492,0.88601368691189,0.145725356010668,3292.66533739244,"gen",19,1,0.368421052631579,0,0,0,0,1,0,0,0
"2102",25015,25015,"25015 4 015A",2020,25,21,3,0,1,5,1,2,1,323,0,1053,0.879411764705882,0,323,5779,5.5892022841322,31.2391821729486,3729.29134225599,79492,0.88601368691189,0.145725356010668,3292.66533739244,"gen",9,0,0.111111111111111,0,1,0,0,1,0,0,0
"2103",25015,25015,"25015 13 0075",2020,25,22,1,4,2,2,2,1,1,111,995,615,0.787951807228916,0,1106,5779,19.138259214397,366.27296575745,3729.29134225599,79492,0.88601368691189,0.145725356010668,3292.66533739244,"spec",5,0.8,0.4,0,1,0,0,1,0,0,1
"2104",26002,26002,"26002 1 0635",2020,26,21,6,47,14,13,9,1,2,592,650,4395,0.677832512315271,0,1242,1854,66.9902912621359,4487.6991233858,5286.67716322852,91929,0.990209835851581,0.0913095976242535,7828.85570385841,"gen",33,0.886792452830189,0.424242424242424,0,0,0,0,1,0,0,0
"2105",26002,26002,"26002 2 0599",2020,26,21,22,0,1,5,8,6,1,515,0,2760,0.780568135034994,0,515,1854,27.7777777777778,771.604938271605,5286.67716322852,91929,0.990209835851581,0.0913095976242535,7828.85570385841,"gen",28,0,0.0357142857142857,0,0,0,0,1,0,0,0
"2106",26002,26002,"26002 4 0550",2020,26,21,0,21,5,9,12,0,1,97,0,15897,0.770114942528736,0,97,1854,5.2319309600863,27.3731015711095,5286.67716322852,91929,0.990209835851581,0.0913095976242535,7828.85570385841,"gen",14,1,0.357142857142857,0,0,0,0,1,0,0,0
"2107",26017,26017,"26017 5 1424",2020,26,21,5,15,27,15,11,17,2,88,1448,3486,0.536873156342183,0,1536,1858,82.6695371367061,6834.25237039724,7067.85077418107,89122,0.81644262920491,0.109176185453648,4140.13867507462,"gen",47,0.75,0.574468085106383,0,0,0,0,1,0,0,0
"2108",26017,26017,"26017 2 2352",2020,26,21,0,9,7,9,6,0,1,41,0,4158,0.509560550150956,0,41,1858,2.20667384284177,4.86940944868205,7067.85077418107,89122,0.81644262920491,0.109176185453648,4140.13867507462,"gen",16,1,0.4375,0,0,0,0,1,0,0,0
"2109",26017,26017,"26017 4 1388",2020,26,21,27,0,0,11,10,0,2,281,0,3207,0.61139896373057,0,281,1858,15.1237890204521,228.728994335147,7067.85077418107,89122,0.81644262920491,0.109176185453648,4140.13867507462,"gen",38,0,0,0,0,0,0,1,0,0,0
"2110",26018,26018,"26018 9 0565",2020,26,21,0,12,25,6,3,10,3,592,0,2376,0.695768612747724,0,592,33761,1.7535025621279,3.07477123538911,6715.20980997593,436484,0.929669816075732,0.13966834981351,3601.37252453698,"gen",31,1,0.806451612903226,0,1,0,0,1,0,0,0
"2111",26018,26018,"26018 12 0601",2020,26,22,14,9,35,26,11,1,3,504,638,4161,0.920571882446386,0,1142,33761,3.38260122626699,11.441991055943,6715.20980997593,436484,0.929669816075732,0.13966834981351,3601.37252453698,"spec",75,0.391304347826087,0.466666666666667,0,0,0,0,1,0,0,1
"2112",26018,26018,"26018 18 096A",2020,26,21,4,1,39,29,9,0,3,179,4176,3912,0.45703125,0,4355,33761,12.8994994224105,166.397085348768,6715.20980997593,436484,0.929669816075732,0.13966834981351,3601.37252453698,"gen",72,0.2,0.541666666666667,0,0,0,0,1,0,0,0
"2113",26018,26018,"26018 15 0654",2020,26,21,0,22,40,46,54,88,5,96,27192,5193,0.448979591836735,0,27288,33761,80.8269897218684,6533.00226749903,6715.20980997593,436484,0.929669816075732,0.13966834981351,3601.37252453698,"gen",86,1,0.465116279069767,1,0,0,0,1,0,0,0
"2114",26018,26018,"26018 10 0584",2020,26,22,0,72,3,6,6,0,1,384,0,2031,0.671073506081438,0,384,33761,1.1374070673262,1.2936948368036,6715.20980997593,436484,0.929669816075732,0.13966834981351,3601.37252453698,"spec",9,1,0.333333333333333,0,0,0,0,1,0,0,1
"2115",26030,26.02,"26030 11 5433",2020,26,21,0,12,18,48,12,2,2,1779,1605,8145,0.668471337579618,26.02,3384,54333,6.22825906907404,38.7912110315031,2823.58168522736,936263,0.970523239730717,0.111509266092967,10947.3964174596,"gen",66,1,0.272727272727273,0,0,0,0,1,0,0,0
"2116",26030,26.02,"26030 10 2265",2020,26,21,0,43,5,6,5,7,1,117,1790,435,0.81203007518797,26.02,1907,54333,3.50983748366554,12.3189591617437,2823.58168522736,936263,0.970523239730717,0.111509266092967,10947.3964174596,"gen",11,1,0.454545454545455,0,1,0,0,1,0,0,0
"2117",26030,26.02,"26030 3 5255",2020,26,21,0,280,76,72,20,1,3,1038,0,12783,0.600112909296199,26.02,1038,54333,1.91044116835073,3.64978545772929,2823.58168522736,936263,0.970523239730717,0.111509266092967,10947.3964174596,"gen",148,1,0.513513513513513,1,0,0,0,1,0,0,0
"2118",26030,26.02,"26030 1 5255",2020,26,21,6,0,84,85,37,0,3,3215,13412,32478,0.596320106406562,26.02,16627,54333,30.602028233302,936.484131991815,2823.58168522736,936263,0.970523239730717,0.111509266092967,10947.3964174596,"gen",175,0,0.48,1,0,0,0,1,0,0,0
"2119",26030,26.02,"26030 8 3051",2020,26,21,0,28,192,239,50,2,7,1981,7453,39726,0.588737201365188,26.02,9434,54333,17.3632967073418,301.484072547185,2823.58168522736,936263,0.970523239730717,0.111509266092967,10947.3964174596,"gen",431,1,0.445475638051044,1,0,0,0,1,0,0,0
"2120",26030,26.02,"26030 4 5240",2020,26,21,0,277,17,22,18,0,2,696,0,6315,0.615943910672553,26.02,696,54333,1.28098945392303,1.64093398106202,2823.58168522736,936263,0.970523239730717,0.111509266092967,10947.3964174596,"gen",39,1,0.435897435897436,0,0,0,0,1,0,0,0
"2121",26030,26.02,"26030 13 2458",2020,26,21,24,712,334,281,76,3,6,2512,18735,51123,0.567677797603875,26.02,21247,54333,39.1051478843428,1529.21259105632,2823.58168522736,936263,0.970523239730717,0.111509266092967,10947.3964174596,"gen",639,0.967391304347826,0.522691705790297,1,0,0,0,1,0,0,0
"2122",26036,26036,"26036 2 0402",2020,26,21,0,14,8,8,7,9,1,167,9144,1077,0.714064914992272,0,9311,10493,88.7353473744401,7873.96187366255,7977.53411896886,33049,0.920723773790432,0.118460467790251,4172.25120275954,"gen",16,1,0.5,0,0,0,0,1,0,0,0
"2123",26036,26036,"26036 3 053A",2020,26,21,4,0,0,3,4,0,1,121,0,399,0.926267281105991,0,121,10493,1.15314971886019,1.32975427410734,7977.53411896886,33049,0.920723773790432,0.118460467790251,4172.25120275954,"gen",7,0,0,0,1,0,0,1,0,0,0
"2124",26036,26036,"26036 4 0455",2020,26,21,0,9,2,5,8,6,1,226,835,1425,0.619537275064267,0,1061,10493,10.1115029066997,102.242491032197,7977.53411896886,33049,0.920723773790432,0.118460467790251,4172.25120275954,"gen",7,1,0.285714285714286,0,0,0,0,1,0,0,0
"2125",26043,26.03,"26043 8 0290",2020,26,21,0,23,5,10,9,2,2,756,6053,6900,0.57328990228013,26.03,6809,33238,20.485588783922,419.659347823952,6181.91874359079,264782,0.986233958501711,0.0794313812872476,9176.34163576074,"gen",15,1,0.333333333333333,0,0,0,0,1,0,0,0
"2126",26043,26.03,"26043 9 0318",2020,26,21,27,0,10,45,23,2,3,667,24544,5430,0.652497027348395,26.03,25211,33238,75.849930802094,5753.21200268245,6181.91874359079,264782,0.986233958501711,0.0794313812872476,9176.34163576074,"gen",82,0,0.121951219512195,1,0,0,0,1,0,0,0
"2127",26043,26.03,"26043 20 0407",2020,26,21,3,0,6,7,5,1,2,968,0,4614,0.759162303664921,26.03,968,33238,2.91232926168843,8.48166172848667,6181.91874359079,264782,0.986233958501711,0.0794313812872476,9176.34163576074,"gen",16,0,0.375,0,1,0,0,1,0,0,0
"2128",26043,26.03,"26043 21 0197",2020,26,21,0,4,4,3,6,2,2,61,189,222,0.7,26.03,250,33238,0.752151152295565,0.565731355899547,6181.91874359079,264782,0.986233958501711,0.0794313812872476,9176.34163576074,"gen",7,1,0.571428571428571,0,0,0,0,1,0,0,0
"2129",26048,26048,"26048 2 219A",2020,26,21,0,8,3,3,4,11,1,106,0,609,0.849246231155779,0,106,8098,1.30896517658681,1.71338983351694,5282.49400511797,62689,0.993810716393626,0.093987780950406,3527.20201311235,"gen",6,1,0.5,0,1,0,0,1,0,0,0
"2130",26048,26048,"26048 5 1100",2020,26,21,0,10,2,14,6,7,1,3,1959,210,0.666666666666667,0,1962,8098,24.228204494937,587.005893048486,5282.49400511797,62689,0.993810716393626,0.093987780950406,3527.20201311235,"gen",16,1,0.125,0,0,0,0,1,0,0,0
"2131",26048,26048,"26048 6 219A",2020,26,21,0,12,6,7,2,4,1,53,5472,1122,0.473806752037253,0,5525,8098,68.2267226475673,4654.88568322807,5282.49400511797,62689,0.993810716393626,0.093987780950406,3527.20201311235,"gen",13,1,0.461538461538462,0,1,0,0,1,0,0,0
"2132",26048,26048,"26048 4 2170",2020,26,22,0,5,2,3,4,4,1,33,472,126,0.869047619047619,0,505,8098,6.23610768090887,38.8890390078906,5282.49400511797,62689,0.993810716393626,0.093987780950406,3527.20201311235,"spec",5,1,0.4,0,1,0,0,1,0,0,1
"2133",26055,26055,"26055 11 0427",2020,26,21,115,0,27,28,14,35,2,806,6882,5736,0.690662865288667,0,7688,14172,54.2478125882021,2942.8251706047,3444.1949194163,199021,0.940971053305933,0.113907577592314,13335.5029770728,"gen",170,0,0.158823529411765,0,0,0,0,1,0,0,0
"2134",26055,26055,"26055 14 0431",2020,26,21,1,39,8,7,7,2,1,187,0,1557,0.631970260223048,0,187,14172,1.31950324583686,1.74108881577401,3444.1949194163,199021,0.940971053305933,0.113907577592314,13335.5029770728,"gen",16,0.975,0.5,0,0,0,0,1,0,0,0
"2135",26055,26055,"26055 16 0338",2020,26,21,0,14,11,13,11,1,2,605,725,5742,0.641335914811229,0,1330,14172,9.3847022297488,88.0726359410521,3444.1949194163,199021,0.940971053305933,0.113907577592314,13335.5029770728,"gen",24,1,0.458333333333333,0,0,0,0,1,0,0,0
"2136",26055,26055,"26055 13 0338",2020,26,21,9,4,10,7,8,1,2,499,1000,3675,0.542139384116694,0,1499,14172,10.577194467965,111.877042813149,3444.1949194163,199021,0.940971053305933,0.113907577592314,13335.5029770728,"gen",26,0.307692307692308,0.384615384615385,0,0,0,0,1,0,0,0
"2137",26055,26055,"26055 15 0342",2020,26,22,0,8,2,5,5,1,2,60,1622,177,0.969325153374233,0,1682,14172,11.8684730454417,140.860652430377,3444.1949194163,199021,0.940971053305933,0.113907577592314,13335.5029770728,"spec",7,1,0.285714285714286,0,1,0,0,1,0,0,1
"2138",26055,26055,"26055 3 0342",2020,26,21,5,0,26,25,29,0,2,433,1353,6807,0.629158512720157,0,1786,14172,12.6023144228055,158.818328811252,3444.1949194163,199021,0.940971053305933,0.113907577592314,13335.5029770728,"gen",56,0,0.464285714285714,1,0,0,0,1,0,0,0
"2139",27002,27002,"27002 15 0305",2020,27,21,0,7,2,1,2,3,1,3,70,42,0.75,0,73,11823,0.617440581916603,0.381232872197514,2966.13475273579,243229,0.620715457449564,0.102039641654572,3342.94572604418,"gen",3,1,0.666666666666667,0,1,0,0,0,0,0,0
"2140",27002,27002,"27002 20 0305",2020,27,21,1,24,0,6,9,2,2,606,4420,7143,0.733727810650888,0,5026,11823,42.51036116045,1807.13080599189,2966.13475273579,243229,0.620715457449564,0.102039641654572,3342.94572604418,"gen",7,0.96,0,0,0,0,0,0,0,0,0
"2141",27002,27002,"27002 18 0305",2020,27,21,0,9,1,1,3,2,1,31,166,216,0.514792899408284,0,197,11823,1.6662437621585,2.77636827493213,2966.13475273579,243229,0.620715457449564,0.102039641654572,3342.94572604418,"gen",2,1,0.5,0,1,0,0,0,0,0,0
"2142",27002,27002,"27002 13 0305",2020,27,21,0,4,3,7,8,3,1,280,2073,1581,0.751346499102334,0,2353,11823,19.9018861541064,396.085072491012,2966.13475273579,243229,0.620715457449564,0.102039641654572,3342.94572604418,"gen",10,1,0.3,0,0,0,0,0,0,0,0
"2143",27002,27002,"27002 19 0305",2020,27,21,0,10,4,4,9,3,2,116,2948,588,0.883168316831683,0,3064,11823,25.9155882601709,671.617714870705,2966.13475273579,243229,0.620715457449564,0.102039641654572,3342.94572604418,"gen",8,1,0.5,0,0,0,0,0,0,0,0
"2144",27002,27002,"27002 2 0305",2020,27,21,10,1,8,7,9,1,2,111,999,1257,0.560044893378227,0,1110,11823,9.38848008119766,88.1435582350453,2966.13475273579,243229,0.620715457449564,0.102039641654572,3342.94572604418,"gen",25,0.0909090909090909,0.32,0,0,0,0,0,0,0,0
"2145",27004,27.01,"27004 49 0013",2020,27,21,3,3,4,6,6,1,1,104,210,1890,0.469879518072289,27.01,314,28735,1.09274404036889,1.19408953776172,1236.60665103973,683607,0.827261862444358,0.115420117114073,4039.26999869808,"gen",13,0.5,0.307692307692308,0,0,0,0,0,0,0,0
"2146",27004,27.01,"27004 43 0013",2020,27,21,0,16,9,11,9,1,2,1405,850,4428,0.718392993145468,27.01,2255,28735,7.84757264659823,61.5843964436367,1236.60665103973,683607,0.827261862444358,0.115420117114073,4039.26999869808,"gen",20,1,0.45,0,0,0,0,0,0,0,0
"2147",27004,27.01,"27004 65 0013",2020,27,26,15,0,14,10,9,8,2,447,0,3039,0.514346439957492,27.01,447,28735,1.55559422307291,2.4198733868578,1236.60665103973,683607,0.827261862444358,0.115420117114073,4039.26999869808,"spec",39,0,0.358974358974359,0,0,0,0,0,0,0,1
"2148",27004,27.01,"27004 41 0013",2020,27,21,3,5,4,5,2,1,1,8,322,138,0.705521472392638,27.01,330,28735,1.14842526535584,1.31888059010763,1236.60665103973,683607,0.827261862444358,0.115420117114073,4039.26999869808,"gen",12,0.625,0.333333333333333,0,1,0,0,0,0,0,0
"2149",27004,27.01,"27004 60 0013",2020,27,21,1,0,2,1,2,2,1,4,136,33,0.833333333333333,27.01,140,28735,0.48721071863581,0.237374284353622,1236.60665103973,683607,0.827261862444358,0.115420117114073,4039.26999869808,"gen",4,0,0.5,0,1,0,0,0,0,0,0
"2150",27004,27.01,"27004 2 0013",2020,27,21,0,22,12,13,17,22,3,336,0,3450,0.54618072890664,27.01,336,28735,1.16930572472594,1.36727587787686,1236.60665103973,683607,0.827261862444358,0.115420117114073,4039.26999869808,"gen",25,1,0.48,0,0,0,0,0,0,0,0
"2151",27004,27.01,"27004 18 0013",2020,27,21,5,11,40,85,32,11,3,585,5647,14616,0.553849182910022,27.01,6232,28735,21.6878371324169,470.362279482242,1236.60665103973,683607,0.827261862444358,0.115420117114073,4039.26999869808,"gen",130,0.6875,0.307692307692308,1,0,0,0,0,0,0,0
"2152",27004,27.01,"27004 66 0013",2020,27,21,7,4,38,36,18,7,4,1694,796,6945,0.799102132435466,27.01,2490,28735,8.66539063859405,75.0889949194334,1236.60665103973,683607,0.827261862444358,0.115420117114073,4039.26999869808,"gen",81,0.363636363636364,0.469135802469136,0,0,0,0,0,0,0,0
"2153",27004,27.01,"27004 54 0013",2020,27,21,0,46,30,29,25,3,2,673,2811,4416,0.347589706415368,27.01,3484,28735,12.1245867409083,147.005603637809,1236.60665103973,683607,0.827261862444358,0.115420117114073,4039.26999869808,"gen",59,1,0.508474576271186,1,0,0,0,0,0,0,0
"2154",27004,27.01,"27004 50 0013",2020,27,21,1,108,107,75,30,2,3,595,1897,9648,0.541265474552957,27.01,2492,28735,8.67235079171742,75.2096682546017,1236.60665103973,683607,0.827261862444358,0.115420117114073,4039.26999869808,"gen",183,0.990825688073395,0.584699453551913,1,0,0,0,0,0,0,0
