"","loc","clave_mun","id","SHPANIO","SREENTIDAD","SRETIPOEST","persmednom","persmedac","pers_otro","pers_para","camas_c","consultorios","quiro","procedq","consulta","dias","pmuj","servs","tot_servs","hhi","POBTOT","P60","urb","ing_pc","type","staff","staff_ac","staff_otro","grande","chico","metro","centro","noroeste","norte","west","spec"
"867",11.03,11020,"11020 65 011A",2020,11,21,0,14,76,59,23,27,5,801,8703,11025,0.615522582749062,9504,133854,827.959810797815,1924771,0.0955505875763922,0.912330869490449,8306.41906283916,"gen",135,1,0.562962962962963,1,0,0,0,0,0,1,0
"868",11.03,11020,"11020 63 0139",2020,11,21,0,8,4,22,10,5,2,689,0,2274,0.770801815431165,689,133854,827.959810797815,1924771,0.0955505875763922,0.912330869490449,8306.41906283916,"gen",26,1,0.153846153846154,0,0,0,0,0,0,1,0
"869",11.03,11020,"11020 6 0497",2020,11,21,73,0,258,257,109,125,11,6300,20018,73803,0.581742469309394,26318,133854,827.959810797815,1924771,0.0955505875763922,0.912330869490449,8306.41906283916,"gen",588,0,0.438775510204082,1,0,0,0,0,0,1,0
"870",11.03,11020,"11020 68 0139",2020,11,21,0,20,3,5,5,3,1,39,346,144,0.701492537313433,385,133854,827.959810797815,1924771,0.0955505875763922,0.912330869490449,8306.41906283916,"gen",8,1,0.375,0,1,0,0,0,0,1,0
"871",11.03,11020,"11020 42 0529",2020,11,21,1,0,2,1,3,2,1,2,72,12,0.75,74,133854,827.959810797815,1924771,0.0955505875763922,0.912330869490449,8306.41906283916,"gen",4,0,0.5,0,1,0,0,0,0,1,0
"872",11.03,11037,"11037 2 0051",2020,11,21,2,34,7,9,7,3,1,186,2674,855,0.697707736389685,2860,133854,827.959810797815,1924771,0.0955505875763922,0.912330869490449,8306.41906283916,"gen",18,0.944444444444444,0.388888888888889,0,0,0,0,0,0,1,0
"873",11.03,11020,"11020 52 0514",2020,11,21,0,2,1,1,3,2,1,29,211,78,0.92156862745098,240,133854,827.959810797815,1924771,0.0955505875763922,0.912330869490449,8306.41906283916,"gen",2,1,0.5,0,1,0,0,0,0,1,0
"874",11.03,11020,"11020 50 214A",2020,11,21,0,2,35,24,22,2,3,617,0,2736,0.72755905511811,617,133854,827.959810797815,1924771,0.0955505875763922,0.912330869490449,8306.41906283916,"gen",59,1,0.593220338983051,1,0,0,0,0,0,1,0
"875",11.03,11020,"11020 7 0529",2020,11,21,0,12,3,16,20,0,2,115,0,1500,0.603821656050955,115,133854,827.959810797815,1924771,0.0955505875763922,0.912330869490449,8306.41906283916,"gen",19,1,0.157894736842105,1,0,0,0,0,0,1,0
"876",11.03,11020,"11020 3 0497",2020,11,21,7,20,19,13,13,16,3,853,7141,3573,0.713728041639558,7994,133854,827.959810797815,1924771,0.0955505875763922,0.912330869490449,8306.41906283916,"gen",39,0.740740740740741,0.487179487179487,0,0,0,0,0,0,1,0
"877",11.03,11020,"11020 9 075A",2020,11,21,5,10,20,12,6,12,3,119,4879,2784,0.50721908349027,4998,133854,827.959810797815,1924771,0.0955505875763922,0.912330869490449,8306.41906283916,"gen",37,0.666666666666667,0.540540540540541,0,0,0,0,0,0,1,0
"878",11.03,11020,"11020 60 2205",2020,11,21,31,144,135,137,119,108,9,2569,0,29139,0.553467741935484,2569,133854,827.959810797815,1924771,0.0955505875763922,0.912330869490449,8306.41906283916,"gen",303,0.822857142857143,0.445544554455446,1,0,0,0,0,0,1,0
"879",11.03,11020,"11020 27 011A",2020,11,21,22,8,236,136,60,0,9,2692,9157,34023,0.628096095350425,11849,133854,827.959810797815,1924771,0.0955505875763922,0.912330869490449,8306.41906283916,"gen",394,0.266666666666667,0.598984771573604,1,0,0,0,0,0,1,0
"880",11.03,11020,"11020 11 0092",2020,11,21,0,26,10,20,10,6,1,195,114,1530,0.519094766619519,309,133854,827.959810797815,1924771,0.0955505875763922,0.912330869490449,8306.41906283916,"gen",30,1,0.333333333333333,0,0,0,0,0,0,1,0
"881",11.03,11020,"11020 54 0622",2020,11,21,0,19,8,8,8,0,2,474,0,5208,0.486511919698871,474,133854,827.959810797815,1924771,0.0955505875763922,0.912330869490449,8306.41906283916,"gen",16,1,0.5,0,0,0,0,0,0,1,0
"882",11.03,11020,"11020 8 0092",2020,11,26,0,18,7,6,12,0,2,66,0,252,0.861702127659574,66,133854,827.959810797815,1924771,0.0955505875763922,0.912330869490449,8306.41906283916,"spec",13,1,0.538461538461538,0,0,0,0,0,0,1,1
"883",11.03,11020,"11020 56 1052",2020,11,21,4,1,1,2,3,2,1,20,150,135,0.642857142857143,170,133854,827.959810797815,1924771,0.0955505875763922,0.912330869490449,8306.41906283916,"gen",7,0.2,0.142857142857143,0,1,0,0,0,0,1,0
"884",11.03,11020,"11020 46 2455",2020,11,22,0,10,2,3,8,5,1,30,737,330,0.651162790697674,767,133854,827.959810797815,1924771,0.0955505875763922,0.912330869490449,8306.41906283916,"spec",5,1,0.4,0,0,0,0,0,0,1,1
"885",11.03,11037,"11037 4 009A",2020,11,21,0,11,5,10,10,2,2,10,823,300,0.630952380952381,833,133854,827.959810797815,1924771,0.0955505875763922,0.912330869490449,8306.41906283916,"gen",15,1,0.333333333333333,0,0,0,0,0,0,1,0
"886",11.03,11020,"11020 59 3025",2020,11,21,0,19,12,10,6,4,1,211,5304,3555,0.550153531218014,5515,133854,827.959810797815,1924771,0.0955505875763922,0.912330869490449,8306.41906283916,"gen",22,1,0.545454545454545,0,0,0,0,0,0,1,0
"887",11.03,11020,"11020 40 029A",2020,11,26,0,15,25,13,17,7,5,363,7482,6261,0.64381970260223,7845,133854,827.959810797815,1924771,0.0955505875763922,0.912330869490449,8306.41906283916,"spec",38,1,0.657894736842105,0,0,0,0,0,0,1,1
"888",11.03,11020,"11020 43 1067",2020,11,21,0,11,4,8,7,3,1,39,5011,984,0.606299212598425,5050,133854,827.959810797815,1924771,0.0955505875763922,0.912330869490449,8306.41906283916,"gen",12,1,0.333333333333333,0,0,0,0,0,0,1,0
"889",11.03,11020,"11020 13 0497",2020,11,21,42,0,15,18,14,6,3,207,2131,3504,0.689686098654709,2338,133854,827.959810797815,1924771,0.0955505875763922,0.912330869490449,8306.41906283916,"gen",75,0,0.2,0,0,0,0,0,0,1,0
"890",11.03,11037,"11037 7 009A",2020,11,21,0,22,11,18,12,2,3,228,4093,3669,0.68565325738697,4321,133854,827.959810797815,1924771,0.0955505875763922,0.912330869490449,8306.41906283916,"gen",29,1,0.379310344827586,0,0,0,0,0,0,1,0
"891",11.03,11020,"11020 61 075A",2020,11,21,0,28,12,11,6,7,1,955,8407,2772,0.854829545454545,9362,133854,827.959810797815,1924771,0.0955505875763922,0.912330869490449,8306.41906283916,"gen",23,1,0.521739130434783,0,0,0,0,0,0,1,0
"892",11.03,11020,"11020 53 0482",2020,11,21,0,8,11,12,14,7,3,483,980,4026,0.729680365296804,1463,133854,827.959810797815,1924771,0.0955505875763922,0.912330869490449,8306.41906283916,"gen",23,1,0.478260869565217,0,0,0,0,0,0,1,0
"893",11.03,11020,"11020 28 1137",2020,11,26,0,17,5,12,5,9,1,145,13658,1041,0.745827984595635,13803,133854,827.959810797815,1924771,0.0955505875763922,0.912330869490449,8306.41906283916,"spec",17,1,0.294117647058824,0,1,0,0,0,0,1,1
"894",11.04,11021,"11021 3 0066",2020,11,21,0,10,1,3,6,7,1,57,99,420,0.699275362318841,156,12821,2099.92714294484,108755,0.152848144912878,0.864934945519746,3686.31058801894,"gen",4,1,0.25,0,0,0,0,0,0,1,0
"895",11.04,11041,"11041 6 0020",2020,11,21,0,15,9,6,6,3,1,122,465,1143,0.502808988764045,587,12821,2099.92714294484,108755,0.152848144912878,0.864934945519746,3686.31058801894,"gen",15,1,0.6,0,0,0,0,0,0,1,0
"896",11.04,11041,"11041 1 0020",2020,11,21,2,2,2,6,8,2,1,42,1156,1107,0.741883116883117,1198,12821,2099.92714294484,108755,0.152848144912878,0.864934945519746,3686.31058801894,"gen",10,0.5,0.2,0,0,0,0,0,0,1,0
"897",11.04,11021,"11021 10 0066",2020,11,21,0,17,6,9,6,2,1,280,1413,1290,0.828178694158076,1693,12821,2099.92714294484,108755,0.152848144912878,0.864934945519746,3686.31058801894,"gen",15,1,0.4,0,0,0,0,0,0,1,0
"898",11.04,11021,"11021 11 0102",2020,11,22,0,4,2,2,2,1,1,26,1856,165,0.920353982300885,1882,12821,2099.92714294484,108755,0.152848144912878,0.864934945519746,3686.31058801894,"spec",4,1,0.5,0,1,0,0,0,0,1,1
"899",11.04,11021,"11021 9 0210",2020,11,21,0,8,6,4,7,4,1,48,203,237,0.468354430379747,251,12821,2099.92714294484,108755,0.152848144912878,0.864934945519746,3686.31058801894,"gen",10,1,0.6,0,0,0,0,0,0,1,0
"900",11.04,11041,"11041 7 0143",2020,11,22,0,6,1,3,6,2,1,12,440,39,0.884615384615385,452,12821,2099.92714294484,108755,0.152848144912878,0.864934945519746,3686.31058801894,"spec",4,1,0.25,0,0,0,0,0,0,1,1
"901",11.04,11021,"11021 1 0117",2020,11,21,1,27,15,15,14,10,3,327,0,5046,0.671800318640467,327,12821,2099.92714294484,108755,0.152848144912878,0.864934945519746,3686.31058801894,"gen",31,0.964285714285714,0.483870967741935,0,0,0,0,0,0,1,0
"902",11.04,11021,"11021 7 048A",2020,11,21,0,11,5,8,11,7,1,325,4670,3972,0.701604278074866,4995,12821,2099.92714294484,108755,0.152848144912878,0.864934945519746,3686.31058801894,"gen",13,1,0.384615384615385,0,0,0,0,0,0,1,0
"903",11.04,11021,"11021 12 0051",2020,11,21,14,13,4,6,6,5,1,90,835,891,0.714622641509434,925,12821,2099.92714294484,108755,0.152848144912878,0.864934945519746,3686.31058801894,"gen",24,0.481481481481481,0.166666666666667,0,0,0,0,0,0,1,0
"904",11.04,11041,"11041 5 0020",2020,11,21,0,8,1,4,8,2,2,10,345,357,0.628318584070796,355,12821,2099.92714294484,108755,0.152848144912878,0.864934945519746,3686.31058801894,"gen",5,1,0.2,0,0,0,0,0,0,1,0
"905",11.05,11031,"11031 3 0039",2020,11,21,0,31,24,19,14,11,3,258,17552,5238,0.538058659217877,17810,47774,3952.60870443105,214713,0.0926213131016753,0.6855197403045,4572.46786175034,"gen",43,1,0.558139534883721,0,0,0,0,0,0,1,0
"906",11.05,11031,"11031 9 019A",2020,11,21,2,33,3,11,5,4,2,196,2620,4284,0.567043618739903,2816,47774,3952.60870443105,214713,0.0926213131016753,0.6855197403045,4572.46786175034,"gen",16,0.942857142857143,0.1875,0,1,0,0,0,0,1,0
"907",11.05,11031,"11031 2 0043",2020,11,21,2,12,6,10,4,10,1,26,0,519,0.644699140401146,26,47774,3952.60870443105,214713,0.0926213131016753,0.6855197403045,4572.46786175034,"gen",18,0.857142857142857,0.333333333333333,0,1,0,0,0,0,1,0
"908",11.05,11031,"11031 7 0024",2020,11,21,0,18,10,8,8,4,1,50,23791,2640,0.589798087141339,23841,47774,3952.60870443105,214713,0.0926213131016753,0.6855197403045,4572.46786175034,"gen",18,1,0.555555555555556,0,0,0,0,0,0,1,0
"909",11.05,11031,"11031 10 0185",2020,11,21,3,7,3,5,5,2,1,9,362,420,0.529411764705882,371,47774,3952.60870443105,214713,0.0926213131016753,0.6855197403045,4572.46786175034,"gen",11,0.7,0.272727272727273,0,1,0,0,0,0,1,0
"910",11.05,11031,"11031 6 0113",2020,11,21,0,12,5,5,13,4,1,244,2666,13731,0.544177031174285,2910,47774,3952.60870443105,214713,0.0926213131016753,0.6855197403045,4572.46786175034,"gen",10,1,0.5,0,0,0,0,0,0,1,0
"911",12.01,12001,"12001 54 1297",2020,12,21,7,39,34,25,12,2,2,699,145,5622,0.632579185520362,844,54900,898.73740963036,852622,0.138248837116565,0.844681464939915,3179.49408178536,"gen",66,0.847826086956522,0.515151515151515,0,0,0,0,0,0,0,0
"912",12.01,12001,"12001 10 027A",2020,12,21,0,19,14,22,15,1,1,218,3312,5430,0.516145566376217,3530,54900,898.73740963036,852622,0.138248837116565,0.844681464939915,3179.49408178536,"gen",36,1,0.388888888888889,0,0,0,0,0,0,0,0
"913",12.01,12001,"12001 11 0903",2020,12,21,0,6,0,2,3,1,1,13,766,102,0.8,779,54900,898.73740963036,852622,0.138248837116565,0.844681464939915,3179.49408178536,"gen",2,1,0,0,1,0,0,0,0,0,0
"914",12.01,12001,"12001 41 2473",2020,12,21,0,2,2,1,3,2,1,22,228,138,0.63953488372093,250,54900,898.73740963036,852622,0.138248837116565,0.844681464939915,3179.49408178536,"gen",3,1,0.666666666666667,0,1,0,0,0,0,0,0
"915",12.01,12001,"12001 1 237A",2020,12,21,11,40,26,40,18,2,3,410,526,7032,0.584871406959153,936,54900,898.73740963036,852622,0.138248837116565,0.844681464939915,3179.49408178536,"gen",77,0.784313725490196,0.337662337662338,0,0,0,0,0,0,0,0
"916",12.01,12001,"12001 30 2435",2020,12,21,0,5,4,2,5,2,1,104,1727,339,0.867256637168142,1831,54900,898.73740963036,852622,0.138248837116565,0.844681464939915,3179.49408178536,"gen",6,1,0.666666666666667,0,1,0,0,0,0,0,0
"917",12.01,12001,"12001 6 2581",2020,12,21,0,10,5,22,7,1,2,184,3057,2169,0.59106239460371,3241,54900,898.73740963036,852622,0.138248837116565,0.844681464939915,3179.49408178536,"gen",27,1,0.185185185185185,0,0,0,0,0,0,0,0
"918",12.01,12001,"12001 7 2825",2020,12,21,6,15,9,6,13,2,1,112,2113,1206,0.582677165354331,2225,54900,898.73740963036,852622,0.138248837116565,0.844681464939915,3179.49408178536,"gen",21,0.714285714285714,0.428571428571429,0,0,0,0,0,0,0,0
"919",12.01,12001,"12001 52 2596",2020,12,21,0,11,0,6,5,3,1,108,2584,591,0.779116465863454,2692,54900,898.73740963036,852622,0.138248837116565,0.844681464939915,3179.49408178536,"gen",6,1,0,0,1,0,0,0,0,0,0
"920",12.01,12001,"12001 8 4639",2020,12,21,2,4,3,6,5,3,1,55,173,186,0.744186046511628,228,54900,898.73740963036,852622,0.138248837116565,0.844681464939915,3179.49408178536,"gen",11,0.666666666666667,0.272727272727273,0,1,0,0,0,0,0,0
"921",12.01,12001,"12001 61 0049",2020,12,21,1,7,1,1,3,1,1,37,1148,240,0.677631578947368,1185,54900,898.73740963036,852622,0.138248837116565,0.844681464939915,3179.49408178536,"gen",3,0.875,0.333333333333333,0,1,0,0,0,0,0,0
"922",12.01,12001,"12001 3 0443",2020,12,21,7,41,6,34,7,2,2,43,3064,1788,0.363207547169811,3107,54900,898.73740963036,852622,0.138248837116565,0.844681464939915,3179.49408178536,"gen",47,0.854166666666667,0.127659574468085,0,0,0,0,0,0,0,0
"923",12.01,12001,"12001 4 0956",2020,12,21,0,17,2,6,7,3,1,58,8793,453,0.766025641025641,8851,54900,898.73740963036,852622,0.138248837116565,0.844681464939915,3179.49408178536,"gen",8,1,0.25,0,0,0,0,0,0,0,0
"924",12.01,12001,"12001 36 0316",2020,12,21,0,39,24,13,13,2,2,342,518,4203,0.622460288141855,860,54900,898.73740963036,852622,0.138248837116565,0.844681464939915,3179.49408178536,"gen",37,1,0.648648648648649,0,0,0,0,0,0,0,0
"925",12.01,12001,"12001 35 1278",2020,12,21,10,14,73,24,16,3,3,42,1220,2754,0.486062717770035,1262,54900,898.73740963036,852622,0.138248837116565,0.844681464939915,3179.49408178536,"gen",107,0.583333333333333,0.682242990654206,0,0,0,0,0,0,0,0
"926",12.01,12001,"12001 2 276A",2020,12,22,1,4,2,2,3,1,1,33,108,195,0.909722222222222,141,54900,898.73740963036,852622,0.138248837116565,0.844681464939915,3179.49408178536,"spec",5,0.8,0.4,0,1,0,0,0,0,0,1
"927",12.01,12001,"12001 5 276A",2020,12,21,0,6,0,4,12,2,1,57,817,4746,0.545683679899181,874,54900,898.73740963036,852622,0.138248837116565,0.844681464939915,3179.49408178536,"gen",4,1,0,0,0,0,0,0,0,0,0
"928",12.01,12001,"12001 62 4304",2020,12,21,0,8,2,2,4,1,1,48,1420,468,0.597315436241611,1468,54900,898.73740963036,852622,0.138248837116565,0.844681464939915,3179.49408178536,"gen",4,1,0.5,0,1,0,0,0,0,0,0
"929",12.01,12001,"12001 66 3128",2020,12,21,3,8,3,4,6,2,1,332,9980,4377,0.635489220563847,10312,54900,898.73740963036,852622,0.138248837116565,0.844681464939915,3179.49408178536,"gen",10,0.727272727272727,0.3,0,0,0,0,0,0,0,0
"930",12.01,12001,"12001 9 1386",2020,12,21,5,15,4,4,6,4,1,70,3841,3936,0.556390977443609,3911,54900,898.73740963036,852622,0.138248837116565,0.844681464939915,3179.49408178536,"gen",13,0.75,0.307692307692308,0,0,0,0,0,0,0,0
"931",12.01,12001,"12001 64 283A",2020,12,21,8,65,16,22,12,1,3,176,1284,3399,0.642857142857143,1460,54900,898.73740963036,852622,0.138248837116565,0.844681464939915,3179.49408178536,"gen",46,0.89041095890411,0.347826086956522,0,0,0,0,0,0,0,0
"932",12.01,12001,"12001 67 0956",2020,12,21,0,6,1,2,6,1,1,46,2732,483,0.757475083056478,2778,54900,898.73740963036,852622,0.138248837116565,0.844681464939915,3179.49408178536,"gen",3,1,0.333333333333333,0,0,0,0,0,0,0,0
"933",12.01,12001,"12001 34 027A",2020,12,21,1,3,0,1,5,1,1,7,159,327,0.730769230769231,166,54900,898.73740963036,852622,0.138248837116565,0.844681464939915,3179.49408178536,"gen",2,0.75,0,0,1,0,0,0,0,0,0
"934",12.01,12001,"12001 65 283A",2020,12,21,16,37,12,52,12,35,4,597,1372,4677,0.599309153713299,1969,54900,898.73740963036,852622,0.138248837116565,0.844681464939915,3179.49408178536,"gen",80,0.69811320754717,0.15,0,0,0,0,0,0,0,0
"935",12.02,12029,"12029 25 1118",2020,12,21,0,14,22,18,14,16,2,2,3018,3762,0.501432664756447,3020,30109,2422.34861128704,336480,0.100754873989539,0.87782929148835,2895.53276866381,"gen",40,1,0.55,0,0,0,0,0,0,0,0
"936",12.02,12029,"12029 24 0054",2020,12,21,0,2,4,3,4,2,1,96,1495,570,0.893899204244032,1591,30109,2422.34861128704,336480,0.100754873989539,0.87782929148835,2895.53276866381,"gen",7,1,0.571428571428571,0,1,0,0,0,0,0,0
"937",12.02,12029,"12029 3 0092",2020,12,21,13,0,7,8,9,5,1,49,2340,3690,0.580594679186229,2389,30109,2422.34861128704,336480,0.100754873989539,0.87782929148835,2895.53276866381,"gen",28,0,0.25,0,0,0,0,0,0,0,0
"938",12.02,12029,"12029 4 239A",2020,12,22,0,14,3,10,5,9,2,179,1301,1479,0.868852459016393,1480,30109,2422.34861128704,336480,0.100754873989539,0.87782929148835,2895.53276866381,"spec",13,1,0.230769230769231,0,1,0,0,0,0,0,1
"939",12.02,12029,"12029 1 239A",2020,12,21,0,24,8,8,5,11,1,166,4163,3000,0.611992945326279,4329,30109,2422.34861128704,336480,0.100754873989539,0.87782929148835,2895.53276866381,"gen",16,1,0.5,0,1,0,0,0,0,0,0
"940",12.02,12029,"12029 28 1118",2020,12,21,0,30,16,25,22,27,2,340,12986,4212,0.574655436447167,13326,30109,2422.34861128704,336480,0.100754873989539,0.87782929148835,2895.53276866381,"gen",41,1,0.390243902439024,1,0,0,0,0,0,0,0
"941",12.02,12029,"12029 12 0054",2020,12,21,0,6,2,3,13,8,2,37,1068,738,0.719026548672566,1105,30109,2422.34861128704,336480,0.100754873989539,0.87782929148835,2895.53276866381,"gen",5,1,0.4,0,0,0,0,0,0,0,0
"942",12.02,12029,"12029 20 0092",2020,12,21,0,9,4,8,6,6,1,30,0,3159,0.6,30,30109,2422.34861128704,336480,0.100754873989539,0.87782929148835,2895.53276866381,"gen",12,1,0.333333333333333,0,0,0,0,0,0,0,0
"943",12.02,12029,"12029 21 0092",2020,12,21,0,20,23,11,11,21,2,132,860,1293,0.640194489465154,992,30109,2422.34861128704,336480,0.100754873989539,0.87782929148835,2895.53276866381,"gen",34,1,0.676470588235294,0,0,0,0,0,0,0,0
"944",12.02,12029,"12029 14 1620",2020,12,21,0,11,6,7,7,11,2,199,0,1368,0.646848989298454,199,30109,2422.34861128704,336480,0.100754873989539,0.87782929148835,2895.53276866381,"gen",13,1,0.461538461538462,0,0,0,0,0,0,0,0
"945",12.02,12029,"12029 6 1391",2020,12,21,2,4,3,5,3,2,1,76,500,378,0.723723723723724,576,30109,2422.34861128704,336480,0.100754873989539,0.87782929148835,2895.53276866381,"gen",10,0.666666666666667,0.3,0,1,0,0,0,0,0,0
"946",12.02,12029,"12029 15 0054",2020,12,26,0,4,3,3,8,3,1,93,979,612,0.756373937677054,1072,30109,2422.34861128704,336480,0.100754873989539,0.87782929148835,2895.53276866381,"spec",6,1,0.5,0,0,0,0,0,0,0,1
"947",13.01,13048,"13048 14 004A",2020,13,21,46,46,9,20,16,3,2,586,5640,9333,0.640141467727675,6226,31728,2087.51267391588,665929,0.117303796650994,0.799519167959347,4479.91548948912,"gen",75,0.5,0.12,0,0,0,1,0,0,0,0
"948",13.01,13048,"13048 21 004A",2020,13,21,26,8,113,191,41,4,7,1785,3509,40971,0.530618104261515,5294,31728,2087.51267391588,665929,0.117303796650994,0.799519167959347,4479.91548948912,"gen",330,0.235294117647059,0.342424242424242,1,0,0,1,0,0,0,0
"949",13.01,13048,"13048 22 004A",2020,13,21,15,248,35,30,18,18,3,495,9640,26313,0.503803026738807,10135,31728,2087.51267391588,665929,0.117303796650994,0.799519167959347,4479.91548948912,"gen",80,0.942965779467681,0.4375,0,0,0,1,0,0,0,0
"950",13.01,13048,"13048 12 004A",2020,13,21,0,8,4,2,7,5,1,143,0,1608,0.74478527607362,143,31728,2087.51267391588,665929,0.117303796650994,0.799519167959347,4479.91548948912,"gen",6,1,0.666666666666667,0,0,0,1,0,0,0,0
"951",13.01,13048,"13048 2 004A",2020,13,21,0,2,5,6,10,0,2,328,0,1563,0.785087719298246,328,31728,2087.51267391588,665929,0.117303796650994,0.799519167959347,4479.91548948912,"gen",11,1,0.454545454545455,0,0,0,1,0,0,0,0
"952",13.01,13048,"13048 23 004A",2020,13,21,1,0,2,2,2,2,1,21,287,96,0.517241379310345,308,31728,2087.51267391588,665929,0.117303796650994,0.799519167959347,4479.91548948912,"gen",5,0,0.4,0,1,0,1,0,0,0,0
"953",13.01,13048,"13048 13 004A",2020,13,21,1,1,7,8,10,2,1,278,93,2589,0.586986301369863,371,31728,2087.51267391588,665929,0.117303796650994,0.799519167959347,4479.91548948912,"gen",16,0.5,0.4375,0,0,0,1,0,0,0,0
"954",13.01,13048,"13048 3 004A",2020,13,22,2,4,1,3,1,2,1,20,76,78,1,96,31728,2087.51267391588,665929,0.117303796650994,0.799519167959347,4479.91548948912,"spec",6,0.666666666666667,0.166666666666667,0,1,0,1,0,0,0,1
"955",13.01,13048,"13048 4 004A",2020,13,21,0,23,6,13,13,8,3,301,3304,4947,0.502824858757062,3605,31728,2087.51267391588,665929,0.117303796650994,0.799519167959347,4479.91548948912,"gen",19,1,0.31578947368421,0,0,0,1,0,0,0,0
"956",13.01,13048,"13048 17 004A",2020,13,21,16,8,134,133,30,4,5,1183,4039,25848,0.549571907184514,5222,31728,2087.51267391588,665929,0.117303796650994,0.799519167959347,4479.91548948912,"gen",283,0.333333333333333,0.473498233215548,1,0,0,1,0,0,0,0
"957",13.02,13074,"13074 8 0054",2020,13,21,2,19,2,4,6,3,1,96,2755,2250,0.574893009985735,2851,58749,4569.74848083346,256795,0.111871337058743,0.788586226367336,3826.17025643023,"gen",8,0.904761904761905,0.25,0,0,0,1,0,0,0,0
"958",13.02,13074,"13074 7 0054",2020,13,21,1,3,0,2,2,1,2,9,280,66,0.888888888888889,289,58749,4569.74848083346,256795,0.111871337058743,0.788586226367336,3826.17025643023,"gen",3,0.75,0,0,1,0,1,0,0,0,0
"959",13.02,13074,"13074 6 0054",2020,13,21,0,11,0,4,3,2,1,54,961,600,0.737569060773481,1015,58749,4569.74848083346,256795,0.111871337058743,0.788586226367336,3826.17025643023,"gen",4,1,0,0,1,0,1,0,0,0,0
"960",13.02,13076,"13076 17 0082",2020,13,21,0,5,1,3,5,2,1,100,0,504,0.784511784511784,100,58749,4569.74848083346,256795,0.111871337058743,0.788586226367336,3826.17025643023,"gen",4,1,0.25,0,1,0,1,0,0,0,0
"961",13.02,13076,"13076 1 0453",2020,13,21,0,14,8,12,12,7,1,19,2000,5250,0.429847715736041,2019,58749,4569.74848083346,256795,0.111871337058743,0.788586226367336,3826.17025643023,"gen",20,1,0.4,0,0,0,1,0,0,0,0
"962",13.02,13076,"13076 14 0082",2020,13,22,1,5,2,2,2,1,1,38,500,111,0.851351351351351,538,58749,4569.74848083346,256795,0.111871337058743,0.788586226367336,3826.17025643023,"spec",5,0.833333333333333,0.4,0,1,0,1,0,0,0,1
"963",13.02,13076,"13076 13 0082",2020,13,21,0,5,2,3,5,2,1,80,971,1569,0.629839471199245,1051,58749,4569.74848083346,256795,0.111871337058743,0.788586226367336,3826.17025643023,"gen",5,1,0.4,0,1,0,1,0,0,0,0
"964",13.02,13076,"13076 10 0082",2020,13,21,4,8,6,4,6,4,1,17,770,162,0.545454545454545,787,58749,4569.74848083346,256795,0.111871337058743,0.788586226367336,3826.17025643023,"gen",14,0.666666666666667,0.428571428571429,0,0,0,1,0,0,0,0
"965",13.02,13076,"13076 12 0082",2020,13,21,52,26,88,99,19,22,3,223,38790,5826,0.491706161137441,39013,58749,4569.74848083346,256795,0.111871337058743,0.788586226367336,3826.17025643023,"gen",239,0.333333333333333,0.368200836820084,0,0,0,1,0,0,0,0
"966",13.02,13074,"13074 2 0054",2020,13,21,3,16,2,5,6,2,1,131,5638,1734,0.649237472766884,5769,58749,4569.74848083346,256795,0.111871337058743,0.788586226367336,3826.17025643023,"gen",10,0.842105263157895,0.2,0,0,0,1,0,0,0,0
"967",13.02,13074,"13074 9 0054",2020,13,21,1,9,2,2,4,3,1,55,812,282,0.872340425531915,867,58749,4569.74848083346,256795,0.111871337058743,0.788586226367336,3826.17025643023,"gen",5,0.9,0.4,0,1,0,1,0,0,0,0
"968",13.02,13076,"13076 16 0082",2020,13,21,2,0,3,6,6,2,1,40,250,165,0.875,290,58749,4569.74848083346,256795,0.111871337058743,0.788586226367336,3826.17025643023,"gen",11,0,0.272727272727273,0,0,0,1,0,0,0,0
"969",13.02,13074,"13074 10 0054",2020,13,21,0,3,1,3,5,2,1,0,590,24,0.4,590,58749,4569.74848083346,256795,0.111871337058743,0.788586226367336,3826.17025643023,"gen",4,1,0.25,0,1,0,1,0,0,0,0
"970",13.02,13076,"13076 9 0082",2020,13,21,0,11,3,4,8,3,1,377,1237,1773,0.481751824817518,1614,58749,4569.74848083346,256795,0.111871337058743,0.788586226367336,3826.17025643023,"gen",7,1,0.428571428571429,0,0,0,1,0,0,0,0
"971",13.02,13076,"13076 15 0082",2020,13,21,10,6,0,4,4,3,1,74,1569,918,0.648456057007126,1643,58749,4569.74848083346,256795,0.111871337058743,0.788586226367336,3826.17025643023,"gen",14,0.375,0,0,1,0,1,0,0,0,0
"972",13.02,13076,"13076 8 0082",2020,13,21,0,10,2,4,7,3,1,33,280,441,0.630597014925373,313,58749,4569.74848083346,256795,0.111871337058743,0.788586226367336,3826.17025643023,"gen",6,1,0.333333333333333,0,0,0,1,0,0,0,0
"973",13.03,13077,"13077 1 0018",2020,13,21,0,7,5,8,6,3,1,156,895,969,0.805071315372425,1051,29444,2261.64504765133,268351,0.114506746760772,0.750930684066763,2799.40617698462,"gen",13,1,0.384615384615385,0,0,0,1,0,0,0,0
"974",13.03,13077,"13077 13 0018",2020,13,22,1,13,4,6,8,4,1,130,486,429,0.768398268398268,616,29444,2261.64504765133,268351,0.114506746760772,0.750930684066763,2799.40617698462,"spec",11,0.928571428571429,0.363636363636364,0,0,0,1,0,0,0,1
