"","clave_mun","staff","presupparcial","light","waste","poli","tax","pobtot2018","P60","ingpc2015","salmed","compstaff","pcollege","progtot","capreg","pagemed","pageold","ptemp","party2","party","pct_muj"
"825",20327,150,50932393,3500,2,850,0.00619442411798945,15184,0.149038461538462,16536.4781969623,104744.906666667,0.0533333333333333,0.186666666666667,0,0,0.433333333333333,0,0,"PRI","PRI",0.2
"826",20333,169,31653877,360,0.752,18,0.00034139526047898,3155,0.161014263074485,24832.0877598152,3822.05325443787,0.029585798816568,0.0177514792899408,0,0,0.443786982248521,0.289940828402367,0,"SNI","SNI",0.00598802395209581
"827",20334,161,119816649,200,23,257,0.00258492257480022,49217,0.117764187171099,18458.4461798854,170910.459627329,0.236024844720497,0.173913043478261,8,0,0.397515527950311,0.211180124223602,0,"LEFT","LEFT",0.260869565217391
"828",20336,27,12421827,170,0.166,30,0.00318295068598448,1811,0.193263390392049,11088.1865284974,54048.8148148148,0.185185185185185,0.185185185185185,5,0,0.62962962962963,0.0740740740740741,0,"SNI","SNI",0.347826086956522
"829",20338,61,36244081,819,10,140,0.0103675457206282,10144,0.120268138801262,30136.5075225677,138924.754098361,0.508196721311475,0.442622950819672,0,0,0.377049180327869,0.311475409836066,0,"SNI","SNI",0.291666666666667
"830",20339,31,10534651,464,0.306,190,0.00719094429067464,4277,0.150572831423895,19075.4463232403,137915,0.161290322580645,0.161290322580645,4,0,0.483870967741935,0.0967741935483871,0,"LEFT","LEFT",0.0689655172413793
"831",20342,29,9103724,238,0.75,8,0.0864829843456777,3703,0.0901971374561167,33805.917109458,127241.206896552,0.206896551724138,0.0689655172413793,0,0,0.310344827586207,0.0344827586206897,0,"SNI","SNI",0.333333333333333
"832",20343,14,9054001,120,0.14,120,0.0222425593853725,1969,0.20010157440325,16210.0018814675,104198.071428571,0.285714285714286,0.142857142857143,5,0,0.214285714285714,0.714285714285714,0.285714285714286,"SNI","SNI",0.222222222222222
"833",20344,34,9827425,111,0.142,70,0.000524359090040909,2773,0.129102055535521,12831.9968944099,82223.6470588235,0.147058823529412,0,0,0,0.558823529411765,0,0,"SNI","SNI",0.0689655172413793
"834",20345,27,14034313,450,0.7,0,0.000431066087863981,4144,0.153474903474903,16809.1042622951,106049.185185185,0.037037037037037,0.185185185185185,0,0,0.666666666666667,0.037037037037037,1,"LEFT","LEFT",0.12
"835",20347,21,15183466,85,0.18,2,0.0152195995355497,4096,0.1103515625,10045.9274241523,85593.6666666667,0.142857142857143,0.0476190476190476,4,0,0.571428571428571,0.285714285714286,1,"SNI","SNI",0.263157894736842
"836",20350,81,32830962,1250,12,155,0.0698785943767428,16753,0.109234167014863,41452.2306315205,156289.320987654,0.395061728395062,0.530864197530864,12,0,0.172839506172839,0.0864197530864197,1,"SNI","SNI",0.392857142857143
"837",20351,44,10337674,145,0.3,7,0.00335023548276065,2767,0.170581857607517,11503.2628398792,35773.3181818182,0.0681818181818182,0.0227272727272727,11,0,0.204545454545455,0,1,"SNI","SNI",0.075
"838",20357,18,5876545,165,0.215,25,0.00260608021299955,860,0.253488372093023,12440.3764705882,26076.8888888889,0.222222222222222,0,0,0,0.444444444444444,0,0,"SNI","SNI",0.176470588235294
"839",20358,10,21903412,260,0.143,5,0.00490600519377335,1934,0.245087900723888,12355.2802056555,118461.9,0.3,0.4,0,0,0.7,0,0,"SNI","SNI",0.25
"840",20359,27,6264690,65,0.2,4,0.00628615492580742,673,0.304606240713224,14925.7951219512,35022.2222222222,0.111111111111111,0.037037037037037,0,0,0.444444444444444,0.222222222222222,1,"SNI","SNI",0.0476190476190476
"841",20361,11,4676970,55,0.2,0,0.00241875107979959,842,0.185273159144893,13835.6470588235,91015.1818181818,0.181818181818182,0,0,0,0.272727272727273,0.545454545454545,1,"SNI","SNI",0.181818181818182
"842",20362,30,6422468,265,0.1,5,0.0105133027605563,1496,0.24331550802139,14075.7099697885,32040.8333333333,0.166666666666667,0,0,0,0.566666666666667,0.266666666666667,0.366666666666667,"SNI","SNI",0.181818181818182
"843",20364,101,64200764,522,7,80,0.000958488935017673,17862,0.0901914679207256,19849.6953191489,123175.297029703,0.227722772277228,0.168316831683168,7,0,0.376237623762376,0.0891089108910891,0,"LEFT","LEFT",0.176470588235294
"844",20368,38,9253826,347,0.142,30,0.00285753223665208,2016,0.154265873015873,12877.5107913669,66978.0526315789,0.0789473684210526,0.0263157894736842,14,0,0.131578947368421,0.0789473684210526,0,"SNI","SNI",0.305555555555556
"845",20369,14,7135137,170,0.428,5,0.00319971260159809,2127,0.159849553361542,19432.6577777778,131766.571428571,0.142857142857143,0.357142857142857,5,0,0.357142857142857,0.357142857142857,0,"SNI","SNI",0.166666666666667
"846",20371,21,7601487,312,0.15,40,0.00665796716470831,978,0.282208588957055,15346.9457364341,47644.6666666667,0.19047619047619,0,6,0,0.285714285714286,0.238095238095238,0,"SNI","SNI",0
"847",20375,52,32233910,380,7,2400,0.0166198232136168,12584,0.0835187539732994,29463.4104725415,179177.961538462,0.153846153846154,0.384615384615385,14,0,0.365384615384615,0.0576923076923077,1,"LEFT","LEFT",0.326530612244898
"848",20376,16,2269472,50,0.143,0,0.00468559073446089,364,0.263736263736264,12079.4742857143,35643.625,0.0625,0,2,0,0.3125,0.125,0,"SNI","SNI",0.2
"849",20377,29,52235023,230,0.375,14,6.43158933982516e-05,10879,0.134571192205166,10396.3916883117,151975,0.551724137931034,0.103448275862069,0,0,0.413793103448276,0.0689655172413793,0,"PRI","PRI",0.444444444444444
"850",20378,12,19104800,250,0.857,2,0.00315720228211455,3695,0.143166441136671,10139.1342894394,111762.5,1,0.333333333333333,5,0,0.416666666666667,0.25,0,"SNI","SNI",0.583333333333333
"851",20384,13,19590593,280,0.285,23,0.000363264208029967,4738,0.130434782608696,8417.66666666667,193425.384615385,0.153846153846154,0.0769230769230769,4,0,0.538461538461538,0.153846153846154,1,"SNI","SNI",0.125
"852",20385,843,188801733,5012,96,8108,0.0954707134950677,95889,0.0905734755811407,30158.7859341614,109413.837485172,0.215895610913405,0.389086595492289,0,0,0.322657176749703,0.137603795966785,0,"LEFT","LEFT",0.300511508951407
"853",20387,30,18634878,147,2,20,0.00497826220382388,2882,0.191533657182512,15619.156626506,102791.5,0.166666666666667,0.0666666666666667,0,0,0.8,0,0,"LEFT","LEFT",0.269230769230769
"854",20389,6,9929466,90,0.1,0,0.00058722484079116,913,0.201533406352683,9066.16153846154,307710.333333333,0.333333333333333,0.333333333333333,4,0,0.333333333333333,0.333333333333333,0,"SNI","SNI",0.5
"855",20391,15,15942864,90,0.286,4,5.79264309677165e-05,3372,0.0957888493475682,10163.6706689537,235340.8,0.133333333333333,0,4,0,0.466666666666667,0.333333333333333,0.733333333333333,"SNI","SNI",0.0769230769230769
"856",20393,25,12938144,230,1,80,0.000155275408193267,4060,0.118472906403941,14820.6851468763,92229.52,0.24,0,0,0,0.2,0.16,0,"SNI","SNI",0.166666666666667
"857",20399,61,91553443,400,14,2985,0.0742569929776313,39033,0.0768324238464889,27898.5055062404,231697.475409836,0.491803278688525,0.180327868852459,0,1,0.245901639344262,0.0163934426229508,0,"SNI","SNI",0.218181818181818
"858",20400,10,5054654,185,0.5,26,0.00136523417665618,1696,0.225235849056604,13275.1912751678,220270.9,0.4,0.2,7,0,0.3,0.3,0,"SNI","SNI",0.625
"859",20401,192,82704210,360,30,793,0.0309754073275743,26146,0.084448864070986,22640.6931964056,129368.322916667,0.0833333333333333,0.177083333333333,8,0,0.442708333333333,0.15625,0,"SNI","SNI",0.238095238095238
"860",20404,11,4059300,149,0.1,0,0.00427802056496177,766,0.236292428198433,14876.6769230769,85771,0.727272727272727,0.272727272727273,0,0,0.454545454545455,0.181818181818182,0,"SNI","SNI",0.2
"861",20405,24,6349360,180,0.571,20,0.0197296163680538,1836,0.199346405228758,13253.9109170306,138561.916666667,0.125,0.125,5,0,0.25,0.208333333333333,0,"SNI","SNI",0.409090909090909
"862",20409,89,29060836,555,1,153,0.0640379932487978,8781,0.143377747409179,37386.9211119459,99498.5842696629,0.292134831460674,0.134831460674157,6,0,0.49438202247191,0.0786516853932584,0.786516853932584,"SNI","SNI",0.311688311688312
"863",20412,67,15648708,104,0.228,96,0.000119302452345087,3198,0.111319574734209,12399.3771106942,80451.5820895522,0.0895522388059701,0.0149253731343284,5,0,0.611940298507463,0.0746268656716418,0,"SNI","SNI",0.0625
"864",20414,99,40786049,558,2,30,0.000157581504550341,11754,0.141738982474051,14974.2482899141,92744.8888888889,0.0505050505050505,0.222222222222222,5,0,0.202020202020202,0.121212121212121,0,"PRI","PRI",0.344827586206897
"865",20415,36,19186326,250,1,10,4.56827682588086e-05,4880,0.134426229508197,13679.7007125891,75104.6111111111,0.111111111111111,0.111111111111111,12,0,0.388888888888889,0.222222222222222,0.944444444444444,"Other","Other",0.264705882352941
"866",20417,50,72123098,500,5,161,0.00930626486444348,9592,0.132819015846539,11833.6423690205,190747.52,0.36,0.2,4,0,0.46,0.18,0,"LEFT","LEFT",0.333333333333333
"867",20418,75,33885097,800,2,38,0.000587991282941713,11768,0.156356220258328,22108.9996011169,85236.1466666667,0.12,0.266666666666667,5,0,0.24,0.253333333333333,0,"LEFT","LEFT",0.366666666666667
"868",20421,112,18573346,300,4,30,0.000626379356987177,4642,0.158767772511848,20955.2807692308,52755.5625,0.0535714285714286,0,8,0,0.651785714285714,0.0178571428571429,0,"LEFT","LEFT",0.459183673469388
"869",20432,26,6214033,29,0.2,10,5.9558747110284e-06,920,0.181521739130435,16919.0551181102,19308.6538461538,0.0769230769230769,0.0384615384615385,0,0,0.346153846153846,0.0769230769230769,0,"SNI","SNI",0
"870",20435,9,17723390,60,0.5,3,0.000212286817292207,3561,0.113732097725358,11130.9415554533,190286.555555556,0.888888888888889,0,0,0,0.111111111111111,0,0,"SNI","SNI",0.111111111111111
"871",20439,186,107253652,1200,4,744,0.00566711443655986,25142,0.0933497732877257,15885.5106253795,158884.295698925,0.145161290322581,0.134408602150538,7,0,0.387096774193548,0.198924731182796,0,"PAN","PAN",0.401129943502825
"872",20441,70,44043158,800,5,15,0.000480452004534069,8941,0.084554300413824,18365.19547928,88766.9,0.0428571428571429,0,10,0,0.285714285714286,0.142857142857143,1,"PRI","PRI",0.234375
"873",20442,23,1959259,170,0.114,4,0.00428479678836647,274,0.208029197080292,9548.38356164384,25499.3913043478,0.130434782608696,0.173913043478261,0,0,0.304347826086957,0.0869565217391304,0,"SNI","SNI",0.166666666666667
"874",20443,17,3599834,175,0.07,12,0.0038078244812213,440,0.213636363636364,7983.70909090909,24291.5294117647,0.176470588235294,0,8,0,0.411764705882353,0.117647058823529,1,"SNI","SNI",0.0833333333333333
"875",20447,51,57718721,900,4,80,8.35007347836101e-05,16692,0.123891684639348,13879.945267959,155087.137254902,0.0588235294117647,0.0784313725490196,0,0,0.549019607843137,0.117647058823529,1,"PRI","PRI",0.195121951219512
"876",20449,107,12516054,348,0.375,3,0.00119560875889809,3311,0.199335548172757,14142.5424657534,6665.32710280374,0.00934579439252336,0.0280373831775701,1,0,0.299065420560748,0.280373831775701,0.0373831775700935,"SNI","SNI",0.0471698113207547
"877",20452,46,15790513,465,1,63,0.00759528318429597,4380,0.16689497716895,10719.0274989088,92121.1956521739,0.239130434782609,0.108695652173913,7,0,0.326086956521739,0.173913043478261,0,"SNI","SNI",0.113636363636364
"878",20455,35,12609932,493,0.285,125,0.00122826439140296,2876,0.146036161335188,8603.09511568123,62984.8,0.142857142857143,0,9,0,0.4,0.114285714285714,0,"PAN","PAN",0.205882352941176
"879",20458,18,4194748,230,0.075,40,0.0074056545368947,1147,0.253705318221447,11397.6441717791,80142.5555555556,0.222222222222222,0,2,0,0.388888888888889,0.222222222222222,1,"SNI","SNI",0.0833333333333333
"880",20459,30,27248377,278,0.85,327,0.002532085343191,4799,0.248801833715357,15869.9669421488,115646.233333333,0.133333333333333,0.3,0,0,0.4,0.3,0,"PRI","PRI",0.357142857142857
"881",20464,14,3060257,149,0.3,1,0.0040877686577624,368,0.258152173913043,11961.4344827586,32140.7857142857,0.142857142857143,0.214285714285714,0,0,0.357142857142857,0.357142857142857,0,"SNI","SNI",0.0833333333333333
"882",20467,71,66915816,320,3,228,0.00112623376936477,18967,0.133020509305636,17448.0557077626,253983.098591549,0.0845070422535211,0.267605633802817,5,0,0.422535211267606,0.140845070422535,0,"PRI","PRI",0.133333333333333
"883",20469,87,118728290,1232,10,360,0.0056331807781663,34375,0.114356363636364,15296.8218103098,6609.19540229885,0.35632183908046,0.264367816091954,6,0,0.471264367816092,0.126436781609195,0,"SNI","SNI",0.219178082191781
"884",20471,36,4348392,100,0.023,0,0.000475070936683191,448,0.151785714285714,17282.3841059603,18547.25,0.0833333333333333,0.0277777777777778,0,0,0.305555555555556,0.0555555555555556,0,"SNI","SNI",0.166666666666667
"885",20472,71,8301878,450,2,15,0.000132175535851822,3326,0.191220685508118,22418.1704347826,92034.5492957746,0.0704225352112676,0.225352112676056,6,0,0.464788732394366,0.0845070422535211,0,"PRI","PRI",0.3
"886",20473,30,7331489,214,0.071,30,0.00462360394077275,1314,0.169710806697108,9328.13245033113,35744.8333333333,0.2,0,8,0,0.433333333333333,0.0333333333333333,0,"SNI","SNI",0.12
"887",20475,27,46882599,488,1,313,0.00705529384960227,10069,0.139835137550899,12923.0967741935,133193.851851852,0.37037037037037,0,0,0,0.259259259259259,0,0,"SNI","SNI",0.08
"888",20476,25,2518202,85,0.143,15,0.00458009368812479,417,0.20863309352518,13665.9473684211,23513.92,0.16,0.12,0,0,0.24,0.24,0,"SNI","SNI",0.208333333333333
"889",20483,40,30669158,293,8,71,0.0124243472393132,10614,0.11984171848502,20405.0898914139,233878.95,0.125,0.2,0,0,0.5,0.025,1,"LEFT","LEFT",0.176470588235294
"890",20484,13,13099750,600,0.342,40,0.00451145514245755,4407,0.157930565010211,10482.1286326822,238317.538461538,0.769230769230769,0,8,0,0.461538461538462,0.153846153846154,0,"PRI","PRI",0.333333333333333
"891",20486,15,13068065,385,0.1,30,0.0101124776476435,2429,0.161383285302594,13770.433460076,191845.4,0.666666666666667,0.2,0,0,0.133333333333333,0.333333333333333,0,"LEFT","LEFT",0
"892",20487,28,9355610,182,0.5,6,0.00653295140888741,1961,0.154513003569607,17888.1189189189,42697.0357142857,0.25,0,3,0,0.142857142857143,0,0,"SNI","SNI",0.136363636363636
"893",20493,20,3952164,123,0.1,0,0.00514545191026116,545,0.211009174311927,16891.298245614,13520,0.3,0.2,0,0,0.15,0.45,0,"SNI","SNI",0.294117647058824
"894",20496,13,7317413,87,0.08,10,0.00463196928015907,1947,0.155110426296867,17098.8809325562,79613.3846153846,0.153846153846154,0,4,0,0.384615384615385,0,1,"SNI","SNI",0.1
"895",20497,44,17620092,75,0.6,480,0.000178042237036878,4210,0.106175771971496,11239.9127320091,65980.1818181818,0.0909090909090909,0.0227272727272727,0,0,0.386363636363636,0.545454545454545,0,"SNI","SNI",0.024390243902439
"896",20498,27,21152955,240,0.043,10,0.00143840046769799,7409,0.122688621946282,12046.879136353,134655.222222222,0.037037037037037,0.148148148148148,0,0,0.481481481481481,0.0740740740740741,0,"SNI","SNI",0.125
"897",20499,16,6889791,187,2,150,0.0277730929918262,1941,0.16898505924781,21380.1868469576,151577,0.1875,0.3125,3,0,0.4375,0.125,0,"SNI","SNI",0.416666666666667
"898",20500,21,37409386,195,1,60,0.00085524143860085,7971,0.17237485886338,13240.3571428571,157067.476190476,0.285714285714286,0.0952380952380952,10,0,0.0476190476190476,0.285714285714286,0,"SNI","SNI",0.105263157894737
"899",20501,13,3759739,240,0.143,4,0.00263796280616344,988,0.297570850202429,12049.1725571726,79634.5384615385,0.461538461538462,0.153846153846154,0,0,0.384615384615385,0.230769230769231,0,"SNI","SNI",0.153846153846154
"900",20504,27,6202890,60,0.4,40,0.01148712302638,1604,0.132793017456359,14831.9679144385,40862.6296296296,0.222222222222222,0,6,0,0.222222222222222,0.259259259259259,0,"SNI","SNI",0
"901",20505,140,47352843,1620,2,129,0.000549209749819736,7658,0.193131365891878,25283.926119403,27745.8,0.157142857142857,0.142857142857143,14,0,0.535714285714286,0,0,"PRI","PRI",0.24
"902",20506,26,4234216,115,0.142,20,0.000724680984281781,798,0.211779448621554,12819.5803278689,9635.23076923077,0.269230769230769,0.0384615384615385,0,0,0.269230769230769,0.0769230769230769,0,"SNI","SNI",0
"903",20508,70,3472576,233,0.142,40,0.00095195008388471,1601,0.228607120549656,23757.1213235294,17081.9428571429,0.0714285714285714,0,12,0,0.642857142857143,0,0,"LEFT","LEFT",0.545454545454545
"904",20514,22,10178891,40,0.061,3,6.47139865647252e-05,949,0.123287671232877,7425.29454545455,95724.2727272727,0.0909090909090909,0,0,0,0.363636363636364,0.136363636363636,0,"SNI","SNI",0
"905",20515,224,286745848,5200,40,275,0.0127738878448983,66568,0.125495733685855,22890.2677795564,358286.607142857,0.169642857142857,0.294642857142857,4,0,0.5,0.0714285714285714,0,"LEFT","LEFT",0.263681592039801
"906",20520,40,21182612,778,1,53,0.0084763514038903,7345,0.166507828454731,14713.38996139,121496.075,0.2,0.075,0,0,0.325,0.425,0,"LEFT","LEFT",0.230769230769231
"907",20523,21,11896568,204,0.1,0,0.00733090034203085,1625,0.218461538461538,18730.1845493562,94241.9523809524,0.285714285714286,0.142857142857143,0,0,0.380952380952381,0.0952380952380952,0,"SNI","SNI",0.142857142857143
"908",20525,150,19404784,400,8,80,0.00477216618121282,12226,0.163095043350237,14628.9404303511,177776.913333333,0.0533333333333333,0.0733333333333333,13,1,0.193333333333333,0,0,"Other","Other",0.318181818181818
"909",20527,4,17168923,144,0.233,8,0.000537178508255283,2557,0.11380524051623,11651.6906077348,529257.75,0.75,0,6,0,0.5,0,0,"SNI","SNI",0.5
"910",20530,42,21246107,272,0.142,4,0.00509950682276196,3817,0.106628242074928,12587.6587273374,58382.5476190476,0.19047619047619,0.142857142857143,13,0,0.738095238095238,0.0952380952380952,0,"SNI","SNI",0.321428571428571
"911",20537,26,34794311,827,0.5,30,0.00270362081199831,6715,0.216976917349218,14342.3706793802,166363.461538462,0.5,0.269230769230769,0,0,0.692307692307692,0.0769230769230769,0,"LEFT","LEFT",0.173913043478261
"912",20539,39,11919747,1900,1,100,0.0137486871266007,6081,0.116757112317053,23679.2407370715,89784.1025641026,0.128205128205128,0.0769230769230769,0,0,0.461538461538462,0,0,"Other","Other",0.323529411764706
"913",20540,56,31395737,441,3,150,0.0169178143235265,8075,0.122105263157895,22232.2551166111,113787.232142857,0.285714285714286,0.125,0,0,0.357142857142857,0.178571428571429,0,"LEFT","LEFT",0.226415094339623
"914",20544,50,4828357,202,0.462,75,0.00242509779919103,1050,0.24,12351.2760180995,22636.3,0.08,0,0,0,0.28,0.14,1,"SNI","SNI",0
"915",20545,167,33249967,1594,3,108,0.0158201094910533,9870,0.120567375886525,20546.1843676967,66463.5329341317,0.0718562874251497,0.173652694610778,13,0,0.233532934131737,0.437125748502994,0,"LEFT","LEFT",0.491525423728814
"916",20546,21,25898789,350,2,24,0.00625476235736889,6238,0.172811798653415,14666.9871244635,78349.6666666667,0.428571428571429,0.285714285714286,17,0,0.380952380952381,0.428571428571429,0,"SNI","SNI",0.428571428571429
"917",20550,37,19543940,172,0.857,30,0.0318768631983369,5628,0.161513859275053,19253.4277003484,160136.054054054,0.621621621621622,0.162162162162162,0,0,0.567567567567568,0.162162162162162,0,"SNI","SNI",0.166666666666667
"918",20551,141,79829984,1460,20,458,0.0727272433491555,28129,0.110846457392726,25470.0649561546,272184.219858156,0.25531914893617,0.418439716312057,13,1,0.283687943262411,0.234042553191489,0,"PAN","PAN",0.286821705426357
"919",20553,60,35631847,1149,4,625,0.0898167242396415,11537,0.11857501950247,27178.2373264085,93968.25,0.3,0.433333333333333,11,0,0.283333333333333,0.25,1,"SNI","SNI",0.244897959183673
"920",20557,287,32645093,800,1,504,0.00139533613428853,14426,0.168029945930958,24731.7710154674,44833.5818815331,0.10801393728223,0.142857142857143,0,0,0.306620209059233,0.0871080139372822,0,"LEFT","LEFT",0.242063492063492
"921",20560,27,25476573,297,0.25,200,0.0103160627911571,6406,0.186075554167968,11330.992843201,172277.444444444,0.333333333333333,0.0740740740740741,7,0,0.111111111111111,0,0,"SNI","SNI",0.238095238095238
"922",20562,18,5062029,91,0.05,0,0.00405960344791134,1634,0.131578947368421,14831.8204225352,76145.5,0.888888888888889,0.111111111111111,0,0,0.388888888888889,0.333333333333333,0,"SNI","SNI",0.214285714285714
"923",20563,13,6061175,140,0.096,12,0.00231742019462969,1260,0.23015873015873,10962.3718592965,83106.6923076923,0.0769230769230769,0,3,0,0.692307692307692,0,0,"SNI","SNI",0.1
"924",20568,22,8930507,182,0.428,14,0.0108458670759406,1658,0.19059107358263,11109.3036707453,69351.5454545455,0.0909090909090909,0.0909090909090909,2,0,0.227272727272727,0.227272727272727,0,"SNI","SNI",0.25
"925",20570,81,83865329,817,20,283,0.0199039867132329,21519,0.134811097169943,19606.1532164541,166452.543209877,0.358024691358025,0.345679012345679,17,0,0.271604938271605,0.0740740740740741,1,"PAN","PAN",0.367647058823529
"926",21019,950,586306274,11314,94,3381,0.0617230264930332,138846,0.126895985480316,22945.1236313618,118777.497894737,0.577894736842105,0.421052631578947,0,0,0.353684210526316,0.349473684210526,0.443157894736842,"PAN-","PANC",0.353684210526316
"927",21071,591,247796038,2454,85,1652,0.0197766917632055,102705,0.103870308164159,19991.4819398475,132939.582064298,0.133671742808799,0.240270727580372,0,1,0.39424703891709,0.236886632825719,0,"PAN-","PANC",0.319796954314721
"928",21114,6825,3732296495,108895,1442,8152,0.196045465130578,1661707,0.119732901167294,33583.7313048619,228120.047912088,0.533186813186813,0.316190476190476,3,1,0.41010989010989,0.236776556776557,0,"PAN-","PANC",0.369996327579875
"929",21119,840,698476278,14250,110,12372,0.216979769631194,143647,0.0940917666223451,88983.3293675813,249461.55,0.828571428571429,0.366666666666667,0,0,0.401190476190476,0.227380952380952,0,"PAN-","PANC",0.36547619047619
"930",21132,715,259614371,10420,130,2827,0.090559701589738,152816,0.10352319128887,21175.1365538394,166818.948251748,0.332867132867133,0.306293706293706,12,0,0.405594405594406,0.25034965034965,0,"PAN-","PANC",0.359440559440559
"931",21140,1112,421381182,5400,85,10162,0.144556449094339,134835,0.11075017614121,26732.4129305563,161618.48471223,0.189748201438849,0.176258992805755,18,0,0.366007194244604,0.26978417266187,0,"PAN-","PANC",0.379496402877698
"932",21156,2097,617813158,6000,250,5444,0.066725481875727,316834,0.091297019890542,23706.6516446308,129506.298998569,0.218407248450167,0.199809251311397,0,0,0.37863614687649,0.254172627563185,0.0867906533142585,"PRI","PRI",0.333333333333333
"933",21174,42,292656646,6400,70,10250,0.10455078012501,101318,0.104818492271857,21944.3125630167,1697322.02380952,0,0.738095238095238,0,0,0.642857142857143,0.214285714285714,0,"PAN-","PANC",0.341463414634146
"934",22001,418,403836371,9837,38,1265,0.0263507794190369,65909,0.0985904808144563,16386.2084991655,210631.655502392,0.547846889952153,0.0909090909090909,11,0,0.433014354066986,0.311004784688995,0.354066985645933,"PAN","PAN",0.329815303430079
"935",22002,422,144844490,900,14,33,0.0128461650445286,27309,0.116811307627522,15215.337804878,188228.815165877,0.146919431279621,0,0,0,0.409952606635071,0.234597156398104,0,"PAN","PAN",0.34390243902439
"936",22003,362,116119267,540,10,489,0.0118803954478912,13094,0.162288070872155,19278.9519586105,132067.052486188,0.223756906077348,0.196132596685083,13,0,0.486187845303867,0.204419889502762,0.406077348066298,"PAN","PAN",0.310240963855422
"937",22004,641,239971543,8712,50,551,0.0341548415149035,68095,0.0975548865555474,19999.8621682781,181842.684867395,0.126365054602184,0.166926677067083,11,0,0.449297971918877,0.241809672386895,0,"PAN","PAN",0.304794520547945
"938",22006,1556,1090800204,15253,149,19899,0.411805343047237,198665,0.102987441169808,57378.2465464812,277752.354113111,0.479434447300771,0.257712082262211,16,0,0.426092544987147,0.210154241645244,0,"PAN","PAN",0.32788002726653
"939",22007,399,148726784,4010,28,4033,0.127631003297029,43739,0.0891424129495416,23575.4610211706,188725.060150376,0.350877192982456,0.175438596491228,16,0,0.441102756892231,0.260651629072682,0.0350877192982456,"PRI","PRI",0.306590257879656
"940",22008,251,149968706,3950,42,1002,0.175554556682768,36554,0.0923838704382557,24233.9871036011,326300.996015936,0.414342629482072,0.191235059760956,0,0,0.529880478087649,0.191235059760956,0.0358565737051793,"PRI","PRI",0.327102803738318
"941",22009,463,203027262,3300,15,903,0.0226598219229604,26982,0.114928470832407,28371.508882149,186061.464362851,0.397408207343413,0.257019438444924,10,0,0.412526997840173,0.222462203023758,0.32829373650108,"PAN","PAN",0.3275
"942",22010,365,114530046,2150,9,110,0.0146535100285638,19017,0.150865015512436,16305.422548121,170579.509589041,0.227397260273973,0.208219178082192,4,0,0.383561643835616,0.246575342465753,0.0931506849315069,"PAN","PAN",0.360119047619048
"943",22011,1766,1132001873,6989,120,5060,0.560704461162467,208626,0.0647090966610106,35173.6234395339,271216.316534541,0.274065685164213,0.18233295583239,0,0,0.415628539071348,0.221970554926387,0,"PRI","PRI",0.375649163300635
"944",22012,529,182819044,2340,55,1463,0.120608626792514,74718,0.0831928049465992,24955.9360279151,197179.79584121,0.204158790170132,0.0207939508506616,19,0,0.389413988657845,0.272211720226843,0.128544423440454,"PRI","PRI",0.315682281059063
"945",22013,287,70886401,1439,13,234,0.00787393788320616,19001,0.125624967106994,17742.6612629102,176532.578397213,0.195121951219512,0.21602787456446,10,0,0.491289198606272,0.254355400696864,0.35191637630662,"PAN","PAN",0.464285714285714
"946",22014,5478,5104879696,67139,1125,113636,0.425073008637693,1000212,0.101115563500538,45362.2382612077,280488.994158452,0.428075940124133,0.267615918218328,10,1,0.469879518072289,0.211391018619934,0.0173420956553487,"PAN","PAN",0.351826792963464
"947",22015,224,96518680,920,5,124,0.0137085915930352,8457,0.103109849828544,22797.3210427769,173571.035714286,0.428571428571429,0.142857142857143,14,0,0.464285714285714,0.214285714285714,0.205357142857143,"PRI","PRI",0.25
"948",22016,1739,766503307,20910,177,3459,0.259045512549288,286579,0.095436162454332,30671.3707315168,225414.684301323,0.453133985048879,0.143760782058654,0,0,0.464059804485336,0.235767682576193,0.121334100057504,"PAN","PAN",0.272613849033063
"949",22017,631,175801899,5130,61,1380,0.301299136298217,70445,0.111207324863369,24070.3573958316,189934.274167987,0.150554675118859,0.0760697305863708,17,0,0.66877971473851,0.31378763866878,0.0110935023771791,"Other","Other",0.239165329052969
"950",22018,574,98846419,2000,10,365,0.0268643060889178,27604,0.0986451238950877,21047.0781677767,138248.904181185,0.113240418118467,0.21602787456446,6,0,0.395470383275261,0.236933797909408,0.195121951219512,"Other","Other",0.368627450980392
"951",23001,1361,737950542,7473,112,3727,0.0995651295396777,86807,0.0817215201539046,33588.5279009326,207568.138868479,0.269654665686995,0.0675973548861132,6,1,0.518001469507715,0.274797942689199,0,"PAN-","PANC",0.307824591573517
"952",23002,1366,299295569,9680,123,1975,0.0179855367319538,82194,0.0900065698226148,17503.1667905914,128185.174963397,0.161786237188873,0.191068814055637,16,0,0.36896046852123,0.289165446559297,0.316251830161054,"PRI","PRI",0.411331861662987
"953",23003,901,204569895,2645,70,3611,0.269097217521987,21387,0.0708374246037312,33358.9498908236,269404.406215316,0.215316315205327,0.240843507214206,14,1,0.30299667036626,0.146503884572697,0,"PRI","PRI",0.379761904761905
"954",23004,2470,484015825,24107,432,5603,0.112454900746766,235833,0.102903325658411,31345.1341716531,166739.053036437,0.182186234817814,0,12,0,0.437651821862348,0.279352226720648,0.0530364372469636,"Other","Other",0.334281650071124
