id,docs,staff,beds,op_rooms,id,surgery,consult,days,id,year,pop,income,P60,urb,hhi,special,central,north,west,big,small
11046 1 0239,16,16,7,2,11046 1 0239,123,3767,2253,11046 1 0239,2020,68741,1787.85387177958,0.163075893571522,0.494362898415793,3344.74505243796,0,0,0,1,0,1
12007 13 0432,5,2,5,1,12007 13 0432,1,544,21,12007 13 0432,2020,33267,2084.70574443142,0.140048696906845,0.677367962244867,2823.25406125433,0,0,0,0,0,1
12007 8 0362,6,10,5,1,12007 8 0362,7,77,36,12007 8 0362,2020,33267,2084.70574443142,0.140048696906845,0.677367962244867,2823.25406125433,0,0,0,0,0,1
12007 7 0362,7,4,6,1,12007 7 0362,61,2570,5349,12007 7 0362,2020,33267,2084.70574443142,0.140048696906845,0.677367962244867,2823.25406125433,0,0,0,0,0,1
12007 5 0108,6,9,6,1,12007 5 0108,84,1565,2922,12007 5 0108,2020,33267,2084.70574443142,0.140048696906845,0.677367962244867,2823.25406125433,0,0,0,0,0,1
12007 12 0108,10,6,4,1,12007 12 0108,68,741,1722,12007 12 0108,2020,33267,2084.70574443142,0.140048696906845,0.677367962244867,2823.25406125433,0,0,0,0,0,1
12007 10 0108,3,2,4,1,12007 10 0108,19,455,126,12007 10 0108,2020,33267,2084.70574443142,0.140048696906845,0.677367962244867,2823.25406125433,0,0,0,0,0,1
12011 1 0577,8,7,5,1,12011 1 0577,90,1313,2160,12011 1 0577,2020,60680,2215.76176664469,0.154779169413316,0.526647989452868,2634.67829681258,0,0,0,0,0,1
12011 7 0562,9,3,5,1,12011 7 0562,64,1182,384,12011 7 0562,2020,60680,2215.76176664469,0.154779169413316,0.526647989452868,2634.67829681258,0,0,0,0,0,1
12011 2 0577,2,3,3,1,12011 2 0577,48,1162,294,12011 2 0577,2020,60680,2215.76176664469,0.154779169413316,0.526647989452868,2634.67829681258,0,0,0,0,0,1
12011 4 0346,1,2,3,1,12011 4 0346,1,445,36,12011 4 0346,2020,60680,2215.76176664469,0.154779169413316,0.526647989452868,2634.67829681258,0,0,0,0,0,1
12011 11 0562,6,3,3,1,12011 11 0562,21,118,105,12011 11 0562,2020,60680,2215.76176664469,0.154779169413316,0.526647989452868,2634.67829681258,0,0,0,0,0,1
12035 1 0422,31,29,10,2,12035 1 0422,212,3084,1257,12035 1 0422,2020,154173,2590.31409520474,0.129562245010475,0.89640857997185,1507.61795823697,0,0,0,0,0,0
12035 15 0687,11,6,5,1,12035 15 0687,30,1660,1293,12035 15 0687,2020,154173,2590.31409520474,0.129562245010475,0.89640857997185,1507.61795823697,0,0,0,0,0,1
12035 16 0422,12,7,10,2,12035 16 0422,10,475,1797,12035 16 0422,2020,154173,2590.31409520474,0.129562245010475,0.89640857997185,1507.61795823697,0,0,0,0,0,0
12035 18 0314,21,19,10,2,12035 18 0314,104,2753,3195,12035 18 0314,2020,154173,2590.31409520474,0.129562245010475,0.89640857997185,1507.61795823697,0,0,0,0,0,0
12035 23 0070,5,5,2,1,12035 23 0070,10,50,69,12035 23 0070,2020,154173,2590.31409520474,0.129562245010475,0.89640857997185,1507.61795823697,1,0,0,0,0,1
12035 24 0070,9,4,6,1,12035 24 0070,7,850,198,12035 24 0070,2020,154173,2590.31409520474,0.129562245010475,0.89640857997185,1507.61795823697,0,0,0,0,0,1
12035 9 0831,5,3,3,1,12035 9 0831,7,349,48,12035 9 0831,2020,154173,2590.31409520474,0.129562245010475,0.89640857997185,1507.61795823697,0,0,0,0,0,1
12035 13 1261,3,1,6,1,12035 13 1261,0,138,15,12035 13 1261,2020,154173,2590.31409520474,0.129562245010475,0.89640857997185,1507.61795823697,0,0,0,0,0,1
12035 7 0441,13,14,4,1,12035 7 0441,4,618,495,12035 7 0441,2020,154173,2590.31409520474,0.129562245010475,0.89640857997185,1507.61795823697,1,0,0,0,0,1
12035 8 0422,6,9,6,1,12035 8 0422,73,595,714,12035 8 0422,2020,154173,2590.31409520474,0.129562245010475,0.89640857997185,1507.61795823697,0,0,0,0,0,1
12035 4 1276,2,22,9,1,12035 4 1276,125,123,957,12035 4 1276,2020,154173,2590.31409520474,0.129562245010475,0.89640857997185,1507.61795823697,0,0,0,0,0,0
12035 21 1261,16,32,9,2,12035 21 1261,115,3554,2382,12035 21 1261,2020,154173,2590.31409520474,0.129562245010475,0.89640857997185,1507.61795823697,0,0,0,0,0,0
12035 6 009A,7,22,9,2,12035 6 009A,297,525,3099,12035 6 009A,2020,154173,2590.31409520474,0.129562245010475,0.89640857997185,1507.61795823697,0,0,0,0,0,0
12035 3 0691,6,6,6,1,12035 3 0691,22,96,225,12035 3 0691,2020,154173,2590.31409520474,0.129562245010475,0.89640857997185,1507.61795823697,0,0,0,0,0,1
12038 8 073A,22,20,8,2,12038 8 073A,65,580,1860,12038 8 073A,2020,126001,4275.52887675495,0.105705510273728,0.830723565685987,4408.62003731793,0,0,0,0,0,0
12038 3 0585,6,7,7,1,12038 3 0585,16,612,597,12038 3 0585,2020,126001,4275.52887675495,0.105705510273728,0.830723565685987,4408.62003731793,0,0,0,0,0,1
12038 9 0617,18,9,8,2,12038 9 0617,10,5309,918,12038 9 0617,2020,126001,4275.52887675495,0.105705510273728,0.830723565685987,4408.62003731793,0,0,0,0,0,0
12038 2 0570,7,10,5,1,12038 2 0570,49,141,342,12038 2 0570,2020,126001,4275.52887675495,0.105705510273728,0.830723565685987,4408.62003731793,1,0,0,0,0,1
12038 1 0602,10,5,7,1,12038 1 0602,32,1745,501,12038 1 0602,2020,126001,4275.52887675495,0.105705510273728,0.830723565685987,4408.62003731793,0,0,0,0,0,1
12039 6 0239,3,3,6,1,12039 6 0239,38,1299,2691,12039 6 0239,2020,26093,1757.61782853639,0.144751465910397,0.469934465182233,3546.72738249295,0,0,0,0,0,1
12039 4 021A,8,7,7,1,12039 4 021A,33,2374,294,12039 4 021A,2020,26093,1757.61782853639,0.144751465910397,0.469934465182233,3546.72738249295,0,0,0,0,0,1
12039 3 0224,3,6,6,1,12039 3 0224,0,2494,7002,12039 3 0224,2020,26093,1757.61782853639,0.144751465910397,0.469934465182233,3546.72738249295,0,0,0,0,0,1
12046 1 0159,3,3,2,1,12046 1 0159,14,114,426,12046 1 0159,2020,68207,3258.72583459176,0.0971307930271087,0.66572345946897,4404.14952269364,0,0,0,0,0,1
12046 4 0163,11,33,27,1,12046 4 0163,971,8312,8550,12046 4 0163,2020,68207,3258.72583459176,0.0971307930271087,0.66572345946897,4404.14952269364,0,0,0,0,1,0
12046 8 0407,2,3,6,1,12046 8 0407,0,1113,6,12046 8 0407,2020,68207,3258.72583459176,0.0971307930271087,0.66572345946897,4404.14952269364,0,0,0,0,0,1
12046 9 0407,5,8,6,1,12046 9 0407,21,655,186,12046 9 0407,2020,68207,3258.72583459176,0.0971307930271087,0.66572345946897,4404.14952269364,1,0,0,0,0,1
12046 3 0407,12,8,10,1,12046 3 0407,86,1687,660,12046 3 0407,2020,68207,3258.72583459176,0.0971307930271087,0.66572345946897,4404.14952269364,1,0,0,0,0,0
12046 6 0407,3,9,11,1,12046 6 0407,136,1470,3684,12046 6 0407,2020,68207,3258.72583459176,0.0971307930271087,0.66572345946897,4404.14952269364,0,0,0,0,0,0
12050 31 0274,4,3,3,1,12050 31 0274,19,470,120,12050 31 0274,2020,38482,2077.46257990749,0.121745231536822,0.756561509277065,2203.94624808523,1,0,0,0,0,1
12050 1 0217,9,8,8,1,12050 1 0217,10,492,1329,12050 1 0217,2020,38482,2077.46257990749,0.121745231536822,0.756561509277065,2203.94624808523,0,0,0,0,0,0
12050 20 0236,5,6,4,1,12050 20 0236,56,1506,774,12050 20 0236,2020,38482,2077.46257990749,0.121745231536822,0.756561509277065,2203.94624808523,1,0,0,0,0,1
12050 22 0255,8,4,3,1,12050 22 0255,26,990,708,12050 22 0255,2020,38482,2077.46257990749,0.121745231536822,0.756561509277065,2203.94624808523,0,0,0,0,0,1
12050 14 0325,14,13,7,1,12050 14 0325,74,1957,2505,12050 14 0325,2020,38482,2077.46257990749,0.121745231536822,0.756561509277065,2203.94624808523,0,0,0,0,0,1
12050 28 0236,13,19,12,1,12050 28 0236,60,5239,8469,12050 28 0236,2020,38482,2077.46257990749,0.121745231536822,0.756561509277065,2203.94624808523,0,0,0,0,0,0
12050 10 026A,11,9,4,1,12050 10 026A,10,1851,357,12050 10 026A,2020,38482,2077.46257990749,0.121745231536822,0.756561509277065,2203.94624808523,0,0,0,0,0,1
12050 21 026A,7,8,10,2,12050 21 026A,19,2164,4755,12050 21 026A,2020,38482,2077.46257990749,0.121745231536822,0.756561509277065,2203.94624808523,0,0,0,0,0,0
12050 13 026A,12,13,24,2,12050 13 026A,307,10649,7785,12050 13 026A,2020,38482,2077.46257990749,0.121745231536822,0.756561509277065,2203.94624808523,0,0,0,0,0,0
12050 11 0236,7,7,8,1,12050 11 0236,106,1531,687,12050 11 0236,2020,38482,2077.46257990749,0.121745231536822,0.756561509277065,2203.94624808523,0,0,0,0,0,0
12057 3 0773,4,2,4,1,12057 3 0773,54,543,213,12057 3 0773,2020,65237,2470.09865567086,0.155923785581802,0.586155096034459,2506.47176560289,1,0,0,0,0,1
12057 2 0415,10,5,7,1,12057 2 0415,60,1924,1497,12057 2 0415,2020,65237,2470.09865567086,0.155923785581802,0.586155096034459,2506.47176560289,0,0,0,0,0,1
12057 17 0487,8,9,6,1,12057 17 0487,24,1184,693,12057 17 0487,2020,65237,2470.09865567086,0.155923785581802,0.586155096034459,2506.47176560289,0,0,0,0,0,1
12057 16 0805,5,7,5,1,12057 16 0805,69,177,1578,12057 16 0805,2020,65237,2470.09865567086,0.155923785581802,0.586155096034459,2506.47176560289,0,0,0,0,0,1
12057 1 0415,5,2,4,1,12057 1 0415,1,7,24,12057 1 0415,2020,65237,2470.09865567086,0.155923785581802,0.586155096034459,2506.47176560289,1,0,0,0,0,1
12057 15 0415,4,3,3,1,12057 15 0415,109,1309,495,12057 15 0415,2020,65237,2470.09865567086,0.155923785581802,0.586155096034459,2506.47176560289,1,0,0,0,0,1
12057 4 0415,4,4,3,1,12057 4 0415,17,115,123,12057 4 0415,2020,65237,2470.09865567086,0.155923785581802,0.586155096034459,2506.47176560289,0,0,0,0,0,1
12058 2 0200,19,11,13,1,12058 2 0200,229,2472,3285,12058 2 0200,2020,53817,2188.38967240835,0.150937436126131,0.51933403942992,7192.85996055605,0,0,0,0,0,0
12058 1 0624,6,4,4,1,12058 1 0624,4,80,54,12058 1 0624,2020,53817,2188.38967240835,0.150937436126131,0.51933403942992,7192.85996055605,0,0,0,0,0,1
12058 7 0200,7,9,8,1,12058 7 0200,34,410,1005,12058 7 0200,2020,53817,2188.38967240835,0.150937436126131,0.51933403942992,7192.85996055605,0,0,0,0,0,0
12066 2 033A,4,3,3,1,12066 2 033A,19,230,366,12066 2 033A,2020,96125,1992.45191157347,0.0819765929778934,0.651120936280884,5381.15127842961,0,0,0,0,0,1
12066 1 033A,13,10,10,1,12066 1 033A,55,5526,1527,12066 1 033A,2020,96125,1992.45191157347,0.0819765929778934,0.651120936280884,5381.15127842961,0,0,0,0,0,0
12066 7 033A,4,6,3,1,12066 7 033A,12,2018,273,12066 7 033A,2020,96125,1992.45191157347,0.0819765929778934,0.651120936280884,5381.15127842961,0,0,0,0,0,1
12066 10 0109,5,5,5,1,12066 10 0109,26,224,3390,12066 10 0109,2020,96125,1992.45191157347,0.0819765929778934,0.651120936280884,5381.15127842961,0,0,0,0,0,1
13003 18 0103,6,13,7,1,13003 18 0103,80,1520,4230,13003 18 0103,2020,61002,3724.20391134717,0.128503983475952,0.732418609225927,3380.62655811434,0,1,0,0,0,1
13003 15 0103,5,8,6,1,13003 15 0103,73,753,372,13003 15 0103,2020,61002,3724.20391134717,0.128503983475952,0.732418609225927,3380.62655811434,0,1,0,0,0,1
13003 16 0103,3,7,5,2,13003 16 0103,155,4980,930,13003 16 0103,2020,61002,3724.20391134717,0.128503983475952,0.732418609225927,3380.62655811434,0,1,0,0,0,1
13003 17 0103,22,8,6,2,13003 17 0103,109,575,930,13003 17 0103,2020,61002,3724.20391134717,0.128503983475952,0.732418609225927,3380.62655811434,0,1,0,0,0,1
13003 13 0103,5,5,4,1,13003 13 0103,31,327,156,13003 13 0103,2020,61002,3724.20391134717,0.128503983475952,0.732418609225927,3380.62655811434,1,1,0,0,0,1
13003 1 0103,14,8,9,2,13003 1 0103,221,231,1869,13003 1 0103,2020,61002,3724.20391134717,0.128503983475952,0.732418609225927,3380.62655811434,0,1,0,0,0,0
13003 7 0103,4,5,8,1,13003 7 0103,40,320,426,13003 7 0103,2020,61002,3724.20391134717,0.128503983475952,0.732418609225927,3380.62655811434,0,1,0,0,0,0
13003 19 0103,3,4,4,2,13003 19 0103,24,67,120,13003 19 0103,2020,61002,3724.20391134717,0.128503983475952,0.732418609225927,3380.62655811434,0,1,0,0,0,1
13008 3 0059,6,6,4,1,13008 3 0059,108,0,624,13008 3 0059,2020,46681,6283.25584284827,0.133801760887727,0.737837664146012,3597.27675181361,0,1,0,0,0,1
13008 9 0059,16,9,4,1,13008 9 0059,159,969,1599,13008 9 0059,2020,46681,6283.25584284827,0.133801760887727,0.737837664146012,3597.27675181361,0,1,0,0,0,1
13008 5 0059,10,11,6,1,13008 5 0059,435,1280,2301,13008 5 0059,2020,46681,6283.25584284827,0.133801760887727,0.737837664146012,3597.27675181361,0,1,0,0,0,1
13008 6 0059,7,4,5,1,13008 6 0059,105,532,612,13008 6 0059,2020,46681,6283.25584284827,0.133801760887727,0.737837664146012,3597.27675181361,0,1,0,0,0,1
13028 5 0136,22,23,10,1,13028 5 0136,241,23488,7995,13028 5 0136,2020,126781,2146.30407553182,0.127534882987198,0.43078221500067,6751.33534391345,0,1,0,0,0,0
13028 7 0136,2,2,6,1,13028 7 0136,8,376,36,13028 7 0136,2020,126781,2146.30407553182,0.127534882987198,0.43078221500067,6751.33534391345,0,1,0,0,0,1
13028 2 0136,1,5,2,1,13028 2 0136,0,563,45,13028 2 0136,2020,126781,2146.30407553182,0.127534882987198,0.43078221500067,6751.33534391345,0,1,0,0,0,1
13028 9 0136,9,7,7,1,13028 9 0136,58,434,405,13028 9 0136,2020,126781,2146.30407553182,0.127534882987198,0.43078221500067,6751.33534391345,0,1,0,0,0,1
13028 1 0136,4,13,7,1,13028 1 0136,163,2516,753,13028 1 0136,2020,126781,2146.30407553182,0.127534882987198,0.43078221500067,6751.33534391345,0,1,0,0,0,1
13028 3 0136,10,20,7,2,13028 3 0136,155,1120,4374,13028 3 0136,2020,126781,2146.30407553182,0.127534882987198,0.43078221500067,6751.33534391345,0,1,0,0,0,1
13029 3 010A,4,3,2,1,13029 3 010A,0,1630,168,13029 3 010A,2020,47425,2934.64489193463,0.139103848181339,0.355888244596732,3359.48507484971,0,1,0,0,0,1
13029 2 010A,23,25,8,1,13029 2 010A,157,1207,2448,13029 2 010A,2020,47425,2934.64489193463,0.139103848181339,0.355888244596732,3359.48507484971,0,1,0,0,0,0
13029 1 010A,14,8,4,1,13029 1 010A,122,1230,351,13029 1 010A,2020,47425,2934.64489193463,0.139103848181339,0.355888244596732,3359.48507484971,0,1,0,0,0,1
13030 8 0083,17,10,6,1,13030 8 0083,126,304,1230,13030 8 0083,2020,98654,2521.83006264318,0.113710543921179,0.453423074583899,3244.62961871073,0,1,0,0,0,1
13030 1 0083,10,4,5,11,13030 1 0083,86,1310,1782,13030 1 0083,2020,98654,2521.83006264318,0.113710543921179,0.453423074583899,3244.62961871073,0,1,0,0,0,1
13030 7 0083,22,18,9,1,13030 7 0083,271,3850,2106,13030 7 0083,2020,98654,2521.83006264318,0.113710543921179,0.453423074583899,3244.62961871073,0,1,0,0,0,0
13030 9 0083,8,8,4,1,13030 9 0083,18,1935,489,13030 9 0083,2020,98654,2521.83006264318,0.113710543921179,0.453423074583899,3244.62961871073,0,1,0,0,0,1
13030 11 0083,16,7,10,1,13030 11 0083,331,234,2646,13030 11 0083,2020,98654,2521.83006264318,0.113710543921179,0.453423074583899,3244.62961871073,0,1,0,0,0,0
13041 10 0072,8,4,6,1,13041 10 0072,10,411,402,13041 10 0072,2020,47222,2818.54970141036,0.122464105713439,0.654313667358435,2406.74427561842,0,1,0,0,0,1
13041 5 0072,15,6,10,1,13041 5 0072,443,646,2292,13041 5 0072,2020,47222,2818.54970141036,0.122464105713439,0.654313667358435,2406.74427561842,0,1,0,0,0,0
13041 9 0072,6,7,5,1,13041 9 0072,245,270,1182,13041 9 0072,2020,47222,2818.54970141036,0.122464105713439,0.654313667358435,2406.74427561842,0,1,0,0,0,1
13041 8 0072,4,8,7,1,13041 8 0072,0,1528,969,13041 8 0072,2020,47222,2818.54970141036,0.122464105713439,0.654313667358435,2406.74427561842,0,1,0,0,0,1
13041 7 0072,13,11,6,1,13041 7 0072,95,1255,1068,13041 7 0072,2020,47222,2818.54970141036,0.122464105713439,0.654313667358435,2406.74427561842,0,1,0,0,0,1
13050 9 0048,9,11,7,1,13050 9 0048,87,667,2184,13050 9 0048,2020,23641,2891.27118142211,0.135823357725985,0.862273169493676,2475.12364631107,0,1,0,0,0,1
13050 3 0048,3,3,4,1,13050 3 0048,36,22,270,13050 3 0048,2020,23641,2891.27118142211,0.135823357725985,0.862273169493676,2475.12364631107,1,1,0,0,0,1
13050 7 0048,13,9,5,1,13050 7 0048,33,722,639,13050 7 0048,2020,23641,2891.27118142211,0.135823357725985,0.862273169493676,2475.12364631107,0,1,0,0,0,1
13050 6 0048,8,7,8,1,13050 6 0048,60,414,672,13050 6 0048,2020,23641,2891.27118142211,0.135823357725985,0.862273169493676,2475.12364631107,0,1,0,0,0,0
13050 5 0048,11,3,6,1,13050 5 0048,79,523,852,13050 5 0048,2020,23641,2891.27118142211,0.135823357725985,0.862273169493676,2475.12364631107,0,1,0,0,0,1
13061 10 0658,11,6,4,1,13061 10 0658,5,307,30,13061 10 0658,2020,56245,3515.79829318162,0.151337896701929,0.855276024535514,3464.52952484768,0,1,0,0,0,1
13061 11 0107,15,15,4,1,13061 11 0107,1,1326,2259,13061 11 0107,2020,56245,3515.79829318162,0.151337896701929,0.855276024535514,3464.52952484768,0,1,0,0,0,1
13061 8 0253,3,2,3,1,13061 8 0253,13,236,60,13061 8 0253,2020,56245,3515.79829318162,0.151337896701929,0.855276024535514,3464.52952484768,0,1,0,0,0,1
13061 12 0107,16,9,6,2,13061 12 0107,286,996,1305,13061 12 0107,2020,56245,3515.79829318162,0.151337896701929,0.855276024535514,3464.52952484768,0,1,0,0,0,1
13061 9 0253,8,5,5,1,13061 9 0253,106,3217,1044,13061 9 0253,2020,56245,3515.79829318162,0.151337896701929,0.855276024535514,3464.52952484768,0,1,0,0,0,1
13063 6 0084,12,16,3,1,13063 6 0084,370,4411,1170,13063 6 0084,2020,90546,2891.41139310406,0.107116824597442,0.728403242550748,3446.81903928871,0,1,0,0,0,1
13063 5 0084,4,6,3,41,13063 5 0084,59,3352,348,13063 5 0084,2020,90546,2891.41139310406,0.107116824597442,0.728403242550748,3446.81903928871,0,1,0,0,0,1
13063 4 0084,21,11,7,1,13063 4 0084,104,5313,918,13063 4 0084,2020,90546,2891.41139310406,0.107116824597442,0.728403242550748,3446.81903928871,0,1,0,0,0,1
13067 4 0399,12,8,8,1,13067 4 0399,117,704,645,13067 4 0399,2020,55134,3755.06939456597,0.109079696738854,0.656636558203649,2687.97058403818,1,1,0,0,0,0
13067 3 0435,6,5,2,1,13067 3 0435,0,400,12,13067 3 0435,2020,55134,3755.06939456597,0.109079696738854,0.656636558203649,2687.97058403818,0,1,0,0,0,1
13067 2 0399,7,3,3,1,13067 2 0399,4,546,24,13067 2 0399,2020,55134,3755.06939456597,0.109079696738854,0.656636558203649,2687.97058403818,0,1,0,0,0,1
13067 5 0399,6,4,3,1,13067 5 0399,147,654,594,13067 5 0399,2020,55134,3755.06939456597,0.109079696738854,0.656636558203649,2687.97058403818,0,1,0,0,0,1
14008 3 0123,20,9,8,1,14008 3 0123,0,327,879,14008 3 0123,2020,80609,3585.50407522733,0.106675433264276,0.79312483717699,8170.1182206599,0,0,0,1,0,0
14008 2 0142,18,22,22,2,14008 2 0142,198,3518,14691,14008 2 0142,2020,80609,3585.50407522733,0.106675433264276,0.79312483717699,8170.1182206599,0,0,0,1,0,0
14008 13 0706,11,9,9,3,14008 13 0706,13,102,96,14008 13 0706,2020,80609,3585.50407522733,0.106675433264276,0.79312483717699,8170.1182206599,0,0,0,1,0,0
14008 12 0195,27,23,15,2,14008 12 0195,648,64605,5142,14008 12 0195,2020,80609,3585.50407522733,0.106675433264276,0.79312483717699,8170.1182206599,0,0,0,1,0,0
14008 11 0142,6,1,2,3,14008 11 0142,122,1390,12,14008 11 0142,2020,80609,3585.50407522733,0.106675433264276,0.79312483717699,8170.1182206599,0,0,0,1,0,1
14008 6 0142,12,8,11,1,14008 6 0142,334,1089,2202,14008 6 0142,2020,80609,3585.50407522733,0.106675433264276,0.79312483717699,8170.1182206599,0,0,0,1,0,0
14023 6 0045,3,15,10,2,14023 6 0045,445,1339,3834,14023 6 0045,2020,115141,4392.72182801956,0.128051693141453,0.972503278588861,5476.57402372596,0,0,0,1,0,0
14023 3 0064,34,41,12,2,14023 3 0064,831,5798,10065,14023 3 0064,2020,115141,4392.72182801956,0.128051693141453,0.972503278588861,5476.57402372596,0,0,0,1,0,0
14023 7 0492,9,12,6,2,14023 7 0492,58,10,1875,14023 7 0492,2020,115141,4392.72182801956,0.128051693141453,0.972503278588861,5476.57402372596,0,0,0,1,0,1
14023 5 0153,3,25,16,2,14023 5 0153,870,0,6291,14023 5 0153,2020,115141,4392.72182801956,0.128051693141453,0.972503278588861,5476.57402372596,0,0,0,1,0,0
14030 5 0302,7,5,4,1,14030 5 0302,149,2827,1470,14030 5 0302,2020,55196,3315.6955214146,0.201210232625553,0.895191680556562,4447.5071088956,0,0,0,1,0,1
14030 4 0196,1,14,11,1,14030 4 0196,106,1171,1824,14030 4 0196,2020,55196,3315.6955214146,0.201210232625553,0.895191680556562,4447.5071088956,0,0,0,1,0,0
14030 6 0459,35,44,10,3,14030 6 0459,358,5733,6333,14030 6 0459,2020,55196,3315.6955214146,0.201210232625553,0.895191680556562,4447.5071088956,0,0,0,1,0,0
14046 4 0393,8,11,6,1,14046 4 0393,1,25,423,14046 4 0393,2020,32678,2669.88432584614,0.123569373890691,0.761674521084522,5960.72311820447,0,0,0,1,0,1
14046 5 0143,18,13,4,1,14046 5 0143,114,90,1158,14046 5 0143,2020,32678,2669.88432584614,0.123569373890691,0.761674521084522,5960.72311820447,0,0,0,1,0,1
14046 2 0209,23,9,10,1,14046 2 0209,238,399,1242,14046 2 0209,2020,32678,2669.88432584614,0.123569373890691,0.761674521084522,5960.72311820447,0,0,0,1,0,0
14053 6 0909,30,18,10,2,14053 6 0909,284,2351,2226,14053 6 0909,2020,172403,4664.12009651804,0.103130455966544,0.714511928446721,4719.54594881893,0,0,0,1,0,0
14053 4 0364,11,5,4,1,14053 4 0364,96,195,522,14053 4 0364,2020,172403,4664.12009651804,0.103130455966544,0.714511928446721,4719.54594881893,0,0,0,1,0,1
14053 1 0487,86,30,22,3,14053 1 0487,1266,262,8451,14053 1 0487,2020,172403,4664.12009651804,0.103130455966544,0.714511928446721,4719.54594881893,0,0,0,1,0,0
14093 2 0124,35,42,22,3,14093 2 0124,535,2874,23547,14093 2 0124,2020,150190,3747.53641387576,0.110653172647979,0.84881150542646,5519.02737202884,0,0,0,1,0,0
14093 8 1141,28,40,12,2,14093 8 1141,704,1300,7782,14093 8 1141,2020,150190,3747.53641387576,0.110653172647979,0.84881150542646,5519.02737202884,0,0,0,1,0,0
14093 9 1283,36,62,40,5,14093 9 1283,2750,14014,28023,14093 9 1283,2020,150190,3747.53641387576,0.110653172647979,0.84881150542646,5519.02737202884,0,0,0,1,1,0
14093 6 0143,30,36,43,2,14093 6 0143,564,487,6135,14093 6 0143,2020,150190,3747.53641387576,0.110653172647979,0.84881150542646,5519.02737202884,0,0,0,1,1,0
15014 17 0322,20,17,11,1,15014 17 0322,358,7722,8421,15014 17 0322,2020,109384,2688.30254881884,0.0881116068163534,0.633109047026987,4128.8266433377,0,1,0,0,0,0
15014 20 0322,17,18,12,1,15014 20 0322,370,1975,2340,15014 20 0322,2020,109384,2688.30254881884,0.0881116068163534,0.633109047026987,4128.8266433377,1,1,0,0,0,0
15014 23 0322,41,33,13,1,15014 23 0322,334,22000,3891,15014 23 0322,2020,109384,2688.30254881884,0.0881116068163534,0.633109047026987,4128.8266433377,0,1,0,0,0,0
15014 22 0337,16,7,5,1,15014 22 0337,7,73,96,15014 22 0337,2020,109384,2688.30254881884,0.0881116068163534,0.633109047026987,4128.8266433377,0,1,0,0,0,1
15014 26 0337,7,2,4,2,15014 26 0337,56,300,390,15014 26 0337,2020,109384,2688.30254881884,0.0881116068163534,0.633109047026987,4128.8266433377,0,1,0,0,0,1
15014 25 0322,2,3,8,1,15014 25 0322,8,700,96,15014 25 0322,2020,109384,2688.30254881884,0.0881116068163534,0.633109047026987,4128.8266433377,0,1,0,0,0,0
15014 1 013A,17,7,8,1,15014 1 013A,266,1536,1119,15014 1 013A,2020,109384,2688.30254881884,0.0881116068163534,0.633109047026987,4128.8266433377,0,1,0,0,0,0
15014 27 0341,26,15,10,1,15014 27 0341,455,0,2850,15014 27 0341,2020,109384,2688.30254881884,0.0881116068163534,0.633109047026987,4128.8266433377,0,1,0,0,0,0
15014 28 013A,34,31,30,2,15014 28 013A,1159,0,7101,15014 28 013A,2020,109384,2688.30254881884,0.0881116068163534,0.633109047026987,4128.8266433377,0,1,0,0,1,0
15021 12 0098,8,5,5,1,15021 12 0098,66,1125,564,15021 12 0098,2020,38643,3236.89252904795,0.091840695598167807,0.179696193359729,5204.89556738518,0,1,0,0,0,1
15021 11 0083,6,2,3,1,15021 11 0083,0,26,27,15021 11 0083,2020,38643,3236.89252904795,0.091840695598167807,0.179696193359729,5204.89556738518,0,1,0,0,0,1
15021 13 0083,5,4,3,1,15021 13 0083,177,1771,1188,15021 13 0083,2020,38643,3236.89252904795,0.091840695598167807,0.179696193359729,5204.89556738518,1,1,0,0,0,1
15040 12 0106,4,2,2,1,15040 12 0106,62,381,489,15040 12 0106,2020,36911,4266.26398634553,0.111484381349733,0.523583755520035,6440.55282744407,0,1,0,0,0,1
15040 8 0036,2,4,6,1,15040 8 0036,42,311,465,15040 8 0036,2020,36911,4266.26398634553,0.111484381349733,0.523583755520035,6440.55282744407,0,1,0,0,0,1
15040 11 0106,6,6,10,1,15040 11 0106,0,50,15,15040 11 0106,2020,36911,4266.26398634553,0.111484381349733,0.523583755520035,6440.55282744407,0,1,0,0,0,0
15040 10 0106,38,21,17,3,15040 10 0106,915,2268,6294,15040 10 0106,2020,36911,4266.26398634553,0.111484381349733,0.523583755520035,6440.55282744407,0,1,0,0,0,0
15042 2 0312,31,6,8,1,15042 2 0312,132,1258,2535,15042 2 0312,2020,160139,9794.5267548817,0.0955232641642573,0.762425143156882,2402.85841445927,0,1,0,0,0,0
15042 7 0312,7,2,3,1,15042 7 0312,26,177,168,15042 7 0312,2020,160139,9794.5267548817,0.0955232641642573,0.762425143156882,2402.85841445927,1,1,0,0,0,1
15042 4 0308,23,5,7,2,15042 4 0308,180,1108,1152,15042 4 0308,2020,160139,9794.5267548817,0.0955232641642573,0.762425143156882,2402.85841445927,0,1,0,0,0,1
15042 9 0312,5,4,5,1,15042 9 0312,76,1894,678,15042 9 0312,2020,160139,9794.5267548817,0.0955232641642573,0.762425143156882,2402.85841445927,0,1,0,0,0,1
15042 1 0312,17,16,6,2,15042 1 0312,165,1947,1167,15042 1 0312,2020,160139,9794.5267548817,0.0955232641642573,0.762425143156882,2402.85841445927,0,1,0,0,0,1
