"","folio","anyo","staff_t","base","tot_veh","can_ton","compact","truck","pickup","a_10","POBTOT","P60","hoteles","ingpc2015"
"4578",20124,2020,20,0,4,1.25,0,3,1,0,19696,0.109463850528026,0,18165.7282869651
"4579",20131,2020,4,0,2,5,2,0,0,0.5,11411,0.128121987555867,0,13297.3254817987
"4580",20134,2020,23,0,3,3.5,1,0,2,0,28500,0.0974385964912281,3,9977.07077848815
"4581",20143,2020,9,0,1,4,1,0,0,1,9461,0.164358947257161,3,15354.3760217984
"4582",20145,2020,2,0,1,2.63,1,0,0,1,5215,0.10143815915628,0,29741.8028860915
"4583",20149,2020,2,0,1,1.285,0,0,1,0,2019,0.122833085685983,0,13001.4953271028
"4584",20150,2020,4,0,2,6,1,1,0,0,13856,0.110277136258661,3,22962.2593627725
"4585",20153,2020,6,0,1,1.5,0,1,0,0,4910,0.10244399185336,0,17071.1138273491
"4586",20157,2020,6,0,2,14,2,0,0,0.5,16827,0.0997206869911452,5,35893.7841345148
"4587",20166,2020,15,0,1,6,1,0,0,1,11310,0.136781609195402,0,14939.9190283401
"4588",20174,2020,3,0,1,2.6,1,0,0,0,4564,0.121603856266433,3,28785.5127665966
"4589",20177,2020,2,0,1,6,1,0,0,0,10365,0.154944524843222,5,17335.6498557098
"4590",20185,2020,4,0,2,2,1,1,0,1,8939,0.13446694261103,3,20288.4296365331
"4591",20188,2020,4,0,1,5.76,0,1,0,1,9609,0.135497970652513,0,8869.88325652842
"4592",20190,2020,3,0,1,1.664,0,0,1,0,22444,0.138344323649973,5,15403.9369250986
"4593",20193,2020,3,0,1,1,0,0,1,0,2807,0.159600997506234,0,23232.0991253644
"4594",20197,2020,2,0,1,2,0,0,1,1,3288,0.184306569343066,0,16746.753221957
"4595",20198,2020,9,0,3,4.8,3,0,0,1,29802,0.184954029930877,0,12790.6356694383
"4596",20202,2020,5,0,1,1,0,1,0,0,4577,0.0996285776709635,0,12286.3768480654
"4597",20225,2020,4,0,1,1.7,0,0,1,1,5903,0.130272742673217,0,10239.5028901734
"4598",20226,2020,2,0,1,1.1,0,0,1,0,2971,0.164254459777853,0,13142.9108500346
"4599",20227,2020,23,0,2,4,1,1,0,0.5,18339,0.11014777250668,0,28436.4527878958
"4600",20229,2020,4,0,1,1,1,0,0,1,9148,0.0765194578049847,0,7264.38163558106
"4601",20232,2020,20,0,1,1.5,0,1,0,0,22185,0.111516790624296,0,10908.2594814899
"4602",20242,2020,2,0,1,1.485,0,1,0,0,12436,0.123190736571245,0,7989.89700996678
"4603",20248,2020,6,0,1,1.7,0,1,0,0,15571,0.101663348532528,0,11257.1879366161
"4604",20266,2020,3,0,2,2,1,1,0,0.5,8551,0.125599345105836,0,18344.1360606757
"4605",20275,2020,2,0,2,1.75,1,0,1,1,7286,0.121328575349986,0,9198.19415943173
"4606",20277,2020,2,0,1,2.5,1,0,0,0,12350,0.136437246963563,7,12928.151194436
"4607",20278,2020,20,0,1,2,1,0,0,1,38682,0.121891318959723,3,11046.0115556334
"4608",20284,2020,7,0,2,1,0,2,0,0,3141,0.152180834129258,0,8272.16981132075
"4609",20293,2020,10,0,5,8.115,2,0,3,0.6,17116,0.0935382098621173,4,37187.4804767776
"4610",20295,2020,7,0,1,6.338,0,1,0,0,10020,0.153692614770459,0,21898.6209927611
"4611",20298,2020,10,0,4,7,1,1,1,1,13587,0.141385147567528,4,16552.1419503751
"4612",20300,2020,4,0,1,2,0,1,0,1,6632,0.126357056694813,0,14536.2472952087
"4613",20305,2020,5,0,1,1.5,0,1,0,0,4333,0.186937456727441,3,27100.559926807
"4614",20308,2020,6,5,1,2,0,1,0,1,3307,0.111279104928939,0,21103.265060241
"4615",20309,2020,14,0,1,2.857,0,0,1,0,10368,0.131944444444444,0,11366.9352517986
"4616",20310,2020,2,0,1,3,1,0,0,1,14552,0.0703683342495877,0,20272.381943541
"4617",20312,2020,3,0,1,1.44,0,0,1,1,11279,0.128557496231935,0,10473.7418111753
"4618",20318,2020,46,24,9,72,9,0,0,0.333333333333333,49780,0.0951787866613098,159,26471.2345572354
"4619",20324,2020,35,0,6,30,2,2,0,1,48204,0.108331258816696,93,19609.992018894
"4620",20325,2020,4,0,1,1.428,0,1,0,0,11930,0.113830678960604,0,10575.9324064171
"4621",20327,2020,9,0,2,5.5,1,1,0,0.5,15479,0.154854964791007,5,16536.4781969623
"4622",20333,2020,3,0,1,1.3,0,0,1,0,3294,0.161505768063145,0,24832.0877598152
"4623",20334,2020,26,0,6,20,6,0,0,0.666666666666667,50541,0.12285075483271,27,18458.4461798854
"4624",20339,2020,5,3,2,2.5,1,1,0,0,4353,0.152768205835056,4,19075.4463232403
"4625",20342,2020,4,0,1,1.95,1,0,0,1,4105,0.0898903775883069,0,33805.917109458
"4626",20348,2020,4,0,1,1.3,0,1,0,0,8192,0.17236328125,0,16313.3070947695
"4627",20350,2020,6,0,3,23.182,3,0,0,0,16878,0.120630406446261,7,41452.2306315205
"4628",20364,2020,21,0,3,6.9,2,0,1,1,18654,0.0923126407204889,77,19849.6953191489
"4629",20375,2020,3,0,1,13,1,0,0,0,13200,0.0893181818181818,0,29463.4104725415
"4630",20378,2020,4,0,1,1,0,1,0,0,3720,0.145967741935484,0,10139.1342894394
"4631",20390,2020,12,0,6,51.733,6,0,0,1,50362,0.119613994678527,13,36723.6255480721
"4632",20397,2020,79,31,8,18,3,1,0,0.5,40123,0.11150711561947,8,23223.2704512569
"4633",20398,2020,3,0,2,1,1,1,0,0.5,4874,0.18896183832581,0,15667.4604948125
"4634",20401,2020,17,0,5,38,3,2,0,0.2,27046,0.0895511351031576,99,22640.6931964056
"4635",20403,2020,9,0,3,4.5,2,0,1,0.333333333333333,3751,0.0994401492935217,0,26634.0963765409
"4636",20406,2020,5,0,1,1,0,1,0,0,21469,0.13787321253901,0,6836.45668316832
"4637",20409,2020,9,0,3,4.5,1,1,0,0,8939,0.154715292538315,0,37386.9211119459
"4638",20413,2020,120,0,8,51,4,4,0,0,50862,0.0790177342613346,137,31313.7549262303
"4639",20414,2020,2,0,1,4.4,1,0,0,1,11995,0.14722801167153,0,14974.2482899141
"4640",20415,2020,3,0,1,2,1,0,0,0,4878,0.140426404264043,0,13679.7007125891
"4641",20417,2020,7,0,1,6,1,0,0,0,9682,0.138814294567238,0,11833.6423690205
"4642",20418,2020,3,0,3,3.53,0,3,0,1,11735,0.164720920323818,0,22108.9996011169
"4643",20421,2020,7,0,2,2.5,2,0,0,1,4690,0.164818763326226,0,20955.2807692308
"4644",20437,2020,16,0,1,1.333,0,0,1,1,9653,0.137573811250388,3,15242.187088274
"4645",20439,2020,14,0,3,9,2,1,0,0.666666666666667,25347,0.0986704540971318,83,15885.5106253795
"4646",20441,2020,5,0,11,5,0,0,1,1,9234,0.0870695256660169,0,18365.19547928
"4647",20447,2020,6,0,1,4,0,1,0,0,17100,0.128479532163743,3,13879.945267959
"4648",20452,2020,6,0,1,1.85,0,0,1,0,4421,0.170775842569554,0,10719.0274989088
"4649",20456,2020,2,0,1,1,0,0,1,0,1667,0.182363527294541,0,15133.0285714286
"4650",20459,2020,3,0,1,1,1,0,0,0,4877,0.251999179823662,0,15869.9669421488
"4651",20462,2020,5,0,1,1.714,1,0,0,1,4600,0.155652173913043,0,17804.6276803119
"4652",20467,2020,7,0,3,3.6,3,0,0,0.333333333333333,19112,0.139179573043114,11,17448.0557077626
"4653",20469,2020,25,0,3,3,2,0,1,0,34735,0.117518353246005,10,15296.8218103098
"4654",20472,2020,5,0,3,1,0,1,1,0.666666666666667,3361,0.197560249925617,0,22418.1704347826
"4655",20475,2020,3,0,1,1,1,0,0,1,10175,0.145061425061425,0,12923.0967741935
"4656",20482,2020,65,0,6,25,5,1,0,0.5,55840,0.113019340974212,22,21194.0174230715
"4657",20483,2020,3,0,1,1,1,0,0,1,10886,0.123828770898402,0,20405.0898914139
"4658",20486,2020,2,0,1,1,0,1,0,0,2419,0.166184373708144,0,13770.433460076
"4659",20497,2020,3,0,1,1.8,0,0,1,0,4233,0.110796125679187,0,11239.9127320091
"4660",20499,2020,2,0,1,1.4,0,0,1,0,1922,0.173777315296566,3,21380.1868469576
"4661",20500,2020,1,0,1,1,1,0,0,1,7991,0.176448504567639,0,13240.3571428571
"4662",20505,2020,9,0,2,4,1,1,0,0,7681,0.200494727249056,0,25283.926119403
"4663",20509,2020,3,0,1,1.142,0,1,0,0,11384,0.0802002810962755,0,12226.5801928133
"4664",20513,2020,4,0,2,4.6,0,1,1,0.5,9027,0.139359698681733,0,13575.5743061063
"4665",20515,2020,63,60,5,75,2,3,0,0.4,67739,0.131608083969353,25,22890.2677795564
"4666",20520,2020,5,0,1,1.1,0,1,0,0,7393,0.172189909373732,0,14713.38996139
"4667",20526,2020,4,0,1,4,1,0,0,0,16688,0.100671140939597,3,14939.906142167
"4668",20530,2020,1,0,2,1,0,2,0,0,3923,0.108590364516951,0,12587.6587273374
"4669",20540,2020,5,0,1,2,0,1,0,0,8326,0.125510449195292,4,22232.2551166111
"4670",20549,2020,3,0,1,4,1,0,0,1,11465,0.202354993458352,0,12071.8233890215
"4671",20550,2020,4,0,1,3,0,1,0,0,5764,0.166377515614157,0,19253.4277003484
"4672",20553,2020,7,0,3,3.95,2,0,1,0,12067,0.123145769453882,0,27178.2373264085
"4673",20554,2020,10,0,1,2,0,0,1,0,5904,0.145833333333333,0,11376.9504071058
"4674",20557,2020,39,36,37,8,1,0,0,1,14542,0.173016091321689,0,24731.7710154674
"4675",20560,2020,4,0,1,3,1,0,0,0,6467,0.188495438379465,3,11330.992843201
"4676",20565,2020,18,0,8,52.5,7,0,1,0.75,46464,0.0941589187327824,0,25309.5821123241
"4677",20570,2020,4,0,3,14,3,0,0,0.333333333333333,22093,0.138369619336441,4,19606.1532164541
"4678",21001,2020,21,0,5,50,3,1,1,0,72894,0.0833539111586687,0,15244.5056564767
"4679",21002,2020,2,0,1,5,0,0,1,1,9170,0.151254089422028,3,14869.8785578748
"4680",21004,2020,19,0,6,35.109,6,0,0,0.833333333333333,63743,0.0725569866495145,6,14795.0901505108
"4681",21006,2020,3,0,2,1,0,1,1,1,14542,0.12659881721909,0,10895.7623424619
"4682",21008,2020,6,0,1,10,1,0,0,0,11439,0.10927528630125,0,16851.9841950779
"4683",21009,2020,3,0,1,1.5,0,1,0,0,2207,0.21658359764386,0,11965.2011892963
"4684",21010,2020,13,0,4,50,4,0,0,0.25,74768,0.0731061416648834,3,12629.0714387668
"4685",21011,2020,3,0,1,2,1,0,0,0,1885,0.171352785145889,0,10446.3215507412
"4686",21012,2020,7,0,1,6.5,1,0,0,0,6591,0.161583978152025,0,11852.5878594249
"4687",21013,2020,12,0,4,8,2,2,0,1,22629,0.0861284192849883,0,15707.5347681296
"4688",21015,2020,54,0,5,70,4,0,1,0,125876,0.0734452953700467,10,20806.7349846644
"4689",21016,2020,11,0,1,10,1,0,0,0,9021,0.127147766323024,3,11666.9309545049
"4690",21017,2020,9,0,3,9,2,0,1,0.333333333333333,29742,0.0760876874453635,0,12489.0023255814
"4691",21019,2020,93,60,16,98.019,10,1,5,0.3125,141793,0.132503014958425,40,22945.1236313618
"4692",21020,2020,5,0,2,2.5,2,0,0,0,7704,0.0920301142263759,0,13453.3733689671
"4693",21021,2020,2,0,1,1,0,1,0,0,1512,0.119047619047619,0,13908.7624309392
"4694",21023,2020,3,0,1,1.6,1,0,0,0,9051,0.0997679814385151,0,7455.04180491042
"4695",21025,2020,5,0,1,4,1,0,0,0,8208,0.123050682261209,3,17119.8638941399
"4696",21026,2020,4,0,1,7,1,0,0,0,15271,0.142688756466505,0,12812.3158326497
"4697",21028,2020,6,0,1,1.5,0,0,0,0,2758,0.108049311094996,0,7440.62839879154
"4698",21029,2020,3,0,1,1.8,0,1,0,0,3811,0.173970086591446,0,12000.3467913302
"4699",21030,2020,3,3,1,1,0,0,1,1,772,0.19559585492228,0,10124.9277899344
"4700",21031,2020,3,0,1,2,1,0,0,1,2820,0.173404255319149,0,9634.51434034417
"4701",21033,2020,2,0,1,1.5,1,0,0,0,5403,0.127521747177494,0,10011.5518207283
"4702",21034,2020,12,0,4,30,4,0,0,0.75,46836,0.0842087283286361,0,21104.3894052857
"4703",21035,2020,3,0,1,18,1,0,0,0,20653,0.129666392291677,0,15280.5185236866
"4704",21036,2020,6,0,1,4.2,1,0,0,0,14806,0.110158044036202,4,6243.88967286722
"4705",21038,2020,3,0,1,3,1,0,0,1,10542,0.0704799848226143,0,15783.438027255
"4706",21040,2020,3,0,1,5.45,1,0,0,0,12340,0.0783630470016208,0,17705.9629968022
"4707",21041,2020,39,8,9,92.91,9,0,0,0.333333333333333,137435,0.0745297777131007,4,34040.8593048002
"4708",21043,2020,1,0,4,20,3,1,0,1,49864,0.128008182255736,38,12283.347241867
"4709",21044,2020,5,0,1,1.5,0,1,0,0,17139,0.112433630900286,0,12160.7639575972
"4710",21045,2020,16,10,8,36,2,0,0,0,47410,0.11923644800675,15,15822.2104967724
"4711",21046,2020,2,0,1,7,1,0,0,0,8193,0.0832417917734651,0,14337.4516893894
"4712",21047,2020,7,0,2,17,1,0,1,0,21699,0.15784137517858,8,17176.3031055901
"4713",21048,2020,6,0,3,9,2,0,1,0.333333333333333,22039,0.113752892599483,0,13373.993875713
"4714",21049,2020,8,0,1,5,1,0,0,1,17382,0.0826717293752157,0,9690.49642774833
"4715",21050,2020,1,0,1,3,1,0,0,0,26928,0.0811051693404635,0,9777.67800696491
"4716",21051,2020,6,0,2,20,2,0,0,0,37030,0.154496354307318,3,15434.0926818078
"4717",21053,2020,44,0,9,40,5,4,0,0,66464,0.103951011073664,30,15250.8013937282
"4718",21054,2020,12,0,6,6,1,5,0,0.666666666666667,35223,0.0702665871731539,4,15266.0359194454
"4719",21055,2020,2,0,1,4.5,1,0,0,0,5082,0.179456906729634,0,11888.7765363128
"4720",21057,2020,7,0,1,2,1,0,0,0,6687,0.123971885748467,0,10936.4495412844
"4721",21058,2020,12,0,2,5.142,2,0,0,1,21002,0.0928483001618893,4,9277.84833585477
"4722",21059,2020,2,0,1,1.1,1,0,0,0,2846,0.200632466619817,0,16382.6428571429
"4723",21060,2020,2,0,1,3,1,0,0,1,7982,0.0910799298421448,0,14765.9005283294
"4724",21062,2020,3,0,3,1.68,1,1,1,0,4943,0.152336637669432,0,13461.4746543779
"4725",21064,2020,9,0,1,2,1,0,0,1,17824,0.160738330341113,4,12967.8648415813
"4726",21065,2020,6,0,1,16,1,0,0,1,22694,0.0880408918656914,0,14984.457649063
"4727",21067,2020,11,0,4,3,1,1,1,0.25,18784,0.105089437819421,7,12750.9888452474
"4728",21068,2020,10,0,1,1.2,0,0,1,1,7011,0.160319497931821,0,8162.52901649359
"4729",21069,2020,6,0,2,31.51,2,0,0,1,29233,0.140047206923682,0,11450.9492837786
"4730",21071,2020,67,63,8,83,5,1,2,0.625,103946,0.109807015180959,24,19991.4819398475
"4731",21072,2020,3,0,1,16,0,1,0,1,17082,0.166198337431214,5,8355.27236225742
"4732",21073,2020,3,0,1,15,1,0,0,0,9760,0.151844262295082,0,11918.4162508909
"4733",21074,2020,21,0,8,70,6,2,0,0.125,90794,0.082835870211688,7,20652.9463203328
"4734",21075,2020,3,0,1,4.61,1,0,0,0,13080,0.0849388379204893,0,11086.174488568
"4735",21076,2020,6,0,2,10,2,0,0,0.5,27600,0.126557971014493,0,13527.8372459957
"4736",21078,2020,3,0,1,1,1,0,0,0,15928,0.0870793571069814,0,8112.58820650844
"4737",21079,2020,3,0,1,1.12,1,0,0,1,5782,0.110515392597717,0,16610.3413972417
"4738",21082,2020,6,0,2,4.8,1,1,0,0,8804,0.129600181735575,6,17313.3867595819
"4739",21083,2020,10,0,2,4,2,0,0,0.5,25319,0.15099332517082,0,9397.29668828952
"4740",21084,2020,7,7,1,3,1,0,0,1,6950,0.141438848920863,3,8348.26901874311
"4741",21085,2020,40,0,12,75,10,0,2,0.5,82809,0.132364839570578,30,19452.4480785972
"4742",21087,2020,3,0,1,4,0,1,0,0,13308,0.140216411181244,0,8854.08393551973
"4743",21090,2020,3,0,1,10,1,0,0,1,23783,0.091451877391414,0,20046.4931639054
"4744",21091,2020,5,3,2,12,1,1,0,0,9828,0.145197395197395,5,18499.3313946137
"4745",21092,2020,4,0,1,2.5,1,0,0,0,5293,0.151143019081806,0,10148.8039800995
"4746",21093,2020,3,0,1,4,0,1,0,0,7650,0.160653594771242,0,9348.1768558952
"4747",21094,2020,22,0,5,16.046,2,0,3,0.8,37257,0.100142255146684,7,15135.6162969864
"4748",21097,2020,3,0,1,1,1,0,0,0,2668,0.118065967016492,0,15311.4386694387
"4749",21099,2020,5,0,1,9,1,0,0,0,20659,0.108475724865676,0,11694.277354649
"4750",21100,2020,7,0,2,7,0,0,2,0.5,9310,0.139205155746509,0,8917.25596529284
"4751",21102,2020,3,0,2,6.3,2,0,0,1,14075,0.0893072824156305,0,13687.5836177474
"4752",21105,2020,4,0,1,3.5,1,0,0,0,5077,0.164664171754973,0,10813.3237668161
"4753",21106,2020,15,0,3,25,3,0,0,1,42669,0.0829642128946073,0,15485.3551320015
"4754",21108,2020,6,6,2,7.75,2,0,0,0,19903,0.0903381399788977,4,14885.7115578565
"4755",21109,2020,13,0,2,3.5,1,0,1,0.5,20274,0.131695767978692,10,10404.7375368297
"4756",21110,2020,9,0,4,20,4,0,0,0,50226,0.0833631983434874,3,11745.3319039451
"4757",21111,2020,5,0,1,2,1,0,0,1,18528,0.175140328151986,3,12022.2023483366
"4758",21112,2020,4,0,1,5,1,0,0,0,9350,0.184491978609626,0,10206.9287469287
"4759",21113,2020,2,0,1,10,1,0,0,0,4627,0.232980332829047,0,14406.7058823529
"4760",21114,2020,533,452,61,1393.795,61,0,0,1,1692181,0.126997052915734,254,33583.7313048619
"4761",21115,2020,6,0,4,8,4,0,0,0.5,57992,0.0774589598565319,0,13506.1995006304
"4762",21116,2020,8,0,2,3.5,2,0,0,0,22855,0.0944651061036972,0,8385.8031420327
"4763",21117,2020,5,0,2,15,2,0,0,0,15952,0.0932798395185557,5,22118.1721674039
"4764",21118,2020,10,0,4,7.675,4,0,0,0.75,30021,0.0822757403151128,0,13320.3151260504
"4765",21119,2020,51,0,14,130,0,0,0,1,154448,0.0995286439448876,17,88983.3293675813
"4766",21122,2020,3,0,1,4,1,0,0,0,11063,0.112356503660851,0,15271.8772027042
"4767",21124,2020,6,0,2,11,2,0,0,0,15954,0.11200952739125,3,14837.5099609776
"4768",21125,2020,3,0,1,3.7,1,0,0,0,9671,0.124599317547306,0,27615.2185677051
"4769",21126,2020,5,0,1,3,1,0,0,0,6597,0.102773988176444,0,11659.0251012146
"4770",21128,2020,2,0,1,6,1,0,0,1,10443,0.0935554917169396,0,17446.1086186541
"4771",21129,2020,4,0,2,10,2,0,0,0,14018,0.120844628334998,0,10447.1441465357
"4772",21130,2020,2,0,1,2.14,1,0,0,0,3604,0.178412874583796,0,11249.202112338
"4773",21132,2020,77,0,13,135,10,0,3,0.846153846153846,155738,0.108958635657322,30,21175.1365538394
"4774",21134,2020,6,0,2,16,2,0,0,1,20974,0.116572899780681,3,15090.9684307198
"4775",21136,2020,4,0,1,8,1,0,0,1,12461,0.0972634620014445,0,23197.8705570292
"4776",21137,2020,6,0,2,4,2,0,0,0,10464,0.0887805810397553,0,12033.6225106
"4777",21140,2020,47,45,8,94.83,8,0,0,0.875,138433,0.117356410682424,32,26732.4129305563
"4778",21142,2020,21,0,6,28,4,0,2,0.333333333333333,30639,0.103234439766311,7,15434.7092006405
"4779",21143,2020,6,0,2,18,2,0,0,0,34880,0.0915711009174312,0,17111.5590472449
"4780",21144,2020,10,0,2,18,2,0,0,0.5,16790,0.0796902918403812,0,16156.667203396
"4781",21145,2020,5,0,1,5,1,0,0,1,13189,0.125483357343241,0,6517.25614035088
"4782",21148,2020,3,0,2,2,1,0,1,1,11498,0.0926248043137937,0,14368.9972941631
"4783",21149,2020,10,0,2,7,2,0,0,0,30309,0.0735755056253918,0,16716.773201076
"4784",21150,2020,4,0,1,3.42,0,0,1,0,6105,0.168714168714169,3,9922.51708262661
"4785",21151,2020,2,0,1,4.89,1,0,0,0,9315,0.107353730542136,0,14515.6026779615
"4786",21152,2020,4,0,2,1.5,2,0,0,1,12631,0.134985353495369,0,13525.7902411666
"4787",21155,2020,4,3,1,4.5,1,0,0,0,6830,0.143338213762811,0,19271.8047016275
"4788",21156,2020,118,0,22,211.5,12,2,3,0.363636363636364,327312,0.0963484381874175,74,23706.6516446308
"4789",21157,2020,13,0,2,6,2,0,0,0.5,12672,0.184895833333333,4,14206.9882565492
"4790",21158,2020,5,0,1,1.4,0,1,0,1,6743,0.184784220673291,3,11882.9083333333
"4791",21160,2020,3,0,1,3.5,1,0,0,0,3689,0.162103551097859,0,11667.5246497146
"4792",21161,2020,7,0,2,8,2,0,0,0,22218,0.0908722657304888,0,14512.8136945322
"4793",21162,2020,5,0,1,1,0,0,1,0,4155,0.14849578820698,0,9129.00343642612
"4794",21163,2020,6,0,3,16,3,0,0,0.666666666666667,18854,0.0876206640500689,0,19684.7233554309
"4795",21164,2020,142,0,8,80,7,1,0,0.25,84270,0.0877655156046042,29,16825.6624147137
"4796",21165,2020,5,0,1,1.2,0,0,1,0,1216,0.136513157894737,0,7208.81860465116
"4797",21166,2020,6,0,2,10,2,0,0,1,8918,0.151379233011886,0,13766.8611152196
"4798",21167,2020,3,0,1,1,1,0,0,0,10373,0.123397281403644,0,7952.10257687041
"4799",21168,2020,3,0,1,1,1,0,0,0,7523,0.124950152864549,0,12623.4141337386
"4800",21169,2020,18,18,4,6,2,0,2,0.25,22331,0.133715462809547,5,15575.6399211506
"4801",21170,2020,6,0,2,10,2,0,0,1,19200,0.1121875,0,12810.3135957658
"4802",21172,2020,23,0,3,16,1,1,1,0,27216,0.131870958259847,6,12278.5991219183
"4803",21173,2020,3,0,1,6.9,1,0,0,0,6653,0.108672779197355,4,23426.9737171464
"4804",21174,2020,31,0,6,85,6,0,0,0,103583,0.109718776247068,21,21944.3125630167
"4805",21175,2020,3,0,1,4.9,1,0,0,0,14432,0.115160753880266,0,13179.0997782705
"4806",21176,2020,3,0,1,5.69,1,0,0,0,9664,0.135761589403974,0,15572.9880749574
"4807",21177,2020,27,0,4,15,2,0,2,0.5,54757,0.0857972496667093,5,12049.760594942
"4808",21178,2020,15,0,1,2.5,1,0,0,0,15977,0.163359829755273,0,9356.49284785436
"4809",21179,2020,15,0,1,12,1,0,0,1,31639,0.106419292645153,5,11318.1972964606
"4810",21180,2020,9,0,3,20,3,0,0,0,41547,0.102293787758442,4,15077.9481676821
"4811",21182,2020,4,4,2,4,1,1,0,0,5390,0.0823747680890538,0,13680.0025862069
"4812",21183,2020,6,0,3,6,0,3,0,0.666666666666667,20433,0.0997895561102139,0,8979.14344355758
"4813",21185,2020,3,0,1,5.93,1,0,0,0,10344,0.123066511987626,0,12296.4129073688
"4814",21187,2020,2,0,1,1.5,0,0,1,1,4934,0.17207134171058,0,11159.799382716
"4815",21188,2020,3,0,1,15,1,0,0,0,19315,0.123996893606006,0,9026.15010012014
"4816",21189,2020,6,0,2,14,2,0,0,0,22454,0.0988687984323506,0,15560.0543239951
"4817",21190,2020,4,0,1,1,0,1,0,0,1187,0.251895534962089,0,10756.037037037
"4818",21191,2020,6,0,2,10,1,1,0,0,9871,0.169790294802958,7,17404.095311299
"4819",21192,2020,3,0,1,4,0,1,0,0,5924,0.169817690749494,0,13088.8126984127
"4820",21193,2020,3,0,1,8,1,0,0,0,6476,0.138974675725757,0,11775.6310052483
"4821",21194,2020,10,0,3,5.376,3,0,0,0.666666666666667,28395,0.133861595351294,7,17698.0329815303
"4822",21195,2020,3,0,2,4,2,0,0,0,26559,0.0996272450016943,3,8945.12053605422
"4823",21196,2020,3,0,2,2,1,1,0,0,1570,0.22484076433121,0,15339.6363636364
"4824",21197,2020,39,0,7,29,6,0,1,0.285714285714286,80591,0.113474209278952,24,17247.7789765272
"4825",21199,2020,11,0,3,14,3,0,0,0.333333333333333,42943,0.0783131127308292,0,13303.117087156
"4826",21201,2020,6,0,1,1.5,0,1,0,0,3375,0.143703703703704,0,9986.14227458088
"4827",21203,2020,4,0,1,3.7,0,1,0,0,7178,0.111033714126498,0,10033.4375161708
"4828",21204,2020,2,0,1,2.411,1,0,0,0,7926,0.112919505425183,0,14721.5745253401
"4829",21205,2020,9,0,3,5,3,0,0,0,26392,0.0798726886935435,0,15088.5215029425
"4830",21206,2020,2,0,1,6,1,0,0,0,4647,0.154938670109748,0,11959.9714607585
"4831",21207,2020,32,0,4,22,4,0,0,0.5,57887,0.108297199716689,11,14879.2341318902
"4832",21208,2020,34,8,6,62,5,0,1,0.333333333333333,87361,0.109705703918224,43,18816.1480733536
"4833",21209,2020,2,0,1,1.152,1,0,0,0,8595,0.148225712623618,4,13577.3006012024
"4834",21210,2020,5,0,1,1.285,1,0,0,0,5675,0.151189427312775,6,12142.3135135135
"4835",21213,2020,3,0,1,4,0,0,1,0,11967,0.131110554023565,0,10419.9798374653
"4836",21214,2020,10,0,3,19,2,1,0,0.666666666666667,18359,0.105452366686639,5,14344.7600051473
"4837",21215,2020,4,0,1,1.5,1,0,0,0,4539,0.159947124917383,0,9600.21937139192
"4838",21216,2020,2,0,1,1,1,0,0,0,2452,0.193311582381729,0,9510.2683982684
"4839",21217,2020,5,0,1,1.4,1,0,0,0,20335,0.124022621096631,3,5737.74830590513
"4840",22001,2020,61,36,10,34,8,0,0,0.3,66841,0.101240256728655,6,16386.2084991655
"4841",22002,2020,18,8,5,14,1,4,0,0.6,27365,0.119166818929289,7,15215.337804878
"4842",22003,2020,9,4,3,13,2,0,1,0.666666666666667,13142,0.16428245320347,0,19278.9519586105
"4843",22004,2020,56,32,7,50,4,2,0,0.142857142857143,69075,0.101918204849801,14,19999.8621682781
"4844",22005,2020,56,28,4,36.605,4,0,0,0,67121,0.0830589532337122,3,22709.1719579051
"4845",22007,2020,39,38,10,35,7,1,2,0.7,45141,0.0926208989610332,37,23575.4610211706
"4846",22008,2020,12,4,3,49,3,0,0,0.666666666666667,36808,0.0970712888502499,0,24233.9871036011
"4847",22009,2020,37,25,10,15.5,8,0,2,0.3,27343,0.117726657645467,16,28371.508882149
"4848",22010,2020,18,3,9,9.187,4,1,4,0.333333333333333,18794,0.157709907417261,0,16305.422548121
"4849",22011,2020,87,85,24,125,21,2,1,0.666666666666667,231668,0.065723362743236,3,35173.6234395339
"4850",22012,2020,37,16,5,52,5,0,0,0.6,77404,0.0862616919022273,0,24955.9360279151
"4851",22013,2020,15,0,5,15,4,0,1,0.4,19141,0.128676662661303,3,17742.6612629102
"4852",22014,2020,948,792,131,1123.33,82,5,39,0.870229007633588,1049777,0.106489282962,126,45362.2382612077
"4853",22015,2020,10,4,3,5.5,3,0,0,0,8359,0.106950592176098,8,22797.3210427769
"4854",22016,2020,191,120,26,200,23,0,3,0.846153846153846,297804,0.100640018267048,32,30671.3707315168
"4855",22017,2020,56,45,16,66,12,1,3,0.5625,72201,0.117103641223806,41,24070.3573958316
"4856",22018,2020,14,0,4,10,2,2,0,1,27916,0.101518842241009,0,21047.0781677767
"4857",23001,2020,75,57,15,88.397,9,3,3,0.933333333333333,88626,0.0882133911041906,65,33588.5279009326
"4858",23002,2020,34,10,3,93.014,3,0,0,0.666666666666667,83990,0.0946065007739017,16,17503.1667905914
"4859",23003,2020,63,20,8,80,6,2,0,1,22686,0.0736136824473243,66,33358.9498908236
"4860",23004,2020,180,120,15,268.487,13,1,1,0.866666666666667,233648,0.110169999315209,118,31345.1341716531
"4861",23006,2020,23,7,4,12.8,3,0,1,1,39165,0.10047236052598,9,15012.1422764228
