"","folio","anyo","staff_t","base","tot_veh","can_ton","compact","truck","pickup","a_10","POBTOT","P60","hoteles","ingpc2015"
"1031",20375,2016,4,0,2,4,2,0,0,0.5,13353,0.0682243690556429,0,29463.4104725415
"1032",20378,2016,2,0,1,1.319,1,0,0,0,3387,0.145556539710658,0,10139.1342894394
"1033",20392,2016,5,0,1,2.159,0,0,1,1,6342,0.157678965625985,0,10912.8687068115
"1034",20393,2016,4,0,1,1.285,0,1,0,0,3905,0.114212548015365,0,14820.6851468763
"1035",20397,2016,37,35,1,35,1,0,0,0,40243,0.0956936610093681,8,23223.2704512569
"1036",20398,2016,4,0,1,1,1,0,0,0,4420,0.197511312217195,0,15667.4604948125
"1037",20399,2016,6,0,3,10,1,2,0,0.333333333333333,35445,0.0635350543094936,0,27898.5055062404
"1038",20401,2016,19,0,4,7,2,2,0,1,24379,0.0816276303375856,99,22640.6931964056
"1039",20403,2016,4,0,2,1.744,1,0,0,1,3011,0.0906675523082033,0,26634.0963765409
"1040",20405,2016,3,0,1,1.2,0,1,0,1,2146,0.178937558247903,0,13253.9109170306
"1041",20406,2016,6,0,1,1,0,1,0,1,20277,0.123637618977166,0,6836.45668316832
"1042",20409,2016,9,0,3,4,1,0,1,0,9069,0.121292314477892,0,37386.9211119459
"1043",20413,2016,31,25,7,52.19,6,1,0,0.428571428571429,47090,0.0609258866001274,137,31313.7549262303
"1044",20414,2016,4,0,1,10,1,0,0,1,11521,0.125857130457426,0,14974.2482899141
"1045",20418,2016,6,0,2,6,0,1,1,0,13400,0.144029850746269,0,22108.9996011169
"1046",20421,2016,4,0,2,2,2,0,0,1,4578,0.14263870685889,0,20955.2807692308
"1047",20426,2016,5,0,3,2.453,2,0,1,0,8739,0.116832589541137,0,8263.90395846853
"1048",20435,2016,8,0,1,1,0,1,0,1,3457,0.104136534567544,0,11130.9415554533
"1049",20439,2016,5,0,2,1,2,0,0,1,25292,0.0825557488533924,83,15885.5106253795
"1050",20441,2016,8,0,2,2.8,0,1,1,0.5,8998,0.0719048677483885,0,18365.19547928
"1051",20447,2016,8,0,2,5,1,1,0,0.5,16593,0.122039414210812,3,13879.945267959
"1052",20459,2016,4,0,1,6,1,0,0,1,4349,0.262819038859508,0,15869.9669421488
"1053",20462,2016,5,0,2,1.2,1,1,0,0,4030,0.153101736972705,0,17804.6276803119
"1054",20467,2016,5,0,2,6.4,2,0,0,0.5,19365,0.118874257681384,11,17448.0557077626
"1055",20469,2016,7,0,3,1,3,0,0,1,36945,0.108864528352957,10,15296.8218103098
"1056",20482,2016,28,14,4,20,3,0,0,0.75,53716,0.100305309405019,22,21194.0174230715
"1057",20483,2016,4,0,1,3,1,0,0,0,10568,0.114307342922029,0,20405.0898914139
"1058",20499,2016,3,0,1,1.428,1,0,0,1,2104,0.152566539923954,3,21380.1868469576
"1059",20500,2016,5,0,2,2.5,0,2,0,0,8419,0.164627627984321,0,13240.3571428571
"1060",20501,2016,2,0,1,1,0,1,0,0,935,0.282352941176471,0,12049.1725571726
"1061",20505,2016,4,0,4,6,1,3,0,0.25,8047,0.183049583695787,0,25283.926119403
"1062",20508,2016,4,0,1,1.07,0,1,0,1,1479,0.220419202163624,0,23757.1213235294
"1063",20511,2016,2,0,1,1.254,0,1,0,1,3027,0.147010241162868,0,6195.37321937322
"1064",20525,2016,4,0,1,4.5,1,0,0,1,12350,0.150283400809717,3,14628.9404303511
"1065",20526,2016,5,0,1,2,1,0,0,1,17902,0.0931180873645403,3,14939.906142167
"1066",20528,2016,3,0,1,1,0,0,1,0,933,0.257234726688103,0,12474.8571428571
"1067",20530,2016,2,0,1,1.256,0,0,0,1,3663,0.101556101556102,0,12587.6587273374
"1068",20531,2016,11,0,1,1,0,1,0,0,2692,0.134843982169391,0,18195.3967861557
"1069",20537,2016,3,0,1,1,0,1,0,0,6445,0.19922420480993,0,14342.3706793802
"1070",20540,2016,7,0,1,2.7,0,1,0,0,7837,0.12466505040194,4,22232.2551166111
"1071",20545,2016,3,0,3,3,3,0,0,1,10058,0.115032809703718,8,20546.1843676967
"1072",20546,2016,10,0,2,1.857,2,0,0,0.5,5813,0.160158265955617,0,14666.9871244635
"1073",20549,2016,4,0,2,4,0,1,1,1,10977,0.212535301084085,0,12071.8233890215
"1074",20550,2016,5,0,2,1.285,0,2,0,1,5574,0.141550053821313,0,19253.4277003484
"1075",20551,2016,8,8,4,20.027,4,0,0,1,23129,0.110683557438713,6,25470.0649561546
"1076",20553,2016,6,0,3,4,2,0,1,0.666666666666667,10366,0.102257379895813,0,27178.2373264085
"1077",20557,2016,7,0,1,10,1,0,0,1,15622,0.159070541543976,0,24731.7710154674
"1078",20559,2016,6,0,2,10,0,2,0,1,22750,0.130285714285714,5,15371.9676584735
"1079",20565,2016,15,0,7,16,4,2,1,0.428571428571429,45115,0.0750748088218996,0,25309.5821123241
"1080",20570,2016,11,0,2,10,2,0,0,1,19976,0.120194233079696,4,19606.1532164541
"1081",21001,2016,9,0,3,18,3,0,0,0,65987,0.0810159576886356,0,15244.5056564767
"1082",21002,2016,2,0,1,2,1,0,0,1,9131,0.138758076880955,3,14869.8785578748
"1083",21003,2016,53,36,4,20,3,1,0,0.5,36144,0.14298362107127,8,18117.9376347176
"1084",21004,2016,43,0,5,53,5,0,0,0.6,60477,0.0636771003852704,6,14795.0901505108
"1085",21006,2016,22,0,2,4,1,1,0,0.5,15814,0.129948147211332,0,10895.7623424619
"1086",21008,2016,8,0,2,12.5,0,1,1,1,11431,0.0962295512203657,0,16851.9841950779
"1087",21009,2016,2,0,1,1,0,1,0,1,1762,0.225312145289444,0,11965.2011892963
"1088",21010,2016,13,0,4,42.79,4,0,0,1,66901,0.0668749346048639,3,12629.0714387668
"1089",21011,2016,3,0,1,1,1,0,0,1,1794,0.16778149386845,0,10446.3215507412
"1090",21012,2016,2,0,1,2.8,1,0,0,0,6568,0.148294762484775,0,11852.5878594249
"1091",21013,2016,8,0,3,23.95,2,1,0,0.666666666666667,21536,0.081027117384844,0,15707.5347681296
"1092",21014,2016,4,0,1,1,0,0,0,0,4798,0.140475197999166,0,9699.30345245306
"1093",21015,2016,30,0,6,68.28,4,2,0,1,120500,0.0619834024896266,10,20806.7349846644
"1094",21016,2016,6,0,1,10,1,0,0,1,8952,0.127569258266309,3,11666.9309545049
"1095",21017,2016,13,0,3,8,2,0,1,0.333333333333333,28890,0.0750086535133264,0,12489.0023255814
"1096",21018,2016,2,0,1,1,1,0,0,1,3668,0.15948745910578,0,10952.3193717277
"1097",21019,2016,110,0,19,111.09,14,2,3,0.789473684210526,135824,0.123063670632583,40,22945.1236313618
"1098",21020,2016,5,0,2,2.8,2,0,0,0,7162,0.0808433398492041,0,13453.3733689671
"1099",21022,2016,3,0,1,2,1,0,0,1,12339,0.132668773806629,0,9304.63972213451
"1100",21023,2016,3,0,1,6,1,0,0,1,9531,0.088553142377505,0,7455.04180491042
"1101",21024,2016,6,0,1,1,1,0,0,0,893,0.286674132138858,0,15779.6242661448
"1102",21025,2016,3,0,1,3,0,0,1,1,8639,0.114596596828337,3,17119.8638941399
"1103",21026,2016,2,0,1,1.82,1,0,0,0,14582,0.140104238101769,0,12812.3158326497
"1104",21027,2016,3,0,1,1,0,1,0,0,3828,0.215778474399164,0,8333.03328050713
"1105",21028,2016,3,0,1,1,1,0,0,1,2654,0.0983421250941974,0,7440.62839879154
"1106",21029,2016,3,0,1,1,0,1,0,1,3606,0.16777592900721,0,12000.3467913302
"1107",21031,2016,4,0,1,1,1,0,0,1,2948,0.16044776119403,0,9634.51434034417
"1108",21032,2016,3,0,1,1.14,1,0,0,0,1398,0.223175965665236,0,11712.6666666667
"1109",21033,2016,2,1,1,1.5,1,0,0,1,4909,0.122020778162559,0,10011.5518207283
"1110",21034,2016,13,13,4,36,4,0,0,0.25,42220,0.0742539081004263,0,21104.3894052857
"1111",21035,2016,5,0,1,8,1,0,0,1,20623,0.114774766037919,0,15280.5185236866
"1112",21036,2016,5,0,1,3.42,1,0,0,0,13889,0.0992152062783498,4,6243.88967286722
"1113",21037,2016,2,0,1,1.4,1,0,0,1,2197,0.284023668639053,0,16780.5423728814
"1114",21038,2016,4,2,1,7,1,0,0,1,10379,0.0657096059350612,0,15783.438027255
"1115",21040,2016,3,0,1,5.17,1,0,0,1,10307,0.076938003298729,0,17705.9629968022
"1116",21041,2016,30,0,9,69.9,9,0,0,0.777777777777778,118839,0.0614360605525122,4,34040.8593048002
"1117",21043,2016,18,0,7,15,3,1,0,0.571428571428571,48093,0.126442517622107,38,12283.347241867
"1118",21044,2016,6,0,2,2,1,0,1,0,15771,0.113816498636738,0,12160.7639575972
"1119",21045,2016,10,0,3,21,3,0,0,1,47357,0.111831408239542,15,15822.2104967724
"1120",21046,2016,2,0,1,2,0,1,0,0,7904,0.076163967611336,0,14337.4516893894
"1121",21047,2016,7,0,2,10.22,1,0,1,1,20379,0.149811080033368,8,17176.3031055901
"1122",21048,2016,14,0,4,16,3,1,0,1,20777,0.103768590268085,0,13373.993875713
"1123",21049,2016,4,0,1,8,1,0,0,1,16729,0.0863769502062287,0,9690.49642774833
"1124",21051,2016,5,0,2,17,2,0,0,0,34511,0.138332705514184,3,15434.0926818078
"1125",21052,2016,2,0,1,1,1,0,0,0,1119,0.220732797140304,0,6801.08424908425
"1126",21053,2016,59,0,9,35,6,0,1,0.555555555555556,62852,0.0921848151212372,30,15250.8013937282
"1127",21054,2016,11,0,3,25,2,1,0,0.333333333333333,34984,0.0683741138806312,4,15266.0359194454
"1128",21055,2016,3,0,1,1,1,0,0,1,4478,0.168378740509156,0,11888.7765363128
"1129",21057,2016,6,0,1,4.5,1,0,0,1,7936,0.111517137096774,0,10936.4495412844
"1130",21058,2016,13,0,2,4,2,0,0,0,20161,0.0871484549377511,4,9277.84833585477
"1131",21059,2016,2,0,1,4,1,0,0,0,2172,0.193370165745856,0,16382.6428571429
"1132",21060,2016,2,0,1,4,0,1,0,0,7516,0.089542309739223,0,14765.9005283294
"1133",21062,2016,3,0,2,2.06,1,1,0,0,4936,0.13290113452188,0,13461.4746543779
"1134",21063,2016,4,0,2,16,1,0,1,1,15212,0.0995266894556929,0,13550.1868794655
"1135",21064,2016,4,0,2,1,2,0,0,1,16758,0.147869674185464,4,12967.8648415813
"1136",21065,2016,3,0,1,7,1,0,0,1,20805,0.0858447488584475,0,14984.457649063
"1137",21066,2016,3,0,1,1.26,0,1,0,1,5651,0.202265085825518,0,9977.48406226835
"1138",21067,2016,15,0,2,6,0,2,0,0,16997,0.0951932694004824,7,12750.9888452474
"1139",21068,2016,6,0,1,2,1,0,0,1,7590,0.136495388669302,0,8162.52901649359
"1140",21069,2016,6,0,3,8,3,0,0,1,24670,0.138224564248075,0,11450.9492837786
"1141",21070,2016,2,0,1,2,1,0,0,1,6252,0.178822776711452,0,8656.95881161377
"1142",21071,2016,74,56,10,90,7,0,3,1,104660,0.103936556468565,24,19991.4819398475
"1143",21072,2016,15,0,1,3.5,0,0,0,0,19426,0.140636260681561,5,8355.27236225742
"1144",21073,2016,3,0,1,10,1,0,0,1,8396,0.147689375893283,0,11918.4162508909
"1145",21074,2016,13,0,9,35,6,0,3,0.666666666666667,75834,0.0835377271408603,7,20652.9463203328
"1146",21075,2016,4,0,1,2.3,1,0,0,0,13103,0.0783026787758529,0,11086.174488568
"1147",21076,2016,8,0,3,10,2,1,0,1,25839,0.12144432834088,0,13527.8372459957
"1148",21077,2016,4,0,1,1,1,0,0,1,5076,0.121355397951143,0,8190.70186618116
"1149",21079,2016,3,0,1,3,0,1,0,0,5386,0.106758262161159,0,16610.3413972417
"1150",21080,2016,5,0,1,1,0,1,0,1,2508,0.186204146730463,0,7332.06426931905
"1151",21082,2016,3,0,1,2,1,0,0,1,8884,0.127532642953624,6,17313.3867595819
"1152",21083,2016,5,0,2,10,2,0,0,1,24349,0.134132818596246,0,9397.29668828952
"1153",21084,2016,7,0,1,2.5,1,0,0,1,7008,0.125570776255708,3,8348.26901874311
"1154",21085,2016,33,33,13,52.1,8,1,3,0.461538461538462,78561,0.118977609755477,30,19452.4480785972
"1155",21086,2016,4,4,1,1,1,0,0,0,11983,0.122757239422515,0,11303.882967033
"1156",21087,2016,3,0,1,12,0,1,0,1,13212,0.137980623675447,0,8854.08393551973
"1157",21088,2016,3,0,1,1,1,0,0,1,4485,0.162095875139353,3,11873.9814671815
"1158",21090,2016,3,0,1,14,1,0,0,1,21796,0.0880436777390347,0,20046.4931639054
"1159",21092,2016,4,0,1,1,1,0,0,1,5186,0.141920555341304,0,10148.8039800995
"1160",21093,2016,4,0,1,1.5,1,0,0,1,7827,0.154209786636004,0,9348.1768558952
"1161",21094,2016,10,0,3,15,2,0,1,0.333333333333333,34234,0.082198983466729,7,15135.6162969864
"1162",21097,2016,3,0,1,1.15,1,0,0,1,2356,0.115874363327674,0,15311.4386694387
"1163",21098,2016,3,0,1,2,0,1,0,1,6379,0.142498824267127,0,11559.8325859492
"1164",21099,2016,4,0,1,7,1,0,0,1,19218,0.100842959725258,0,11694.277354649
"1165",21100,2016,5,0,1,2.36,0,1,0,0,10027,0.11469033609255,0,8917.25596529284
"1166",21102,2016,2,0,2,4,2,0,0,1,12528,0.0842113665389527,0,13687.5836177474
"1167",21104,2016,3,0,1,6,1,0,0,0,31559,0.067207452707627,4,18904.9696159151
"1168",21105,2016,3,0,1,1.43,1,0,0,1,4717,0.151367394530422,0,10813.3237668161
"1169",21106,2016,15,14,6,20,6,0,0,1,28720,0.0779944289693593,0,15485.3551320015
"1170",21107,2016,5,0,1,2,1,0,0,1,11492,0.150104420466411,0,9055.36927899686
"1171",21108,2016,8,0,2,8,2,0,0,0.5,18572,0.0893818651733793,4,14885.7115578565
"1172",21109,2016,4,0,1,5,0,0,1,1,22279,0.117958615736792,10,10404.7375368297
"1173",21110,2016,9,0,3,22,3,0,0,0.666666666666667,46902,0.0763293676175856,3,11745.3319039451
"1174",21111,2016,5,0,1,1.5,1,0,0,1,18035,0.156917105627946,3,12022.2023483366
"1175",21112,2016,3,0,1,3,1,0,0,0,9671,0.160376383000724,0,10206.9287469287
"1176",21113,2016,4,0,1,6,1,0,0,0,4269,0.235418130709768,0,14406.7058823529
"1177",21114,2016,450,442,79,1700,66,0,4,0.974683544303797,1583547,0.113825481656054,254,33583.7313048619
"1178",21115,2016,7,0,5,36,5,0,0,0.8,51698,0.0742388486982088,0,13506.1995006304
"1179",21116,2016,7,0,2,3,2,0,0,1,22308,0.095795230410615,0,8385.8031420327
"1180",21117,2016,3,0,1,14,1,0,0,1,14180,0.0880818053596615,5,22118.1721674039
"1181",21118,2016,7,0,2,25,2,0,0,1,27834,0.071387511676367,0,13320.3151260504
"1182",21119,2016,69,0,17,103,16,0,1,0.882352941176471,144660,0.0772293654085442,17,88983.3293675813
"1183",21120,2016,2,0,1,1.5,1,0,0,0,5686,0.0800211044671122,0,10708.8858321871
"1184",21122,2016,1,0,1,10.33,1,0,0,1,10662,0.107296942412305,0,15271.8772027042
"1185",21124,2016,6,0,2,16,2,0,0,0,16025,0.102901716068643,3,14837.5099609776
"1186",21125,2016,1,0,1,8,1,0,0,1,9120,0.104495614035088,0,27615.2185677051
"1187",21126,2016,3,0,1,1.75,1,0,0,0,6353,0.0911380450181017,0,11659.0251012146
"1188",21127,2016,2,0,1,1.2,1,0,0,0,3374,0.236514522821577,0,11562.6387692308
"1189",21128,2016,4,0,1,9,1,0,0,1,8813,0.0903211165323953,0,17446.1086186541
"1190",21129,2016,4,0,2,16,2,0,0,0.5,13251,0.112293411817976,0,10447.1441465357
"1191",21130,2016,2,0,1,3,1,0,0,1,3351,0.175768427335124,0,11249.202112338
"1192",21132,2016,71,66,20,133,10,1,1,0.8,154239,0.0864372823993931,30,21175.1365538394
"1193",21134,2016,6,0,2,6,2,0,0,0,20348,0.104137998820523,3,15090.9684307198
"1194",21136,2016,3,0,1,2.8,1,0,0,1,12490,0.0811849479583667,0,23197.8705570292
"1195",21137,2016,4,0,1,2.39,1,0,0,0,10129,0.0902359561654655,0,12033.6225106
"1196",21139,2016,3,0,1,1.715,1,0,0,1,3530,0.164589235127479,0,12682.063139173
"1197",21140,2016,45,0,7,90,7,0,0,0.857142857142857,130747,0.100078778098159,32,26732.4129305563
"1198",21141,2016,3,0,1,1.14,1,0,0,1,3305,0.199394856278366,0,12584.1135135135
"1199",21142,2016,19,0,10,28,8,0,2,0.8,30839,0.0899510360258115,7,15434.7092006405
"1200",21143,2016,6,0,2,11.835,2,0,0,1,31942,0.082931563458769,0,17111.5590472449
"1201",21144,2016,11,0,3,15,3,0,0,1,15064,0.0756107275624004,0,16156.667203396
"1202",21145,2016,3,0,1,1.5,1,0,0,1,14204,0.104266403829907,0,6517.25614035088
"1203",21146,2016,4,0,1,2,1,0,0,1,732,0.259562841530055,0,9430.17964071856
"1204",21147,2016,3,0,1,1.5,1,0,0,1,6358,0.171752123309217,0,10393.7881508079
"1205",21148,2016,3,0,1,8,1,0,0,1,9475,0.0873878627968338,0,14368.9972941631
"1206",21149,2016,2,0,1,4,0,1,0,0,25875,0.0732367149758454,0,16716.773201076
"1207",21151,2016,2,0,1,7,1,0,0,1,8610,0.0974448315911731,0,14515.6026779615
"1208",21152,2016,4,0,1,2,1,0,0,0,12330,0.119626926196269,0,13525.7902411666
"1209",21153,2016,4,0,1,6,1,0,0,1,22337,0.0930742713882795,0,17447.3874063917
"1210",21154,2016,35,0,4,65,4,0,0,1,78159,0.0687316879693957,11,19661.0103074031
"1211",21155,2016,3,0,1,4,1,0,0,1,5469,0.165112452002194,0,19271.8047016275
"1212",21157,2016,3,0,2,8,2,0,0,0.5,11122,0.173260204999101,4,14206.9882565492
"1213",21158,2016,5,0,1,1.7,0,1,0,0,7016,0.178591790193843,3,11882.9083333333
"1214",21159,2016,2,0,1,1.5,0,1,0,1,3644,0.264270032930845,0,6964.37897853442
"1215",21161,2016,3,0,2,18.3,1,1,0,0.5,20896,0.0832216692189893,0,14512.8136945322
"1216",21162,2016,3,0,1,1.5,0,1,0,1,3888,0.131687242798354,0,9129.00343642612
"1217",21163,2016,8,0,2,1,2,0,0,1,17711,0.0834509626785613,0,19684.7233554309
"1218",21164,2016,21,0,8,7.12,7,1,0,0.75,81667,0.0746078587434337,29,16825.6624147137
"1219",21166,2016,3,0,2,1.2,1,1,0,0,8579,0.138244550646929,0,13766.8611152196
"1220",21168,2016,3,0,1,5,1,0,0,0,6836,0.110883557636044,0,12623.4141337386
"1221",21169,2016,9,0,5,6.77,3,1,1,1,20622,0.138977790708952,5,15575.6399211506
"1222",21170,2016,4,0,1,8.5,1,0,0,1,16992,0.11293549905838,0,12810.3135957658
"1223",21171,2016,3,0,1,2.5,1,0,0,0,3568,0.0983744394618834,0,17626.7923809524
"1224",21172,2016,19,0,3,13.5,2,0,1,0.666666666666667,28608,0.116296140939597,6,12278.5991219183
"1225",21173,2016,3,0,1,4,1,0,0,0,5905,0.102963590177815,4,23426.9737171464
"1226",21174,2016,72,0,11,80.756,8,0,2,0.818181818181818,98659,0.0953587609848063,21,21944.3125630167
"1227",21175,2016,11,0,1,11.83,1,0,0,1,13378,0.0958289729406488,0,13179.0997782705
"1228",21176,2016,2,0,1,6,1,0,0,0,8576,0.111940298507463,0,15572.9880749574
"1229",21177,2016,5,0,2,10.66,1,1,0,1,53356,0.0779293800134943,5,12049.760594942
"1230",21178,2016,3,0,1,2.285,1,0,0,1,16372,0.150195455655998,0,9356.49284785436
"1231",21179,2016,21,0,1,12,1,0,0,0,29030,0.0987254564243886,5,11318.1972964606
"1232",21180,2016,4,0,2,13,2,0,0,1,40960,0.0996826171875,4,15077.9481676821
"1233",21181,2016,3,0,1,2,0,1,0,1,7296,0.0796326754385965,0,15784.7941585535
"1234",21183,2016,5,0,1,5,0,1,0,1,20013,0.0855443961425074,0,8979.14344355758
"1235",21185,2016,4,0,1,6,1,0,0,0,8452,0.112636062470421,0,12296.4129073688
"1236",21186,2016,21,0,6,15.02,4,0,1,0.5,53899,0.115159835989536,11,15570.4042945277
"1237",21188,2016,3,0,1,3,1,0,0,1,18142,0.125840590894058,0,9026.15010012014
"1238",21189,2016,8,0,3,14,3,0,0,1,21535,0.0888785697701416,0,15560.0543239951
"1239",21191,2016,11,0,3,5,1,2,0,0,9131,0.161209068010076,7,17404.095311299
"1240",21192,2016,3,0,1,1.5,1,0,0,1,6380,0.165673981191223,0,13088.8126984127
"1241",21193,2016,3,0,1,2,1,0,0,1,7303,0.133232917978913,0,11775.6310052483
"1242",21194,2016,7,0,3,9,3,0,0,1,29330,0.114797136038186,7,17698.0329815303
"1243",21195,2016,5,0,2,1,2,0,0,0,24749,0.0949129257747788,3,8945.12053605422
"1244",21197,2016,30,0,4,40,4,0,0,0,82626,0.103030523079902,24,17247.7789765272
"1245",21199,2016,9,0,3,30,3,0,0,0.666666666666667,40369,0.069013351829374,0,13303.117087156
"1246",21200,2016,8,0,2,1.25,0,1,0,0.5,3246,0.175600739371534,0,11364.219400711
"1247",21201,2016,4,0,1,1,1,0,0,1,3324,0.141095066185319,0,9986.14227458088
"1248",21202,2016,5,0,1,4.5,1,0,0,1,12838,0.108350210313133,3,8645.81270657363
"1249",21203,2016,3,2,1,8,1,0,0,1,6393,0.113874550289379,0,10033.4375161708
"1250",21204,2016,4,0,1,2.1,1,0,0,1,8029,0.100012454851165,0,14721.5745253401
"1251",21205,2016,4,0,3,14,1,2,0,0.666666666666667,25473,0.0688572213716484,0,15088.5215029425
"1252",21206,2016,3,0,1,4,1,0,0,1,4430,0.152370203160271,0,11959.9714607585
"1253",21207,2016,25,18,3,20,3,0,0,1,55700,0.0957630161579892,11,14879.2341318902
"1254",21208,2016,37,14,6,70,4,0,1,0.833333333333333,83689,0.107325932918305,43,18816.1480733536
"1255",21209,2016,3,0,2,6,1,0,0,1,8550,0.134619883040936,4,13577.3006012024
"1256",21211,2016,11,0,2,10,0,2,0,0,16319,0.0989643973282677,6,19415.1510917031
"1257",21212,2016,5,0,1,2,1,0,0,1,18972,0.117383512544803,3,10270.3998750878
"1258",21213,2016,3,0,1,10,0,1,0,1,13478,0.106840777563437,0,10419.9798374653
"1259",21214,2016,10,0,3,30,2,1,0,0.666666666666667,17042,0.0918319446074404,5,14344.7600051473
"1260",21215,2016,3,0,1,1.5,1,0,0,1,4963,0.133790046342938,0,9600.21937139192
"1261",21216,2016,3,0,1,1,1,0,0,0,2403,0.169371618809821,0,9510.2683982684
"1262",21217,2016,6,0,1,1,1,0,0,1,17828,0.113417096701817,3,5737.74830590513
"1263",22001,2016,55,52,11,34,8,0,2,0.363636363636364,61071,0.0996381261155049,6,16386.2084991655
"1264",22002,2016,20,19,6,10.5,1,4,1,0.833333333333333,25329,0.115440799084054,7,15215.337804878
"1265",22003,2016,10,2,3,10,3,0,0,0.666666666666667,13386,0.159046765277155,0,19278.9519586105
"1266",22004,2016,27,24,22,30,8,3,11,0.454545454545455,70622,0.0895046869247543,14,19999.8621682781
"1267",22005,2016,50,47,3,37.25,3,0,0,1,63566,0.0690935405720039,3,22709.1719579051
"1268",22007,2016,40,39,8,27,7,1,0,0.75,41062,0.079976620719887,37,23575.4610211706
"1269",22008,2016,17,11,8,28.5,7,0,1,0.75,38843,0.0767448446309502,0,24233.9871036011
"1270",22009,2016,20,10,8,14,6,1,1,1,27172,0.126048873840718,16,28371.508882149
"1271",22010,2016,19,19,8,16,4,1,0,0.875,17551,0.149962965073215,0,16305.422548121
"1272",22011,2016,122,39,22,80.6,17,3,0,0.727272727272727,164238,0.0560162690729307,3,35173.6234395339
"1273",22012,2016,33,29,5,48,4,1,0,0.8,69182,0.0747448758347547,0,24955.9360279151
"1274",22013,2016,12,7,4,15,4,0,0,0.75,20485,0.113985843299976,3,17742.6612629102
"1275",22014,2016,475,38,56,1120.46,49,1,0,1,894329,0.0912818437062871,126,45362.2382612077
"1276",22015,2016,12,8,3,5.5,3,0,0,1,9603,0.0956992606477143,8,22797.3210427769
"1277",22016,2016,189,181,19,186,18,0,1,0.578947368421053,273750,0.0906849315068493,32,30671.3707315168
"1278",22017,2016,47,34,9,58,7,2,0,0.666666666666667,72208,0.0881758253933082,41,24070.3573958316
"1279",22018,2016,19,15,3,9.5,2,1,0,0.666666666666667,28654,0.079395546869547,0,21047.0781677767
"1280",23001,2016,32,31,11,104.63,9,0,2,1,87791,0.0761581483295554,65,33588.5279009326
"1281",23002,2016,35,14,5,98,3,2,0,0.8,83085,0.086261057952699,16,17503.1667905914
"1282",23003,2016,62,23,9,54,3,0,4,0.777777777777778,20153,0.080236193122612,66,33358.9498908236
"1283",23004,2016,138,110,10,346,10,0,0,1,219985,0.0992976793872309,118,31345.1341716531
"1284",23005,2016,165,152,74,1095,74,0,0,0.986486486486487,760116,0.0564019176020502,255,41263.7736240282
"1285",23006,2016,54,15,4,13.6,3,1,0,1,37767,0.0919850663277464,9,15012.1422764228
"1286",23007,2016,46,13,8,25,4,0,4,0.5,27625,0.0806153846153846,13,17768.6383318461
"1287",23008,2016,237,87,29,600,29,0,0,1,219699,0.0355804987733217,247,45307.1884048907
"1288",23009,2016,43,19,7,100.51,7,0,0,1,33604,0.0433579335793358,156,36442.1351103254
"1289",24001,2016,3,0,1,4,1,0,0,0,18314,0.12624221906738,0,12791.1028037383
"1290",24002,2016,4,0,1,4.5,0,1,0,1,8318,0.180812695359461,0,11758.3001293661
"1291",24003,2016,40,0,4,12,1,0,3,1,49042,0.111863300844174,0,8885.98012970885
"1292",24004,2016,2,2,1,3,0,0,1,0,3990,0.221303258145363,0,14092.5907879711
"1293",24005,2016,23,15,5,17,3,1,1,0.2,18402,0.176230844473427,6,19848.8107402032
"1294",24006,2016,12,0,1,2.5,1,0,0,1,9703,0.14480057714109,30,14429.6743041673
"1295",24007,2016,10,4,3,10,2,0,0,0,19314,0.12001656829243,4,17625.8113684211
"1296",24008,2016,25,18,7,22,4,3,0,1,21267,0.163116565571073,5,19969.4277914641
"1297",24009,2016,4,0,2,15,1,0,0,0,4638,0.105648986632169,0,30607.8407425501
"1298",24010,2016,10,9,3,18,1,2,0,0,33176,0.143959488787075,4,16193.2271111656
"1299",24011,2016,10,7,8,40,2,4,0,0,45756,0.117274237258502,9,21168.3869070312
"1300",24012,2016,37,0,2,15,2,0,0,0.5,20452,0.137150400938784,3,11904.0174140183
"1301",24013,2016,98,69,17,200,12,0,5,0.235294117647059,178884,0.123068580756244,43,25768.3505333176
"1302",24014,2016,6,0,1,2,0,1,0,1,14818,0.17316776892968,0,8975.51918592326
"1303",24015,2016,26,23,3,20,3,0,0,0,20779,0.128061985658598,10,18752.7598835799
"1304",24016,2016,18,18,4,20.95,4,0,0,1,43977,0.128226118198149,6,19453.0160578789
"1305",24017,2016,5,0,3,4,0,0,1,0,26411,0.168641853773049,3,11914.8519807479
"1306",24018,2016,5,0,1,5,1,0,0,1,15931,0.126357416358044,3,13128.2194459533
"1307",24019,2016,5,0,1,3,0,1,0,1,5400,0.238148148148148,0,13175.5792828685
"1308",24020,2016,108,94,11,60.04,5,2,4,0.363636363636364,100514,0.0953996458204827,29,24586.181109572
"1309",24021,2016,17,0,4,10,1,2,1,0,57932,0.10287923772699,0,18647.1273177782
"1310",24022,2016,4,3,2,5,2,0,0,0,19581,0.136918441346203,0,12293.8213473143
"1311",24023,2016,7,6,2,8,2,0,0,0,15193,0.194760745079971,0,16363.6820960699
"1312",24024,2016,90,87,16,90,13,2,0,0,94644,0.138318329740924,28,23706.5084884995
"1313",24025,2016,27,26,2,18,2,0,0,1,32115,0.103938969328974,5,14382.000899056
"1314",24026,2016,9,0,1,6,1,0,0,0,9355,0.123463388562266,0,7552.14255319149
"1315",24027,2016,10,0,3,15,0,0,3,0.333333333333333,10274,0.194568814483161,0,17148.3959296947
