"","clave_mun","ingreso"
"1334","20325",16833849
"1335","20326",1641099
"1336","20327",33419508
"1337","20328",1411355
"1338","20329",376720
"1339","20330",6215821
"1340","20331",794651
"1341","20332",206821
"1342","20333",8992097
"1343","20334",121623483
"1344","20335",465904
"1345","20336",1944344
"1346","20337",12065883
"1347","20338",32079485
"1348","20339",9136114
"1349","20340",1122260
"1350","20341",301553
"1351","20342",20248114
"1352","20343",9510636
"1353","20344",1541985
"1354","20345",6756725
"1355","20346",1814999
"1356","20347",13160804
"1357","20348",14209662
"1358","20349",4363172
"1359","20350",74997699
"1360","20351",17142360
"1361","20352",866029
"1362","20353",1827083
"1363","20354",213753
"1364","20355",1369714
"1365","20356",3827130
"1366","20357",720661
"1367","20358",1894939
"1368","20359",266805
"1369","20360",6487321
"1370","20361",337565
"1371","20362",2632630
"1372","20363",3714712
"1373","20364",35153714
"1374","20365",706685
"1375","20366",2335965
"1376","20367",5064101
"1377","20368",3427837
"1378","20369",7322777
"1379","20370",1170633
"1380","20371",1812076
"1381","20372",4638613
"1382","20373",301560
"1383","20374",1214373
"1384","20375",43483840
"1385","20376",340252
"1386","20377",8613978
"1387","20378",4645278
"1388","20379",1642144
"1389","20380",4261246
"1390","20381",3894715
"1391","20382",2381566
"1392","20383",379348
"1393","20384",11939805
"1394","20385",482023053
"1395","20386",8394024
"1396","20387",6865767
"1397","20388",41030873
"1398","20389",2811254
"1399","20390",191716392
"1400","20391",2990049
"1401","20392",6274728
"1402","20393",8446939
"1403","20394",3646488
"1404","20395",1015333
"1405","20396",1509086
"1406","20397",112426337
"1407","20398",5822663
"1408","20399",135520679
"1409","20400",5355004
"1410","20401",65154612
"1411","20402",29341765
"1412","20403",17382882
"1413","20404",994595
"1414","20405",1745034
"1415","20406",30565680
"1416","20407",36317185
"1417","20408",624937
"1418","20409",26307031
"1419","20410",1411298
"1420","20411",1984267
"1421","20412",7170702
"1422","20413",278051218
"1423","20414",17394905
"1424","20415",3511471
"1425","20416",3123809
"1426","20417",7162202
"1427","20418",28165150
"1428","20419",581719
"1429","20420",1318930
"1430","20421",9991638
"1431","20422",2610910
"1432","20423",197603
"1433","20424",2844348
"1434","20425",1633737
"1435","20426",3080736
"1436","20427",93599007
"1437","20428",476055
"1438","20429",1012228
"1439","20430",307214
"1440","20431",4644222
"1441","20432",1719732
"1442","20433",2257629
"1443","20434",5439919
"1444","20435",6059117
"1445","20436",221242
"1446","20437",13105268
"1447","20438",1168568
"1448","20439",47797928
"1449","20440",428888
"1450","20441",22199269
"1451","20442",63335
"1452","20443",278987
"1453","20444",480387
"1454","20445",1584274
"1455","20446",3115616
"1456","20447",15135300
"1457","20448",462871
"1458","20449",3514413
"1459","20450",4027199
"1460","20451",225204
"1461","20452",10948819
"1462","20453",12422592
"1463","20454",5347733
"1464","20455",3248429
"1465","20456",2674129
"1466","20457",1583130
"1467","20458",5900079
"1468","20459",6347377
"1469","20460",2859221
"1470","20461",5183772
"1471","20462",8165325
"1472","20463",154059
"1473","20464",210987
"1474","20465",1533398
"1475","20466",7824612
"1476","20467",36180655
"1477","20468",6576156
"1478","20469",57189334
"1479","20470",4359735
"1480","20471",243399
"1481","20472",6578193
"1482","20473",515741
"1483","20474",6259162
"1484","20475",26951049
"1485","20476",447745
"1486","20477",579092
"1487","20478",725388
"1488","20479",131892
"1489","20480",787995
"1490","20481",975182
"1491","20482",144084519
"1492","20483",26088510
"1493","20484",3988198
"1494","20485",58416286
"1495","20486",4251258
"1496","20487",3190716
"1497","20488",188885
"1498","20489",3831830
"1499","20490",1806419
"1500","20491",2371834
"1501","20492",1755824
"1502","20493",831768
"1503","20494",1893173
"1504","20495",1709375
"1505","20496",2756876
"1506","20497",3518282
"1507","20498",11584679
"1508","20499",3862690
"1509","20500",5601466
"1510","20501",1014634
"1511","20502",5152978
"1512","20503",342720
"1513","20504",2479930
"1514","20505",16516064
"1515","20506",642750
"1516","20507",39177414
"1517","20508",3451158
"1518","20509",7849551
"1519","20510",628971
"1520","20511",6001792
"1521","20512",459230
"1522","20513",67119766
"1523","20514",309739
"1524","20515",134255820
"1525","20516",5122974
"1526","20517",7575200
"1527","20518",124486
"1528","20519",10203010
"1529","20520",11017795
"1530","20521",187822
"1531","20522",737251
"1532","20523",4602160
"1533","20524",119777
"1534","20525",22770927
"1535","20526",25414383
"1536","20527",1154987
"1537","20528",1593305
"1538","20529",3328049
"1539","20530",6251822
"1540","20531",4753707
"1541","20532",2575705
"1542","20533",5041287
"1543","20534",1404626
"1544","20535",38996846
"1545","20536",1646791
"1546","20537",13454551
"1547","20538",876593
"1548","20539",17694333
"1549","20540",22456308
"1550","20541",2066957
"1551","20542",874303
"1552","20543",5893660
"1553","20544",3070630
"1554","20545",21882014
"1555","20546",19511142
"1556","20547",1020971
"1557","20548",2957076
"1558","20549",21895566
"1559","20550",22253597
"1560","20551",92152755
"1561","20552",299162
"1562","20553",46554977
"1563","20554",3104005
"1564","20555",5294183
"1565","20556",338652
"1566","20557",39049667
"1567","20558",1643104
"1568","20559",24473888
"1569","20560",17723331
"1570","20561",7142380
"1571","20562",2125628
"1572","20563",871467
"1573","20564",526734
"1574","20565",120333623
"1575","20566",1391342
"1576","20567",3675731
"1577","20568",2078971
"1578","20569",1731679
"1579","20570",59294802
"1580","21001",156147911
"1581","21002",19545525
"1582","21003",81335394
"1583","21004",133180247
"1584","21005",2891867
"1585","21006",33423671
"1586","21007",2145749
"1587","21008",19147203
"1588","21009",2368266
"1589","21010",574055065
"1590","21011",3217280
"1591","21012",12262908
"1592","21013",47387088
"1593","21014",4009374
"1594","21015",325219468
"1595","21016",18898465
"1596","21017",40620685
"1597","21018",6734643
"1598","21019",532418238
"1599","21020",11587339
"1600","21021",3212966
"1601","21022",132040019
"1602","21023",15454543
"1603","21024",3419979
"1604","21025",13416329
"1605","21026",22810519
"1606","21027",3146888
"1607","21028",2031986
"1608","21029",3899125
"1609","21030",3678193
"1610","21031",3506182
"1611","21032",2521967
"1612","21033",4889308
"1613","21034",130336078
"1614","21035",49369358
"1615","21036",11454416
"1616","21037",4460556
"1617","21038",28161315
"1618","21039",20800854
"1619","21040",25037174
"1620","21041",654801897
"1621","21042",1861560
"1622","21043",54248033
"1623","21044",24425357
"1624","21045",74319259
"1625","21046",17333932
"1626","21047",46049721
"1627","21048",40318865
"1628","21049",16243591
"1629","21050",32778215
"1630","21051",113043603
"1631","21052",1248219
"1632","21053",124646526
"1633","21054",66350163
"1634","21055",4805512
"1635","21056",1718777
"1636","21057",53267945
"1637","21058",28006405
"1638","21059",10295295
"1639","21060",18534317
"1640","21061",30922213
"1641","21062",7084904
"1642","21063",35959472
"1643","21064",32693798
"1644","21065",36562313
"1645","21066",6750470
"1646","21067",30521599
"1647","21068",7400360
"1648","21069",53284484
"1649","21070",26808540
"1650","21071",396694934
"1651","21072",54004443
"1652","21073",21863616
"1653","21074",250258612
"1654","21075",15649435
"1655","21076",38475357
"1656","21077",3830113
"1657","21078",188165855
"1658","21079",9531570
"1659","21080",20618463
"1660","21081",19862959
"1661","21082",15269830
"1662","21083",20932333
"1663","21084",5856732
"1664","21085",352848055
"1665","21086",15713760
"1666","21087",13378798
"1667","21088",4346412
"1668","21089",11934692
"1669","21090",170304351
"1670","21091",19820994
"1671","21092",4771372
"1672","21093",5805530
"1673","21094",103127126
"1674","21095",10752721
"1675","21096",14585198
"1676","21097",4872164
"1677","21098",7458445
"1678","21099",27426995
"1679","21100",8627147
"1680","21101",2983354
"1681","21102",37862844
"1682","21103",15751845
"1683","21104",72416976
"1684","21105",6790827
"1685","21106",308019960
"1686","21107",8367264
"1687","21108",35410943
"1688","21109",84598838
"1689","21110",61151102
"1690","21111",18782357
"1691","21112",8593817
"1692","21113",9278834
"1693","21114",10643873781
"1694","21115",85278781
"1695","21116",22974193
"1696","21117",32574886
"1697","21118",54010920
"1698","21119",1747330499
"1699","21120",7845153
"1700","21121",1421748
"1701","21122",24368082
"1702","21123",3384749
"1703","21124",27017048
"1704","21125",29640761
"1705","21126",14163297
"1706","21127",6130551
"1707","21128",22315791
"1708","21129",19186153
"1709","21130",3758273
"1710","21131",1084753
"1711","21132",604321974
"1712","21133",891586
"1713","21134",37237302
"1714","21135",319729
"1715","21136",26704997
"1716","21137",18778347
"1717","21138",25323994
"1718","21139",4480221
"1719","21140",1843033740
"1720","21141",4508193
"1721","21142",51343895
"1722","21143",86363130
"1723","21144",31633105
"1724","21145",43009257
"1725","21146",707017
"1726","21147",9182134
"1727","21148",18539528
"1728","21149",100915552
"1729","21150",8939188
"1730","21151",14962597
"1731","21152",22617630
"1732","21153",42202320
"1733","21154",380479343
"1734","21155",21734828
"1735","21156",1717270450
"1736","21157",19704794
"1737","21158",8980271
"1738","21159",3165419
"1739","21160",4592521
"1740","21161",43375936
"1741","21162",5825826
"1742","21163",45263563
"1743","21164",140386171
"1744","21165",701179
"1745","21166",29588211
"1746","21167",10068066
"1747","21168",8290955
"1748","21169",47048400
"1749","21170",29716101
"1750","21171",9624918
"1751","21172",50063712
"1752","21173",15415663
"1753","21174",444621583
"1754","21175",23827968
"1755","21176",16887622
"1756","21177",77757425
"1757","21178",22492821
"1758","21179",41763081
"1759","21180",196701752
"1760","21181",11954790
"1761","21182",9492161
"1762","21183",31973391
"1763","21184",6112545
"1764","21185",16081784
"1765","21186",89416030
"1766","21187",31746595
"1767","21188",185154124
"1768","21189",42175602
"1769","21190",1032902
"1770","21191",26205151
"1771","21192",9589177
"1772","21193",9109956
"1773","21194",44771088
"1774","21195",24531352
"1775","21196",1875878
"1776","21197",153487480
"1777","21198",1000791
"1778","21199",71145298
"1779","21200",4316498
"1780","21201",3277868
"1781","21202",39340129
"1782","21203",8199526
"1783","21204",14025845
"1784","21205",43728347
"1785","21206",4769548
"1786","21207",80513722
"1787","21208",168642362
"1788","21209",13408537
"1789","21210",4997269
"1790","21211",35976989
"1791","21212",22264933
"1792","21213",29322298
"1793","21214",46382393
"1794","21215",3129766
"1795","21216",1980102
"1796","21217",14257934
"1797","22001",195211864
"1798","22002",54175682
"1799","22003",22559126
"1800","22004",148782405
"1801","22005",192266387
"1802","22006",2469932376
"1803","22007",178660105
"1804","22008",147005810
"1805","22009",119549558
"1806","22010",54054079
"1807","22011",2041017257
"1808","22012",271119742
"1809","22013",40874620
"1810","22014",9192887620
"1811","22015",37680199
"1812","22016",1529840703
"1813","22017",219100397
"1814","22018",83758252
"1815","23001",379925063
"1816","23002",296179011
"1817","23003",144557000
"1818","23004",883774151
"1819","23005",6617601786
"1820","23006",63568518
"1821","23007",98586774
"1822","23008",3813870621
"1823","23009",266639934
"1824","23010",326172636
"1825","23011",375702063
"1826","24001",66567625
"1827","24002",8375993
"1828","24003",101643541
"1829","24004",6044191
"1830","24005",47727794
"1831","24006",15989183
"1832","24007",56294020
"1833","24008",58658646
"1834","24009",21355256
"1835","24010",42638855
"1836","24011",125102146
"1837","24012",66541989
"1838","24013",640326688
"1839","24014",92917900
"1840","24015",37001565
"1841","24016",97620255
"1842","24017",91278914
"1843","24018",42552869
"1844","24019",13443447
"1845","24020",412742137
"1846","24021",363243801
"1847","24022",47993082
"1848","24023",27342118
"1849","24024",293029335
"1850","24025",56892954
"1851","24026",13404677
"1852","24027",20429036
"1853","24028",14874842803
"1854","24029",19462657
"1855","24030",12661284
"1856","24031",11414083
"1857","24032",467482272
"1858","24033",6958863
"1859","24034",30638754
"1860","24035",3819350250
"1861","24036",66442805
"1862","24037",171835094
"1863","24038",15479914
"1864","24039",19960064
"1865","24040",107508601
"1866","24041",32258817
"1867","24042",29666546
"1868","24043",23918267
"1869","24044",10833608
"1870","24045",29302758
"1871","24046",44402852
"1872","24047",14246349
"1873","24048",21392337
"1874","24049",48107116
"1875","24050",144406015
"1876","24051",35944043
"1877","24052",13107418
"1878","24053",76721937
"1879","24054",62105105
"1880","24055",113710654
"1881","24056",92832458
"1882","24057",47390940
"1883","24058",46377422
"1884","25001",1495995803
"1885","25002",123909449
"1886","25003",25076606
"1887","25004",63990399
"1888","25005",31021342
"1889","25006",5537624350
"1890","25007",66253611
"1891","25008",182359115
"1892","25009",185921511
"1893","25010",259329855
"1894","25011",837554177
"1895","25012",2619463286
"1896","25013",131825126
"1897","25014",271031041
"1898","25015",261740553
"1899","25016",35002301
"1900","25017",153076120
"1901","25018",420873511
"1902","26001",18245310
"1903","26002",719698876
"1904","26003",79956285
"1905","26004",26701765
"1906","26005",10158407
"1907","26006",7050677
"1908","26007",7250027
"1909","26008",2578835
"1910","26009",1636523
"1911","26010",8562390
"1912","26011",4996035
"1913","26012",62483657
"1914","26013",9506009
"1915","26014",7774049
"1916","26015",1951921
"1917","26016",16928179
"1918","26017",368977439
"1919","26018",1571941485
"1920","26019",157684359
"1921","26020",13174378
"1922","26021",7869476
"1923","26022",2340243
"1924","26023",48917541
"1925","26024",1774270
"1926","26025",263185215
"1927","26026",129740164
"1928","26027",21005432
"1929","26028",2820957
"1930","26029",559938404
"1931","26030",10249642212
"1932","26031",5562431
"1933","26032",2584340
"1934","26033",181822265
"1935","26034",2166553
"1936","26035",58350355
"1937","26036",137888730
"1938","26037",3142670
"1939","26038",19426533
"1940","26039",25719054
"1941","26040",9153186
"1942","26041",86759608
"1943","26042",524895946
"1944","26043",2429730091
"1945","26044",983704
"1946","26045",26241837
"1947","26046",1589332
"1948","26047",32431872
"1949","26048",221116767
"1950","26049",7042987
"1951","26050",3518645
"1952","26051",9564185
"1953","26052",12870846
"1954","26053",2948951
"1955","26054",2886454
"1956","26055",2654045138
"1957","26056",29804891
"1958","26057",4374867
"1959","26058",45836558
"1960","26059",4695153
"1961","26060",4347416
"1962","26061",8994665
"1963","26062",3384385
"1964","26063",1905879
"1965","26064",5539033
"1966","26065",2922091
"1967","26066",35411453
"1968","26067",4079177
"1969","26068",8194637
"1970","26069",6492400
"1971","26070",37673040
"1972","26071",43742157
"1973","26072",28765732
"1974","27001",118637842
"1975","27002",813101346
"1976","27003",144103789
"1977","27004",2761273246
"1978","27005",514848826
"1979","27006",295573997
"1980","27007",74000269
"1981","27008",399659706
"1982","27009",76637981
"1983","27010",263460344
"1984","27011",68984425
"1985","27012",354569094
"1986","27013",564465829
"1987","27014",282308327
"1988","27015",334737714
"1989","27016",142776317
"1990","27017",132920764
"1991","28001",31635371
"1992","28002",122650281
"1993","28003",1218776974
"1994","28004",14460792
"1995","28005",10037123
"1996","28006",5224719
"1997","28007",44039580
"1998","28008",6110309
"1999","28009",1021507885
"2000","28010",2925869
"2001","28011",17238231
"2002","28012",88791182
"2003","28013",30086498
"2004","28014",12365654
"2005","28015",44746756
"2006","28016",33943205
"2007","28017",33413119
"2008","28018",8643445
"2009","28019",27993747
"2010","28020",2644221
"2011","28021",240363184
"2012","28022",2717070960
"2013","28023",5679348
"2014","28024",18006347
"2015","28025",80710431
"2016","28026",3100087
"2017","28027",3157276880
"2018","28028",7220968
"2019","28029",25877744
"2020","28030",22258285
"2021","28031",3184383
"2022","28032",3968315872
"2023","28033",344758287
"2024","28034",17938283
"2025","28035",117268574
"2026","28036",1439134
"2027","28037",46076842
"2028","28038",1740820958
"2029","28039",39056842
"2030","28040",240672471
"2031","28041",1259863524
"2032","28042",15709381
"2033","28043",67759718
"2034","29001",30108646
"2035","29002",52231934
"2036","29003",24112818
"2037","29004",30941207
"2038","29005",277732841
"2039","29006",132597840
"2040","29007",46187252
"2041","29008",45087114
"2042","29009",12437752
"2043","29010",214973963
"2044","29011",7586144
"2045","29012",33991249
"2046","29013",205460569
"2047","29014",33248553
"2048","29015",88410472
"2049","29016",15206374
"2050","29017",22661403
"2051","29018",84870352
"2052","29019",47392713
"2053","29020",16238745
"2054","29021",35276957
"2055","29022",124066541
"2056","29023",62825980
"2057","29024",114723295
"2058","29025",228081701
"2059","29026",64015149
"2060","29027",97561940
"2061","29028",112597594
"2062","29029",28891599
"2063","29030",24205008
"2064","29031",100055211
"2065","29032",72007063
"2066","29033",500489342
"2067","29034",96992390
"2068","29035",11187832
"2069","29036",65770148
"2070","29037",11751652
"2071","29038",60779213
"2072","29039",44433977
"2073","29040",20757147
"2074","29041",291239456
"2075","29042",33022487
"2076","29043",141031053
"2077","29044",128290286
"2078","29045",14689370
"2079","29046",6719061
"2080","29047",4809186
"2081","29048",0
"2082","29049",14846308
"2083","29050",25383310
"2084","29051",12341263
"2085","29052",11585940
"2086","29053",24427458
"2087","29054",15640927
"2088","29055",4687485
"2089","29056",17871548
"2090","29057",15857519
"2091","29058",44137917
"2092","29059",16712652
"2093","29060",12573718
"2094","30001",16255884
"2095","30002",4723426
"2096","30003",161179674
"2097","30004",174979309
"2098","30005",9163281
"2099","30006",39248562
"2100","30007",11490927
"2101","30008",10911110
"2102","30009",46418660
"2103","30010",97338349
"2104","30011",437655164
"2105","30012",16158066
"2106","30013",56125957
"2107","30014",156586136
"2108","30015",129665983
"2109","30016",75472984
"2110","30017",17154006
"2111","30018",1046191
"2112","30019",4847916
"2113","30020",9647884
"2114","30021",46820497
"2115","30022",102663620
"2116","30023",61823905
"2117","30024",32955140
"2118","30025",22121329
"2119","30026",103406889
"2120","30027",18305857
"2121","30028",820419758
"2122","30029",9907957
"2123","30030",90864003
"2124","30031",23504700
"2125","30032",69713755
"2126","30033",40432045
"2127","30034",49182075
"2128","30035",20087876
"2129","30036",27607490
"2130","30037",9419600
"2131","30038",371942114
"2132","30039",1401024022
"2133","30040",148915016
"2134","30041",19890192
"2135","30042",9722335
"2136","30043",22134425
"2137","30044",1956243754
"2138","30045",188784747
"2139","30046",30941827
"2140","30047",94416785
"2141","30048",339150478
"2142","30049",42278876
"2143","30050",17556515
"2144","30051",39771314
"2145","30052",19671004
"2146","30053",69358046
"2147","30054",17319238
"2148","30055",17238332
"2149","30056",8632731
"2150","30057",15186548
"2151","30058",87325167
"2152","30059",46462033
"2153","30060",26199136
"2154","30061",437080959
"2155","30062",43594857
"2156","30063",53504655
"2157","30064",3273906
"2158","30065",347835111
"2159","30066",87153311
"2160","30067",20398994
"2161","30068",288652978
"2162","30069",75222870
"2163","30070",24048897
"2164","30071",316085117
"2165","30072",39075635
"2166","30073",54065871
"2167","30074",14384550
"2168","30075",28050983
"2169","30076",6045689
"2170","30077",108771830
"2171","30078",16397039
"2172","30079",15984249
"2173","30080",30202925
"2174","30081",62274427
"2175","30082",36335343
"2176","30083",42997632
"2177","30084",17291458
"2178","30085",216893619
"2179","30086",64084487
"2180","30087",3001751276
"2181","30088",6208464
"2182","30089",90518147
"2183","30090",20924797
"2184","30091",38027939
"2185","30092",97900667
"2186","30093",29792777
"2187","30094",89209706
"2188","30095",16706174
"2189","30096",1616425
"2190","30097",39587829
"2191","30098",4628504
"2192","30099",50707539
"2193","30100",52152776
"2194","30101",58252477
"2195","30102",346463358
"2196","30103",7792951
"2197","30104",27309538
"2198","30105",555539757
"2199","30106",4878521
"2200","30107",2539113
"2201","30108",438616088
"2202","30109",195500366
"2203","30110",9609628
"2204","30111",34668959
"2205","30112",51756000
"2206","30113",21210760
"2207","30114",18411780
"2208","30115",68529611
"2209","30116",58500497
"2210","30117",35541264
"2211","30118",385750973
"2212","30119",12513487
"2213","30120",21270580
"2214","30121",76482755
"2215","30122",25155219
"2216","30123",223379410
"2217","30124",266938626
"2218","30125",52681200
"2219","30126",107548010
"2220","30127",30593622
"2221","30128",476832050
"2222","30129",27824288
"2223","30130",71732820
"2224","30131",676553710
"2225","30132",30452977
"2226","30133",168940884
"2227","30134",39659424
"2228","30135",48017048
"2229","30136",16554309
"2230","30137",5713873
"2231","30138",102803239
"2232","30139",12676750
"2233","30140",4267786
"2234","30141",260861357
"2235","30142",52287904
"2236","30143",77498479
"2237","30144",50522066
"2238","30145",41831793
"2239","30146",6969339
"2240","30147",14139319
"2241","30148",55698069
"2242","30149",18485427
"2243","30150",46012074
"2244","30151",59213811
"2245","30152",22458845
"2246","30153",8789997
"2247","30154",16005887
"2248","30155",267346878
"2249","30156",6074619
"2250","30157",30638652
"2251","30158",95745697
"2252","30159",32680358
"2253","30160",245030605
"2254","30161",59262116
"2255","30162",7059551
"2256","30163",21843310
"2257","30164",83480949
"2258","30165",12120965
"2259","30166",11099505
"2260","30167",21810709
"2261","30168",21851852
"2262","30169",38345506
"2263","30170",6045438
"2264","30171",6892273
"2265","30172",30026217
"2266","30173",88465789
"2267","30174",226304539
"2268","30175",162401369
"2269","30176",6622195
"2270","30177",13052693
"2271","30178",26379564
"2272","30179",5349535
"2273","30180",11807237
"2274","30181",116182507
"2275","30182",47411990
"2276","30183",143290039
"2277","30184",7865710
"2278","30185",11348050
"2279","30186",13839681
"2280","30187",6657562
"2281","30188",28990686
"2282","30189",498279000
"2283","30190",3047785
"2284","30191",81720879
"2285","30192",35467207
"2286","30193",2858340095
"2287","30194",26269884
"2288","30195",5271178
"2289","30196",78004645
"2290","30197",17292770
"2291","30198",11625345
"2292","30199",25606672
"2293","30200",21881998
"2294","30201",52622616
"2295","30202",6321095
"2296","30203",35060050
"2297","30204",140061647
"2298","30205",44829894
"2299","30206",72384430
"2300","30207",96790829
"2301","30208",59774502
"2302","30209",13187868
"2303","30210",64269732
"2304","30211",93534294
"2305","30212",8436450
"2306","31001",14012314
"2307","31002",45023915
"2308","31003",18637463
"2309","31004",14044260
"2310","31005",4163764
"2311","31006",18414883
"2312","31007",29503820
"2313","31008",10661300
"2314","31009",9420467
"2315","31010",40917517
"2316","31011",13321728
"2317","31012",4654041
"2318","31013",103265617
"2319","31014",3113416
"2320","31015",11991229
"2321","31016",2911497
"2322","31017",6477203
"2323","31018",5268429
"2324","31019",217193363
"2325","31020",12880816
"2326","31021",10001633
"2327","31022",3401399
"2328","31023",12681996
"2329","31024",5746409
"2330","31025",9272189
"2331","31026",7979884
"2332","31027",21268052
"2333","31028",4694742
"2334","31029",10452536
"2335","31030",9522066
"2336","31031",3584434
"2337","31032",23276255
"2338","31033",41982529
"2339","31034",12434982
"2340","31035",19530392
"2341","31036",19036615
"2342","31037",10516493
"2343","31038",86254455
"2344","31039",14492254
"2345","31040",61368225
"2346","31041",773912200
"2347","31042",8507480
"2348","31043",6060422
"2349","31044",14040983
"2350","31045",5505645
"2351","31046",4735003
"2352","31047",7932081
"2353","31048",60832028
"2354","31049",5538035
"2355","31050",12172061722
"2356","31051",9242745
"2357","31052",94518302
"2358","31053",35156632
"2359","31054",8078054
"2360","31055",15717843
"2361","31056",72265148
"2362","31057",14180076
"2363","31058",47535192
"2364","31059",1489777882
"2365","31060",1655623
"2366","31061",7680458
"2367","31062",10248464
"2368","31063",11302450
"2369","31064",3168258
"2370","31065",5916516
"2371","31066",7292183
"2372","31067",27023876
"2373","31068",4870431
"2374","31069",18583067
"2375","31070",10616258
"2376","31071",2741968
"2377","31072",3723492
"2378","31073",4337732
"2379","31074",8298291
"2380","31075",11598870
"2381","31076",38367536
"2382","31077",3853682
"2383","31078",11427430
"2384","31079",117994794
"2385","31080",26009829
"2386","31081",4927341
"2387","31082",9535501
"2388","31083",7065734
"2389","31084",11707504
"2390","31085",52896542
"2391","31086",3355067
"2392","31087",10187777
"2393","31088",2736272
"2394","31089",90709103
"2395","31090",19240041
"2396","31091",19661398
"2397","31092",7368286
"2398","31093",51230482
"2399","31094",7780059
"2400","31095",14540384
"2401","31096",179747846
"2402","31097",5851583
"2403","31098",21587947
"2404","31099",16812936
"2405","31100",12161589
"2406","31101",270913348
"2407","31102",283875235
"2408","31103",12553852
"2409","31104",28046331
"2410","31105",11778715
"2411","31106",4264074
"2412","32001",17338071
"2413","32002",13507845
"2414","32003",3864785
"2415","32004",13577764
"2416","32005",113445881
"2417","32006",42896985
"2418","32007",54479511
"2419","32008",39010169
"2420","32009",13779016
"2421","32010",763021822
"2422","32011",37675893
"2423","32012",17941972
"2424","32013",15169531
"2425","32014",23144748
"2426","32015",2967730
"2427","32016",33240863
"2428","32017",859694777
"2429","32018",12525785
"2430","32019",65746027
"2431","32020",154882725
"2432","32021",4421515
"2433","32022",38561344
"2434","32023",33621991
"2435","32024",125003160
"2436","32025",22097482
"2437","32026",27826851
"2438","32027",7104713
"2439","32028",5197842
"2440","32029",45501517
"2441","32030",5850866
"2442","32031",29235846
"2443","32032",33464385
"2444","32033",9008176
"2445","32034",72967670
"2446","32035",26331272
"2447","32036",86515375
"2448","32037",26617941
"2449","32038",95077586
"2450","32039",140633968
"2451","32040",27110577
"2452","32041",3058324
"2453","32042",145562190
"2454","32043",3670827
"2455","32044",33235829
"2456","32045",19082709
"2457","32046",7456340
"2458","32047",22471615
"2459","32048",91134537
"2460","32049",100416293
"2461","32050",16836354
"2462","32051",63591214
"2463","32052",42904280
"2464","32053",17524892
"2465","32054",21626582
"2466","32055",94535295
"2467","32056",651639297
"2468","32057",39805172
"2469","32058",5091644
