clave_mun,staff,presupparcial,light,waste,poli,tax,pobtot2018,P60,ingpc2015,salmed,compstaff,pcollege,progtot,capreg,pagemed,pageold,ptemp,Estado,party,pct_muj,rural,semirural,urbsmall,urbmed,indice_marg,Partido,Ali
19046,2583,1498440055,34680,423,10081,0.206431791,418417,0.184325685,49857.28227,192612.5943,0.192024777,0.195896245,15,1,0.420828494,0.322880372,0,19,PAN,0.313962559,0,0,0,1,-2.095,PAN,FALSE
19047,262,35086043,233,11,12828,0.011718281,16188,0.125401532,32567.0108,133162.7595,0.13740458,0,0,0,0.339694656,0.488549618,0.351145038,19,LEFT,0.377862595,0,0,1,0,-1.68,PMC,FALSE
19048,1958,816951802,17122,250,24751,0.202474734,298851,0.100146896,44580.8932,226513.3774,0.242594484,0.272216547,0,1,0.325842697,0.368743616,0.424412666,19,PAN,0.342696629,0,0,0,1,-1.849,PAN,FALSE
19049,724,312912561,8625,55,1567,0.31099172,45525,0.156924767,44054.87821,214729.5373,0.160220994,0.28038674,10,1,0.412983425,0.263812155,0.040055249,19,PRI,0.33839779,0,0,1,0,-1.627,PRI-PVEM-PNA-PPN-PD,FALSE
19050,60,31690509,740,1,0,0.072161258,1635,0.231192661,24236.79412,188661.7167,0.216666667,0.033333333,2,0,0.583333333,0.083333333,0,19,LEFT,0.416666667,1,0,0,0,-0.665,PRD-PT,FALSE
19051,280,45771759,1349,4,193,0.015768239,3681,0.223037218,24021.12758,75022.85714,0.046428571,0.05,0,0,0.517857143,0.242857143,0,19,LEFT,0.55,0,1,0,0,-0.834,PRD-PT,FALSE
20002,167,96700419,1900,20,79,0.009939714,45109,0.128954311,15724.01492,212519.7784,0.167664671,0.179640719,5,0,0.431137725,0.143712575,0,20,PAN,0.291139241,0,0,1,0,0.339,PAN,FALSE
20005,151,53981219,2980,9,222,0.003143514,15159,0.201926248,26139.08658,201856.3775,0.099337748,0.205298013,14,0,0.397350993,0.132450331,0,20,PRI,0.24691358,0,0,1,0,-0.516,PRI-PVEM,TRUE
20008,26,3673414,50,0.115,15,0.004734998,754,0.269230769,14481.50289,47294.23077,0.115384615,0,0,0,0.346153846,0,0,20,SNI,0.083333333,1,0,0,0,-0.201,SNI,FALSE
20009,38,29134399,200,0.571,113,3.69E-04,6832,0.105386417,11438.34868,137667.5,0.078947368,0.105263158,0,0,0.394736842,0.052631579,0,20,PRI,0.205882353,0,1,0,0,0.377,PRI,TRUE
20010,70,30185019,500,8,238,0.005135051,13504,0.176910545,27322.43931,243865.6286,0.328571429,0.114285714,8,0,0.571428571,0.214285714,0,20,PRI,0.271186441,0,1,0,0,-0.805,PRI,TRUE
20013,16,11322581,310,0.857,80,0.028132951,2993,0.196458403,17703.42138,355884.6875,0.3125,0.1875,0,0,0.125,0.625,0,20,PRI,0.416666667,0,1,0,0,-0.24,PRI,TRUE
20014,220,60826388,1275,15,456,0.007611364,27754,0.14841104,27557.43485,162525.6545,0.190909091,0.272727273,3,0,0.236363636,0.227272727,0,20,LEFT,0.321243523,0,0,1,0,-1.072,MORENA,FALSE
20015,13,25263420,80,0.8,120,3.39E-04,5224,0.153139357,7102.410027,119999.7692,0.153846154,0,0,0,0.769230769,0.076923077,0,20,SNI,0,0,1,0,0,1.719,SNI,FALSE
20017,12,16451196,225,0.45,0,1.17E-04,3542,0.184641446,7103.529851,141655.75,0.166666667,0,2,0,0.25,0.333333333,0,20,SNI,0,0,1,0,0,1.025,SNI,FALSE
20020,25,14764537,100,1,31,0.007256039,4652,0.098452279,14438.77632,172132.2,0.32,0.16,6,0,0.64,0.12,0.84,20,SNI,0.217391304,0,1,0,0,1.447,SNI,FALSE
20023,120,67589259,1859,5,100,0.025756327,25188,0.100841671,22177.1838,110046.7333,0.166666667,0.058333333,0,0,0.491666667,0.1,0,20,LEFT,0.327102804,0,0,1,0,-0.544,PRD,FALSE
20025,115,27447584,750,4,59,0.004913731,11305,0.131357806,20964.7792,80263,0.052173913,0.113043478,11,0,0.391304348,0,1,20,LEFT,0.333333333,0,1,0,0,-0.236,PMC,FALSE
20026,58,33478521,790,1,339,0.004309891,8921,0.159062885,12274.68067,81977.46552,0.120689655,0.275862069,0,0,0.413793103,0.086206897,0,20,LEFT,0.303571429,0,1,0,0,0.433,PRD,FALSE
20028,39,62969869,970,15,11734,0.016424587,22455,0.151280338,15596.32306,372551.0513,0.205128205,0.153846154,4,0,1,0,0,20,PAN,0.184210526,0,0,1,0,0.436,PAN,FALSE
20030,137,39097567,840,2,25,0.046960872,8646,0.172796669,35037.91988,111863.927,0.357664234,0.182481752,14,0,0.197080292,0.401459854,0,20,LEFT,0.226415094,0,1,0,0,-1.325,MORENA,FALSE
20032,40,3580420,167,0.142,5,0.004090847,1065,0.218779343,11307.42169,35347.5,0.025,0.05,4,0,0.4,0.275,0,20,LEFT,0.175,1,0,0,0,1.103,PRD,FALSE
20033,34,10611500,248,0.75,3,0.029002697,2833,0.140487116,26508.86971,42290.05882,0.117647059,0.058823529,0,0,0.705882353,0.235294118,0,20,SNI,0.192307692,0,1,0,0,-0.846,SNI,FALSE
20034,17,6023227,95,0.286,20,5.18E-04,1313,0.227722772,10425.31677,80999.29412,0.117647059,0.352941176,4,0,0.529411765,0.176470588,0,20,LEFT,0.133333333,1,0,0,0,0.364,PT,FALSE
20036,11,18129625,270,1,20,9.30E-04,5261,0.127162136,12982.89697,218818.1818,0.454545455,0.090909091,3,0,0.545454545,0.181818182,0,20,SNI,0.111111111,0,1,0,0,0.768,SNI,FALSE
20042,31,28379268,1750,3,300,0.001418429,8242,0.116233924,23364.99648,180641.3226,0.193548387,0.193548387,7,0,0.290322581,0.161290323,1,20,SNI,0,0,1,0,0,-0.165,SNI,FALSE
20043,1431,239054824,6442,119,3850,0.008845652,109462,0.110705085,24749.76652,95895.16352,0.062893082,0.292802236,15,0,0.083857442,0,0.972047519,20,LEFT,0.05865315,0,0,0,1,-0.646,PRD,FALSE
20044,124,231010003,5000,10,436,0.007003401,41055,0.147144075,18027.70702,513177.371,0.540322581,0.201612903,11,0,0.411290323,0.233870968,0,20,LEFT,0.230769231,0,0,1,0,-0.276,PRD,FALSE
20045,76,19588949,350,1,68,0.035466636,7818,0.10399079,28710.8967,71505.63158,0.236842105,0.184210526,0,0,0.434210526,0.105263158,1,20,SNI,0.3,0,1,0,0,-1.005,SNI,FALSE
20046,109,20794286,120,0.15,40,4.22E-05,3017,0.248591316,10565.53425,21946.05505,0.110091743,0.018348624,0,0,0.19266055,0.082568807,0,20,SNI,0.047169811,0,1,0,0,0.799,SNI,FALSE
20049,12,3902616,50,0.8,4,0.001088948,1173,0.134697357,15710.28637,110906.4167,0.083333333,0,0,0,0.916666667,0,0,20,LEFT,0.111111111,1,0,0,0,0.287,PRD,FALSE
20051,48,19995575,278,0.285,60,5.37E-04,4688,0.111774744,7347.553292,69769.0625,0.0625,0.104166667,16,0,0.458333333,0.3125,0.6875,20,SNI,0.171428571,0,1,0,0,2.39,SNI,FALSE
20052,82,17541845,767,1,25,0.001373483,6030,0.175290216,19596.29335,59476.46341,0.12195122,0.195121951,0,0,0.463414634,0.073170732,0,20,PRI,0.4,0,1,0,0,0.008,PRI,TRUE
20053,70,6975291,120,0.142,30,6.13E-04,1285,0.217120623,23452.21584,52156.04286,0.042857143,0.042857143,11,0,0.342857143,0,0,20,LEFT,0.25,1,0,0,0,-0.154,PMC,FALSE
20054,14,3953705,86,0.15,0,0.002152864,409,0.205378973,14257.65333,38560.35714,0.928571429,0.142857143,0,0,0.428571429,0.285714286,0,20,SNI,0.363636364,1,0,0,0,-0.106,SNI,FALSE
20055,36,10121679,306,0.285,12,0.014285639,3698,0.181719849,14059.64428,61914.05556,0.083333333,0.138888889,6,0,0.444444444,0.25,0,20,PRI,0.285714286,0,1,0,0,0.146,PRI,TRUE
20059,86,95202830,5800,24,126,0.024462365,48579,0.107680273,19163.82103,435170.9186,0.023255814,0.093023256,0,0,0.348837209,0.058139535,0,20,PRI,0.013333333,0,0,1,0,0.057,PRI,TRUE
20061,9,14444540,265,0.428,40,0.006055498,2824,0.154036827,11915.70921,139104.4444,0.333333333,0.111111111,4,0,0.666666667,0,1,20,SNI,0.5,0,1,0,0,1.066,SNI,FALSE
20062,19,2659961,120,0.05,5,0.00215972,514,0.194552529,18470.47721,22693.73684,0.105263158,0.105263158,2,0,0.526315789,0.368421053,0,20,SNI,0.428571429,1,0,0,0,-0.614,SNI,FALSE
20063,26,11091595,172,1,30,0.006693046,4210,0.144893112,25220.02266,105008.1923,0.615384615,0.115384615,0,0,0.5,0,0,20,SNI,0.227272727,0,1,0,0,-1.021,SNI,FALSE
20064,42,29252229,400,0.428,69,0.002974538,8270,0.151027811,14559.95318,21012.64286,0.095238095,0.119047619,0,0,0.476190476,0.023809524,0,20,SNI,0.052631579,0,1,0,0,0.482,SNI,FALSE
20065,35,6897048,240,0.643,32,3.36E-05,1102,0.322141561,11299.11401,40755.68571,0.085714286,0.028571429,0,0,0.314285714,0.114285714,0,20,SNI,0.205882353,1,0,0,0,1.254,SNI,FALSE
20066,40,18838014,350,3,180,8.47E-04,5345,0.204864359,16719.73958,129117.5,0.45,0,10,0,0.225,0,1,20,LEFT,0.333333333,0,1,0,0,0.073,PRD,FALSE
20067,5237,644295167,17819,600,6839,0.095118187,269437,0.136748108,35827.64338,196220.3886,0.26790147,0.20775253,3,0,0.546114188,0.138056139,0,20,PRI,0.358820105,0,0,0,1,-1.52,PRI,TRUE
20068,100,60322944,731,2,150,0.025290503,23269,0.125875629,20312.73799,175565.68,0.11,0,1,0,0.25,0,0,20,LEFT,0.315789474,0,0,1,0,0.05,MORENA,FALSE
20070,73,22306059,135,4,458,9.81E-04,6461,0.145797864,13967.77473,87137.16438,0.109589041,0.219178082,5,0,0.479452055,0.205479452,0,20,LEFT,0.169491525,0,1,0,0,0.667,PRD,FALSE
20071,25,28478402,150,0.866,56,6.58E-04,3220,0.133850932,12585.04125,88733.32,0.28,0.04,5,0,0.4,0.08,0,20,SNI,0.086956522,0,1,0,0,1.47,SNI,FALSE
20073,190,72226131,910,6,180,0.005913396,34105,0.126667644,27549.34252,131020.3053,0.047368421,0,15,0,0.315789474,0,0.847368421,20,Other,0.38961039,0,0,1,0,0.107,PI,FALSE
20076,21,10196706,350,0.3,200,0.00314535,3395,0.130191458,13524.46667,61947.66667,0.19047619,0.142857143,13,0,0.666666667,0,0,20,SNI,0.105263158,0,1,0,0,0.268,SNI,FALSE
20077,42,9327360,270,0.571,50,0.012676708,4208,0.124524715,23818.48384,41421.64286,0.119047619,0.119047619,0,0,0.523809524,0.095238095,1,20,SNI,0.131578947,0,1,0,0,-0.235,SNI,FALSE
20078,32,4952121,267,0.4,4,0.014357788,1260,0.176190476,24312.76149,31234.125,0.09375,0.1875,4,0,0.46875,0.28125,0.03125,20,SNI,0.08,1,0,0,0,-0.844,SNI,FALSE
20079,436,183504300,7000,120,854,0.044158851,84027,0.133492806,33620.4115,504851.8188,0.089449541,0,4,0,0.479357798,0.04587156,0,20,PRI,0.229381443,0,0,1,0,-1.134,PRI,TRUE
20083,72,20522981,470,3,292,0.021555006,10729,0.074377854,25625.49709,101462.6528,0.222222222,0.055555556,3,0,0.416666667,0.305555556,0,20,SNI,0.181818182,0,1,0,0,-0.903,SNI,FALSE
20084,51,15112085,510,1,105,0.049305616,4117,0.162982754,33386.54249,71769.39216,0.274509804,0.098039216,0,0,0.156862745,0.019607843,0.196078431,20,SNI,0.083333333,0,1,0,0,-1.099,SNI,FALSE
20088,12,20184232,58,0.143,26,2.48E-05,2875,0.153391304,10093.11005,105294.8333,0.25,0.083333333,0,0,0.666666667,0,0,20,LEFT,0.181818182,0,1,0,0,1.544,PT,FALSE
20091,65,16969234,404,1,70,0.103887994,5999,0.132188698,43691.62027,53458.50769,0.338461538,0.015384615,0,0,0.4,0,0,20,SNI,0.020833333,0,1,0,0,-1.139,SNI,FALSE
20096,18,3443455,140,0.114,5,0.008294094,756,0.183862434,19664.42553,36690.5,0.444444444,0.166666667,0,0,0.555555556,0.333333333,0,20,SNI,0.066666667,1,0,0,0,-0.66,SNI,FALSE
20097,29,11276027,123,0.08,6,6.11E-04,1764,0.251133787,9979.066202,34974.03448,0.172413793,0.172413793,0,0,0.448275862,0.068965517,1,20,SNI,0.208333333,1,0,0,0,0.609,SNI,FALSE
20099,26,2613421,90,0.067,8,0.001855128,403,0.193548387,5000.226804,62317.30769,0.038461538,0,4,0,0.346153846,0.230769231,0,20,SNI,0.153846154,1,0,0,0,1.323,SNI,FALSE
20102,47,41452215,400,0.857,18,6.53E-04,5141,0.130519354,20768.8262,40042.38298,0.170212766,0.106382979,0,0,0,0.29787234,1,20,PRI,0.15625,0,1,0,0,-0.017,PRI,TRUE
20103,47,21874361,150,1,20,0.035999077,5979,0.140491721,16902.0932,154449.1064,0.127659574,0.042553191,0,0,0.085106383,0.042553191,0,20,Other,0.177777778,0,1,0,0,0.759,PRS,FALSE
20111,36,13534820,205,0.8,120,1.52E-04,4778,0.114273755,12143.04,115965.8611,0.027777778,0,13,0,0.694444444,0.055555556,1,20,SNI,0.088235294,0,1,0,0,1.062,SNI,FALSE
20112,18,13265954,238,1,30,3.92E-05,2551,0.239905919,14938.33806,158686.3333,0.111111111,0,0,0,0.222222222,0.222222222,0,20,LEFT,0.176470588,0,1,0,0,0.663,PRD,FALSE
20113,79,12578809,39,0.667,25,0.004042243,3104,0.112757732,11098.48841,36993.46835,0.101265823,0,12,0,0.493670886,0.088607595,0,20,SNI,0.081967213,0,1,0,0,0.259,SNI,FALSE
20115,37,17074239,685,1,180,0.024653145,10052,0.101870275,30466.77409,130403.0811,0.351351351,0.243243243,0,0,0.432432432,0.243243243,0,20,SNI,0.181818182,0,1,0,0,-0.896,SNI,FALSE
20118,53,15291295,220,0.214,70,0.018340124,2406,0.187032419,11450.44484,101919.7925,0.20754717,0.150943396,0,0,0.396226415,0.169811321,0.41509434,20,SNI,0.307692308,1,0,0,0,1.181,SNI,FALSE
20120,27,4730230,101,0.1,7,0.002693133,432,0.196759259,12109.89873,27379.14815,0.111111111,0.037037037,0,0,0.111111111,0.037037037,0,20,SNI,0.2,1,0,0,0,0.303,SNI,FALSE
20122,28,3648880,88,0.428,0,0.0019174,661,0.226928896,9999.428571,22289.07143,0.107142857,0.035714286,0,0,0.285714286,0.107142857,0,20,SNI,0.153846154,1,0,0,0,-0.335,SNI,FALSE
20124,85,125032382,520,1,300,0.001207569,19174,0.106811307,18165.72829,151268.6118,0.105882353,0,2,0,0.329411765,0.105882353,0,20,LEFT,0.2125,0,0,1,0,1.353,PRD,FALSE
20128,26,5189833,70,0.428,4,0.002054405,1318,0.23292868,13832.08639,33024.42308,0.076923077,0,0,0,0.346153846,0.346153846,0,20,SNI,0,1,0,0,0,0.065,SNI,FALSE
20134,150,144608559,1200,1,50,9.59E-04,28166,0.092416389,9977.070778,141368.56,0.14,0.046666667,0,0,0.286666667,0.1,0,20,LEFT,0.436507937,0,0,1,0,1.62,MORENA,FALSE
20141,86,21724836,200,0.6,72,1.73E-05,8416,0.10111692,11554.83851,93292.59302,0.058139535,0.093023256,7,0,0.418604651,0,0,20,PRI,0.308641975,0,1,0,0,0.651,PRI,TRUE
20145,31,11491763,395,1,33,0.069085475,4866,0.09864365,29741.80289,64037.12903,0.258064516,0.225806452,8,0,0.483870968,0.161290323,0.258064516,20,SNI,0.263157895,0,1,0,0,-0.548,SNI,FALSE
20148,24,10863207,30,0.2,4,0.005077167,2137,0.099672438,8970.553846,17247.875,0.166666667,0,0,0,0.583333333,0,0,20,SNI,0.1,1,0,0,0,1.247,SNI,FALSE
20149,58,6939380,176,0.357,14,0.004784698,1917,0.123630673,13001.49533,25603.05172,0.051724138,0,0,0,0.25862069,0,0,20,SNI,0.052631579,1,0,0,0,1.271,SNI,FALSE
20150,94,30603990,710,5,50,0.006087329,13461,0.107272862,22962.25936,80651.39362,0.180851064,0.074468085,0,0,0.585106383,0.20212766,0,20,LEFT,0.561403509,0,1,0,0,-0.807,PT,FALSE
20153,30,13685877,198,1,60,0.001582436,4877,0.098011072,17071.11383,141026.6667,0.2,0.133333333,13,0,0.4,0.166666667,0,20,SNI,0.083333333,0,1,0,0,0.485,SNI,FALSE
20155,84,5562157,50,0.2,4,0.002534798,1036,0.102316602,11542.45989,26592.0119,0.035714286,0.05952381,0,0,0.464285714,0.107142857,0,20,SNI,0.171052632,1,0,0,0,1.547,SNI,FALSE
20156,26,24826155,141,0.35,30,5.51E-04,3638,0.170973062,14000.45169,47843.11538,0.230769231,0.153846154,1,0,0.384615385,0.192307692,0,20,SNI,0.052631579,0,1,0,0,-0.094,SNI,FALSE
20157,83,83166827,285,12,2000,0.043970368,16236,0.093187977,35893.78413,286909.5422,0.337349398,0.337349398,0,0,0.421686747,0.024096386,0,20,LEFT,0.318181818,0,0,1,0,-1.589,PRD,FALSE
20158,10,17275140,22,0.5,100,1.00E-04,2231,0.118332586,12820.88199,231454.3,0.4,0,0,0,0.4,0,0,20,SNI,0,1,0,0,0,1.025,SNI,FALSE
20160,23,4274200,313,0.143,150,0.006523218,1433,0.186322401,14803.13425,117609.7391,0.130434783,0.086956522,4,0,0.434782609,0.086956522,0,20,PRI,0.227272727,1,0,0,0,0.183,PRI,TRUE
20165,25,7942966,120,0.071,35,0.001762251,1607,0.159925327,8883.435294,66471.76,0.12,0.4,0,0,0.44,0.2,0,20,SNI,0.166666667,1,0,0,0,0.736,SNI,FALSE
20166,72,36912450,1645,6,55,0.004216118,11251,0.129855124,14939.91903,122301.0833,0.194444444,0.263888889,10,0,0.430555556,0.208333333,0,20,PRI,0.385714286,0,1,0,0,0.008,PRI,TRUE
20173,15,4424486,300,0.4,15,0.003090447,1469,0.220558203,14174.34894,64140.93333,1.066666667,0,4,0,0.2,0.2,0,20,SNI,0.125,1,0,0,0,0.537,SNI,FALSE
20176,15,13150820,368,0.285,10,0.00596022,2744,0.224125364,13746.51286,186662.2,0.466666667,0.2,0,0,0.6,0.133333333,0,20,SNI,0,0,1,0,0,0.811,SNI,FALSE
20177,40,41098815,800,3,100,0.008632465,10177,0.151419868,17335.64986,123429.2,0.05,0,0,0,0.325,0,0,20,PAN,0.230769231,0,1,0,0,0.25,PAN,FALSE
20179,12,9281595,180,0.5,52,0.001964079,1446,0.203319502,13101.9843,98443.75,0.25,0,7,0,0.25,0.333333333,0,20,SNI,0.333333333,1,0,0,0,0.553,SNI,FALSE
20181,25,2304754,70,0.043,10,0.006301304,449,0.300668151,13602.28877,57867.68,0.12,0.04,0,0,0.24,0.36,0,20,PRI,0.12,1,0,0,0,0.533,PRI,TRUE
20183,23,5710199,224,0.286,5,0.003289631,1471,0.148198504,7140.903226,47296.82609,0.086956522,0.043478261,7,0,0.260869565,0.260869565,0,20,SNI,0.090909091,1,0,0,0,1.272,SNI,FALSE
20184,1200,462469508,7943,200,1624,0.069020878,158718,0.114057637,23200.07756,220808.05,0.225,0.2325,3,0,0.255,0.160833333,0,20,LEFT,0.694849368,0,0,0,1,-0.607,PT,FALSE
20185,66,19090166,468,1,65,0.002177557,8888,0.128937894,20288.42964,128118.7576,0.121212121,0.227272727,0,0,0.151515152,0,1,20,LEFT,0.21875,0,1,0,0,0.166,PMC,FALSE
20189,14,17832183,80,0.214,5,1.51E-04,2997,0.095095095,9045.104558,96426.28571,0.071428571,0,0,0,0.357142857,0.214285714,1,20,SNI,0.071428571,0,1,0,0,1.553,SNI,FALSE
20191,18,3432815,60,0.13,10,4.63E-04,304,0.266447368,19645.82857,10936.66667,0.111111111,0.166666667,14,0,0.055555556,0.277777778,1,20,SNI,0,1,0,0,0,-0.128,SNI,FALSE
20192,21,10597469,289,0.214,2,0.015874188,1506,0.195219124,23881.60144,92323.52381,0.142857143,0.238095238,0,1,0.714285714,0.19047619,0,20,SNI,0.166666667,1,0,0,0,-0.826,SNI,FALSE
20193,28,9383865,500,0.6,10,0.004688735,2754,0.15795207,23232.09913,1618.928571,0.214285714,0,0,0,0.142857143,0,0,20,SNI,0.115384615,0,1,0,0,-0.176,SNI,FALSE
20196,13,1703144,200,0.036,8,0.001888773,404,0.309405941,14166.08451,38411.07692,0.230769231,0,3,0,0.384615385,0,0,20,SNI,0.1,1,0,0,0,-0.243,SNI,FALSE
20197,37,12322597,280,1,96,0.004790429,3239,0.182154986,16746.75322,85341.78378,0.189189189,0.027027027,4,0,0.540540541,0,0.324324324,20,SNI,0.3,0,1,0,0,0.439,SNI,FALSE
20198,299,84864298,913,3,11,0.007180273,29470,0.177061418,12790.63567,81034.99331,0.070234114,0.073578595,5,0,0.37458194,0.297658863,0,20,LEFT,0.222627737,0,0,1,0,1.216,PRD,FALSE
20206,17,8178421,188,0.85,25,4.30E-04,2405,0.178378378,13814.32117,96557.29412,0.235294118,0,1,0,0.529411765,0.117647059,1,20,SNI,0.266666667,1,0,0,0,0.386,SNI,FALSE
20214,25,8036526,370,0.214,15,6.00E-04,2089,0.196266156,9658.902287,44121.24,0.12,0,7,0,0.56,0.12,0,20,SNI,0.16,1,0,0,0,1.27,SNI,FALSE
20219,28,8144654,63,0.345,45,0.001960611,2645,0.231758034,12357.36752,117374.1429,0.178571429,0.107142857,4,0,0.464285714,0.071428571,0,20,SNI,0.095238095,0,1,0,0,0.875,SNI,FALSE
20220,27,11039478,47,0.07,32,0.002276564,2709,0.177925434,10309.72414,54043.77778,0.259259259,0,6,0,0.444444444,0,0,20,SNI,0.173913043,0,1,0,0,0.466,SNI,FALSE
20221,9,4464337,186,0.071,2,0.001139766,1460,0.189726027,14140.01794,146589.4444,0.555555556,0.111111111,0,0,0.333333333,0,0,20,SNI,0.222222222,1,0,0,0,0.204,SNI,FALSE
20222,20,4960877,80,0.071,5,8.46E-04,1450,0.171724138,10001.71984,51904,0.15,0,0,0,0.1,0.25,0,20,SNI,0.052631579,1,0,0,0,0.046,SNI,FALSE
20226,14,17733265,250,0.5,55,3.18E-04,2916,0.162894376,13142.91085,122557.2143,1,0.142857143,14,0,0.642857143,0.142857143,0,20,SNI,0.3,0,1,0,0,0.401,SNI,FALSE
20227,121,36234519,720,4,1825,0.075630646,17416,0.106568672,28436.45279,105146.3802,0.20661157,0.20661157,3,0,0.347107438,0.20661157,0,20,SNI,0.226890756,0,0,1,0,-1.151,SNI,FALSE
20229,14,41424785,70,0.2,80,1.80E-04,8728,0.074587534,7264.381636,303523.2143,0.642857143,0,0,0,0.357142857,0.142857143,0,20,SNI,0,0,1,0,0,1.988,SNI,FALSE
20230,46,3644499,93,0.214,12,0.002215969,943,0.248144221,11058.83576,18873.91304,0.02173913,0.02173913,6,0,0.282608696,0.130434783,0,20,SNI,0.088888889,1,0,0,0,0.226,SNI,FALSE
20232,160,87446719,160,2,130,0.001043022,22050,0.105941043,10908.25948,88050.44375,0.01875,0.04375,0,0,0.3375,0.29375,0,20,PAN,0.393103448,0,0,1,0,1.249,PAN,FALSE
20233,24,9911635,500,0.428,20,6.48E-05,1729,0.211104685,10867.89474,36861.83333,0.458333333,0.083333333,8,0,0.458333333,0.25,0.333333333,20,SNI,0.083333333,1,0,0,0,1.356,SNI,FALSE
20236,27,11804176,38,0.2,0,9.36E-04,1405,0.115302491,8539.764706,41700.25926,0.111111111,0,5,0,0.296296296,0.037037037,0,20,SNI,0.038461538,1,0,0,0,2.009,SNI,FALSE
20237,22,6299902,195,0.428,103,0.012279388,1565,0.211501597,15086.38095,85609.31818,0.181818182,0.045454545,5,0,0.454545455,0.227272727,0,20,LEFT,0.6,1,0,0,0,-0.061,PRD,FALSE
20238,11,10910897,106,0.84,1,0.001592109,960,0.161458333,13120.32962,95508.81818,0.090909091,0,0,0,0.363636364,0.363636364,0,20,SNI,0.363636364,1,0,0,0,0.096,SNI,FALSE
20241,10,8006846,148,0.428,20,0.002302215,1044,0.211685824,12844.54351,113348.1,0.3,0.2,0,0,0.4,0.4,0,20,SNI,0.222222222,1,0,0,0,0.531,SNI,FALSE
20243,28,10545284,170,0.2,95,0.007720897,1926,0.151609553,16812.39827,80662.10714,0.214285714,0.285714286,6,0,0.25,0.321428571,0,20,SNI,0.428571429,1,0,0,0,-0.203,SNI,FALSE
20247,32,6588616,160,0.33,10,0.002839935,1587,0.146187776,23371.19442,27616.78125,0.125,0.09375,6,0,0.25,0.03125,1,20,SNI,0.043478261,1,0,0,0,-0.986,SNI,FALSE
20250,20,6211322,222,0.15,25,0.006931001,1229,0.155410903,11805.88327,52815.75,0.4,0.15,0,0,0.8,0.05,0,20,SNI,0.2,1,0,0,0,0.162,SNI,FALSE
20254,22,16450466,180,0.066,45,0.005756778,3228,0.148389095,13439.05632,84780,0.272727273,0.045454545,7,0,0.272727273,0.227272727,0,20,PAN,0.368421053,0,1,0,0,0.846,PAN,FALSE
20257,24,6462868,70,0.142,0,0.001172767,1059,0.214353163,7433.370844,40664.45833,0.041666667,0,6,0,0.333333333,0,0,20,SNI,0,1,0,0,0,0.943,SNI,FALSE
20258,26,4844775,141,0.07,13,0.007764353,704,0.286931818,10897.22727,18751.65385,0.153846154,0.038461538,0,0,0.269230769,0.038461538,0.230769231,20,SNI,0.125,1,0,0,0,0.152,SNI,FALSE
20259,37,9423433,202,0.714,14,0.001740133,2209,0.184698959,6413.263708,89383.78378,0.027027027,0,7,0,0.297297297,0.189189189,0,20,PAN,0.083333333,1,0,0,0,1.759,PAN,FALSE
20260,27,9984011,160,0.3,30,0.001128944,2248,0.149466192,15192.47336,15111.11111,0.259259259,0,4,0,0.481481481,0.037037037,0,20,SNI,0,1,0,0,0,0.664,SNI,FALSE
20262,18,3868077,65,0.07,6,0.001802727,1003,0.164506481,12421.0137,56424.22222,0.166666667,0,12,0,0.111111111,0.444444444,0,20,SNI,0.153846154,1,0,0,0,-0.224,SNI,FALSE
20263,28,19271602,90,0.857,50,1.29E-04,3243,0.117792168,11837.24147,86992.85714,0.214285714,0,6,0,0.464285714,0.035714286,0.5,20,SNI,0.130434783,0,1,0,0,1.519,SNI,FALSE
20266,48,35155741,1200,0.7,89,0.009022396,8537,0.119245637,18344.13606,181271.0625,0.145833333,0.041666667,7,0,0.166666667,0.1875,0,20,SNI,0.146341463,0,1,0,0,0.757,SNI,FALSE
20267,10,4469254,70,0.05,6,2.68E-04,254,0.204724409,15360.11429,33600,0.2,0,2,0,0.5,0.1,0,20,SNI,0.6,1,0,0,0,-0.264,SNI,FALSE
20268,6,3026998,85,0.085,2,0.023209445,1100,0.14,14873.07576,251823.1667,0.166666667,0,3,0,0.166666667,0,0,20,SNI,0,1,0,0,0,0.403,SNI,FALSE
20272,65,20242322,230,0.9,191,0.00121443,6233,0.076849029,11113.50323,78556.83077,0.107692308,0.123076923,4,0,0.476923077,0.153846154,0,20,SNI,0.229166667,0,1,0,0,0.577,SNI,FALSE
20273,6,17653040,510,1,10,5.79E-06,3753,0.109245937,9335.963801,483447.5,0.666666667,0,3,0,0.833333333,0,0,20,SNI,0,0,1,0,0,1.606,SNI,FALSE
20277,58,73642677,458,0.65,92,5.97E-04,12381,0.131168726,12928.15119,159929.3276,0.103448276,0,0,0,0.413793103,0.068965517,0,20,Other,0.185185185,0,1,0,0,1.479,PNA,FALSE
20278,186,100943386,1150,1,78,0.003243016,38260,0.116962886,11046.01156,191675.7419,0.069892473,0.188172043,10,0,0.521505376,0.091397849,0,20,PRI,0.323863636,0,0,1,0,1.179,PRI,TRUE
20280,42,10618741,178,0.1,20,0.002454345,2090,0.205741627,12023.07692,41228.64286,0.19047619,0.023809524,0,0,0.30952381,0.023809524,0,20,SNI,0.135135135,1,0,0,0,0.036,SNI,FALSE
20284,18,14810379,150,0.285,10,3.62E-04,3144,0.147264631,8272.169811,220699.8333,0.055555556,0.111111111,0,0,0.333333333,0.388888889,0,20,SNI,0.333333333,0,1,0,0,2.189,SNI,FALSE
