clave_mun,staff,presupparcial,light,waste,poli,tax,pobtot2018,P60,ingpc2015,salmed,compstaff,pcollege,progtot,capreg,pagemed,pageold,ptemp,Estado,party,pct_muj,rural,semirural,urbsmall,urbmed,indice_marg,Partido,Ali
14035,600,181629033,4000,39,1879,0.046540843,52708,0.121044244,21408.18903,110561.5533,0.256666667,0.136666667,14,1,0.4,0.245,0.083333333,14,PAN,0.254355401,0,0,1,0,-0.815,PAN,FALSE
14036,291,48325107,966,18,498,0.076842348,19736,0.138376571,23209.97598,111869.8419,0.278350515,0.240549828,15,0,0.35395189,0.281786942,0.652920962,14,LEFT,0.247272727,0,0,1,0,-1.255,PMC,FALSE
14037,358,64212473,2500,15,368,0.087680366,25509,0.139754596,27328.49399,141216.486,0.234636872,0.223463687,7,0,0.441340782,0.245810056,0.301675978,14,PRI,0.299003322,0,0,1,0,-1.355,PRI,TRUE
14038,95,29095854,270,2,95,0.043693926,4227,0.193517861,24672.53513,158851.8737,0.221052632,0.126315789,8,0,0.294736842,0.252631579,0,14,PRI,0.279069767,0,1,0,0,-0.558,PRI,TRUE
14039,12041,5115074856,77200,1729,27981,0.206106773,1407541,0.160862099,39725.09482,328284.4822,0.349638734,0.503778756,18,1,0.47728594,0.300141184,0.094261274,14,LEFT,0.337826453,0,0,0,0,-1.862,PMC,FALSE
14041,170,30297962,1211,4,401,0.044987677,5956,0.207018133,15944.72975,68890.24706,0.241176471,0.211764706,0,0,0.382352941,0.152941176,0.958823529,14,PRI,0.294964029,0,1,0,0,-0.5,PRI,TRUE
14043,425,87339463,5349,29,128,0.160943662,23292,0.143396874,25012.60751,109136.9247,0.202352941,0.162352941,0,0,0.331764706,0.383529412,0.496470588,14,PRI,0.237864078,0,0,1,0,-0.71,PRI-PVEM,TRUE
14044,547,111937199,3836,46,1736,0.082527918,62588,0.072697642,25130.14669,73205.5192,0.118829982,0.182815356,9,1,0.341864717,0.283363803,0.427787934,14,PRI,0.27184466,0,0,1,0,-1.202,PRI,TRUE
14045,254,53919874,2640,13,151,0.058893218,20173,0.142021514,25543.47498,153435.7165,0.118110236,0.149606299,0,1,0.377952756,0.208661417,0.606299213,14,LEFT,0.28458498,0,0,1,0,-0.616,PT,FALSE
14046,293,88051231,2975,25,2119,0.097037427,32532,0.118898316,23709.82271,185098.8805,0.252559727,0.081911263,0,1,0.33447099,0.269624573,0.153583618,14,PAN,0.203448276,0,0,1,0,-1.061,PAN,FALSE
14047,244,69648232,1885,35,387,0.06202763,24489,0.118706358,22273.6517,110456.2746,0.327868852,0.233606557,13,0,0.495901639,0.12295082,0.172131148,14,PRI,0.246153846,0,0,1,0,-0.992,PRI,TRUE
14048,251,60069305,2098,18,569,0.090861087,18914,0.139367664,21503.91204,149114.3506,0.366533865,0.15936255,0,1,0.474103586,0.195219124,0.003984064,14,PRI,0.251046025,0,0,1,0,-0.677,PRI,TRUE
14050,570,122876972,3265,50,125,0.164849559,46116,0.118657299,26015.81981,112308.3035,0.201754386,0.284210526,4,1,0.354385965,0.30877193,0.49122807,14,LEFT,0.288201161,0,0,1,0,-1.023,PMC,FALSE
14052,20,22353214,1200,4,12,0.042220211,5531,0.181522329,20543.15076,683592.75,0.7,0.7,0,0,0.5,0.15,0,14,PRI,0.222222222,0,1,0,0,-0.546,PRI,TRUE
14053,1448,342076750,15421,91,1950,0.090151582,168689,0.099099526,25532.00536,166036.8943,0.121546961,0.144337017,19,1,0.397790055,0.294198895,0.16781768,14,PRI,0.319060773,0,0,0,1,-0.939,PRI-PVEM,TRUE
14054,156,17853823,2081,3,80,0.032401451,5395,0.232993513,23464.39719,102624.641,0.346153846,0.307692308,0,0,0.423076923,0.115384615,0.256410256,14,LEFT,0.164383562,0,1,0,0,-0.823,PRD,FALSE
14055,300,67802777,1962,21,261,0.04775187,21689,0.122273964,21820.1009,124016.6833,0.19,0.043333333,0,1,0.493333333,0.046666667,0.03,14,PRI,0.228682171,0,0,1,0,-1.038,PRI,TRUE
14056,149,30816423,444,1,105,0.014451142,1957,0.176801226,22508.7509,75397.53691,0.087248322,0.046979866,6,1,0.355704698,0.281879195,0.510067114,14,PRI,0.415492958,1,0,0,0,0.579,PRI,TRUE
14057,111,28272828,1800,3,66,0.095407852,4027,0.172088403,22418.76149,71962.00901,0.153153153,0.054054054,12,0,0.477477477,0.108108108,0.216216216,14,PRI,0.531531532,0,1,0,0,-0.908,PRI,TRUE
14058,262,7501717,1400,10,24,0.084004332,14413,0.172968848,28939.37678,38809.48855,0.29389313,0.15648855,14,1,0.667938931,0.145038168,0.198473282,14,PRI,0.244541485,0,1,0,0,-1.144,PRI-PVEM,TRUE
14059,247,87366130,1881,14,183,0.134082106,13881,0.123766299,22046.95505,77703.31984,0.190283401,0.194331984,3,0,0.441295547,0.336032389,0.352226721,14,PRI,0.35,0,1,0,0,-0.951,PRI-PVEM,TRUE
14061,258,19707385,1590,2,104,0.003868375,21284,0.081140763,16267.00963,28605.47674,0.23255814,0.139534884,14,1,0.325581395,0.205426357,0.302325581,14,PRI,0.290748899,0,0,1,0,3.03,PRI,TRUE
14062,99,35475874,861,2,33,0.043722772,3622,0.181391496,21605.67111,139697.7778,0.393939394,0.191919192,17,0,0.656565657,0.101010101,0,14,LEFT,0.319148936,0,1,0,0,-0.522,PMC,FALSE
14063,1091,230511981,7000,120,1415,0.075121019,103431,0.118194739,27118.65338,140235.9349,0.169569203,0.173235564,11,0,0.406049496,0.28964253,0.475710357,14,LEFT,0.308232932,0,0,0,1,-1.355,PMC,FALSE
14064,376,75313983,1800,16,2160,0.024819666,32889,0.101675332,19281.19603,110597.6809,0.114361702,0.031914894,8,0,0.553191489,0.087765957,0,14,PRI,0.345744681,0,0,1,0,-0.543,PRI-PVEM,TRUE
14065,209,47605620,1517,10,95,0.040008811,11535,0.174165583,22657.42222,100485.8517,0.253588517,0.14354067,13,0,0.301435407,0.416267943,0.181818182,14,LEFT,0.367567568,0,1,0,0,-0.571,PMC,FALSE
14066,407,116654878,3871,65,277,0.035063315,52608,0.100174878,19716.27721,166536.457,0.277641278,0.105651106,0,0,0.597051597,0.250614251,0.351351351,14,PRI,0.195335277,0,0,1,0,-0.659,PRI-PVEM,TRUE
14067,3306,1118926812,22834,534,12248,0.230895221,284609,0.0907069,41372.97525,201418.6276,0.224742892,0.185420448,14,1,0.485178463,0.245614035,0.30338778,14,LEFT,0.304075235,0,0,0,1,-1.639,PMC,FALSE
14068,265,55298876,1132,10,35,0.048853187,11367,0.174452362,22595.16719,121841.8189,0.18490566,0.2,11,0,0.373584906,0.275471698,0.324528302,14,PAN,0.337209302,0,1,0,0,-0.441,PAN,FALSE
14069,175,66089919,1417,6,20,0.015245781,7923,0.206235012,18270.53427,84226.61143,0.228571429,0.091428571,13,0,0.165714286,0.125714286,0,14,PRI,0.435582822,0,1,0,0,-0.107,PRI,TRUE
14070,1218,393220375,10155,140,2217,0.14926067,213930,0.066418922,25335.45711,146734.0493,0.096880131,0.129720854,0,1,0.344006568,0.325123153,0,14,PRI,0.303204601,0,0,0,1,-1.24,PRI,TRUE
14071,81,31384542,500,5,25,0.012093888,2976,0.15625,19870.26203,190620.5926,0.197530864,0.12345679,9,0,0.432098765,0.086419753,0.604938272,14,PAN,0.333333333,0,1,0,0,-0.334,PAN,FALSE
14072,101,27842118,830,8,665,0.078364049,7415,0.129871881,21448.71323,134555.5248,0.247524752,0.079207921,0,0,0.376237624,0.178217822,0.207920792,14,PRI,0.247524752,0,1,0,0,-0.804,PRI,TRUE
14073,631,174953842,6252,80,2271,0.080608942,70827,0.099114744,24031.76105,135134.5753,0.158478605,0.175911252,6,0,0.347068146,0.356576862,0.665610143,14,PAN,0.246815287,0,0,1,0,-1.121,PAN,FALSE
14075,126,25305890,454,8,0,0.025769856,3786,0.159006867,19878.19326,81367.63492,0.134920635,0.214285714,0,0,0.357142857,0.063492063,0.674603175,14,PRI,0.350877193,0,1,0,0,-0.853,PRI,TRUE
14076,88,28588424,512,3,25,0.013789452,3157,0.161545771,26321.6806,162792.6705,0.215909091,0.056818182,0,0,0.340909091,0.113636364,0.454545455,14,PAN,0.378378378,0,1,0,0,-0.501,PAN,FALSE
14077,417,81599588,3474,38,108,0.091712879,27746,0.177647228,22909.47973,129627.6739,0.335731415,0.302158273,5,0,0.354916067,0.352517986,0.470023981,14,LEFT,0.231884058,0,0,1,0,-0.982,PMC,FALSE
14078,389,65144864,2842,21,3324,0.111106263,31806,0.127365906,26525.66189,131787.7661,0.280205656,0.161953728,19,0,0.336760925,0.305912596,0.051413882,14,PAN,0.247572816,0,0,1,0,-1.059,PAN,FALSE
14080,97,35985216,3112,3,23,0.032711377,5219,0.187200613,21935.38521,155092.1856,0.340206186,0.309278351,12,0,0.432989691,0.134020619,0.010309278,14,LEFT,0.285714286,0,1,0,0,-0.47,PMC,FALSE
14081,116,24231967,900,2,624,0.035490872,3558,0.216413716,14167.50351,74435.2069,0.24137931,0.172413793,0,0,0.284482759,0.206896552,0.129310345,14,PRI,0.389380531,0,1,0,0,-0.221,PRI,TRUE
14082,430,95857355,3400,34,2712,0.058435554,36717,0.123049269,26187.16401,104399.7814,0.151162791,0.269767442,11,0,0.330232558,0.327906977,0.281395349,14,LEFT,0.366412214,0,0,1,0,-1.257,PRD,FALSE
14083,693,120990297,5000,96,1330,0.102905983,83959,0.100358508,25776.49211,171393.2453,0.096681097,0.291486291,5,0,0.414141414,0.373737374,0.19047619,14,PRI,0.284271284,0,0,1,0,-1.241,PRI-PVEM,TRUE
14084,334,56940423,725,11,1568,0.051526706,14882,0.15596022,25629.89259,100017.4102,0.155688623,0.134730539,7,1,0.275449102,0.422155689,0.122754491,14,PRI,0.204778157,0,1,0,0,-0.857,PRI-PVEM,TRUE
14085,398,82457299,3406,35,332,0.072850621,38762,0.162169135,28448.6005,177930.3015,0.218592965,0.118090452,10,0,0.479899497,0.316582915,0.221105528,14,PRI,0.269430052,0,0,1,0,-1.04,PRI-PVEM,TRUE
14086,197,63551628,1911,17,227,0.199661027,20616,0.084254948,20048.43233,164149.3959,0.157360406,0.07106599,0,0,0.263959391,0.091370558,0.883248731,14,LEFT,0.301587302,0,0,1,0,-0.577,PRD,FALSE
14088,265,49756859,1833,21,310,0.091130096,16597,0.166656625,22663.24893,121847.1472,0.21509434,0.18490566,3,1,0.441509434,0.226415094,0.116981132,14,PAN,0.240816327,0,0,1,0,-1.011,PAN,FALSE
14089,163,24104768,426,3,15,0.028037901,3959,0.15736297,18740.11981,76436.82822,0.122699387,0.079754601,0,0,0.374233129,0.067484663,0.294478528,14,LEFT,0.326923077,0,1,0,0,-0.621,PMC,FALSE
14090,148,35390050,1000,6,152,0.078722474,7251,0.185215832,22658.16635,100369.1622,0.209459459,0.168918919,0,1,0.324324324,0.101351351,0.432432432,14,PAN,0.208,0,1,0,0,-0.825,PAN,FALSE
14091,669,106140128,2566,36,530,0.060832058,39889,0.136127755,19337.90914,98206.06428,0.179372197,0.139013453,10,0,0.445440957,0.298953662,0.282511211,14,PAN,0.147512864,0,0,1,0,-0.788,PAN,FALSE
14092,202,66000401,1100,9,400,0.026992221,10997,0.194143857,18781.88865,83520.32178,0.123762376,0.143564356,0,0,0.326732673,0.247524752,0,14,PAN,0.260204082,0,1,0,0,-0.434,PAN,FALSE
14093,1354,443918780,14467,130,5921,0.143314921,147379,0.106575564,30703.65045,189279.0273,0.255539143,0.211225997,0,1,0.375184638,0.210487445,0.305760709,14,LEFT,0.304283604,0,0,0,1,-1.371,PMC,FALSE
14094,510,99842804,2940,32,550,0.072271234,43625,0.10113467,26325.9606,169566.8373,0.184313725,0.221568627,10,1,0.766666667,0.1,0.305882353,14,PRI,0.302631579,0,0,1,0,-1.086,PRI-PVEM,TRUE
14095,38,26646513,1300,6,0,0.091176687,9536,0.156145134,22623.69401,454028.2895,0.684210526,0.815789474,19,0,0.184210526,0.078947368,0,14,PAN,0.297297297,0,1,0,0,-0.836,PAN,FALSE
14096,258,115719855,2000,16,330,0.034749554,22377,0.140590785,19634.22268,119630.8605,0.23255814,0.197674419,2,0,0.534883721,0.07751938,0.224806202,14,PRI,0.226086957,0,0,1,0,-0.71,PRI,TRUE
14097,4059,1857347671,37251,400,7587,0.219383707,665522,0.055593955,40518.64867,236514.8926,0.314116778,0.279379157,7,1,0.45799458,0.230845036,0.238728751,14,LEFT,0.336330935,0,0,0,0,-1.554,PMC,FALSE
14098,4950,955567458,28700,500,11429,0.191004415,671322,0.091018915,32726.52673,207143.1026,0.258787879,0.497171717,10,1,0.449292929,0.318585859,0.015757576,14,LEFT,0.342764579,0,0,0,0,-1.495,PMC,FALSE
14099,204,59252433,3796,4,53,0.035838341,10895,0.136392841,16795.11407,108984.7794,0.088235294,0.156862745,0,0,0.401960784,0.215686275,0.720588235,14,PRI,0.321052632,0,1,0,0,-0.048,PRI,TRUE
14100,307,106860091,2256,58,350,0.036137896,36066,0.132396163,25440.43129,168524.1368,0.179153094,0.175895765,0,0,0.38762215,0.400651466,0.250814332,14,PANC,0.214983713,0,0,1,0,-0.546,PAN-PRD,FALSE
14101,2456,710892439,16665,384,15049,0.157976226,551665,0.077168209,30572.27858,251186.3905,0.260993485,0.017508143,8,0,0.40757329,0.359934853,0.015879479,14,PRI,0.357997342,0,0,0,0,-1.459,PRI,TRUE
14102,157,33670789,1473,7,25,0.065285375,5954,0.184245885,26632.84417,60098.89809,0.184713376,0.114649682,2,0,0.407643312,0.006369427,0.585987261,14,PANC,0.390410959,0,1,0,0,-0.77,PAN-PRD,FALSE
14104,174,30588298,580,4,262,0.039104606,4227,0.226401703,20340.22037,74722.45977,0.235632184,0.166666667,0,0,0.310344828,0.235632184,0,14,PRI,0.280254777,0,1,0,0,-0.479,PRI,TRUE
14105,267,52148277,1601,30,280,0.085286856,23231,0.126727218,22238.43015,130005.779,0.262172285,0.131086142,0,0,0.411985019,0.205992509,0.25093633,14,PRI,0.38547486,0,0,1,0,-0.926,PRI,TRUE
14106,121,37178529,918,4,9,0.024650227,5234,0.149789836,19226.73548,67982.47934,0.173553719,0.107438017,0,0,0.504132231,0.223140496,0.338842975,14,PRI,0.280991736,0,1,0,0,-0.036,PRI,TRUE
14109,340,324377049,2177,9,230,0.027218214,18717,0.12208153,21808.03402,88697.54412,0.108823529,0.094117647,4,0,0.373529412,0.217647059,0,14,PAN,0.258169935,0,0,1,0,-0.606,PAN,FALSE
14111,129,35540957,1177,4,53,0.042015771,6641,0.135220599,27246.57509,129460.3023,0.356589147,0.186046512,0,0,0.364341085,0.201550388,0.11627907,14,PRI,0.264957265,0,1,0,0,-1.02,PRI,TRUE
14113,203,51813954,2161,9,148,0.076268026,16302,0.136977058,23210.54482,93886.80788,0.236453202,0.147783251,0,0,0.354679803,0.334975369,0.403940887,14,PRI,0.244791667,0,0,1,0,-0.493,PRI,TRUE
14114,242,32484940,1850,20,391,0.107134341,18641,0.146612306,21690.44985,111430.3595,0.111570248,0.066115702,0,1,0.326446281,0.334710744,0.524793388,14,PRI,0.304545455,0,0,1,0,-0.896,PRI,TRUE
14115,165,40163637,950,4,323,0.039291999,5550,0.177477477,20320.38119,106040,0.206060606,0.109090909,0,0,0.236363636,0.163636364,0.054545455,14,PAN,0.268965517,0,1,0,0,0.214,PAN,FALSE
14116,367,41709875,1440,18,3500,0.117438266,19815,0.112238203,22387.75788,108596.0926,0.242506812,0.133514986,0,0,0.389645777,0.335149864,0.209809264,14,PRI,0.162790698,0,0,1,0,-1.127,PRI,TRUE
14117,144,30061178,793,3,85,0.052960382,4344,0.194981584,21075.62719,85191.76389,0.138888889,0.069444444,0,0,0.236111111,0.354166667,0.173611111,14,PRI,0.368421053,0,1,0,0,-0.594,PRI,TRUE
14118,393,59456992,5400,22,1211,0.092119973,22372,0.180314679,22309.42017,120307.5573,0.246819338,0.152671756,9,1,0.295165394,0.407124682,0.223918575,14,PRI,0.229381443,0,0,1,0,-0.879,PRI-PVEM,TRUE
14119,293,72073751,3353,35,92,0.072525064,29957,0.143372167,20177.43659,142165.0751,0.232081911,0.174061433,3,0,0.337883959,0.262798635,0,14,LEFT,0.249097473,0,0,1,0,-0.898,PMC,FALSE
14120,8406,4306815898,53110,1600,17665,0.289111172,1429948,0.109631959,48440.50301,365206.9643,0.537116345,0.325243873,18,1,0.458838925,0.258624792,0.180704259,14,LEFT,0.275041637,0,0,0,0,-1.795,PMC,FALSE
14121,430,94338737,2436,11,34,0.096228484,32808,0.132162887,25746.14412,105765.9651,0.213953488,0.211627907,6,0,0.362790698,0.304651163,0.248837209,14,PANC,0.292307692,0,0,1,0,-1.176,PAN-PRD,FALSE
14122,183,42187953,423,4,18,0.023814821,7309,0.151183472,17018.263,89304.36066,0.18579235,0.202185792,8,0,0.333333333,0.240437158,0.612021858,14,PRI,0.413580247,0,1,0,0,0.129,PRI,TRUE
14124,693,250529784,6750,60,5141,0.109777251,64572,0.109567614,27200.39291,156614.8615,0.344877345,0.225108225,13,1,0.401154401,0.248196248,0.822510823,14,LEFT,0.214733542,0,0,1,0,-0.969,PMC,FALSE
14125,149,51717077,2500,13,360,0.100553877,18202,0.112130535,22839.07779,175197.9664,0.436241611,0.127516779,13,1,0.33557047,0.395973154,0.483221477,14,PRI,0.389705882,0,0,1,0,-0.812,PRI,TRUE
15002,555,272139025,2797,50,1056,0.053945994,164518,0.085151777,25043.38037,191221.027,0.293693694,0.163963964,13,1,0.398198198,0.210810811,0.14954955,15,PRI,0.358744395,0,0,0,1,-1.15,PRI-PVEM-PNA,TRUE
15004,206,77033509,603,10,18,0.005518635,15240,0.11476378,14857.3332,160490.8204,0.291262136,0.169902913,0,0,0.461165049,0.038834951,0.533980583,15,PRI,0.349462366,0,0,1,0,0.16,PRI,TRUE
15005,862,288682354,8854,32,170,0.047648343,169197,0.074871304,20738.50879,160897.7668,0.336426914,0,5,0,0.254060325,0,0.034802784,15,PRI,0.326266196,0,0,0,1,-0.402,PRI,TRUE
15008,470,187714874,3000,22,10,0.005651091,25462,0.169036211,16755.86564,126432.0894,0.031914894,0.340425532,0,0,0.425531915,0.293617021,0.425531915,15,LEFT,0.190721649,0,0,1,0,0.332,PRD,FALSE
15009,424,104957222,3162,47,516,0.061006436,52437,0.115395618,22736.45887,206978.2783,0.231132075,0.158018868,0,1,0.514150943,0.247641509,0,15,Other,0.324159021,0,0,1,0,-1.08,PES,FALSE
15011,264,98783514,5582,56,1266,0.093496415,71643,0.085242103,21905.20579,274885.178,0.314393939,0.068181818,18,0,0.363636364,0.325757576,0,15,PRI,0.367424242,0,0,1,0,-1.009,PRI,TRUE
15012,143,43593240,1712,12,233,0.035328071,12443,0.084143695,24873.91474,201251.2308,0.258741259,0.146853147,0,0,0.363636364,0.307692308,0,15,PRI,0.357142857,0,1,0,0,-1.091,PRI,TRUE
15013,4993,2283835181,21320,500,2482,0.261034636,516929,0.131292692,42399.12547,173143.887,0.33687162,0.149409173,15,0,0.419587422,0.31103545,0,15,PAN,0.294276458,0,0,0,0,-1.73,PAN,FALSE
15014,1146,301581598,8507,70,845,0.077292336,106254,0.084363883,23619.04213,192879.9764,0.284467714,0.214659686,12,0,0.438917976,0.316753927,0.191099476,15,PRI,0.282172373,0,0,0,1,-0.733,PRI-PVEM-PNA,TRUE
15015,343,99204253,1365,52,3202,0.028988837,31055,0.105329255,16097.35119,132868.2857,0.259475219,0.198250729,15,0,0.314868805,0.241982507,0.962099125,15,PRI,0.44200627,0,0,1,0,-0.483,PRI-PVEM-PNA,TRUE
15016,321,94387272,1800,14,41,0.079446199,28415,0.113285237,20106.15272,179281.6947,0.080996885,0.190031153,11,0,0.38317757,0.246105919,0,15,PRI,0.449324324,0,0,1,0,-0.668,PRI,TRUE
15017,127,48267205,680,4,77,0.018024948,9816,0.099022005,21011.84172,139700.5827,0.401574803,0.094488189,19,0,0.37007874,0.133858268,0.787401575,15,PRI,0.398058252,0,1,0,0,-0.792,PRI-PVEM-PNA,TRUE
15019,225,76435800,2176,45,310,0.043785617,36357,0.09775284,24050.21633,301547.5556,0.102222222,0.213333333,0,0,0.426666667,0.426666667,0,15,LEFT,0.315315315,0,0,1,0,-1.259,PRD,FALSE
15020,1669,622495752,7933,369,500,0.224032153,290368,0.127152441,38472.90099,172022.725,0.139005392,0.122828041,0,0,0.404433793,0.3672858,0.480527262,15,PRI,0.289767842,0,0,0,1,-2.013,PRI-PVEM-PNA,TRUE
15021,323,127268087,1715,28,781,0.055523463,38150,0.088990826,16704.0966,246878.5325,0,0,0,0,0.411764706,0.297213622,0,15,PRI,0.287925697,0,0,1,0,0.018,PRI,TRUE
15022,198,105157552,1021,12,151,0.014735694,14510,0.110889042,24810.81505,190608.5808,0.252525253,0.207070707,16,1,0.393939394,0,0,15,LEFT,0.573426573,0,1,0,0,-1.064,PRD,FALSE
15024,1449,414979039,6039,115,4042,0.191869659,171091,0.079384655,40462.13705,192314.2968,0.198757764,0.117322291,8,0,0.400966184,0.383022774,0,15,PRI,0.322554568,0,0,0,1,-1.854,PRI,TRUE
15025,1351,806457813,21200,250,1699,0.109436319,382074,0.078128844,22550.59307,260375.0748,0.404145078,0.55588453,15,1,0.74019245,0,0,15,PRI,0.401427297,0,0,0,1,-1.114,PRI-PVEM-PNA,TRUE
15026,279,156134506,2387,18,107,0.010259644,30903,0.092224056,16483.11698,177125.957,0.365591398,0.304659498,0,0,0.369175627,0.272401434,0.383512545,15,PANC,0.262548263,0,0,1,0,0.013,PAN-PT,FALSE
15027,195,37217286,811,1,297,0.058124202,12156,0.082922014,31992.3716,171946.1128,0.225641026,0.205128205,15,0,0.466666667,0.241025641,0,15,PANC,0.329268293,0,1,0,0,-1.491,PAN-PT,FALSE
15028,219,94528667,2664,37,740,0.087846587,29271,0.101943904,23781.44163,194659.0502,0.191780822,0.205479452,18,0,0.488584475,0.324200913,0.598173516,15,PRI,0.267759563,0,0,1,0,-1.04,PRI-PVEM-PNA,TRUE
15029,1038,322667778,6758,32,6596,0.061371495,195613,0.079222751,26816.13008,122625.4027,0.126204239,0.074181118,18,0,0.437379576,0.068400771,0,15,PRI,0.375324675,0,0,0,1,-1.463,PRI-PVEM-PNA,TRUE
15030,245,60709954,2419,18,253,0.031295734,26715,0.095976043,19319.2234,209801.351,0.273469388,0.167346939,14,0,0.424489796,0.269387755,0.167346939,15,PRI,0.311403509,0,0,1,0,-1.247,PRI-PVEM-PNA,TRUE
15031,3953,2520182120,30713,500,63098,0.045808043,687045,0.077286058,21910.3578,156614.2348,0.320769036,0.065266886,18,1,0.385277005,0.255755123,0,15,PRI,0.314704855,0,0,0,0,-1.073,PRI-PVEM-PNA,TRUE
15033,9876,3256595091,36064,1500,3928,0.166711139,1647499,0.123566084,28340.70196,176805.3094,0.159983799,0.052652896,19,0,0.411603888,0.335662211,0,15,PRI,0.348272138,0,0,0,0,-1.588,PRI-PVEM-PNA,TRUE
15034,207,43036764,453,5,19,0.004495897,10537,0.089304356,15114.8671,111767.087,0.096618357,0.053140097,0,1,0.400966184,0.29468599,0,15,PRI,0.335,0,1,0,0,-0.506,PRI,TRUE
15035,1067,404218454,5800,130,2399,0.125567686,150599,0.056447918,26935.47762,172996.6439,0.27366448,0.149015933,13,0,0.389878163,0.301780694,0.585754452,15,PAN,0.326327434,0,0,0,1,-1.403,PAN,FALSE
15036,203,116908306,2792,13,231,0.030401416,45376,0.100052891,18368.95702,239585.0246,0.167487685,0.325123153,0,0,0.305418719,0.206896552,0.438423645,15,PRI,0.398373984,0,0,1,0,-0.818,PRI-PVEM-PNA,TRUE
15037,4150,1340049037,16167,241,1318,0.413669692,276407,0.109924857,67982.05343,253435.5296,0.303373494,0.215180723,18,0,0.415180723,0.282168675,0,15,PAN,0.325785245,0,0,0,1,-1.752,PAN,FALSE
15039,3391,1464166629,23705,270,10488,0.042403844,527241,0.081287305,26603.02698,167346.2483,0.086994987,0.145089944,17,0,0.361250369,0.282807431,0.463874963,15,PRI,0.419984076,0,0,0,0,-1.385,PRI,TRUE
15040,472,130378417,600,22,411,0.098527514,36237,0.106410575,21722.99787,198099.7373,0.180084746,0.19279661,0,0,0.400423729,0.25,0,15,PRI,0.411016949,0,0,1,0,-0.524,PRI-PVEM-PNA,TRUE
15042,685,415017842,9603,80,714,0.030870348,156410,0.091407199,18012.6114,275882.0978,0.272992701,0.242335766,12,1,0.408759124,0.299270073,0.027737226,15,PRI,0.283211679,0,0,0,1,-0.253,PRI,TRUE
15043,264,54323032,1583,32,1450,0.022725527,29921,0.083285986,19218.87032,198803.178,0.303030303,0.15530303,15,0,0.375,0.257575758,0,15,PANC,0.25210084,0,0,1,0,-0.694,PAN-PT,FALSE
15044,286,65335648,1145,15,5000,0.046572583,27840,0.120545977,28217.82002,161883.7972,0.223776224,0.202797203,0,0,0.388111888,0.314685315,0.076923077,15,PRI,0.288135593,0,0,1,0,-1.634,PRI-PVEM-PNA,TRUE
15050,253,75839069,1587,17,339,0.02613829,26393,0.095063085,19428.38642,136513.4032,0.328063241,0.130434783,0,0,0.300395257,0.300395257,0.391304348,15,PRI,0.237885463,0,0,1,0,-0.785,PRI-PVEM-PNA,TRUE
15053,487,178051786,2000,48,1083,0.104986536,59024,0.090759691,26980.39457,135832.1602,0.104722793,0.351129363,4,0,0.316221766,0.121149897,0,15,PANC,0.253132832,0,0,1,0,-1.35,PAN-PT,FALSE
15054,1871,988512747,14903,154,66331,0.285665311,236674,0.130884677,48325.29674,332009.5719,0.600213789,0.294494923,17,0,0.476215927,0.284339925,0.013361839,15,PRI,0.3393907,0,0,0,1,-1.839,PRI-PVEM-PNA,TRUE
15057,9338,2601175184,55696,769,12712,0.215938074,834307,0.135574794,41859.89297,232219.0585,0.160633969,0.076033412,15,0,0.431998287,0.365174556,0.03276933,15,PAN,0.317928173,0,0,0,0,-1.576,PAN,FALSE
15058,7099,2768687972,33262,1200,17715,0.114301417,1083877,0.142853848,28950.57777,176242.2737,0.095647274,0.116072686,10,1,0.437244682,0.247922243,0,15,LEFT,0.372379986,0,0,0,0,-1.579,PRD,FALSE
15059,365,156018659,3389,35,516,0.045164653,52003,0.065515451,24065.96639,144772.7151,0.364383562,0.224657534,16,0,0.323287671,0.180821918,0,15,LEFT,0.255707763,0,0,1,0,-0.979,PRD,FALSE
15061,180,49237526,1204,12,47,0.052135071,10063,0.11815562,22757.41365,128973.65,0.305555556,0,3,1,0.594444444,0,0.138888889,15,PRI,0.383333333,0,1,0,0,-0.807,PRI-PVEM-PNA,TRUE
15064,319,141425477,3484,8,205,0.034423174,36438,0.103106647,18942.26759,247424.8276,0.398119122,0.213166144,15,0,0.548589342,0.247648903,0.686520376,15,PRI,0.39862543,0,0,1,0,-0.366,PRI,TRUE
15065,286,107490462,4300,50,262,0.05546315,35912,0.104366229,22813.84152,163914.7552,0.216783217,0.321678322,1,1,0.335664336,0.265734266,0.003496503,15,LEFT,0.362549801,0,0,1,0,-1.009,PT,FALSE
15067,534,189488593,3837,33,136,0.05680624,86658,0.075907591,19505.05872,213732.0094,0.241573034,0.215355805,0,1,0.294007491,0.331460674,0.685393258,15,PRI,0.281837161,0,0,1,0,-0.599,PRI,TRUE
15068,351,88532816,2400,50,4211,0.031219057,30071,0.105250906,18467.03496,186772.9202,0.307692308,0.113960114,0,0,0.452991453,0.245014245,0.199430199,15,PANC,0.32807571,0,0,1,0,-0.811,PAN-PT,FALSE
15069,114,27401775,1175,2,858,0.040906346,4723,0.108405674,32811.3956,169475.5965,0.535087719,0.043859649,11,0,0.570175439,0.219298246,0,15,PRI,0.482352941,0,1,0,0,-1.213,PRI-PVEM-PNA,TRUE
