"","folio","anyo","staff_t","tot_veh","can_ton","reg","base","compact","truck","pickup","o_veh","n_orgs","a_10","a_20","POBTOT","P60","hoteles","ingpc2015"
"1919",6006,2020,12,3,6.5,"pub",8,2,1,0,0,1,0,0,5623,0.161657478214476,0,20770.6925452139
"1920",6007,2020,230,19,197.94,"pub",190,13,1,3,2,1,0.894736842105263,0.0526315789473684,191031,0.105171411969785,137,40665.7072243346
"1921",6008,2020,19,5,5.7,"pub",11,2,1,2,0,1,0.2,0.6,10231,0.115726712931287,8,25673.1555814292
"1922",6009,2020,130,10,190,"pub",125,9,1,0,0,1,0.9,0,116305,0.11291861914793,38,24580.083918558
"1923",7001,2020,10,2,15,"pub",0,1,1,0,0,1,1,0,17994,0.102200733577859,0,12456.3322417386
"1924",7002,2020,5,1,20,"pub",0,1,0,0,0,1,1,0,21187,0.114409779581819,0,15011.8810693328
"1925",7003,2020,20,3,15,"pub",0,2,0,1,0,1,0,0,26899,0.124837354548496,3,13828.485338726
"1926",7004,2020,19,2,4,"pub",0,1,0,1,0,1,0,1,36160,0.0614767699115044,7,10230.0494585421
"1927",7005,2020,20,2,15,"pub",0,0,2,0,0,1,0,1,24512,0.0741677545691906,3,9350.52677835759
"1928",7006,2020,17,3,12,"pub",0,2,0,1,0,1,0,1,31735,0.105498660784623,0,9309.11769900341
"1929",7007,2020,8,2,3.5,"pub",0,0,2,0,0,1,0,0,11283,0.0748028006735797,0,4713.18382581649
"1930",7008,2020,8,2,6,"pub",0,2,0,0,0,1,0.5,0.5,31947,0.0866435033023445,8,9987.67272481589
"1931",7009,2020,16,5,30,"pub",0,3,2,0,0,1,0,0.8,41135,0.1475142822414,34,18777.0264684554
"1932",7011,2020,9,1,3,"pub",0,0,1,0,0,1,1,0,20157,0.110482710720841,0,7934.99889258029
"1933",7012,2020,50,3,48,"pub",0,3,0,0,0,1,0,1,64632,0.0776705037752197,0,19732.2630610158
"1934",7013,2020,10,4,25,"pub",0,0,4,0,0,1,0.5,0.5,37263,0.0593081609102863,10,13186.6182224707
"1935",7014,2020,16,3,8.5,"pub",0,0,0,3,0,1,0,1,24273,0.0550405800683887,0,6172.93288590604
"1936",7015,2020,25,4,20,"pub",4,4,0,0,0,1,0,1,50112,0.112807311621967,3,12293.8876677528
"1937",7016,2020,6,1,4,"pub",0,1,0,0,0,1,0,1,17619,0.155400420001135,4,13474.477561068
"1938",7018,2020,8,1,4,"pub",0,0,1,0,0,1,0,0,9900,0.0987878787878788,4,8315.42710472279
"1939",7019,2020,97,17,157.5,"pub",0,11,0,5,1,1,0.411764705882353,0.411764705882353,166178,0.0972270697685614,86,19495.7963035666
"1940",7020,2020,12,2,15.8,"pub",0,1,1,0,0,1,0,1,49920,0.10244391025641,6,9014.57432303281
"1941",7021,2020,8,2,6,"pub",0,2,0,0,0,1,0,0,22192,0.120944484498919,7,13021.7597529041
"1942",7022,2020,8,1,3,"pub",0,0,0,1,0,1,0,0,21915,0.039151266255989,0,2650.19067457138
"1943",7023,2020,40,2,12,"pub",0,0,2,0,0,1,0.5,0.5,101967,0.0652858277678072,0,5540.21223709369
"1944",7024,2020,4,1,2,"pub",0,0,1,0,0,1,0,1,13678,0.0587805234683433,0,5009.88395904437
"1945",7025,2020,8,1,6,"pub",0,0,1,0,0,1,0,0,7472,0.106932548179872,0,9941.83657587549
"1946",7026,2020,15,2,4,"pub",0,1,1,0,0,1,0,0.5,47371,0.0474551941060987,0,4545.31746984664
"1947",7027,2020,118,5,75,"pub",112,5,0,0,0,1,0.6,0,112075,0.092893151907205,15,21132.7992386877
"1948",7028,2020,6,1,2.285,"pub",0,0,1,0,0,1,0,1,6156,0.114359974009097,0,10926.9983525535
"1949",7029,2020,6,1,3.4,"pub",0,0,0,1,0,1,0,0,5402,0.107737874861163,0,21184.7777065983
"1950",7030,2020,8,1,8.5,"pub",0,1,0,0,0,1,0,1,36785,0.0975941280413212,7,10171.9596490016
"1951",7031,2020,20,4,35,"pub",0,2,0,2,0,1,0.5,0.5,137262,0.0530081158660081,7,7854.23074252652
"1952",7032,2020,18,3,16.62,"priv",0,0,1,2,0,1,0,0.333333333333333,30896,0.118235370274469,5,13110.0884422111
"1953",7033,2020,6,1,1,"pub",0,0,1,0,0,1,0,0,7245,0.0764665286404417,0,7151.75836899069
"1954",7034,2020,69,7,38,"pub",0,3,4,0,0,1,0,0.428571428571429,80897,0.0949849809016404,29,12612.3189255881
"1955",7035,2020,15,1,5,"pub",0,0,1,0,0,1,0,1,14556,0.106279197581753,0,12613.2218012241
"1956",7036,2020,4,2,1.14,"pub",0,0,2,0,0,1,1,0,7701,0.09609141669913,3,10058.1721384206
"1957",7037,2020,10,3,24,"pub",0,3,0,0,0,1,1,0,36333,0.114413893705447,0,16342.4759074506
"1958",7039,2020,13,2,6,"pub",0,1,1,0,0,1,0,0.5,27893,0.075287706593052,0,10384.6534883721
"1959",7040,2020,31,4,27.5,"pub",6,3,1,0,0,1,0.25,0.75,53242,0.115885954697419,22,16544.0649611833
"1960",7041,2020,6,2,14,"pub",0,1,1,0,0,1,0.5,0.5,46409,0.0884526708181603,3,7259.01541045559
"1961",7042,2020,6,1,2,"pub",0,0,1,0,0,1,0,0,11377,0.084732354750813,0,8078.9438640799
"1962",7043,2020,18,2,10.7,"pub",0,1,0,1,0,1,1,0,10961,0.0999908767448226,3,13943.6040216551
"1963",7044,2020,45,2,5,"pub",0,0,2,0,0,1,0,1,28999,0.0744853270802441,0,11660.6593433271
"1964",7045,2020,9,1,1.8,"pub",0,0,1,0,0,1,0,0,6284,0.0938892425206875,0,11485.6073059361
"1965",7046,2020,10,3,10,"pub",4,0,0,3,0,1,0,1,41063,0.149891629934491,0,12671.8789530018
"1966",7047,2020,28,2,19,"pub",0,0,2,0,0,1,0,1,24966,0.0573179524152848,0,9383.06685972234
"1967",7048,2020,81,3,11.14,"pub",0,2,1,0,0,1,0.333333333333333,0,21807,0.127894712706929,6,20200.7590295312
"1968",7049,2020,10,2,12,"pub",0,0,2,0,0,1,0,0.5,31259,0.0496816916727982,0,4441.10695895248
"1969",7050,2020,6,1,5,"pub",0,0,0,1,0,1,1,0,5232,0.166475535168196,0,15720.5510976533
"1970",7051,2020,20,3,20,"pub",7,0,0,3,0,1,0,1,46130,0.119249945805333,18,14884.1530584155
"1971",7052,2020,25,5,35,"pub",0,3,1,1,0,1,0,0.8,141027,0.0714473115077255,9,10726.2980026243
"1972",7053,2020,10,1,2,"pub",0,1,0,0,0,1,0,0,7901,0.127325654980382,0,10636.191522763
"1973",7054,2020,16,2,4.5,"pub",0,1,1,0,0,1,0,1,28250,0.121840707964602,3,14187.8216591155
"1974",7055,2020,17,1,4.29,"pub",0,1,0,0,0,1,0,1,5876,0.120319945541184,0,18584.8404868674
"1975",7056,2020,3,1,4,"pub",0,0,0,1,0,1,0,0,13755,0.0415848782260996,0,6231.46215494212
"1976",7059,2020,83,11,70,"pub",58,4,1,6,0,1,0.727272727272727,0.181818181818182,234661,0.0568010875262613,49,15308.1894745358
"1977",7060,2020,7,1,10,"pub",0,1,0,0,0,1,1,0,14088,0.0772998296422487,0,5738.66257505003
"1978",7061,2020,27,6,70,"pub",0,5,1,0,0,1,0.333333333333333,0.5,97397,0.0864194995739088,13,15943.8544574425
"1979",7062,2020,26,2,15,"pub",0,1,0,1,0,1,0.5,0.5,18469,0.0961069900915047,6,13922.5520361991
"1980",7063,2020,5,1,1.4,"pub",0,1,0,0,0,1,0,1,3983,0.0936480040170726,0,15865.0418181818
"1981",7064,2020,29,2,15,"pub",0,2,0,0,0,1,1,0,54932,0.0650622587926891,3,7526.24608314184
"1982",7065,2020,30,6,100,"priv",0,6,0,0,0,1,1,0,132265,0.0799228820927683,90,19555.3439898471
"1983",7066,2020,12,2,6.8,"pub",0,0,0,2,0,1,1,0,26391,0.0520253116592778,3,6326.99293748365
"1984",7067,2020,7,2,5,"pub",0,0,2,0,0,1,0,0,12266,0.0839719549975542,0,7585.61224489796
"1985",7068,2020,80,4,19.5,"pub",0,2,2,0,0,1,1,0,31919,0.113819355242959,11,19215.9550390551
"1986",7069,2020,9,6,10,"pub",0,0,6,0,0,1,1,0,51193,0.135545875412654,12,15148.888869156
"1987",7070,2020,5,1,3.5,"pub",0,1,0,0,0,1,0,1,12263,0.096142868792302,3,9531.41379310345
"1988",7071,2020,24,3,30,"pub",0,1,2,0,0,1,0,1,30297,0.116414166419117,4,12042.2888437417
"1989",7072,2020,8,2,14,"pub",0,0,2,0,0,1,0,0,29636,0.0617492239168579,6,10062.4228822882
"1990",7073,2020,6,1,1.5,"pub",0,0,1,0,0,1,0,0,10866,0.075372722252899,4,11915.4127710364
"1991",7074,2020,31,4,65,"pub",15,3,0,1,0,1,0.25,0.75,44829,0.0959869727185527,11,33572.3003420265
"1992",7075,2020,12,2,20.5,"pub",0,0,2,0,0,1,0,0.5,28829,0.0921988275694613,3,10963.6589355141
"1993",7076,2020,7,2,3.43,"pub",0,0,2,0,0,1,0,1,29889,0.0771855866706815,8,10427.9743109446
"1994",7077,2020,6,2,7,"pub",0,2,0,0,0,1,0.5,0.5,64251,0.0881387060123578,5,14191.5421470487
"1995",7078,2020,201,24,260,"pub",158,19,3,2,0,1,0.333333333333333,0.5,215874,0.0769198699241224,251,22735.5354975041
"1996",7079,2020,8,2,22,"pub",0,2,0,0,0,1,1,0,41793,0.0888904840523533,3,18574.7417868116
"1997",7080,2020,7,1,3,"pub",0,1,0,0,0,1,1,0,25937,0.0906427111847939,8,6703.37506466632
"1998",7081,2020,33,4,8,"pub",0,0,4,0,0,1,0,0.5,52935,0.0559743081137244,9,10236.4919774953
"1999",7082,2020,13,1,3,"pub",0,1,0,0,0,1,0,1,15518,0.0518108003608712,0,10386.5172413793
"2000",7083,2020,7,2,6,"pub",0,0,2,0,0,1,0,0,19092,0.103394091766185,0,9357.01159145586
"2001",7084,2020,5,1,6,"pub",0,0,0,1,0,1,0,0,8561,0.0999883191215979,0,8868.77380230443
"2002",7085,2020,7,1,5,"pub",0,0,1,0,0,1,0,1,10890,0.0868686868686869,0,11945.9216539717
"2003",7086,2020,15,2,22,"pub",0,1,1,0,0,1,0.5,0.5,25627,0.0944316541148008,0,16684.7508269019
"2004",7087,2020,50,3,25,"pub",0,0,3,0,0,1,1,0,41672,0.0868688807832597,19,15010.4486426786
"2005",7089,2020,125,34,400,"pub",80,34,0,0,0,1,1,0,353706,0.107204853748593,145,24083.1063398667
"2006",7091,2020,10,1,5,"pub",0,0,1,0,0,1,0,0,13592,0.0929223072395527,8,15244.7514763287
"2007",7092,2020,17,3,12,"pub",0,1,1,1,0,1,0,0.666666666666667,21426,0.114813777653318,20,12048.6337175793
"2008",7093,2020,12,1,5,"pub",0,0,0,1,0,1,1,0,48162,0.0605456584028902,0,4749.75236380009
"2009",7094,2020,29,4,42,"pub",0,3,0,1,0,1,0,0.5,49499,0.0709711307299137,6,9539.02723759468
"2010",7096,2020,26,3,3,"pub",0,2,0,1,0,1,1,0,83505,0.0725824800910125,12,11346.1650977552
"2011",7097,2020,37,8,77,"pub",0,0,0,8,0,1,1,0,91913,0.126608858376943,73,17510.8084565925
"2012",7098,2020,12,1,2,"pub",0,0,1,0,0,1,0,0,7211,0.0808487033698516,0,7447.32487309645
"2013",7099,2020,12,2,64,"pub",0,2,0,0,0,1,0,1,83111,0.107687309742393,6,10409.6809897405
"2014",7100,2020,10,2,7,"pub",0,2,0,0,0,1,1,0,38025,0.0887047994740302,0,6187.12539851222
"2015",7101,2020,188,44,560,"priv",158,38,4,0,2,1,0.454545454545455,0.545454545454545,604147,0.108038275452829,148,33668.7657741468
"2016",7102,2020,60,3,20,"pub",0,1,2,0,0,1,0.666666666666667,0,41024,0.11890600624025,3,15522.5499596014
"2017",7103,2020,7,1,4,"pub",0,1,0,0,0,1,0,1,30302,0.112038809319517,0,11833.3338544517
"2018",7104,2020,21,1,7,"pub",0,0,1,0,0,1,0,0,16560,0.114734299516908,0,11517.5205095541
"2019",7105,2020,6,2,2.5,"pub",6,2,0,0,0,1,1,0,16008,0.13611944027986,5,10426.4404583956
"2020",7107,2020,24,3,14.182,"pub",0,1,2,0,0,1,0,0.666666666666667,65643,0.108054171808114,10,10875.0058506143
"2021",7108,2020,32,5,80,"pub",0,5,0,0,0,1,0.6,0.4,109536,0.112921779141104,20,15984.5566675301
"2022",7109,2020,29,4,8,"pub",0,1,2,1,0,1,0.25,0.5,40285,0.0814447064664267,17,14986.7613987397
"2023",7110,2020,6,2,3,"pub",0,0,2,0,0,1,0,0,7526,0.0831783151740633,0,7458.32911392405
"2024",7111,2020,16,3,7,"pub",0,2,0,1,0,1,1,0,45373,0.0660084191038724,0,7025.01364407405
"2025",7112,2020,2,3,3,"pub",0,0,2,1,0,1,1,0,37948,0.0470907557710551,0,2706.69332216872
"2026",7114,2020,13,2,17,"pub",0,0,1,1,0,1,0,0.5,23603,0.0639325509469135,12,13194.9392112967
"2027",7115,2020,7,1,6,"pub",0,0,1,0,0,1,0,1,14714,0.0617099361152644,6,10993.7142857143
"2028",7116,2020,6,2,3,"pub",0,0,1,1,0,1,0,1,12892,0.0635277691591685,3,11675.298989401
"2029",7119,2020,5,1,3.5,"pub",0,1,0,0,0,1,0,1,4959,0.0419439403105465,0,2234.17911504425
"2030",8001,2020,11,4,20,"priv",11,3,0,1,0,1,0,1,14635,0.0958660744789887,5,29242.2087258758
"2031",8002,2020,21,7,18.82,"mixed",7,6,0,1,0,2,0,1,26047,0.121012016738972,3,33170.5317869002
"2032",8003,2020,7,5,11.05,"pub",5,0,1,4,0,1,0,0.4,8487,0.192411924119241,0,26441.3299363057
"2033",8005,2020,23,4,24,"pub",17,2,1,1,0,2,0.5,0,26093,0.101866400950446,16,29621.5127960179
"2034",8006,2020,6,1,2,"pub",0,1,0,0,0,1,0,0,5807,0.215257447907698,0,26771.4884910486
"2035",8007,2020,11,3,12,"pub",0,1,0,2,0,1,0.333333333333333,0.333333333333333,16440,0.111861313868613,7,17874.1123152709
"2036",8008,2020,3,1,1.3,"pub",0,1,0,0,0,1,1,0,11270,0.092812777284827,7,13238.432160804
"2037",8009,2020,27,9,26,"pub",0,0,9,0,0,1,0,0.111111111111111,23351,0.119052717228384,54,23920.4902461681
"2038",8010,2020,12,5,21.8,"pub",0,5,0,0,0,1,0,0.6,25146,0.123081205758371,10,NA
"2039",8011,2020,36,10,60,"pub",26,10,0,0,0,1,0,1,49499,0.136305783955231,12,27581.9706247511
"2040",8012,2020,6,2,5,"pub",0,1,0,1,0,1,0,0.5,8113,0.148773573277456,3,NA
"2041",8013,2020,6,2,11,"pub",0,1,0,1,0,1,0,1,11815,0.142361404993652,3,23663.8445968005
"2042",8014,2020,3,1,2.5,"pub",3,1,0,0,0,1,1,0,2034,0.210914454277286,0,19735.9022457067
"2043",8015,2020,10,6,2.5,"pub",0,0,0,6,0,1,0,0.5,1230,0.207317073170732,0,27750.4333581534
"2044",8016,2020,4,1,3,"pub",0,1,0,0,0,1,1,0,3704,0.169816414686825,0,22699.8030634573
"2045",8017,2020,310,55,256,"pub",157,24,13,15,3,4,0.345454545454545,0.418181818181818,180638,0.113470033990633,34,40610.9559497736
"2046",8020,2020,8,1,4,"pub",0,0,0,1,0,1,1,0,6222,0.127611700417872,3,23028.9651716362
"2047",8021,2020,72,25,175.6,"priv",72,21,4,0,0,1,0.36,0.56,150506,0.127835435132154,14,33965.227425714
"2048",8022,2020,8,4,3.6,"pub",8,1,0,3,0,1,0,0.75,2456,0.344462540716612,0,20055.2273838631
"2049",8023,2020,4,1,4.6,"pub",0,1,0,0,0,1,0,1,6656,0.0928485576923077,0,22624.3954857704
"2050",8025,2020,4,1,8.5,"pub",0,1,0,0,0,1,0,1,7023,0.203901466609711,3,25135.6463414634
"2051",8027,2020,82,10,40,"pub",14,4,2,4,0,1,0.1,0.3,50180,0.0920286966919091,14,19874.6515611062
"2052",8028,2020,6,1,2.28,"pub",0,1,0,0,0,1,1,0,4237,0.142553693651168,0,19985.1474219317
"2053",8029,2020,13,3,9,"pub",0,3,0,0,0,1,1,0,50514,0.0805123332145544,15,15120.072699735
"2054",8030,2020,3,2,4,"pub",0,1,0,0,1,1,0,1,8196,0.119082479258175,13,25445.7291570705
"2055",8031,2020,5,6,38,"pub",4,4,0,2,0,1,0,0.666666666666667,35473,0.163109970963832,12,25875.4347885589
"2056",8032,2020,49,12,125,"priv",0,11,0,1,0,1,1,0,116662,0.133316761241878,31,31936.9450174715
"2057",8034,2020,4,1,5,"pub",0,1,0,0,0,1,1,0,5196,0.234411085450346,0,21528.6149266426
"2058",8036,2020,35,11,13,"pub",30,9,0,2,0,1,0.545454545454545,0.181818181818182,40859,0.127536160943733,8,24826.4034103657
"2059",8039,2020,7,3,4,"pub",0,3,0,0,0,1,0.666666666666667,0,4122,0.185104318292091,0,21747.0826771654
"2060",8040,2020,18,6,36,"pub",14,6,0,0,0,1,0,0.666666666666667,25144,0.15956092904868,12,25009.8288495336
"2061",8043,2020,4,1,6,"pub",2,1,0,0,0,1,0,1,2742,0.229759299781182,0,23387.1845210005
"2062",8044,2020,3,1,7,"pub",0,1,0,0,0,1,0,1,4314,0.182429299953639,0,21183.1896103896
"2063",8045,2020,40,4,61.955,"priv",36,4,0,0,0,1,1,0,44853,0.131942122043119,4,27335.4998782961
"2064",8046,2020,7,1,1.3,"pub",0,0,0,1,0,1,0,0,7266,0.0988164051747867,0,14459.875601629
"2065",8047,2020,7,2,2,"pub",0,0,0,2,0,1,0,0.5,4447,0.129300652125028,4,21491.3064798599
"2066",8048,2020,14,4,8.1,"pub",0,4,0,0,0,1,0,0.5,22712,0.193862275449102,6,32993.1074014975
"2067",8049,2020,4,2,3,"pub",0,1,0,1,0,1,1,0,2757,0.174827711280377,0,18412.8122518435
"2068",8051,2020,12,3,28,"pub",0,0,2,1,0,1,0,0,8127,0.100652147163775,12,30091.9072335726
"2069",8052,2020,26,4,35,"pub",25,4,0,0,0,1,0.75,0,24534,0.143759680443466,14,39565.1129928553
"2070",8053,2020,6,2,6.5,"pub",0,2,0,0,0,1,0.5,0,5111,0.15867736255136,0,20385.8674145844
"2071",8054,2020,3,1,3,"pub",0,0,1,0,0,1,0,0,7695,0.130084470435348,0,50657.1054342778
"2072",8056,2020,2,1,2.85,"pub",0,0,0,1,0,1,0,1,2079,0.231842231842232,0,18021.8863636364
"2073",8057,2020,6,1,3.5,"pub",0,1,0,0,0,1,0,1,2197,0.260355029585799,0,22410.8595866001
"2074",8058,2020,3,1,5,"pub",3,1,0,0,0,1,1,0,2696,0.201780415430267,11,24258.7009778693
"2075",8059,2020,13,2,3,"pub",5,0,1,1,0,1,0,1,5004,0.171462829736211,0,31889.1432755675
"2076",8060,2020,20,6,13,"pub",18,2,1,3,0,1,0,0,11582,0.15213261958211,0,29213.6161750083
"2077",8061,2020,3,1,1.8,"pub",0,1,0,0,0,1,0,0,3414,0.253954305799649,0,24409.1471415183
"2078",8064,2020,12,1,1.8,"pub",0,0,0,1,0,1,0,1,1448,0.226519337016575,0,18926.8291390728
"2079",8065,2020,12,5,8.5,"pub",0,0,0,5,0,1,0,0.4,17043,0.111013319251306,35,NA
"2080",8066,2020,7,2,2,"pub",0,0,0,2,0,1,0,0.5,6512,0.130067567567568,0,16783.8948571429
"2081",8067,2020,8,2,4,"pub",0,2,0,0,0,1,0,0,4775,0.220942408376963,3,24064.0185251158
"2082",9002,2020,412,144,829.5,"pub",229,95,9,3,37,1,0.333333333333333,0.131944444444444,432205,0.181973831862195,21,44203.28589074
"2083",9003,2020,2151,160,900,"pub",1350,113,16,13,18,1,0.26875,0.51875,614447,0.206025906221367,22,62112.5650901979
"2084",9004,2020,515,77,607.428,"pub",511,62,1,6,8,1,0.298701298701299,0.493506493506493,217686,0.118533116507263,12,99540.3428571429
"2085",9005,2020,2943,305,3020.547,"pub",1686,227,42,6,30,1,0.03125,0.29296875,1173351,0.173408468565672,54,37612.9856185859
"2086",9006,2020,1091,123,868,"pub",1089,97,6,15,5,1,0.219512195121951,0.51219512195122,404695,0.175210961341257,21,43276.3198478818
"2087",9007,2020,3545,274,1250,"pub",1744,217,5,0,52,1,0.135036496350365,0.27007299270073,1835486,0.142776354600362,54,32898.1053649478
"2088",9008,2020,550,100,450,"pub",330,83,4,13,0,1,0.373737373737374,0.303030303030303,247622,0.153754512926961,3,49402.5745886604
"2089",9009,2020,389,58,84.932,"pub",260,26,22,3,7,1,0.206896551724138,0.603448275862069,152685,0.107653011101287,0,25111.9664655645
"2090",9010,2020,950,225,825,"pub",561,127,74,17,7,1,0.226666666666667,0.6,759137,0.161129018872746,13,57266.2719031555
"2091",9011,2020,653,64,395,"pub",358,58,0,3,3,1,0.421875,0.328125,392313,0.117752916676225,3,29309.3168650912
"2092",9012,2020,1043,169,1123,"pub",622,119,12,26,12,1,0.218934911242604,0.420118343195266,699928,0.155578859539838,27,49922.4931417374
"2093",9013,2020,790,77,706,"pub",531,47,12,13,5,1,0.051948051948052,0.220779220779221,442178,0.137924093916929,10,33525.9724686204
"2094",9014,2020,1548,207,594,"pub",921,106,62,35,4,1,0.207729468599034,0.159420289855072,434153,0.201182532425205,65,119439.610408286
"2095",9015,2020,2087,286,1540,"pub",1384,219,25,29,13,1,0.416083916083916,0.0804195804195804,545884,0.1718478651142,461,69093.4385611733
"2096",9016,2020,1433,233,750,"mixed",1006,181,20,25,7,2,0.283261802575107,0.416309012875536,414470,0.171570921900258,92,108024.105513106
"2097",9017,2020,1833,179,1020.819,"pub",1277,53,44,2,80,1,0.262569832402235,0.111731843575419,443704,0.177965490507185,39,42166.4101171493
"2098",10001,2020,17,5,16,"pub",10,3,0,2,0,1,0.4,0.2,31454,0.145895593565206,0,19045.9189202699
"2099",10002,2020,4,1,2,"pub",3,1,0,0,0,1,1,0,4321,0.0992825734783615,3,19554.1325833668
"2100",10003,2020,10,4,3,"pub",0,0,0,4,0,1,0,0,4084,0.129774730656219,0,13234.4469413233
"2101",10005,2020,269,39,522.229,"mixed",232,37,0,0,2,5,1,0,688697,0.11013987283232,96,30865.729066725
"2102",10006,2020,5,1,1,"pub",0,0,0,1,0,1,0,0,10038,0.152221558079299,3,13674.3335064935
"2103",10007,2020,130,20,350,"mixed",53,14,0,6,0,2,0.95,0,372750,0.107063715627096,24,25349.1518941061
"2104",10008,2020,15,4,20,"pub",12,4,0,0,0,1,0.5,0.5,36695,0.13227960212563,7,18998.6018729436
"2105",10009,2020,9,2,4,"pub",0,2,0,0,0,1,1,0,9869,0.135880028371669,3,25167.7269772481
"2106",10012,2020,145,22,90,"pub",142,9,13,0,0,1,0.136363636363636,0.863636363636364,163313,0.108944174682971,11,23031.9763291753
"2107",10013,2020,25,3,5,"pub",0,3,0,0,0,1,1,0,26932,0.109720778256349,13,16982.4915972986
"2108",10014,2020,9,2,5.5,"pub",0,2,0,0,0,1,1,0,48583,0.0610089949159171,3,14121.9333333333
"2109",10015,2020,8,2,10,"pub",0,2,0,0,0,1,0,1,12894,0.16426244765007,4,15142.0135269986
"2110",10016,2020,19,4,12,"pub",0,4,0,0,0,1,0,1,19060,0.147061909758657,4,19515.6426962918
"2111",10017,2020,5,1,4,"pub",0,1,0,0,0,1,1,0,8003,0.210670998375609,4,20751.2783306581
"2112",10018,2020,13,2,6,"pub",0,2,0,0,0,1,0,1,10384,0.185285053929122,5,25143.5255712731
"2113",10020,2020,17,2,20,"pub",0,2,0,0,0,1,1,0,12656,0.159845132743363,0,18641.0813722711
"2114",10021,2020,10,3,6.4,"pub",8,1,2,0,0,1,0,0.333333333333333,11118,0.148138154344307,4,14784.4644831986
"2115",10022,2020,27,3,25,"pub",18,3,0,0,0,1,0.333333333333333,0.333333333333333,25623,0.140225578581743,3,16345.9796585543
"2116",10023,2020,31,7,25,"pub",19,6,0,1,0,1,0.428571428571429,0,51269,0.0783709454056057,24,19506.1066957694
"2117",10024,2020,7,1,10,"pub",0,1,0,0,0,1,0,1,12818,0.155328444375098,5,17803.1708887935
"2118",10025,2020,3,1,1,"pub",0,0,0,1,0,1,1,0,2837,0.260133944307367,0,19062.655226209
"2119",10026,2020,19,6,26,"pub",18,2,1,3,0,1,0.5,0.5,17333,0.0979634223735072,11,24954.6197852323
"2120",10027,2020,3,1,2,"pub",0,1,0,0,0,1,0,1,5251,0.163587888021329,0,11346.4684292379
"2121",10028,2020,5,1,3.072,"pub",0,1,0,0,0,1,1,0,12013,0.155997669191709,3,18485.7141412865
"2122",10029,2020,3,2,1,"pub",0,2,0,0,0,1,0,0,2103,0.166904422253923,0,17193.4575230297
"2123",10030,2020,4,1,1,"pub",0,1,0,0,0,1,1,0,1633,0.191059399877526,0,13853.6020806242
"2124",10031,2020,7,2,3.5,"pub",0,0,1,1,0,1,1,0,6727,0.171398840493534,0,12964.3990416031
"2125",10032,2020,86,10,40,"pub",85,6,0,4,0,1,0.3,0.3,49207,0.120145507752962,21,22211.3737621737
"2126",10033,2020,10,2,3,"pub",0,0,0,2,0,1,0.5,0.5,6917,0.146161630764782,0,15515.41588386
"2127",10034,2020,4,1,11.25,"pub",0,1,0,0,0,1,1,0,26300,0.0872243346007605,3,20193.6591928251
"2128",10035,2020,12,3,12,"pub",0,3,0,0,0,1,0.333333333333333,0.333333333333333,11378,0.172086482685885,3,20005.6131795717
"2129",10036,2020,10,3,3,"pub",0,3,0,0,0,1,0,1,21143,0.134039634867332,0,16879.8001732602
"2130",10038,2020,24,5,30,"pub",13,4,0,1,0,1,0.6,0.1,23476,0.125830635542682,6,19852.4010723861
"2131",10039,2020,18,4,28,"pub",0,4,0,0,0,1,0.75,0,27981,0.121189378506844,5,21574.2952314861
"2132",11001,2020,56,6,38.5,"pub",49,4,0,2,0,1,1,0,92040,0.120686657974794,7,16565.7414218613
"2133",11002,2020,38,6,80,"priv",35,6,0,0,0,1,0,1,108697,0.1687075080269,26,20878.3444763329
"2134",11003,2020,56,20,108.52,"priv",53,14,1,5,0,1,1,0,174615,0.115705981731237,114,24008.7394322122
"2135",11004,2020,53,7,45,"pub",51,1,0,6,0,1,0.25,0.75,63392,0.113957597173145,5,20527.8758772997
"2136",11005,2020,14,10,101.17,"pub",10,5,1,3,1,1,0.1,0.7,117883,0.0827006438587413,5,24424.2114309844
"2137",11006,2020,4,2,2,"pub",0,0,0,2,0,1,1,0,5296,0.171261329305136,0,17211.6758991319
"2138",11007,2020,274,74,376.68,"pub",194,56,5,7,6,1,0.41304347826087,0.543478260869565,521169,0.115363730383043,68,30871.0278982645
"2139",11008,2020,26,5,35,"pub",26,0,4,1,0,1,0,0,41240,0.136857419980601,0,20455.3678607984
"2140",11009,2020,100,13,100,"pub",75,4,1,8,0,1,0.5,0.375,82216,0.101573902889948,6,18471.3381689186
"2141",11011,2020,109,14,100,"pub",94,10,0,4,0,1,0.25,0.5,97928,0.121517849848869,10,22054.2852533548
"2142",11013,2020,14,4,13,"pub",14,3,1,0,0,1,0,1,27390,0.0951442132165024,0,18803.1944121071
"2143",11014,2020,30,11,92.564,"pub",27,7,1,1,2,1,0.272727272727273,0.636363636363636,163038,0.0966952489603651,27,18726.7088061677
"2144",11015,2020,216,32,191.61,"pub",116,2,3,25,2,1,0.734375,0.125,194500,0.106884318766067,126,31377.3073637407
"2145",11016,2020,21,2,12,"pub",20,1,1,0,0,1,0,1,21128,0.142228322605074,0,15374.0796738929
"2146",11018,2020,17,4,31.992,"pub",16,3,0,1,0,1,0.5,0,38782,0.13452116961477,4,18928.5764804218
"2147",11019,2020,23,4,21,"pub",23,0,1,3,0,1,0.5,0.25,49517,0.143445685320193,5,14957.4241829823
"2148",11020,2020,729,84,1257.98,"priv",528,65,13,4,2,10,0.727272727272727,0.272727272727273,1721215,0.0962395749514151,171,36084.4979444332
